% Model:              dipoleMoveInBox_1.10.23.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 11 2023, 13:35
% Table:              Table 3 - port voltage
% boxX (m)               boxY (m)                 boxZ (m)                 boxTheta                 boxPhi                   freq (MHz)               abs(emw.Vport_1) (V)
-0.15                    -0.2                     0.1                      80                       50                       88.07615230460922        0.11339584184999892
-0.15                    -0.2                     0.1                      80                       50                       88.57715430861721        0.12113663358354519
-0.15                    -0.2                     0.1                      80                       50                       89.07815631262525        0.12498843642558223
-0.15                    -0.2                     0.1                      80                       50                       89.57915831663325        0.1318335744865861
-0.15                    -0.2                     0.1                      80                       50                       90.08016032064127        0.13605889182701666
-0.15                    -0.2                     0.1                      80                       50                       90.58116232464928        0.13927748311617552
-0.15                    -0.2                     0.1                      80                       50                       91.08216432865731        0.14229612679704048
-0.15                    -0.2                     0.1                      80                       50                       91.58316633266531        0.14558449898042436
-0.15                    -0.2                     0.1                      80                       50                       92.08416833667334        0.14946070357280383
-0.15                    -0.2                     0.1                      80                       50                       92.58517034068136        0.15417528490971244
-0.15                    -0.2                     0.1                      80                       50                       93.08617234468936        0.15951553355639403
-0.15                    -0.2                     0.1                      80                       50                       93.58717434869739        0.16402216729357302
-0.15                    -0.2                     0.1                      80                       50                       94.0881763527054         0.1687975163537874
-0.15                    -0.2                     0.1                      80                       50                       94.58917835671342        0.173904738536574
-0.15                    -0.2                     0.1                      80                       50                       95.09018036072143        0.17942212345384886
-0.15                    -0.2                     0.1                      80                       50                       95.59118236472946        0.1854460420959081
-0.15                    -0.2                     0.1                      80                       50                       96.09218436873745        0.19209394037980737
-0.15                    -0.2                     0.1                      80                       50                       96.59318637274549        0.19950686708622953
-0.15                    -0.2                     0.1                      80                       50                       97.0941883767535         0.20922215687258813
-0.15                    -0.2                     0.1                      80                       50                       97.59519038076151        0.2208703721476529
-0.15                    -0.2                     0.1                      80                       50                       98.09619238476954        0.23220783967204692
-0.15                    -0.2                     0.1                      80                       50                       98.59719438877755        0.24318341790987721
-0.15                    -0.2                     0.1                      80                       50                       99.09819639278555        0.2540098540447525
-0.15                    -0.2                     0.1                      80                       50                       99.59919839679358        0.2653512899643122
-0.15                    -0.2                     0.1                      80                       50                       100.1002004008016        0.2782405620680544
-0.15                    -0.2                     0.1                      80                       50                       100.6012024048096        0.2904614198281118
-0.15                    -0.2                     0.1                      80                       50                       101.10220440881763       0.2464665121596666
-0.15                    -0.2                     0.1                      80                       50                       101.60320641282564       0.08066253882158446
-0.15                    -0.2                     0.1                      80                       50                       102.10420841683366       0.09131762161319747
-0.15                    -0.2                     0.1                      80                       50                       102.60521042084167       0.1544699462502079
-0.15                    -0.2                     0.1                      80                       50                       103.1062124248497        0.1936775155256323
-0.15                    -0.2                     0.1                      80                       50                       103.60721442885769       0.2237989855004549
-0.15                    -0.2                     0.1                      80                       50                       104.10821643286572       0.25033183480132887
-0.15                    -0.2                     0.1                      80                       50                       104.60921843687373       0.2753395454827095
-0.15                    -0.2                     0.1                      80                       50                       105.11022044088175       0.2803310351690172
-0.15                    -0.2                     0.1                      80                       50                       105.61122244488976       0.2780923261642313
-0.15                    -0.2                     0.1                      80                       50                       106.11222444889779       0.27290588666318366
-0.15                    -0.2                     0.1                      80                       50                       106.61322645290579       0.26551798667230764
-0.15                    -0.2                     0.1                      80                       50                       107.1142284569138        0.2564061748676387
-0.15                    -0.2                     0.1                      80                       50                       107.61523046092184       0.2458852725274786
-0.15                    -0.2                     0.1                      80                       50                       108.11623246492984       0.23420584443307746
-0.15                    -0.2                     0.1                      80                       50                       108.61723446893785       0.22121595407272682
-0.15                    -0.2                     0.1                      80                       50                       109.11823647294588       0.2020047892031601
-0.15                    -0.2                     0.1                      80                       50                       109.61923847695391       0.18648971835380607
-0.15                    -0.2                     0.1                      80                       50                       110.1202404809619        0.17426259409674236
-0.15                    -0.2                     0.1                      80                       50                       110.62124248496994       0.1649124156192709
-0.15                    -0.2                     0.1                      80                       50                       111.12224448897793       0.1580069578481924
-0.15                    -0.2                     0.1                      80                       50                       111.62324649298596       0.1529433971670253
-0.15                    -0.2                     0.1                      80                       50                       112.12424849699397       0.1482079314831131
-0.15                    -0.2                     0.1                      80                       50                       112.625250501002         0.13562652588560534
-0.15                    -0.2                     0.1                      80                       50                       113.12625250501          0.13067874911293215
-0.15                    -0.2                     0.1                      80                       50                       113.62725450901803       0.14710329744674397
-0.15                    -0.2                     0.1                      80                       50                       114.12825651302605       0.14130414725821
-0.15                    -0.2                     0.1                      80                       50                       114.62925851703405       0.1332702925137055
-0.15                    -0.2                     0.1                      80                       50                       115.13026052104208       0.12387896947509043
-0.15                    -0.2                     0.1                      80                       50                       115.63126252505009       0.11328800993188395
-0.15                    -0.2                     0.1                      80                       50                       116.13226452905809       0.10164942223671447
-0.15                    -0.2                     0.1                      80                       50                       116.63326653306612       0.09193955763845496
-0.15                    -0.2                     0.1                      80                       50                       117.13426853707413       0.08582854954607952
-0.15                    -0.2                     0.1                      80                       50                       117.63527054108214       0.08019788553202667
-0.15                    -0.2                     0.1                      80                       50                       118.13627254509018       0.07481816223310564
-0.15                    -0.2                     0.1                      80                       50                       118.6372745490982        0.06941140865354643
-0.15                    -0.2                     0.1                      80                       50                       119.1382765531062        0.06363630936445747
-0.15                    -0.2                     0.1                      80                       50                       119.63927855711422       0.057069141727520235
-0.15                    -0.2                     0.1                      80                       50                       120.14028056112224       0.04917876959333565
-0.15                    -0.2                     0.1                      80                       50                       120.64128256513024       0.03841629638330129
-0.15                    -0.2                     0.1                      80                       50                       121.14228456913827       0.02611525625787638
-0.15                    -0.2                     0.1                      80                       50                       121.64328657314628       0.01240309917627024
-0.15                    -0.2                     0.1                      80                       50                       122.14428857715428       0.004940293761412643
-0.15                    -0.2                     0.1                      80                       50                       122.64529058116231       0.027640857013761417
-0.15                    -0.2                     0.1                      80                       50                       123.14629258517033       0.06604192310551558
-0.15                    -0.2                     0.1                      80                       50                       123.64729458917833       0.1475763362802461
-0.15                    -0.2                     0.1                      80                       50                       124.14829659318636       0.328009401267765
-0.15                    -0.2                     0.1                      80                       50                       124.64929859719437       0.30786906452016216
-0.15                    -0.2                     0.1                      80                       50                       125.15030060120239       0.20823465663849414
-0.15                    -0.2                     0.1                      80                       50                       125.65130260521042       0.1599594084289725
-0.15                    -0.2                     0.1                      80                       50                       126.15230460921843       0.13360906252090501
-0.15                    -0.2                     0.1                      80                       50                       126.65330661322643       0.11473773673957413
-0.15                    -0.2                     0.1                      80                       50                       127.15430861723446       0.0963589777959055
-0.15                    -0.2                     0.1                      80                       50                       127.65531062124248       0.07337192719554003
-0.15                    -0.2                     0.1                      80                       50                       128.1563126252505        0.040338694844023144
-0.15                    -0.2                     0.1                      80                       50                       128.6573146292585        0.008198040891591566
-0.15                    -0.2                     0.1                      80                       50                       129.1583166332665        0.07698487761811272
-0.15                    -0.2                     0.1                      80                       50                       129.65931863727454       0.3050448876432203
-0.15                    -0.2                     0.1                      80                       50                       130.16032064128257       0.4709860567798045
-0.15                    -0.2                     0.1                      80                       50                       130.66132264529057       0.32271773127775916
-0.15                    -0.2                     0.1                      80                       50                       131.16232464929857       0.27929590509188895
-0.15                    -0.2                     0.1                      80                       50                       131.6633266533066        0.24154884980198316
-0.15                    -0.2                     0.1                      80                       50                       132.16432865731463       0.2129896628979952
-0.15                    -0.2                     0.1                      80                       50                       132.66533066132263       0.19545502177648028
-0.15                    -0.2                     0.1                      80                       50                       133.16633266533066       0.18512819759067994
-0.15                    -0.2                     0.1                      80                       50                       133.6673346693387        0.17899588325015037
-0.15                    -0.2                     0.1                      80                       50                       134.1683366733467        0.1755470563151444
-0.15                    -0.2                     0.1                      80                       50                       134.6693386773547        0.174031180609758
-0.15                    -0.2                     0.1                      80                       50                       135.17034068136272       0.17419405973283578
-0.15                    -0.2                     0.1                      80                       50                       135.67134268537075       0.17622627755577297
-0.15                    -0.2                     0.1                      80                       50                       136.17234468937872       0.17982562708776065
-0.15                    -0.2                     0.1                      80                       50                       136.67334669338672       0.18452642673317077
-0.15                    -0.2                     0.1                      80                       50                       137.17434869739478       0.19088076803312443
-0.15                    -0.2                     0.1                      80                       50                       137.6753507014028        0.19817650098062733
-0.15                    -0.2                     0.1                      80                       50                       138.1763527054108        0.205680314350825
-0.15                    -0.2                     0.1                      80                       50                       138.6773547094188        0.21383011819685183
-0.15                    -0.2                     0.1                      80                       50                       139.17835671342687       0.2255973207963718
-0.15                    -0.2                     0.1                      80                       50                       139.67935871743484       0.24792399531335016
-0.15                    -0.2                     0.1                      80                       50                       140.18036072144287       0.2876972980918125
-0.15                    -0.2                     0.1                      80                       50                       140.6813627254509        0.3583957967365084
-0.15                    -0.2                     0.1                      80                       50                       141.18236472945893       0.48721037860522065
-0.15                    -0.2                     0.1                      80                       50                       141.68336673346693       0.24200575598797328
-0.15                    -0.2                     0.1                      80                       50                       142.1843687374749        0.18458091847496133
-0.15                    -0.2                     0.1                      80                       50                       142.68537074148293       0.2531851878431714
-0.15                    -0.2                     0.1                      80                       50                       143.18637274549098       0.2964062763646155
-0.15                    -0.2                     0.1                      80                       50                       143.68737474949899       0.24567890986021704
-0.15                    -0.2                     0.1                      80                       50                       144.188376753507         0.05633282134904252
-0.15                    -0.2                     0.1                      80                       50                       144.68937875751502       0.06809134849842964
-0.15                    -0.2                     0.1                      80                       50                       145.19038076152304       0.12651177061655533
-0.15                    -0.2                     0.1                      80                       50                       145.69138276553102       0.16484006350524294
-0.15                    -0.2                     0.1                      80                       50                       146.19238476953907       0.1812411709322746
-0.15                    -0.2                     0.1                      80                       50                       146.6933867735471        0.16060929672321453
-0.15                    -0.2                     0.1                      80                       50                       147.1943887775551        0.13682322545571626
-0.15                    -0.2                     0.1                      80                       50                       147.6953907815631        0.126583094265941
-0.15                    -0.2                     0.1                      80                       50                       148.19639278557113       0.0995479101368982
-0.15                    -0.2                     0.1                      80                       50                       148.69739478957914       0.08217208210847399
-0.15                    -0.2                     0.1                      80                       50                       149.19839679358716       0.07063631703821303
-0.15                    -0.2                     0.1                      80                       50                       149.69939879759517       0.06274095986911236
-0.15                    -0.2                     0.1                      80                       50                       150.2004008016032        0.0571028546219823
-0.15                    -0.2                     0.1                      80                       50                       150.70140280561122       0.052600300031528546
-0.15                    -0.2                     0.1                      80                       50                       151.20240480961922       0.04787674402698008
-0.15                    -0.2                     0.1                      80                       50                       151.7034068136272        0.04148159869388829
-0.15                    -0.2                     0.1                      80                       50                       152.20440881763525       0.05397056165142213
-0.15                    -0.2                     0.1                      80                       50                       152.70541082164328       0.049892243557570354
-0.15                    -0.2                     0.1                      80                       50                       153.20641282565128       0.04429714321839136
-0.15                    -0.2                     0.1                      80                       50                       153.7074148296593        0.03906885501001014
-0.15                    -0.2                     0.1                      80                       50                       154.20841683366734       0.03366739266052807
-0.15                    -0.2                     0.1                      80                       50                       154.70941883767532       0.02772997904899813
-0.15                    -0.2                     0.1                      80                       50                       155.21042084168334       0.02119385841710109
-0.15                    -0.2                     0.1                      80                       50                       155.71142284569137       0.015594325843972941
-0.15                    -0.2                     0.1                      80                       50                       156.2124248496994        0.011788334218989649
-0.15                    -0.2                     0.1                      80                       50                       156.7134268537074        0.008576665999893256
-0.15                    -0.2                     0.1                      80                       50                       157.2144288577154        0.006074836165957805
-0.15                    -0.2                     0.1                      80                       50                       157.7154308617234        0.003021243747194547
-0.15                    -0.2                     0.1                      80                       50                       158.21643286573143       0.0041949342207847915
-0.15                    -0.2                     0.1                      80                       50                       158.71743486973946       0.04774237370229136
-0.15                    -0.2                     0.1                      80                       50                       159.21843687374746       0.005732928126306047
-0.15                    -0.2                     0.1                      80                       50                       159.7194388777555        0.003999929749732799
-0.15                    -0.2                     0.1                      80                       50                       160.22044088176352       0.0026912413884563934
-0.15                    -0.2                     0.1                      80                       50                       160.7214428857715        0.0017660532255275316
-0.15                    -0.2                     0.1                      80                       50                       161.22244488977952       0.001070169251445591
-0.15                    -0.2                     0.1                      80                       50                       161.72344689378758       7.627284794561867E-4
-0.15                    -0.2                     0.1                      80                       50                       162.22444889779558       0.0013579963268997286
-0.15                    -0.2                     0.1                      80                       50                       162.72545090180358       0.003302643094148605
-0.15                    -0.2                     0.1                      80                       50                       163.2264529058116        9.63628545922781E-4
-0.15                    -0.2                     0.1                      80                       50                       163.7274549098196        5.232399790405184E-4
-0.15                    -0.2                     0.1                      80                       50                       164.2284569138276        0.0010657670347403252
-0.15                    -0.2                     0.1                      80                       50                       164.72945891783564       0.0014085971117645797
-0.15                    -0.2                     0.1                      80                       50                       165.23046092184367       0.00164663878979326
-0.15                    -0.2                     0.1                      80                       50                       165.7314629258517        0.0017982897330587396
-0.15                    -0.2                     0.1                      80                       50                       166.2324649298597        0.0018471338927864868
-0.15                    -0.2                     0.1                      80                       50                       166.73346693386767       0.0017337636834498106
-0.15                    -0.2                     0.1                      80                       50                       167.2344689378757        0.0011153735625040006
-0.15                    -0.2                     0.1                      80                       50                       167.73547094188376       0.002597144108649335
-0.15                    -0.2                     0.1                      80                       50                       168.23647294589176       0.00832186702481425
-0.15                    -0.2                     0.1                      80                       50                       168.7374749498998        0.00907637032050437
-0.15                    -0.2                     0.1                      80                       50                       169.23847695390782       0.022252631951644397
-0.15                    -0.2                     0.1                      80                       50                       169.7394789579158        0.03702203833823921
-0.15                    -0.2                     0.1                      80                       50                       170.2404809619238        0.034134289280456316
-0.15                    -0.2                     0.1                      80                       50                       170.74148296593185       0.024882285934546087
-0.15                    -0.2                     0.1                      80                       50                       171.24248496993988       0.018191638631845763
-0.15                    -0.2                     0.1                      80                       50                       171.74348697394788       0.013873686817826261
-0.15                    -0.2                     0.1                      80                       50                       172.24448897795588       0.011368795831820816
-0.15                    -0.2                     0.1                      80                       50                       172.74549098196388       0.008981167907309889
-0.15                    -0.2                     0.1                      80                       50                       173.2464929859719        0.005201502940360618
-0.15                    -0.2                     0.1                      80                       50                       173.74749498997994       0.0023529683741048703
-0.15                    -0.2                     0.1                      80                       50                       174.24849699398794       0.019058300214115705
-0.15                    -0.2                     0.1                      80                       50                       174.749498997996         0.06043041319538887
-0.15                    -0.2                     0.1                      80                       50                       175.250501002004         0.12043987326845593
-0.15                    -0.2                     0.1                      80                       50                       175.75150300601197       0.10636820918198905
-0.15                    -0.2                     0.1                      80                       50                       176.25250501002          0.08574365141852877
-0.15                    -0.2                     0.1                      80                       50                       176.75350701402806       0.07684874202985136
-0.15                    -0.2                     0.1                      80                       50                       177.25450901803606       0.0735666025051614
-0.15                    -0.2                     0.1                      80                       50                       177.75551102204406       0.07258516882556665
-0.15                    -0.2                     0.1                      80                       50                       178.2565130260521        0.07129494268094629
-0.15                    -0.2                     0.1                      80                       50                       178.7575150300601        0.058643971230953156
-0.15                    -0.2                     0.1                      80                       50                       179.2585170340681        0.10235288537293757
-0.15                    -0.2                     0.1                      80                       50                       179.75951903807615       0.08932990455551156
-0.15                    -0.2                     0.1                      80                       50                       180.26052104208415       0.08725930412771193
-0.15                    -0.2                     0.1                      80                       50                       180.76152304609218       0.0878150690258791
-0.15                    -0.2                     0.1                      80                       50                       181.26252505010018       0.09004844564959828
-0.15                    -0.2                     0.1                      80                       50                       181.76352705410818       0.09393229523316038
-0.15                    -0.2                     0.1                      80                       50                       182.26452905811618       0.09975070924146903
