Frequency,S11_Magnitude,S12_Magnitude,S21_Magnitude,S22_Magnitude,
0,-3.947164803,-4.182281638,0.3102359432,-0.0973038718,
9000000,0.6818333747,-72.18280014,-67.51766204,0.6174892834,
18000000,0.1313488841,-80.88661898,-88.05688488,0.09640620949,
27000000,0.1098637534,-88.81440432,-67.1065942,0.07437824663,
36000000,0.06818953134,-85.86320671,-55.09165925,0.02352086904,
45000000,0.1194436644,-86.81602007,-70.40188389,0.09404697516,
54000000,0.121883863,-82.42869112,-85.21452993,0.1008712414,
63000000,0.08405816003,-90.80744273,-72.03064741,0.02586606991,
72000000,0.06181851662,-81.55535684,-72.00005658,0.01137550955,
81000000,0.1009208485,-91.03261994,-88.7941011,0.06654644326,
90000000,0.1060190505,-84.99575018,-78.57041667,0.06711660534,
99000000,0.07067376061,-92.74279586,-78.24283411,0.006984674078,
108000000,0.04880784803,-91.14953063,-69.62614861,-0.03737099855,
117000000,0.09408470141,-90.17636428,-84.28534978,0.01778375031,
126000000,0.0755839735,-92.75726229,-45.22112447,0.01901065952,
135000000,0.06873417842,-88.52149678,-64.91162594,-0.03962072059,
144000000,0.05010144097,-87.5128391,-67.02328313,-0.08008755018,
153000000,0.09364067589,-89.58090539,-65.27732821,-0.02800974248,
162000000,0.09763577183,-93.72373451,-62.0270639,-0.03177444266,
171000000,0.06749257922,-90.13191416,-60.87029658,-0.09497937644,
180000000,0.04992942467,-88.35755269,-58.99520706,-0.1391756845,
189000000,0.09441668945,-94.55049806,-57.36280819,-0.08841275766,
198000000,0.1041855068,-91.10253374,-57.2313396,-0.09222852886,
207000000,0.07562140204,-100.6952372,-56.14412576,-0.155447791,
216000000,0.06152595406,-57.33709389,-65.33350991,-0.1994457504,
225000000,0.1004325266,-91.35736816,-52.55256308,-0.1561100759,
234000000,0.1087319487,-85.95942758,-52.75782217,-0.1568075519,
243000000,0.08225412011,-85.41732059,-49.37925112,-0.2324545121,
252000000,0.06560848924,-87.93560102,-48.88317021,-0.2712900512,
261000000,0.1137993012,-92.23599462,-49.26862768,-0.2371004349,
270000000,0.1205987366,-98.46738163,-49.07856056,-0.2496501379,
279000000,0.09502590663,-83.38152722,-50.7846771,-0.3230845958,
288000000,0.08122622642,-78.81275149,-49.63757907,-0.3797406571,
297000000,0.1235680204,-85.56632932,-49.91175611,-0.3458980589,
306000000,0.1306246699,-93.76582696,-52.08357602,-0.3706624811,
315000000,0.1018581384,-89.56535087,-47.86798665,-0.4530711762,
324000000,0.08270174096,-70.22684919,-51.85670641,-0.5253079698,
333000000,0.1248446622,-84.8055706,-46.62629701,-0.4991667014,
342000000,0.1325517392,-104.3835855,-46.12788901,-0.5400661997,
351000000,0.1040500227,-87.72971117,-46.88940305,-0.619559117,
360000000,0.0812385408,-96.74662268,-43.11839796,-0.6961116403,
369000000,0.12367101,-91.51733314,-44.70202414,-0.6868907894,
378000000,0.1255368586,-98.13086338,-43.14954974,-0.725287034,
387000000,0.08957572122,-87.30414423,-42.58628592,-0.8158427501,
396000000,0.06669193723,-99.73203921,-40.65694575,-0.9024408512,
405000000,0.1059816983,-84.45546582,-41.51858288,-0.8918364253,
414000000,0.1110874494,-89.88132886,-38.99024694,-0.9327236576,
423000000,0.07885056212,-83.59431617,-37.26135822,-1.038728011,
432000000,0.0488987835,-82.15528121,-36.57981115,-1.117296464,
441000000,0.09433813377,-84.40648526,-35.88106425,-1.11210846,
450000000,0.09590162386,-86.75856017,-33.16290231,-1.180411768,
459000000,0.0658328941,-94.38431014,-32.39776537,-1.264613744,
468000000,0.04269292758,-83.81691379,-31.64261078,-1.357946455,
477000000,0.08326754395,-90.6588829,-30.13744,-1.37066018,
486000000,0.08959345876,-88.45487499,-29.14054401,-1.443408502,
495000000,0.06899630913,-83.46041105,-27.20928988,-1.539870729,
504000000,0.05709200118,-91.15448762,-26.49667576,-1.639519207,
513000000,0.09508311329,-93.16834998,-25.64963496,-1.664912204,
522000000,0.1096257842,-92.77441594,-23.80146673,-1.73988231,
531000000,0.08048690875,-84.75202496,-22.79023729,-1.86105196,
540000000,0.06271707151,-78.78263514,-21.37781239,-1.982430371,
549000000,0.1161969534,-90.50611895,-20.78223464,-2.005566084,
558000000,0.1272542189,-85.80846712,-19.53817961,-2.078423289,
567000000,0.1013558355,-81.28154534,-18.36284643,-2.209584852,
576000000,0.08379964857,-85.11939016,-17.02725504,-2.353097376,
585000000,0.1346030449,-89.45642275,-16.03917445,-2.383351594,
594000000,0.1431856973,-92.95427432,-14.75338872,-2.460659339,
603000000,0.1124587722,-99.45709017,-13.70258156,-2.599752976,
612000000,0.09094042006,-84.2336922,-12.58153174,-2.749900334,
621000000,0.1397371009,-91.78411052,-11.31224121,-2.8011966,
630000000,0.1474570043,-84.24512955,-10.20939033,-2.897462126,
639000000,0.1057555127,-84.82278121,-9.263688482,-3.052331117,
648000000,0.09179816479,-66.93375056,-8.191061106,-3.192456138,
657000000,0.1192441897,-92.05805019,-7.137557937,-3.254648926,
666000000,0.126498968,-88.06259165,-6.154013624,-3.372199156,
675000000,0.09129277207,-91.87177625,-5.243432324,-3.528467711,
684000000,0.06705910084,-87.95519378,-4.31051656,-3.682148349,
693000000,0.107694732,-86.38152978,-3.308130049,-3.747424528,
702000000,0.1065469304,-91.01277516,-2.370825423,-3.885193527,
711000000,0.07175274895,-88.65354749,-1.523032044,-4.073700982,
720000000,0.04524039814,-85.29125027,-0.6772764881,-4.257021905,
729000000,0.08953383955,-92.9490702,0.2689105315,-4.336011887,
738000000,0.09232232039,-93.81493778,1.152929894,-4.469390036,
747000000,0.05884398233,-89.37993916,1.976385653,-4.669837611,
756000000,0.03432051466,-89.3239019,2.810237421,-4.862946835,
765000000,0.07961511789,-88.53450151,3.751965114,-4.947150983,
774000000,0.08823871644,-80.6298787,4.666664224,-5.078523652,
783000000,0.05907741448,-90.20702659,5.565677575,-5.284827663,
792000000,0.03579324846,-96.61840855,6.576277215,-5.467940225,
801000000,0.0805498537,-89.83850185,7.637988754,-5.586934915,
810000000,0.08964227084,-89.19973621,8.666825715,-5.756354342,
819000000,0.06299150124,-90.82569032,9.67011062,-5.963715949,
828000000,0.04642445615,-93.53152142,10.64108693,-6.162890505,
837000000,0.1012716207,-94.75162576,11.40318097,-6.255843611,
846000000,0.1070343162,-88.12419295,11.92847783,-6.40547581,
855000000,0.07489243195,-84.77944537,12.37899013,-6.60087442,
864000000,0.0438345818,-68.3642354,12.75991288,-6.784785535,
873000000,0.08560750719,-96.40664354,13.17249043,-6.874292504,
882000000,0.09320914893,-84.5194885,13.51580892,-7.044845057,
891000000,0.06592010424,-97.48150556,13.7473916,-7.239581493,
900000000,0.03910494795,-84.14743411,13.35635557,-7.483422117,
909000000,0.08137188169,-86.1845738,13.58256847,-7.631040336,
918000000,0.0810781135,-88.61525399,13.7095795,-7.850110693,
927000000,0.05229503678,-85.57414308,13.74025898,-8.09728423,
936000000,0.03245603087,-95.08416925,13.72600046,-8.323047801,
945000000,0.08800501118,-83.39555746,13.7857717,-8.406504942,
954000000,0.1085724838,-97.94001687,13.71485526,-8.565085334,
963000000,0.08049302784,-80.62688554,13.56883522,-8.750286856,
972000000,0.05213967924,-90.3669724,13.36576556,-8.979177902,
981000000,0.09442420027,-81.422171,13.26643253,-9.101292591,
990000000,0.1022438283,-82.93675827,13.06703213,-9.309841681,
999000000,0.06917595523,-84.55576872,12.8175437,-9.528135166,
1008000000,0.04088148294,-92.17057908,12.53665129,-9.696410682,
1017000000,0.08491521153,-93.28831446,12.3584568,-9.728926345,
1026000000,0.09105885607,-87.30185138,12.12232951,-9.824759857,
1035000000,0.05499583651,-95.85906523,11.84772051,-9.95542628,
1044000000,0.02947098157,-83.97769325,11.59948844,-10.07463327,
1053000000,0.07651085499,-88.5746928,11.46864399,-10.03524843,
1062000000,0.08097014298,-84.06240175,11.32002276,-10.12435069,
1071000000,0.04682708934,-82.32871239,11.14173113,-10.27738632,
1080000000,0.009238538675,-85.59304587,10.98967829,-10.4178376,
1089000000,0.05088652821,-91.12876728,10.98083075,-10.46016842,
1098000000,0.05892051815,-87.44667152,10.97768253,-10.48435416,
1107000000,0.03080736785,-87.55083149,10.9355352,-10.60079786,
1116000000,0.0121975407,-83.68720953,10.93940939,-10.69004182,
1125000000,0.06580873203,-90.67090861,11.04160724,-10.61829158,
1134000000,0.0777111115,-98.27056614,11.08573906,-10.5932913,
1143000000,0.04948810677,-83.62927444,11.05112567,-10.58787927,
1152000000,0.03457429549,-87.75357727,11.00562798,-10.61506605,
1161000000,0.0862173726,-84.90342333,10.98923191,-10.62507141,
1170000000,0.1030657647,-82.82898976,10.88081575,-10.67599518,
1179000000,0.08069139439,-89.91023403,10.72709181,-10.82062225,
1188000000,0.06658270752,-91.24267562,10.54287834,-10.91566452,
1197000000,0.1167645121,-85.19217417,10.47615431,-10.84927067,
1206000000,0.136331505,-82.78586157,10.45475061,-10.83395667,
1215000000,0.1219134122,-79.75324858,10.42688113,-10.85298035,
1224000000,0.1039473375,-75.22268777,10.28786035,-10.86196734,
1233000000,0.1612397742,-86.57344874,10.23380003,-10.79893688,
1242000000,0.1757014914,-82.46997745,10.13420023,-10.76211942,
1251000000,0.1377934296,-83.39328789,10.01104223,-10.75912221,
1260000000,0.1183428922,-92.71929289,9.906737532,-10.78304341,
1269000000,0.1562958104,-81.84170557,9.94490167,-10.78276623,
1278000000,0.1641282277,-95.39125091,9.963527059,-10.80309296,
1287000000,0.1271485021,-86.00775184,9.938591004,-10.90493686,
1296000000,0.09691162109,-87.79722384,9.930550923,-10.94940035,
1305000000,0.1393703317,-84.31074752,10.08182378,-10.8666426,
1314000000,0.1314261503,-87.72267783,10.21614884,-10.81461161,
1323000000,0.09246740386,-91.18306298,10.27086616,-10.80367185,
1332000000,0.05366247578,-84.01312626,10.33713677,-10.81659439,
1341000000,0.08230995392,-90.1718729,10.5373087,-10.75157035,
1350000000,0.0795459628,-89.24886347,10.71749553,-10.73032012,
1359000000,0.03759700583,-86.02817597,10.81985333,-10.79025353,
1368000000,0.005679476645,-82.82298535,10.91252732,-10.85051664,
1377000000,0.03760418537,-82.94126195,11.06976093,-10.79289155,
1386000000,0.03897387035,-83.21455794,11.13097453,-10.73895672,
1395000000,0.009067019926,-82.15040369,11.08157352,-10.80300096,
1404000000,-0.01597145922,-88.61910589,11.02572446,-10.82385045,
1413000000,0.01898625989,-81.20007324,11.04595698,-10.71614945,
1422000000,0.02663129685,-85.26589408,11.02646221,-10.68313491,
1431000000,0.008865066582,-85.02163994,10.981533,-10.75218299,
1440000000,-0.004035720449,-93.16902638,10.93234039,-10.82058806,
1449000000,0.06041072555,-90.41644704,11.00520337,-10.80217464,
1458000000,0.08899521278,-83.25968648,11.03477645,-10.82458388,
1467000000,0.07927288604,-94.05108132,11.01487525,-10.84267384,
1476000000,0.07351068496,-83.51943217,11.04430424,-10.87634964,
1485000000,0.1335543958,-88.10525414,11.20025906,-10.82420327,
1494000000,0.1532921735,-85.1324947,11.30233868,-10.83562986,
1503000000,0.1319796543,-86.14948769,11.34845753,-10.93757159,
1512000000,0.122873901,-91.67860085,11.41750305,-11.03403069,
1521000000,0.1763530321,-89.44292908,11.61960221,-11.02398813,
1530000000,0.1866223243,-97.78017673,11.78943222,-11.02751757,
1539000000,0.1658296833,-83.05569749,11.90055701,-11.09695024,
1548000000,0.1352023146,-85.94830337,12.02900022,-11.19278249,
1557000000,0.1885571856,-85.94437719,12.2852559,-11.20825039,
1566000000,0.187400591,-87.53661654,12.50815726,-11.23967015,
1575000000,0.1446764913,-85.17561109,12.66546519,-11.27258965,
1584000000,0.1058917575,-102.3864036,12.81474081,-11.25364576,
1593000000,0.1388154767,-90.62195242,13.07463853,-11.18966838,
1602000000,0.1414137703,-88.41645722,13.26742021,-11.17752378,
1611000000,0.09424663106,-90.44231577,13.35784246,-11.22705412,
1620000000,0.05476096215,-88.68605849,13.45801213,-11.29945486,
1629000000,0.08599559106,-87.9637937,13.61368886,-11.3096906,
1638000000,0.07470376099,-86.7442092,13.67739054,-11.3753922,
1647000000,0.04015444337,-89.91460621,13.6657704,-11.46637568,
1656000000,-0.0004127763333,-86.35149978,13.5846126,-11.57838635,
1665000000,0.03017235049,-86.70841808,13.57850472,-11.60910046,
1674000000,0.03133589383,-88.4959905,13.49317312,-11.60827696,
1683000000,-0.003227563525,-88.44968249,13.29018291,-11.60813404,
1692000000,-0.04062954785,-80.69411327,13.06879129,-11.62090034,
1701000000,0.003395094658,-83.94314234,12.92723887,-11.58976912,
1710000000,0.01634865676,-83.32622676,12.69178941,-11.63083904,
1719000000,0.003045145242,-87.7355586,12.39445007,-11.73984294,
