Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
2520580000,-17.33980959,-120.090705,-18.62958971,128.9758589,10.60084409,-78.04020027,-15.53761117,110.7077958,
2532578000,-17.36322431,-121.961237,-18.61572513,127.9876903,10.59064429,-78.53752191,-15.51680524,109.7801696,
2544576000,-17.41753079,-123.9423026,-18.59594982,127.0158393,10.61392845,-78.97801032,-15.54483407,108.9259425,
2556574000,-17.48194611,-125.8638483,-18.55118089,125.9234242,10.66074667,-79.48434936,-15.62103308,107.8891522,
2568572000,-17.50458182,-127.7514452,-18.54868835,125.0219975,10.73848004,-80.04206385,-15.68629266,106.89284,
2580570000,-17.56070237,-129.4577724,-18.51972608,123.817544,10.82917525,-80.88808457,-15.75396584,106.3552256,
2592568000,-17.60114726,-131.2748098,-18.49595236,122.8425899,10.93461151,-81.84142648,-15.81781374,105.9630391,
2604566000,-17.62627121,-132.5736548,-18.46907864,121.7628516,11.03888716,-82.9497254,-15.94429573,106.1857323,
2616564000,-17.72246579,-134.5891655,-18.44771096,120.9309156,11.15757817,-84.21369235,-16.05755256,105.3023751,
2628562000,-17.72596044,-136.0420788,-18.43214284,119.784484,11.28498664,-85.71774345,-16.18290611,105.1619509,
2640560000,-17.74541158,-137.4382614,-18.41528336,118.7458928,11.36467577,-87.26643217,-16.2388233,104.6914008,
2652558000,-17.74877563,-138.7317309,-18.38857163,117.7298587,11.44565019,-89.05338043,-16.29411165,104.3600722,
2664556000,-17.72779334,-139.9345987,-18.38010522,116.7319955,11.49804632,-90.83754499,-16.29986394,103.8373512,
2676554000,-17.68376705,-141.4170434,-18.36508804,115.6127195,11.53379897,-92.80223174,-16.25093414,103.248866,
2688552000,-17.6312503,-142.7013008,-18.34361067,114.5120631,11.53863317,-94.72925941,-16.18145817,102.7291775,
2700550000,-17.55699455,-144.2515202,-18.31609221,113.4122223,11.51868193,-96.62915968,-16.09084056,102.3581331,
2712548000,-17.48986792,-145.6773101,-18.29143029,112.3593442,11.45898685,-98.47623963,-15.99609978,101.7674007,
2724546000,-17.40823658,-147.4071808,-18.26720147,111.3586292,11.38215183,-100.2059482,-15.90092238,101.0024916,
2736544000,-17.33918443,-149.2563364,-18.24973836,110.2631769,11.2812917,-101.8062414,-15.82007856,100.0847882,
2748542000,-17.31718103,-151.2749192,-18.22448403,109.0823153,11.17715112,-103.2645942,-15.7363925,99.03146796,
2760540000,-17.27437794,-153.2767564,-18.19728153,108.0959694,11.05993603,-104.4901277,-15.68928479,97.70037169,
2772538000,-17.25863287,-155.4615938,-18.15949427,106.922789,10.96452343,-105.4940143,-15.64341796,96.58984714,
2784536000,-17.25643282,-157.6378728,-18.13388579,105.8716826,10.87983829,-106.2905079,-15.64155654,95.34514784,
2796534000,-17.29068115,-159.6037156,-18.11889174,104.6314274,10.82094074,-106.9375461,-15.65563608,94.20574566,
2808532000,-17.31970433,-161.6600259,-18.08853382,103.5244678,10.79484878,-107.395447,-15.72489411,93.30609696,
