Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
1716714000,-19.07902334,-6.849884425,-18.50858013,-157.2614872,11.24764512,8.84552662,-14.40972907,142.7913413,
1728712000,-19.07906419,-8.264071931,-18.49581525,-158.4057958,11.32530275,7.608940215,-14.46512939,142.4079208,
1740710000,-19.09167425,-10.0315614,-18.50452723,-159.5560734,11.3892326,6.186758286,-14.51564918,141.9512242,
1752708000,-19.10462899,-11.55055927,-18.52257875,-160.6960339,11.45191154,4.619461101,-14.54881015,141.5375598,
1764706000,-19.01704623,-13.07969895,-18.49906916,-162.0002902,11.50262174,2.842354985,-14.6001646,140.673875,
1776704000,-19.00063208,-14.76021288,-18.49970025,-163.1381566,11.546892,1.020752784,-14.61836582,139.9239025,
1788702000,-18.97373278,-16.48514894,-18.50253578,-164.282412,11.57611765,-0.8566469568,-14.65791251,139.1557227,
1800700000,-18.92413239,-18.62476971,-18.4899767,-165.4274425,11.59300209,-2.915030748,-14.67566221,138.3379036,
1812698000,-18.96480475,-20.35885575,-18.51753039,-166.6815921,11.55980258,-4.704392588,-14.70972716,137.711482,
1824696000,-18.95430821,-21.82480336,-18.50023835,-167.847658,11.50992411,-6.456055345,-14.75025425,137.1463036,
1836694000,-18.95873535,-23.54153958,-18.48488344,-168.995954,11.44336358,-8.059565407,-14.80155894,136.590599,
1848692000,-18.98116366,-24.97662505,-18.48960238,-170.184302,11.35982836,-9.640412654,-14.86835188,136.3036916,
1860690000,-18.97114491,-26.27693737,-18.49330761,-171.2154228,11.26545557,-10.85398608,-14.94952193,136.3358423,
1872688000,-18.99562075,-27.49524487,-18.4882365,-172.3753378,11.17485284,-12.01885334,-15.01498692,136.2937813,
1884686000,-19.02699362,-28.66198098,-18.50177242,-173.5627133,11.06452857,-13.02602061,-15.08866016,136.5151044,
1896684000,-19.03271132,-29.99024013,-18.49998749,-174.7044897,10.97016391,-13.93116016,-15.15401531,136.8348569,
1908682000,-19.02038569,-31.27889667,-18.51733456,-175.8515379,10.89984951,-14.81435222,-15.23619009,136.9964645,
1920680000,-19.03206223,-32.79168643,-18.51189868,-176.9290194,10.84873487,-15.55115192,-15.28969339,136.9808141,
1932678000,-19.0329975,-33.99068572,-18.52890895,-178.1554381,10.82174432,-16.21841124,-15.33559944,136.9692597,
1944676000,-19.04682716,-35.40241674,-18.53397562,-179.2485195,10.8242387,-16.86743243,-15.36084764,136.8984288,
1956674000,-19.04795932,-36.59290732,-18.5244271,179.584422,10.8537957,-17.48173225,-15.34440602,136.6324201,
1968672000,-19.03098497,-37.88905675,-18.54837382,178.3922108,10.90550792,-18.1695257,-15.36443103,136.3664841,
1980670000,-18.99506249,-39.26572917,-18.5634687,177.2989796,10.98390482,-18.86579525,-15.36248443,135.9308417,
1992668000,-18.96774856,-40.73397312,-18.56040545,176.2053743,11.07787572,-19.6888793,-15.36598255,135.3802957,
2004666000,-18.95271695,-42.23974207,-18.557642,174.9448417,11.18818078,-20.60497923,-15.37724868,134.9951531,
2016664000,-18.94740122,-43.97370869,-18.56850423,173.8941928,11.28968703,-21.73000645,-15.40528753,134.7005898,
2028662000,-18.94385609,-45.47132614,-18.5656932,172.7450172,11.39655895,-22.93847086,-15.47446607,133.9519025,
2040660000,-18.93715735,-47.37393466,-18.5806154,171.5921832,11.48472996,-24.23822779,-15.52486625,133.0995074,
2052658000,-18.97668908,-49.27616445,-18.59383901,170.4510602,11.56106949,-25.81397094,-15.58448319,132.1146695,
2064656000,-18.99360801,-50.90266118,-18.6076587,169.3353108,11.6204675,-27.58571043,-15.66832722,131.4061806,
2076654000,-19.03769177,-52.77532837,-18.62052597,168.2450898,11.66319617,-29.44462235,-15.75430823,130.8098124,
2088652000,-19.08257768,-54.38627116,-18.64183514,167.1115052,11.68777031,-31.42683682,-15.85438142,130.2436095,
2100650000,-19.14564963,-55.81620007,-18.64545164,166.0000024,11.69511174,-33.34610496,-15.92311851,129.7096761,
2112648000,-19.1951907,-57.43085876,-18.64258308,164.8510867,11.68130041,-35.26456961,-16.02662562,129.3233004,
2124646000,-19.23778364,-58.88490141,-18.66138355,163.760669,11.63995957,-37.10958822,-16.16339643,129.1573708,
2136644000,-19.28120246,-60.12344841,-18.67030185,162.6078844,11.57907361,-38.83928191,-16.3114071,128.8872526,
2148642000,-19.29925579,-61.56025643,-18.66288921,161.5224469,11.4955143,-40.44698156,-16.43069365,128.5760177,
2160640000,-19.29212233,-62.71058493,-18.69772559,160.4967326,11.41661645,-41.81741422,-16.45003852,128.3331832,
2172638000,-19.27291933,-64.18282943,-18.68676767,159.3344133,11.31246529,-42.99732837,-16.42535595,128.2663075,
2184636000,-19.25538782,-65.30447713,-18.69992308,158.249537,11.19718633,-44.0991575,-16.35838808,128.6149381,
2196634000,-19.22041686,-66.86211749,-18.69236582,157.3082069,11.09859647,-44.94690649,-16.31140481,128.7397064,
2208632000,-19.18382183,-68.19713346,-18.71091175,156.2129394,11.01439658,-45.72238996,-16.27253573,128.8140135,
2220630000,-19.16311171,-69.57924703,-18.71656252,155.1680802,10.93442101,-46.39076022,-16.23516704,128.7577523,
2232628000,-19.11758123,-71.25905061,-18.71060343,154.0762134,10.88269724,-47.08980806,-16.19856694,128.5698519,
2244626000,-19.09723892,-72.81967074,-18.72653569,153.049965,10.88004374,-47.68916055,-16.19709254,128.2894574,
2256624000,-19.09051647,-74.51669027,-18.72225118,151.9770126,10.89478869,-48.27186232,-16.19571157,127.7409831,
2268622000,-19.08663758,-76.38666423,-18.7306867,151.0321944,10.95500062,-48.89737111,-16.26396465,126.9997307,
2280620000,-19.06851492,-78.17299796,-18.72991267,149.929544,11.03002634,-49.57850617,-16.34288444,126.003285,
2292618000,-19.07341963,-80.00480072,-18.7456978,148.9247961,11.12647518,-50.41884658,-16.40856486,124.8396316,
2304616000,-19.09412614,-81.58551166,-18.74489807,147.8528932,11.23029891,-51.41013383,-16.46584584,124.0230312,
2316614000,-19.13208431,-83.42122416,-18.76875815,146.8748394,11.34384126,-52.46797643,-16.57460884,123.4516648,
2328612000,-19.17906263,-84.99037548,-18.76793888,145.7802119,11.44624349,-53.69262263,-16.71188859,122.6257145,
2340610000,-19.23365497,-86.48519732,-18.75594501,144.8315634,11.54978856,-55.10638368,-16.83151616,121.7008918,
2352608000,-19.31488677,-88.134092,-18.77849683,143.7886754,11.62070148,-56.64128137,-16.93984242,121.2198341,
2364606000,-19.35527633,-89.31094103,-18.76312587,142.7241347,11.67896667,-58.35439684,-17.08495906,120.622782,
2376604000,-19.43170512,-90.56626673,-18.7715843,141.7751393,11.72497124,-60.23110907,-17.21999284,120.2132652,
2388602000,-19.49081337,-91.86466966,-18.76675949,140.7080071,11.74694646,-62.05800238,-17.32090342,119.8690799,
2400600000,-19.54345073,-93.03809273,-18.77836777,139.7862959,11.7424635,-63.9188407,-17.35987796,119.4660626,
2412598000,-19.53838921,-94.04283807,-18.77483459,138.6708514,11.72411488,-65.74376633,-17.36877455,119.4600671,
2424596000,-19.50899793,-94.77711126,-18.78654778,137.5937532,11.66690078,-67.51729134,-17.33352752,119.5881508,
2436594000,-19.46753578,-95.50535586,-18.78027041,136.5067035,11.60662511,-69.29588801,-17.35650251,119.6003682,
2448592000,-19.42544005,-96.70530756,-18.78557603,135.4859792,11.5316258,-70.90869552,-17.36647446,119.1506069,
2460590000,-19.34084004,-98.19319965,-18.77290391,134.509664,11.43449374,-72.37860788,-17.27638706,118.4708245,
2472588000,-19.26997009,-99.73112422,-18.76892482,133.5712884,11.34238455,-73.56206266,-17.16400412,118.0180623,
2484586000,-19.24332457,-101.6030154,-18.74576787,132.4389996,11.24929579,-74.59642066,-17.09334478,117.6797688,
2496584000,-19.20385738,-103.3952212,-18.75046993,131.5084935,11.16115243,-75.43670053,-17.07536817,117.1074968,
2508582000,-19.19793217,-105.6459836,-18.72977771,130.5850732,11.08459245,-76.15523861,-17.11478702,115.960188,
2520580000,-19.17928736,-107.4189169,-18.73348046,129.4813915,11.03477054,-76.78754608,-17.08361039,114.6819368,
2532578000,-19.22083918,-109.1587046,-18.72053625,128.5064942,11.01896011,-77.37553094,-17.08598569,113.6222497,
2544576000,-19.30310352,-110.968612,-18.70789843,127.4738609,11.03294124,-77.94261902,-17.13707485,112.6801684,
2556574000,-19.40373582,-112.8171491,-18.66884636,126.3742045,11.07195645,-78.525441,-17.25588228,111.6012473,
2568572000,-19.44863996,-114.6617835,-18.67042361,125.4908017,11.13333381,-79.16980449,-17.35389283,110.4330344,
2580570000,-19.53353316,-116.3216619,-18.64419887,124.2817028,11.20779639,-80.04252075,-17.44828931,109.8058232,
2592568000,-19.60350581,-118.1153316,-18.62300406,123.3112692,11.2961471,-80.9983936,-17.54416139,109.3547402,
2604566000,-19.64850758,-119.3778762,-18.59906746,122.2375175,11.38469187,-82.09795389,-17.71092191,109.4821602,
2616564000,-19.79837509,-121.3181615,-18.58519307,121.3796978,11.48783098,-83.32149132,-17.86759341,108.5613065,
2628562000,-19.80835877,-122.7552911,-18.57388111,120.2262461,11.60330229,-84.73759771,-18.05031884,108.2110919,
2640560000,-19.87881432,-124.1925437,-18.56005512,119.2054896,11.6688456,-86.23367385,-18.14534785,107.5860799,
2652558000,-19.92921915,-125.4648432,-18.54709854,118.2074358,11.73718917,-87.8912403,-18.24400576,106.9904498,
2664556000,-19.92962312,-126.756932,-18.52903938,117.1623225,11.78354559,-89.56560661,-18.27424766,106.3288063,
2676554000,-19.91956246,-128.0828997,-18.52182703,116.0631227,11.81648504,-91.38791437,-18.2574948,105.5461769,
2688552000,-19.881239,-129.2474883,-18.50205253,114.9891456,11.82850927,-93.15465669,-18.22385744,104.8448015,
2700550000,-19.86158967,-130.7579695,-18.48793814,113.9084139,11.8122607,-94.92403548,-18.15145115,104.2653797,
2712548000,-19.81916965,-132.0808403,-18.46394596,112.8728818,11.77375206,-96.67419697,-18.07247508,103.6452431,
2724546000,-19.76612847,-133.8179448,-18.43885052,111.8277733,11.719137,-98.28964776,-18.0002393,102.8376865,
2736544000,-19.72708677,-135.5874375,-18.42896631,110.7879131,11.64203739,-99.83323136,-17.95214343,101.750931,
2748542000,-19.73960689,-137.6290408,-18.40656898,109.6170071,11.56208509,-101.2864346,-17.88486262,100.5571608,
2760540000,-19.73034316,-139.663344,-18.38466205,108.6496345,11.47083123,-102.5351164,-17.86446481,99.00954951,
2772538000,-19.75982727,-141.8853141,-18.34980056,107.4869139,11.39839011,-103.5999646,-17.83874851,97.66908783,
2784536000,-19.79624537,-144.1175323,-18.32963476,106.4469966,11.33357922,-104.502255,-17.86529078,96.17191905,
2796534000,-19.87620631,-146.0708593,-18.31834984,105.2211129,11.29019973,-105.270775,-17.90974699,94.80354328,
2808532000,-19.95550523,-148.2683887,-18.28900796,104.115702,11.27148712,-105.8734871,-18.00704114,93.66191492,
2820530000,-20.06096215,-150.3045543,-18.2569632,103.1580114,11.25595903,-106.5370735,-18.11123132,92.40538693,
2832528000,-20.15919781,-151.8457662,-18.24443182,101.775141,11.27995463,-107.277895,-18.21761467,91.2575073,
