Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S21_Magnitude,S21_Phase,S22_Magnitude,S22_Phase,
852858000,-17.64885183,89.68723958,-18.86849197,-77.16820251,10.94679173,93.53385514,-11.4457211,159.1033652,
864856000,-17.62071848,88.38238103,-18.86344532,-78.35901512,10.93183109,92.10697382,-11.46199827,158.8753429,
876854000,-17.60147161,87.08186104,-18.84749073,-79.43311493,10.91695994,90.78257723,-11.48304536,158.6184692,
888852000,-17.57458578,85.7980848,-18.85559742,-80.61511176,10.8934156,89.42502881,-11.49997364,158.265144,
900850000,-17.52768571,84.61417787,-18.84772167,-81.63668493,10.865421,88.22695418,-11.50580568,157.9918094,
912848000,-17.51047876,83.28473105,-18.85124276,-82.77842841,10.83369047,87.00603769,-11.51667049,157.6648598,
924846000,-17.51293597,81.82597505,-18.84273393,-83.90118553,10.79448154,85.84422788,-11.52143466,157.4117323,
936844000,-17.51868878,80.3031485,-18.81982407,-85.00594333,10.76321667,84.75381119,-11.54867874,157.0442357,
948842000,-17.51901054,78.98517199,-18.83002531,-86.15214712,10.73028804,83.69008012,-11.57835916,156.7282965,
960840000,-17.50336266,77.60181113,-18.80878744,-87.24003361,10.71214837,82.640708,-11.60951216,156.478432,
972838000,-17.4949006,76.2186386,-18.81406752,-88.41029635,10.69414308,81.5813826,-11.64586303,156.1724632,
984836000,-17.50130128,74.6760634,-18.80765146,-89.44894807,10.69075029,80.54674537,-11.6794622,156.0426533,
996834000,-17.52195209,73.18853637,-18.80124844,-90.53155545,10.69412414,79.60252162,-11.71965214,155.7875293,
1008832000,-17.5417314,71.72403044,-18.79468889,-91.58008306,10.71062032,78.56302026,-11.7506335,155.4867115,
1020830000,-17.54604266,70.35342308,-18.7898734,-92.67259774,10.73936051,77.59622265,-11.76942189,155.2586798,
1032828000,-17.552188,69.08559179,-18.78972093,-93.79938258,10.76929301,76.58926902,-11.79785687,154.869184,
1044826000,-17.55027022,67.61569571,-18.7806731,-94.7891459,10.8064932,75.55448696,-11.83440969,154.4344458,
1056824000,-17.56914699,66.15589053,-18.76505142,-96.00215001,10.85089144,74.41444551,-11.8635939,154.1896734,
1068822000,-17.59495342,64.66473547,-18.77382192,-96.99751723,10.88996301,73.28646464,-11.90060004,153.9888074,
1080820000,-17.6085756,63.34951429,-18.76811318,-98.17954016,10.9212431,72.11992989,-11.93514075,153.7536759,
1092818000,-17.61430419,62.11548554,-18.75407023,-99.31582612,10.96657571,70.82797157,-11.95372597,153.6018917,
1104816000,-17.59672527,60.75326989,-18.7502159,-100.470115,11.00399535,69.4515785,-11.97617706,153.4369853,
1116814000,-17.60382278,59.35937348,-18.75253509,-101.52899,11.03288232,68.03540369,-12.00996775,153.1509261,
1128812000,-17.60672666,58.08486077,-18.7340162,-102.6074089,11.06075126,66.56524778,-12.03977214,152.8729883,
1140810000,-17.60408982,56.69251486,-18.72045105,-103.6756178,11.08369324,65.0865072,-12.07369644,152.5799982,
1152808000,-17.58222409,55.31719289,-18.71454173,-104.7861995,11.09070842,63.55041443,-12.11010124,152.1249186,
1164806000,-17.55048506,53.83533168,-18.7196257,-105.8172702,11.09713907,61.96026164,-12.11984515,151.8599807,
1176804000,-17.52921246,52.40787835,-18.7136929,-107.0002257,11.0961491,60.47749697,-12.13662276,151.5145794,
1188802000,-17.49224388,50.83977922,-18.69977689,-108.1006423,11.07904899,58.94804368,-12.15008665,151.1390736,
1200800000,-17.46484948,49.17498251,-18.69775253,-109.1814952,11.05355756,57.45589246,-12.17079355,150.7912669,
1212798000,-17.45758823,47.55917137,-18.70733122,-110.3050213,11.01703295,56.10192015,-12.18207984,150.484871,
1224796000,-17.46881895,45.96876974,-18.6835452,-111.44474,10.96953284,54.82769007,-12.19910018,150.2915027,
1236794000,-17.48847949,44.38342158,-18.66919345,-112.5500651,10.91165738,53.53917139,-12.21257181,150.028934,
1248792000,-17.52091383,42.76913459,-18.67044408,-113.6979927,10.85647514,52.37781941,-12.23363919,149.7306506,
1260790000,-17.52883875,41.17409716,-18.67058641,-114.6644431,10.79816939,51.25050533,-12.28108554,149.4614535,
1272788000,-17.55662848,39.50340542,-18.66270862,-115.8231619,10.75713951,50.16711575,-12.3228967,149.3193419,
1284786000,-17.57970927,37.86941239,-18.64938198,-116.9042491,10.72069111,49.20024961,-12.35589549,148.8596076,
1296784000,-17.5839234,36.36925437,-18.65282961,-117.9894094,10.70808489,48.2450972,-12.39590154,148.5828042,
1308782000,-17.58929001,34.98261741,-18.64897795,-119.1453707,10.69273141,47.35403611,-12.4583142,148.1977966,
1320780000,-17.59198259,33.36687158,-18.62958606,-120.1594928,10.69463555,46.44157824,-12.4918491,147.8779502,
1332778000,-17.59191702,31.93029006,-18.63710503,-121.337901,10.71425481,45.58601823,-12.52515645,147.5659754,
1344776000,-17.61286433,30.50897503,-18.60750149,-122.4276019,10.74794698,44.70354567,-12.56934244,147.3551698,
1356774000,-17.63191442,29.20089822,-18.59814201,-123.629192,10.79290123,43.78312328,-12.60732394,147.0737144,
1368772000,-17.62360846,27.76591153,-18.62227355,-124.6822551,10.84794748,42.7480612,-12.64610126,146.8131829,
1380770000,-17.62066327,26.37694925,-18.6208936,-125.8834819,10.909347,41.73783199,-12.69032907,146.5414533,
1392768000,-17.62162155,24.96706178,-18.59381909,-127.0446559,10.97353249,40.65469092,-12.70740252,146.2315612,
1404766000,-17.62172358,23.62501839,-18.58659852,-128.1266481,11.02954097,39.4478803,-12.7456005,146.0820221,
1416764000,-17.60439563,22.17428738,-18.60454417,-129.2907609,11.08038404,38.12109798,-12.77780816,145.7839881,
1428762000,-17.59007807,20.86830745,-18.57983706,-130.396424,11.12253258,36.79092748,-12.82004116,145.6776615,
1440760000,-17.59510005,19.66690858,-18.54643104,-131.5390785,11.16979387,35.21856066,-12.85277338,145.4052986,
1452758000,-17.56796376,18.25588062,-18.56183025,-132.6654337,11.21161422,33.70887491,-12.88542619,145.0418852,
1464756000,-17.53674354,16.90741769,-18.54276436,-133.8169096,11.23529309,31.97334885,-12.90218998,144.6289573,
1476754000,-17.50387539,15.41837889,-18.55574455,-134.9607265,11.25464476,30.23583672,-12.90612119,144.2733905,
1488752000,-17.4644461,13.90988481,-18.53798961,-136.1619106,11.2681817,28.59341851,-12.91452931,143.8422696,
1500750000,-17.46456326,12.47655911,-18.5143526,-137.1845511,11.26133851,26.92770244,-12.90385232,143.4152144,
1512748000,-17.42321691,10.81029806,-18.51982259,-138.3978161,11.2178819,25.24051832,-12.94132881,143.0123063,
1524746000,-17.41362161,9.18757023,-18.51007671,-139.5255179,11.16863628,23.65747591,-12.95594257,142.5633498,
1536744000,-17.42957531,7.470443779,-18.4972088,-140.690121,11.10492246,22.20612612,-12.97048867,142.1872674,
1548742000,-17.45324733,5.801095392,-18.48819546,-141.9081572,11.02523174,20.87362652,-12.99520479,141.792835,
1560740000,-17.49374031,4.322890009,-18.48270909,-143.0297402,10.93954773,19.70068972,-13.03315602,141.4644491,
1572738000,-17.52637571,2.533900124,-18.48426993,-144.2141418,10.85507501,18.59835247,-13.08950765,141.228266,
1584736000,-17.55761879,0.9515543988,-18.47026802,-145.2922423,10.77432684,17.66603148,-13.15200731,141.2311793,
1596734000,-17.58811775,-0.7409512194,-18.45829772,-146.5095713,10.70424435,16.83420614,-13.22800619,141.2468185,
1608732000,-17.62283349,-2.43484742,-18.4559096,-147.6675799,10.65372884,16.06677719,-13.3135631,141.0365624,
1620730000,-17.64363444,-4.020746334,-18.43088685,-148.8044195,10.63106873,15.25424248,-13.36322853,140.8028404,
1632728000,-17.65000824,-5.579774711,-18.43734494,-149.8692191,10.63381045,14.56598067,-13.42237499,140.5791647,
1644726000,-17.67519916,-6.997154093,-18.43751909,-151.0683846,10.66260802,13.88625491,-13.4772232,140.2882036,
1656724000,-17.70340031,-8.375969848,-18.43352628,-152.2128959,10.71419493,13.12978517,-13.5247111,139.91639,
1668722000,-17.70714909,-9.663402586,-18.42830494,-153.3761963,10.77284016,12.30405851,-13.51625723,139.721518,
1680720000,-17.69551427,-10.92698804,-18.43429838,-154.5389936,10.85953692,11.4640964,-13.53135633,139.5937833,
1692718000,-17.68774039,-12.47149768,-18.44571091,-155.6979986,10.93772518,10.56694603,-13.5466042,139.5890184,
1704716000,-17.6722117,-13.97527427,-18.43292177,-156.8633975,11.01921718,9.529729165,-13.55274659,139.5381038,
1716714000,-17.64524601,-15.55762969,-18.42889528,-158.1291115,11.09565946,8.413520594,-13.58300417,139.5528888,
1728712000,-17.65058598,-17.060717,-18.41907865,-159.2475962,11.17736287,7.157414059,-13.62854008,139.2054671,
1740710000,-17.63850564,-18.86038593,-18.42576211,-160.3983147,11.24678302,5.671201968,-13.66122261,138.7545232,
1752708000,-17.62005296,-20.65126246,-18.44882613,-161.5686241,11.31153636,4.059057855,-13.68480787,138.3298682,
1764706000,-17.55932879,-22.27059657,-18.42784354,-162.8963771,11.36368403,2.211897934,-13.72151869,137.4848387,
1776704000,-17.54838723,-23.98762385,-18.42890468,-164.0139714,11.40800312,0.3303545252,-13.726469,136.7585846,
1788702000,-17.5253605,-25.75605048,-18.43566551,-165.1548511,11.4324206,-1.624828977,-13.75466139,136.0105539,
1800700000,-17.47000837,-27.84273671,-18.41656409,-166.3195516,11.45431234,-3.777176335,-13.75484882,135.2395365,
1812698000,-17.51158756,-29.63094428,-18.45390703,-167.607007,11.40184766,-5.575737429,-13.78773671,134.6341923,
1824696000,-17.51496986,-31.14684602,-18.44233042,-168.7613329,11.34369459,-7.392627522,-13.82010825,134.0914308,
1836694000,-17.51044459,-32.87508761,-18.42708302,-169.9178866,11.26868718,-9.027412468,-13.85814042,133.6082016,
1848692000,-17.53714306,-34.32154129,-18.43634476,-171.1238789,11.16818743,-10.59177571,-13.91747035,133.3645406,
1860690000,-17.53194565,-35.66300875,-18.44391986,-172.1895436,11.06492872,-11.7869761,-13.98784687,133.4108902,
1872688000,-17.55716712,-36.94542495,-18.43873897,-173.3111621,10.9584332,-12.91939389,-14.04607189,133.4255268,
1884686000,-17.58530987,-38.21361234,-18.45381531,-174.5604107,10.84113719,-13.88426356,-14.11491265,133.6117374,
1896684000,-17.58269052,-39.57749475,-18.45863251,-175.6782448,10.74059802,-14.70571123,-14.17524428,133.9109043,
1908682000,-17.57432541,-40.92537945,-18.47697303,-176.8590672,10.66532465,-15.51160188,-14.24440323,134.0503079,
1920680000,-17.57037467,-42.45152114,-18.47706799,-177.9244427,10.61523583,-16.16899511,-14.28146441,134.0158815,
1932678000,-17.56989724,-43.71336572,-18.49627017,-179.1745868,10.58994483,-16.76569984,-14.3128881,133.9653481,
1944676000,-17.56990294,-45.14988653,-18.50713118,179.7150601,10.59703489,-17.35405353,-14.33005185,133.8670343,
1956674000,-17.55395893,-46.4438156,-18.50346635,178.5611726,10.63574255,-17.91127833,-14.30342159,133.5883008,
1968672000,-17.52865959,-47.85046544,-18.52822178,177.3534947,10.69448743,-18.54956181,-14.30699362,133.2415394,
1980670000,-17.49068731,-49.31457949,-18.54738961,176.2362692,10.78679038,-19.23328944,-14.28652417,132.7978828,
1992668000,-17.45291731,-50.92974176,-18.5471296,175.1696581,10.89536309,-20.04987575,-14.27701445,132.2686553,
2004666000,-17.42893811,-52.56848536,-18.55132951,173.9130375,11.01551315,-20.96940611,-14.2783672,131.8770355,
2016664000,-17.41914569,-54.39870101,-18.5645914,172.8869393,11.12649082,-22.13215427,-14.29229181,131.5691804,
2028662000,-17.40619889,-56.03095092,-18.56589812,171.7444322,11.23917356,-23.399213,-14.34766701,130.8485123,
2040660000,-17.39887536,-58.05175746,-18.58902628,170.5986913,11.34025104,-24.74192935,-14.38090237,130.0545684,
2052658000,-17.42363566,-60.0574796,-18.60003276,169.4636978,11.42327283,-26.38456729,-14.42433051,129.1216999,
2064656000,-17.44323369,-61.83137304,-18.62080925,168.3303317,11.48660567,-28.2546348,-14.4924767,128.4449755,
2076654000,-17.47652512,-63.74934903,-18.63383972,167.2484836,11.52978191,-30.20755472,-14.56383927,127.898803,
2088652000,-17.53031798,-65.46932332,-18.6622185,166.1405598,11.55284407,-32.28922936,-14.64461995,127.3563631,
2100650000,-17.58892202,-66.96630852,-18.66659757,165.043644,11.5541742,-34.29594686,-14.69828421,126.8960284,
2112648000,-17.63077276,-68.63892495,-18.66809196,163.9161095,11.53309647,-36.31371663,-14.77612685,126.5641023,
2124646000,-17.67305205,-70.14504995,-18.6897816,162.8174727,11.4778503,-38.23842787,-14.89526269,126.4657849,
2136644000,-17.71088198,-71.48180004,-18.70193266,161.6999293,11.40100562,-40.04244109,-15.00813181,126.2745894,
2148642000,-17.71138991,-72.89765232,-18.69689858,160.6453159,11.30437332,-41.66066588,-15.09740703,126.0724257,
2160640000,-17.70795696,-74.12069807,-18.73426998,159.6307469,11.20743848,-43.06901818,-15.10586914,125.9834063,
2172638000,-17.68134459,-75.51151314,-18.73093191,158.5016496,11.08584761,-44.20260555,-15.06788063,125.9733634,
2184636000,-17.66231162,-76.78392964,-18.74027127,157.4316902,10.95448239,-45.24026479,-15.00414169,126.3197509,
2196634000,-17.61589448,-78.3470168,-18.73774712,156.4617842,10.84313384,-46.00879116,-14.95248743,126.4464459,
2208632000,-17.56886688,-79.79479377,-18.75450684,155.4831522,10.74878288,-46.72471121,-14.90994615,126.4763933,
2220630000,-17.52609797,-81.25446938,-18.76693065,154.4096762,10.66244406,-47.25166178,-14.8604786,126.3671142,
2232628000,-17.4698177,-83.03664517,-18.76229392,153.3509536,10.61067016,-47.83917479,-14.81175724,126.1695182,
2244626000,-17.43475601,-84.69694651,-18.77910226,152.3873645,10.61132082,-48.33173901,-14.79794313,125.8712518,
2256624000,-17.42054048,-86.46273576,-18.77224277,151.2992813,10.63363305,-48.81890835,-14.78566648,125.3451765,
2268622000,-17.39224342,-88.48567179,-18.77928114,150.4415633,10.70638506,-49.36028711,-14.82571586,124.5786303,
2280620000,-17.36977412,-90.31238165,-18.77743685,149.375916,10.79537033,-49.97936037,-14.87472813,123.6472527,
2292618000,-17.34711922,-92.25109887,-18.80190138,148.3599289,10.90444652,-50.79019646,-14.92280102,122.6286679,
2304616000,-17.37215885,-93.94522717,-18.80023042,147.3656189,11.0257329,-51.76182343,-14.9625742,121.8789878,
2316614000,-17.38726786,-95.78136675,-18.82192587,146.3519974,11.1555833,-52.84620277,-15.05149361,121.3163515,
2328612000,-17.43337399,-97.46811133,-18.82438255,145.3344179,11.27623643,-54.09477026,-15.15483623,120.6721124,
2340610000,-17.48247976,-99.07467018,-18.80801422,144.3964446,11.38811497,-55.56245292,-15.24439094,119.8124107,
2352608000,-17.54196967,-100.7501444,-18.82801016,143.3864824,11.47319488,-57.18418021,-15.33805729,119.4381395,
2364606000,-17.58346184,-102.0675499,-18.81415455,142.3405727,11.53660737,-59.00154115,-15.44974283,118.9128594,
2376604000,-17.65174831,-103.4209109,-18.82027182,141.4534198,11.58963616,-60.97591939,-15.55342399,118.6201456,
2388602000,-17.693599,-104.8012548,-18.81377457,140.3921325,11.60923795,-62.94445328,-15.61963544,118.4141495,
2400600000,-17.73120484,-106.0456497,-18.82496051,139.4704926,11.6036007,-64.91930541,-15.63873399,118.212889,
2412598000,-17.71663779,-107.1142931,-18.82187026,138.3854305,11.57814042,-66.86974383,-15.63192943,118.2607099,
2424596000,-17.68304277,-107.9469439,-18.83131755,137.3442887,11.50753568,-68.74231527,-15.57765557,118.4176311,
2436594000,-17.63576257,-108.7777137,-18.8151136,136.2779838,11.43126662,-70.61115485,-15.57154072,118.5449582,
2448592000,-17.59235412,-110.0021252,-18.82444207,135.3066197,11.33253842,-72.28311305,-15.54387573,118.177561,
2460590000,-17.50675501,-111.5368125,-18.80397745,134.2958802,11.21419691,-73.79026301,-15.44823613,117.6804137,
2472588000,-17.42038661,-113.0877951,-18.79623753,133.4544919,11.09772233,-74.96262263,-15.33423916,117.3189964,
2484586000,-17.36601615,-114.9650582,-18.77278419,132.3684734,10.98205104,-75.94270942,-15.260581,117.0047942,
2496584000,-17.31926988,-116.8257376,-18.76998673,131.3997823,10.87559345,-76.69826896,-15.23644843,116.5366958,
2508582000,-17.28657445,-119.0227182,-18.75263155,130.5035004,10.78452899,-77.28377544,-15.25110156,115.5333285,
2520580000,-17.24843686,-120.8543045,-18.75434168,129.4489143,10.72561983,-77.75143,-15.21015331,114.4125936,
2532578000,-17.27101506,-122.6595974,-18.7371282,128.461795,10.70054663,-78.19584506,-15.19957367,113.4825063,
2544576000,-17.33161117,-124.592826,-18.72015241,127.4628719,10.72106529,-78.63277048,-15.23401121,112.639291,
2556574000,-17.39755067,-126.5307389,-18.66929513,126.4074219,10.76458195,-79.05254311,-15.31888124,111.6177752,
2568572000,-17.42477491,-128.4005005,-18.66884355,125.5134961,10.83962056,-79.58501038,-15.38905138,110.7012473,
2580570000,-17.4758225,-130.0898184,-18.64217204,124.3006077,10.92825164,-80.35508073,-15.45822307,110.1401475,
2592568000,-17.51661742,-131.8945154,-18.61488304,123.3340582,11.03295668,-81.2587387,-15.53136409,109.7582032,
2604566000,-17.5465846,-133.2174931,-18.59157317,122.2554232,11.14026438,-82.31740836,-15.66548165,109.9452312,
2616564000,-17.64118904,-135.1928841,-18.56870499,121.3915995,11.26302238,-83.5290779,-15.78070734,109.1642574,
2628562000,-17.64841633,-136.6839788,-18.55257296,120.2682574,11.39534072,-84.98433365,-15.8988749,109.0519137,
2640560000,-17.67969325,-138.1161797,-18.53687189,119.2599935,11.48085646,-86.51435148,-15.97055881,108.5887738,
2652558000,-17.68292052,-139.4959679,-18.51503302,118.1924395,11.57243337,-88.28146652,-16.01697604,108.2561386,
2664556000,-17.67474918,-140.7269373,-18.50139962,117.2114243,11.62854115,-90.03314174,-16.03723891,107.8312915,
2676554000,-17.6312263,-142.0822535,-18.48199604,116.1036237,11.672458,-92.00501083,-15.99827975,107.3398819,
2688552000,-17.58443144,-143.3698928,-18.45585528,115.0145472,11.68380348,-93.91824242,-15.94531258,106.9491652,
2700550000,-17.52960421,-144.938657,-18.43919462,113.9187498,11.6646227,-95.8692979,-15.84756205,106.5188834,
2712548000,-17.45778132,-146.3221027,-18.40460165,112.8760307,11.61842119,-97.73464332,-15.76283344,106.102655,
2724546000,-17.38357083,-148.0400737,-18.38009595,111.8742959,11.54652193,-99.51350895,-15.67557001,105.4391897,
2736544000,-17.32106059,-149.8776795,-18.36544222,110.7887902,11.44907644,-101.1626401,-15.60136439,104.5884275,
2748542000,-17.30423209,-151.849136,-18.34184248,109.6411485,11.34202622,-102.6847375,-15.53588307,103.5979996,
2760540000,-17.26630452,-153.8763217,-18.31298199,108.6365583,11.22270159,-103.9612652,-15.49885388,102.383613,
2772538000,-17.25726239,-156.065663,-18.27052434,107.4661517,11.12185527,-105.0118939,-15.46478356,101.2825356,
2784536000,-17.26281701,-158.1917421,-18.24567476,106.4032164,11.03049934,-105.8409972,-15.47661611,100.1176302,
2796534000,-17.30876603,-160.1363994,-18.23484806,105.1139877,10.96333744,-106.5027323,-15.50174626,98.97354568,
2808532000,-17.34451841,-162.183166,-18.20228326,104.034238,10.9275264,-106.9558592,-15.58531542,98.11387425,
2820530000,-17.40880071,-164.1256367,-18.16840397,103.0082029,10.89925997,-107.4341046,-15.66165261,97.10997913,
2832528000,-17.46196881,-165.7194229,-18.15076053,101.6432848,10.92031399,-107.9985597,-15.75002534,96.24105691,
2844526000,-17.51750247,-167.2496527,-18.13279762,100.4768125,10.95434243,-108.5929613,-15.82095217,95.40355286,
