,canFreq_Mhz,numBins,idx,deltaIdx,deltaFreq_Hz
0,90.29991388320923,2,2295426,,
1,99.99766230583191,1,2541943,246517.0,9697748.42262268
2,101.87130331993103,1,2589571,47628.0,1873641.014099121
3,102.49986290931702,9,2605549,15978.0,628559.5893859863
4,103.33684086799622,1,2626825,21276.0,836977.9586791992
5,104.19175744056702,1,2648557,21732.0,854916.5725708008
6,104.61921572685242,1,2659423,10866.0,427458.2862854004
7,104.68026995658875,1,2660975,1552.0,61054.229736328125
8,104.74132418632507,1,2662527,1552.0,61054.229736328125
9,105.29093027114868,1,2676498,13971.0,549606.0848236084
10,122.8715980052948,2,3123399,446901.0,17580667.73414612
11,124.9999988079071,1,3177503,54104.0,2128400.8026123047
12,127.99897313117981,1,3253737,76234.0,2998974.323272705
13,127.99940586090088,1,3253748,11.0,432.72972106933594
14,128.00609350204468,1,3253918,170.0,6687.641143798828
15,129.99999403953552,1,3304603,50685.0,1993900.5374908447
16,130.87568163871765,1,3326863,22260.0,875687.5991821289
17,134.99998927116394,2,3431703,104840.0,4124307.632446289
18,136.89192295074463,1,3479796,48093.0,1891933.6795806885
19,136.9530165195465,1,3481349,1553.0,61093.56880187988
20,137.19727277755737,1,3487558,6209.0,244256.25801086426
21,137.50258326530457,1,3495319,7761.0,305310.4877471924
22,139.1513228416443,1,3537230,41911.0,1648739.5763397217
23,139.34526443481445,1,3542160,4930.0,193941.59317016602
24,139.42720770835876,1,3544243,2083.0,81943.27354431152
25,139.474139213562,1,3545436,1193.0,46931.50520324707
26,139.49758529663086,1,3546032,596.0,23446.083068847656
27,139.83145594596863,1,3554519,8487.0,333870.64933776855
28,139.99998450279236,1,3558803,4284.0,168528.55682373047
29,140.06033062934875,1,3560337,1534.0,60346.126556396484
30,140.34172296524048,1,3567490,7153.0,281392.33589172363
31,140.4336977005005,1,3569828,2338.0,91974.73526000977
32,140.6700074672699,1,3575835,6007.0,236309.76676940918
33,140.69345355033875,1,3576431,596.0,23446.083068847656
34,140.7637917995453,1,3578219,1788.0,70338.24920654297
35,140.95139980316162,1,3582988,4769.0,187608.003616333
36,140.97484588623047,1,3583584,596.0,23446.083068847656
37,140.99829196929932,1,3584180,596.0,23446.083068847656
38,141.02173805236816,1,3584776,596.0,23446.083068847656
39,141.045184135437,1,3585372,596.0,23446.083068847656
40,141.06863021850586,1,3585968,596.0,23446.083068847656
41,141.0920763015747,1,3586564,596.0,23446.083068847656
42,141.11552238464355,1,3587160,596.0,23446.083068847656
43,141.16241455078125,1,3588352,1192.0,46892.16613769531
44,141.16646647453308,1,3588455,103.0,4051.9237518310547
45,141.1858606338501,1,3588948,493.0,19394.1593170166
46,141.2275207042694,2,3590007,1059.0,41660.07041931152
47,141.2562382221222,1,3590737,730.0,28717.517852783203
48,141.27968430519104,1,3591333,596.0,23446.083068847656
49,141.3031303882599,1,3591929,596.0,23446.083068847656
50,141.32657647132874,1,3592525,596.0,23446.083068847656
51,141.35002255439758,1,3593121,596.0,23446.083068847656
52,141.37346863746643,1,3593717,596.0,23446.083068847656
53,141.38003826141357,2,3593884,167.0,6569.623947143555
54,141.39691472053528,1,3594313,429.0,16876.4591217041
55,141.41072273254395,1,3594664,351.0,13808.012008666992
56,141.42036080360413,1,3594909,245.0,9638.071060180664
57,141.44380688667297,1,3595505,596.0,23446.083068847656
58,141.46725296974182,1,3596101,596.0,23446.083068847656
59,141.49069905281067,1,3596697,596.0,23446.083068847656
60,141.51414513587952,2,3597293,596.0,23446.083068847656
61,141.53759121894836,2,3597889,596.0,23446.083068847656
62,141.56107664108276,1,3598486,597.0,23485.422134399414
63,141.5845227241516,1,3599082,596.0,23446.083068847656
64,141.60796880722046,1,3599678,596.0,23446.083068847656
65,141.6314148902893,1,3600274,596.0,23446.083068847656
66,141.65486097335815,1,3600870,596.0,23446.083068847656
67,141.678307056427,1,3601466,596.0,23446.083068847656
68,141.70175313949585,1,3602062,596.0,23446.083068847656
69,141.7251992225647,1,3602658,596.0,23446.083068847656
70,141.74864530563354,1,3603254,596.0,23446.083068847656
71,141.7720913887024,1,3603850,596.0,23446.083068847656
72,141.79553747177124,1,3604446,596.0,23446.083068847656
73,141.8189835548401,1,3605042,596.0,23446.083068847656
74,141.83818101882935,1,3605530,488.0,19197.463989257812
75,141.84242963790894,2,3605638,108.0,4248.619079589844
76,141.86587572097778,2,3606234,596.0,23446.083068847656
77,141.88936114311218,1,3606831,597.0,23485.422134399414
78,141.89923524856567,1,3607082,251.0,9874.105453491211
79,141.91280722618103,1,3607427,345.0,13571.977615356445
80,141.93625330924988,1,3608023,596.0,23446.083068847656
81,141.95969939231873,1,3608619,596.0,23446.083068847656
82,141.98314547538757,1,3609215,596.0,23446.083068847656
83,142.00659155845642,1,3609811,596.0,23446.083068847656
84,142.03003764152527,1,3610407,596.0,23446.083068847656
85,142.05348372459412,1,3611003,596.0,23446.083068847656
86,142.07692980766296,1,3611599,596.0,23446.083068847656
87,142.0824372768402,1,3611739,140.0,5507.469177246094
88,142.1003758907318,1,3612195,456.0,17938.613891601562
89,142.12382197380066,1,3612791,596.0,23446.083068847656
90,142.1472680568695,2,3613387,596.0,23446.083068847656
91,142.15423107147217,2,3613564,177.0,6963.014602661133
92,142.17071413993835,2,3613983,419.0,16483.068466186523
93,142.1941602230072,2,3614579,596.0,23446.083068847656
