Frequency,S11_Magnitude,S11_Phase,S11_Resistance,S11_Reactance,S11_Inductance,S12_Magnitude,S12_Phase,S12_Resistance,S12_Reactance,S12_Inductance,S21_Magnitude,S21_Phase,S21_Resistance,S21_Reactance,S21_Inductance,S22_Magnitude,S22_Phase,S22_Resistance,S22_Reactance,S22_Inductance,
161792000,-3.750330801,-29.13700671,100.652743,-110.0521634,-1.08258417e-07,-31.4404116,40.31782801,52.05331994,1.805893393,1.776459035e-09,29.28218251,161.2138018,-46.83955621,1.037416004,1.020507102e-09,-4.751481962,-24.47361744,118.1403161,-85.15753247,-8.376954506e-08,
161991000,-3.767154712,-28.95686079,101.4357149,-109.7593383,-1.07837727e-07,-31.50332177,42.59421495,51.96271531,1.872080328,1.839304888e-09,29.27640523,161.1627791,-46.83837982,1.040799032,1.022577247e-09,-4.741590698,-24.35804195,118.5956807,-85.3016353,-8.38082172e-08,
162190000,-3.791033958,-29.28670791,100.2837759,-108.9065597,-1.068685943e-07,-31.66282402,40.41330402,51.99812345,1.761759121,1.728791372e-09,29.27767087,161.0779629,-46.84027377,1.045203695,1.025644828e-09,-4.773930549,-24.70775686,117.2163328,-84.80920299,-8.322217076e-08,
162389000,-3.777122875,-29.16446503,100.6826217,-109.3498009,-1.071720458e-07,-31.64886495,40.99258309,51.98269246,1.784929027,1.749381287e-09,29.27674955,161.0683735,-46.84011196,1.045821551,1.0249935e-09,-4.778046438,-24.43707016,118.1379062,-84.51730936,-8.283410552e-08,
162588000,-3.78123144,-29.22769231,100.4605339,-109.1980932,-1.068923679e-07,-31.5656541,41.73972129,51.97722942,1.828829068,1.790213215e-09,29.27887436,160.9879379,-46.84224109,1.049891311,1.027722783e-09,-4.77707613,-24.67913044,117.3009297,-84.71690484,-8.292810152e-08,
162787000,-3.748868233,-29.18004226,100.4789073,-110.0556479,-1.076001178e-07,-31.41600268,40.91998728,52.03919162,1.832813299,1.791920093e-09,29.27774854,160.9447272,-46.84258597,1.05233344,1.028854077e-09,-4.790832762,-24.91848796,116.4113099,-84.57030653,-8.268339808e-08,
162986000,-3.792660126,-29.2165194,100.559749,-108.9180054,-1.063578402e-07,-31.71934268,41.11267359,51.96275007,1.774070376,1.73237008e-09,29.27655286,160.943643,-46.84218215,1.052527238,1.027787127e-09,-4.745524911,-24.73924412,117.237186,-85.48399336,-8.347465487e-08,
163185000,-3.788622117,-29.29041717,100.2576577,-108.9644284,-1.062734161e-07,-31.80986434,40.96884583,51.94689904,1.750063872,1.706843864e-09,29.27491371,160.8432048,-46.84333617,1.058093173,1.031962243e-09,-4.794666896,-24.78451974,116.8545756,-84.3905795,-8.230644899e-08,
163384000,-3.804332531,-29.64582222,98.99417634,-108.3014787,-1.054981864e-07,-31.64863862,37.94960566,52.07842229,1.676508336,1.633113333e-09,29.26759061,160.8469504,-46.84068347,1.0587285,1.031324207e-09,-4.790050317,-25.08019353,115.8599516,-84.69595769,-8.250367433e-08,
163583000,-3.818579193,-29.73988966,98.71567184,-107.8785384,-1.049583553e-07,-31.82891851,37.34235392,52.0534037,1.618839293,1.575018649e-09,29.26413937,160.6946996,-46.84210985,1.067282401,1.038391946e-09,-4.819091324,-25.12272106,115.5888848,-84.07096111,-8.179522952e-08,
163782000,-3.795990478,-29.43982445,99.72703491,-108.6665891,-1.05596615e-07,-31.72933304,39.87621212,51.99975967,1.729032841,1.68018539e-09,29.2637866,160.7374954,-46.84123912,1.065029943,1.034941446e-09,-4.810871011,-25.11518906,115.6502883,-84.25016618,-8.186998818e-08,
163981000,-3.719185301,-29.30920812,99.821436,-110.7062985,-1.074481473e-07,-31.03138391,41.0376177,52.12778043,1.923726685,1.867110282e-09,29.25835065,160.6824724,-46.84027706,1.068604411,1.037154757e-09,-4.756622386,-25.20311031,115.5776957,-85.53229981,-8.301503411e-08,
164180000,-3.800484994,-29.32616881,100.1802255,-108.6397878,-1.0531465e-07,-31.50531802,43.03798869,51.94713927,1.886795504,1.829046358e-09,29.25153119,160.6598345,-46.83826086,1.070604966,1.037836962e-09,-4.778398537,-25.15982994,115.6365274,-85.01085805,-8.24089309e-08,
164379000,-3.831465102,-29.43771737,99.90852175,-107.7857331,-1.04360242e-07,-31.90724985,40.7375117,51.9323493,1.721983502,1.6672579e-09,29.25440918,160.5851783,-46.84058785,1.074275131,1.040134064e-09,-4.806041911,-25.28086563,115.1079493,-84.46526854,-8.178091488e-08,
164578000,-3.777884432,-29.49272857,99.43433656,-109.0776153,-1.054833675e-07,-31.5071686,41.43540793,52.0007689,1.831044675,1.770709397e-09,29.25380904,160.5214802,-46.84149636,1.077758654,1.042245119e-09,-4.768878049,-25.40191468,114.8454992,-85.37491556,-8.256170222e-08,
164777000,-3.79310108,-29.49167227,99.51648643,-108.6989204,-1.049902018e-07,-31.54374163,40.92548695,52.00912627,1.805174916,1.74358382e-09,29.24828173,160.4956478,-46.8399977,1.079786391,1.042944959e-09,-4.814267969,-25.44129602,114.5314296,-84.38123769,-8.150221865e-08,
164976000,-3.786858121,-29.78626632,98.37840214,-108.6212405,-1.047886199e-07,-31.40468602,39.40514005,52.09163731,1.780388988,1.717569272e-09,29.2430947,160.4688211,-46.83863695,1.081829597,1.043658035e-09,-4.814092002,-25.567762,114.1060867,-84.46111713,-8.148096869e-08,
165175000,-3.803907711,-29.12091846,100.9798547,-108.7038649,-1.047419854e-07,-31.51015162,44.76770401,51.88603345,1.943554862,1.872719016e-09,29.24120544,160.4713967,-46.83792289,1.081911871,1.042479929e-09,-4.815634644,-25.45849365,114.4679427,-84.36131767,-8.128663971e-08,
165374000,-3.765167356,-29.5263119,99.24035579,-109.3685868,-1.052556702e-07,-31.17621797,40.89869859,52.09722932,1.885485214,1.814579631e-09,29.24098092,160.3388854,-46.8401952,1.089044825,1.04809019e-09,-4.812508669,-25.67047981,113.7669376,-84.5560955,-8.137627781e-08,
165573000,-3.781081762,-29.57036221,99.15766426,-108.9366447,-1.04713966e-07,-31.4070969,40.75403773,52.04681417,1.828826078,1.757935837e-09,29.24311072,160.3942582,-46.83996392,1.085826239,1.04373668e-09,-4.807060092,-25.94767811,112.8582063,-84.82970049,-8.154147207e-08,
165772000,-3.784819467,-29.69939715,98.6923277,-108.7412899,-1.044007058e-07,-31.32622071,40.45318196,52.07610955,1.835718931,1.762443247e-09,29.23786338,160.3203708,-46.83942241,1.090403981,1.046878746e-09,-4.806448356,-25.87968922,113.0877775,-84.80678298,-8.142158337e-08,
165971000,-3.810537081,-29.38340156,100.012471,-108.3459635,-1.038964377e-07,-31.55443782,43.06123928,51.93535521,1.876530035,1.799465153e-09,29.23386702,160.2693508,-46.83891952,1.093610915,1.048698766e-09,-4.831647565,-25.85380481,113.0829169,-84.23797727,-8.077851238e-08,
166170000,-3.787430284,-29.67136983,98.81109618,-108.6990934,-1.041102366e-07,-31.43493342,40.56353648,52.04653433,1.815912897,1.739252054e-09,29.23503349,160.2042328,-46.84049827,1.096964991,1.050655358e-09,-4.857160488,-25.86975005,112.9354869,-83.68952471,-8.015647555e-08,
166369000,-3.79157369,-29.76274852,98.49110309,-108.5240732,-1.038182756e-07,-31.30940133,41.66123353,52.0392907,1.883018976,1.801367911e-09,29.23756104,160.1857189,-46.84172413,1.097658226,1.050061806e-09,-4.812444767,-26.01618621,112.6109019,-84.74729625,-8.107250216e-08,
166568000,-3.800767719,-29.47459232,99.61964117,-108.5210821,-1.036913851e-07,-31.4854148,42.17344291,51.98103936,1.861569995,1.778721403e-09,29.22887423,160.1430653,-46.83941878,1.100974898,1.051976353e-09,-4.804011873,-25.99889859,112.6976415,-84.92383711,-8.114432822e-08,
166767000,-3.850884804,-29.91803313,98.21946611,-106.956732,-1.020747066e-07,-31.79970876,39.66924746,51.9899674,1.707313427,1.629383339e-09,29.22997432,160.0721202,-46.8410871,1.104647967,1.054226461e-09,-4.862108522,-26.29466325,111.5238002,-83.81091909,-7.998538115e-08,
166966000,-3.778687801,-29.72698342,98.55643769,-108.8705912,-1.037773723e-07,-31.27490962,41.67543557,52.04694136,1.891327108,1.802846437e-09,29.23276284,160.0017874,-46.84334513,1.108084133,1.056245386e-09,-4.839747231,-26.26250768,111.7036002,-84.27766503,-8.03349603e-08,
167165000,-3.805594633,-29.54484159,99.37929117,-108.347736,-1.031560301e-07,-31.3403532,43.36600591,51.973031,1.935748274,1.84299289e-09,29.22498082,160.0350922,-46.83999065,1.107228819,1.054173659e-09,-4.838789382,-26.20017293,111.9118163,-84.26690512,-8.022908198e-08,
167364000,-3.828778046,-29.8877521,98.22002247,-107.5158784,-1.022423192e-07,-31.57091525,40.55623011,52.01484482,1.786311028,1.698694044e-09,29.23008487,159.9190409,-46.84390138,1.112837251,1.058253563e-09,-4.877333195,-26.35717502,111.269435,-83.51594825,-7.941956449e-08,
167563000,-3.78705659,-29.80238,98.31937589,-108.6033542,-1.031538028e-07,-31.3186606,41.02575492,52.05869633,1.858139551,1.76490093e-09,29.2232486,159.9252301,-46.84137243,1.113326353,1.057461327e-09,-4.828043342,-26.4288099,111.1948595,-84.61227305,-8.036655766e-08,
167762000,-3.826204208,-29.88659117,98.2112049,-107.5793746,-1.020599971e-07,-31.62435513,41.55944879,51.96980259,1.809820709,1.716967561e-09,29.22640812,159.9085298,-46.84279345,1.113841868,1.056696028e-09,-4.851609052,-26.42660629,111.1277136,-84.10238984,-7.978750295e-08,
167961000,-3.810419612,-29.90248134,98.07109789,-107.9513423,-1.022915423e-07,-31.3921775,40.18366669,52.06923051,1.811501981,1.716526424e-09,29.21783345,159.8452554,-46.84091657,1.118265339,1.059635608e-09,-4.856170977,-26.65663511,110.3656613,-84.11256847,-7.970261578e-08,
168160000,-3.833114308,-29.73357658,98.81183294,-107.5273188,-1.01769174e-07,-31.58292213,41.91570111,51.96745518,1.831121987,1.733064436e-09,29.21247045,159.8221147,-46.83944295,1.120153636,1.060168816e-09,-4.842938227,-26.45478941,111.0631596,-84.30269323,-7.978823944e-08,
168359000,-3.838536405,-29.83688427,98.4566568,-107.3173082,-1.014503536e-07,-31.53921348,41.67724386,51.98535342,1.832455795,1.732276847e-09,29.20691811,159.8079813,-46.83773692,1.121583117,1.060267031e-09,-4.849183444,-26.71899646,110.1842175,-84.28994314,-7.968187685e-08,
168558000,-3.850313286,-29.86074029,98.42702254,-107.0133562,-1.01043585e-07,-31.68988044,43.09238638,51.90433377,1.847426084,1.744366884e-09,29.20205724,159.658,-46.83877724,1.130221262,1.067171541e-09,-4.884716023,-26.66102919,110.2645416,-83.50691747,-7.884845986e-08,
168757000,-3.837921784,-29.92968492,98.11199193,-107.261755,-1.011586987e-07,-31.39673739,42.49589466,51.99037148,1.892693977,1.785002116e-09,29.19239063,159.6199241,-46.83605921,1.133444952,1.068953388e-09,-4.865345388,-26.85024228,109.7136929,-84.00309676,-7.922342827e-08,
168956000,-3.821122855,-30.23910745,96.89420308,-107.4227254,-1.011911843e-07,-31.33089648,39.01990424,52.12212387,1.781907298,1.678539706e-09,29.19822851,159.6271641,-46.83799237,1.13234303,1.066656351e-09,-4.874626969,-27.10129636,108.8839039,-83.91201843,-7.90443223e-08,
169155000,-3.829407604,-29.93303021,98.05650173,-107.4656325,-1.0111251e-07,-31.3864948,42.258992,52.00085496,1.88674298,1.775203048e-09,29.19723051,159.5688519,-46.83872022,1.135594172,1.068460441e-09,-4.883019561,-27.0084075,109.1573218,-83.69716209,-7.87491772e-08,
169354000,-3.820278621,-29.77459412,98.59538799,-107.8102694,-1.013175791e-07,-31.36504946,43.6678084,51.95683134,1.94037696,1.823521055e-09,29.19045651,159.5304309,-46.83703627,1.138486901,1.069923462e-09,-4.843472492,-26.76350095,110.0564014,-84.43159852,-7.934684895e-08,
169553000,-3.924035912,-29.94854493,98.45195492,-105.178169,-9.872798184e-08,-32.20879219,42.91635319,51.79929419,1.73092354,1.624772417e-09,29.19564583,159.40888,-46.84114124,1.144369508,1.074189568e-09,-4.884123751,-27.00233882,109.1736052,-83.67137841,-7.854012297e-08,
169752000,-3.868772368,-30.00418151,97.99242627,-106.4614657,-9.981542792e-08,-31.82851929,42.34638472,51.8985311,1.792476481,1.680578092e-09,29.19197054,159.4148172,-46.83972993,1.14450474,1.073057088e-09,-4.887841091,-26.84891812,109.6528312,-83.52661448,-7.831232371e-08,
169951000,-3.837105166,-30.16408918,97.25116639,-107.0995423,-1.002960945e-07,-31.47726218,41.2238761,52.01473506,1.830163184,1.713902933e-09,29.19761176,159.3679515,-46.84260292,1.146320746,1.073501263e-09,-4.864514627,-27.11403314,108.8699473,-84.13012527,-7.878579884e-08,
170150000,-3.855312684,-30.37179859,96.59523589,-106.5019853,-9.961984957e-08,-31.48802633,40.89672184,52.02305448,1.816241809,1.698876649e-09,29.19330933,159.297634,-46.84240223,1.15062264,1.076269649e-09,-4.897247822,-27.32240182,108.1238506,-83.52624699,-7.812879862e-08,
170349000,-3.84760475,-30.07872858,97.61570471,-106.9138843,-9.988830676e-08,-31.68206979,42.79254926,51.91606846,1.839137439,1.718283139e-09,29.19069602,159.3210182,-46.84103827,1.149693144,1.074143945e-09,-4.877597544,-27.22493678,108.4825657,-83.89866974,-7.838547927e-08,
170548000,-3.830672451,-30.23475793,96.9607947,-107.1975212,-1.000364436e-07,-31.37135182,42.45268317,51.99769659,1.896945896,1.770224899e-09,29.19433436,159.236812,-46.84391045,1.153754682,1.076680822e-09,-4.898650418,-27.63009005,107.1543355,-83.61009337,-7.802471827e-08,
170747000,-3.839985046,-30.24780416,96.96245304,-106.9644895,-9.970264334e-08,-31.44758519,42.45559814,51.98010663,1.879814403,1.752193329e-09,29.18776737,159.1385445,-46.84344808,1.159839541,1.081097742e-09,-4.88473973,-27.39617305,107.9223282,-83.8144775,-7.812429148e-08,
170946000,-3.862836124,-30.07843564,97.69314113,-106.5485641,-9.919934159e-08,-31.50995353,42.4814122,51.9650381,1.866723388,1.737965525e-09,29.18643317,159.1801802,-46.84218746,1.157774714,1.07791682e-09,-4.876918223,-27.42420503,107.8526685,-83.98777493,-7.819469037e-08,
171145000,-3.881214107,-30.10342867,97.69265818,-106.0904512,-9.865797844e-08,-31.71290383,42.71623836,51.91180043,1.829822859,1.701629338e-09,29.18317492,159.1021244,-46.84251591,1.162366658,1.080933708e-09,-4.891891182,-27.42175116,107.824187,-83.6751986,-7.781309108e-08,
171344000,-3.811992463,-30.20100186,96.98379427,-107.6729619,-1.000133306e-07,-31.13547533,42.84821421,52.03872731,1.965457566,1.825638989e-09,29.18244198,159.0024417,-46.84415583,1.167800955,1.084726016e-09,-4.871834339,-27.72597886,106.9129127,-84.19668099,-7.820710368e-08,
171543000,-3.832667712,-30.29998975,96.73507741,-107.0974628,-9.936337013e-08,-31.24856237,41.52524198,52.05834919,1.891903193,1.755278531e-09,29.17840026,158.9587421,-46.84356268,1.170652324,1.086113126e-09,-4.895919945,-27.81639281,106.5788881,-83.72873486,-7.768222563e-08,
171742000,-3.84606531,-30.40293238,96.43500161,-106.6963412,-9.887651313e-08,-31.37274965,41.0106029,52.0463758,1.845589343,1.710325179e-09,29.1798576,158.97633,-46.84374134,1.169525885,1.083810749e-09,-4.909835814,-28.11245045,105.6335701,-83.53554144,-7.741317991e-08,
171941000,-3.835344507,-30.18391889,97.1699236,-107.1261005,-9.915987709e-08,-31.26343213,42.17693304,52.03232053,1.911842581,1.769672139e-09,29.17077587,158.9275478,-46.84146431,1.173288374,1.086039074e-09,-4.890946327,-27.96261946,106.1341884,-83.87646044,-7.763915115e-08,
172140000,-3.855157826,-30.36966117,96.6021075,-106.507337,-9.847315646e-08,-31.58327432,42.42788121,51.95028417,1.848595775,1.709150432e-09,29.17140315,158.8706404,-46.84277928,1.176260026,1.087531065e-09,-4.904301349,-27.88058588,106.3615772,-83.57744145,-7.727293446e-08,
172339000,-3.883567847,-30.18439002,97.41178946,-105.9746695,-9.786753139e-08,-31.55330628,44.36539032,51.89073732,1.920345639,1.773437822e-09,29.15866233,158.7748775,-46.84011918,1.18301671,1.092515085e-09,-4.874599364,-27.81670032,106.6225137,-84.16815844,-7.772923405e-08,
172538000,-3.844525793,-30.3664427,96.55806605,-106.7620153,-9.848092866e-08,-31.19216193,42.31102826,52.04440084,1.93304101,1.783103038e-09,29.15602255,158.8217912,-46.8382781,1.180835511,1.089242999e-09,-4.894556886,-28.16889309,105.4883005,-83.86251069,-7.735764363e-08,
172737000,-3.859629376,-30.67744145,95.52825295,-106.1562338,-9.780932489e-08,-31.49475981,40.92755449,52.02046426,1.815869261,1.673090125e-09,29.16172959,158.7076494,-46.84250651,1.186230455,1.092958895e-09,-4.91705056,-28.10979788,105.6276794,-83.38829952,-7.683159985e-08,
172936000,-3.811867459,-30.7804998,94.89821673,-107.186651,-9.864507873e-08,-30.82268616,41.13467267,52.17623911,1.976252301,1.818767189e-09,29.15592868,158.6479769,-46.84161397,1.190173662,1.095330188e-09,-4.905426375,-28.46811488,104.5503163,-83.72101309,-7.704938864e-08,
173135000,-3.845344399,-30.56931561,95.83575721,-106.5789162,-9.797303456e-08,-31.31873989,40.85826289,52.06432404,1.852071895,1.702523448e-09,29.15927084,158.6555809,-46.84264821,1.18933704,1.093302157e-09,-4.919225696,-28.66302613,103.9354856,-83.49091951,-7.674931437e-08,
173334000,-3.862546979,-30.72465415,95.37695138,-106.0499056,-9.73748179e-08,-31.36458581,40.64364359,52.06058152,1.834184577,1.684144726e-09,29.16303292,158.5451694,-46.84613017,1.194769806,1.097035322e-09,-4.94601276,-28.41871038,104.6305251,-82.8938098,-7.611293561e-08,
173533000,-3.885731748,-30.74584038,95.4247469,-105.4942532,-9.675353887e-08,-31.31943117,40.87847259,52.06347878,1.852649299,1.699148253e-09,29.15296645,158.5003822,-46.84344859,1.198468863,1.099169862e-09,-4.929537238,-28.66156636,103.9239005,-83.28480627,-7.638425316e-08,
173732000,-3.884182022,-30.62435669,95.8448183,-105.6256246,-9.676306194e-08,-31.44026872,42.26206549,51.9883742,1.87474218,1.717441145e-09,29.15115671,158.4622747,-46.84355617,1.200745718,1.099996641e-09,-4.930079477,-28.52791846,104.3274844,-83.24110593,-7.625672575e-08,
173931000,-3.878476056,-30.66523843,95.67086387,-105.7264837,-9.674464302e-08,-31.32721804,42.77905785,51.99656123,1.918422367,1.755445566e-09,29.15494744,158.4141985,-46.84584084,1.202830484,1.100645758e-09,-4.929851759,-28.69514336,103.8220142,-83.28647055,-7.621098873e-08,
174130000,-3.861549657,-30.86286569,94.8850507,-105.9599966,-9.68475118e-08,-31.2069742,39.72761786,52.12934258,1.835217874,1.677390434e-09,29.1530798,158.4304849,-46.84486057,1.202200203,1.098811835e-09,-4.924728618,-28.99432675,102.9292396,-83.45267071,-7.627580002e-08,
174329000,-3.871934438,-30.59682301,95.87882717,-105.9332134,-9.671250651e-08,-31.32619533,44.16466179,51.94796421,1.966386643,1.795227152e-09,29.15223577,158.3425094,-46.84629525,1.207022866,1.101960406e-09,-4.917833036,-28.77069293,103.6118349,-83.54302524,-7.627121952e-08,
174528000,-3.86246202,-30.90874798,94.72917463,-105.9009976,-9.657285503e-08,-31.20738527,41.33538716,52.07471085,1.894378574,1.727514863e-09,29.14997462,158.2503154,-46.84732014,1.21225523,1.105475409e-09,-4.92941942,-28.8438628,103.3746219,-83.32860875,-7.598872378e-08,
174727000,-3.870698687,-30.75509339,95.31310655,-105.8356931,-9.640338191e-08,-31.33960574,41.37304753,52.04198493,1.865937872,1.69964136e-09,29.14781636,158.292854,-46.84571506,1.210258895,1.102397944e-09,-4.924149833,-28.96208562,103.0267188,-83.4577108,-7.601977492e-08,
174926000,-3.85516174,-31.00269811,94.36045684,-105.9908972,-9.643492225e-08,-31.13268418,41.3329315,52.0927785,1.911335963,1.739012876e-09,29.14879953,158.1672036,-46.84855589,1.216858767,1.107148667e-09,-4.935678668,-29.23251532,102.2048183,-83.2815511,-7.57730156e-08,
175125000,-3.859574934,-30.8908251,94.7762029,-105.9825744,-9.631777644e-08,-31.28904221,41.96305074,52.03371223,1.898389048,1.725270527e-09,29.14460148,158.1447378,-46.84752071,1.218612967,1.10748481e-09,-4.945910713,-29.06034261,102.7041783,-83.04833494,-7.547496372e-08,
175324000,-3.911527034,-31.1244104,94.24320654,-104.6024602,-9.495561706e-08,-31.4421446,39.58838757,52.07666916,1.779097053,1.615021847e-09,29.14359468,158.0987521,-46.8480825,1.221207611,1.108583125e-09,-4.956810038,-29.30402355,101.9683173,-82.88158871,-7.523792827e-08,
175523000,-3.904312517,-30.85736376,95.13061525,-104.9777501,-9.51882536e-08,-31.41726833,43.2705739,51.95894062,1.914752478,1.73619595e-09,29.13236702,158.0123783,-46.84584512,1.227316286,1.112865287e-09,-4.927646693,-28.83679849,103.3984056,-83.36224954,-7.558846466e-08,
175722000,-3.898113421,-31.29616803,93.58213,-104.7670315,-9.488960364e-08,-31.38334464,39.71743309,52.08664399,1.796417281,1.627051195e-09,29.13973932,157.9603145,-46.84949488,1.229127416,1.113245376e-09,-4.953786525,-29.50949,101.3669642,-82.97468111,-7.515183443e-08,
175921000,-3.893508192,-31.10644402,94.20956414,-105.0266746,-9.501716354e-08,-31.2792416,41.65024975,52.04678243,1.889443247,1.709370868e-09,29.13315604,157.9476941,-46.84742388,1.230676474,1.11338751e-09,-4.961207525,-29.43042858,101.5912097,-82.81815645,-7.49252163e-08,
176120000,-3.951047563,-31.06262214,94.65709599,-103.7548451,-9.376048417e-08,-31.59133286,41.38822869,51.98296442,1.811050857,1.63659832e-09,29.12191421,157.8697669,-46.84502296,1.236347087,1.117253862e-09,-4.967305711,-29.05900653,102.6789973,-82.62898038,-7.466960407e-08,
176319000,-3.942007125,-30.97864027,94.90088953,-104.0229851,-9.389670011e-08,-31.63117825,44.5951124,51.86594282,1.910055509,1.724118081e-09,29.12527573,157.7982218,-46.84765933,1.239731092,1.119047473e-09,-4.924992286,-29.26546044,102.1189451,-83.49683115,-7.53686977e-08,
176518000,-3.898192905,-31.12682459,94.16429189,-104.9035033,-9.458475112e-08,-31.24355535,40.80623973,52.08410973,1.866944325,1.683303786e-09,29.12362123,157.8715634,-46.84559008,1.236023196,1.114442728e-09,-4.952568654,-29.50001507,101.39604,-82.99679951,-7.483288335e-08,
176717000,-3.901968559,-31.47403597,92.99706224,-104.5329505,-9.414451232e-08,-31.17028602,40.25050308,52.12077342,1.862853682,1.677724111e-09,29.11651093,157.7398268,-46.84574804,1.244033396,1.12040191e-09,-4.993827923,-29.8402631,100.3657145,-82.25538699,-7.408088319e-08,
176916000,-3.900114741,-31.22992156,93.81996968,-104.7761017,-9.425735664e-08,-31.21628342,42.86887597,52.01909074,1.947251153,1.75176155e-09,29.11587804,157.7502858,-46.84531159,1.243557815,1.118713815e-09,-4.956054491,-29.7517688,100.6560381,-82.96555274,-7.463642533e-08,
177115000,-3.913708914,-31.06308029,94.46590032,-104.6014592,-9.399451933e-08,-31.40181821,42.61319152,51.9851747,1.895618782,1.70339666e-09,29.11589909,157.7473523,-46.84537869,1.243712203,1.117595601e-09,-4.95946614,-29.85333889,100.3576511,-82.91288003,-7.450523503e-08,
177314000,-3.89207018,-31.19757635,93.88765817,-104.9849187,-9.423321766e-08,-31.28559073,43.01214923,51.99799261,1.936164431,1.737878227e-09,29.12316462,157.6314249,-46.85030802,1.248943602,1.121036962e-09,-4.980634641,-29.93983985,100.090205,-82.51941293,-7.406844619e-08,
177513000,-3.889547386,-31.344046,93.37145186,-104.9206078,-9.406991804e-08,-31.0969112,42.18343722,52.07152154,1.950618591,1.748889325e-09,29.11519494,157.5725788,-46.84869795,1.25316905,1.12356869e-09,-4.993524469,-29.98163633,99.95934219,-82.28000853,-7.37707665e-08,
177712000,-3.908417923,-31.04019208,94.51734252,-104.7400402,-9.380286724e-08,-31.32525511,43.18654255,51.98277066,1.933043156,1.731190766e-09,29.11175554,157.5916626,-46.84709193,1.252611862,1.121811524e-09,-4.995709138,-29.95033991,100.0473601,-82.23461703,-7.364750716e-08,
177911000,-3.937655503,-31.34201384,93.63604028,-103.8411077,-9.289378164e-08,-31.30203968,41.56914076,52.04417531,1.881387578,1.683044516e-09,29.11146047,157.4939453,-46.84899355,1.257884884,1.125273857e-09,-5.009608012,-30.26803717,99.12961814,-82.01022806,-7.33643967e-08,
178110000,-3.93927486,-31.41344645,93.40244507,-103.7484677,-9.270721168e-08,-31.34761092,41.31471561,52.04207174,1.862063755,1.663896755e-09,29.11044199,157.4764796,-46.84899329,1.258958233,1.124975722e-09,-4.973441454,-30.00384146,99.9113087,-82.66379216,-7.386643724e-08,
178309000,-3.889358852,-31.15877358,94.00662101,-105.0783895,-9.379080755e-08,-31.12485459,44.96419327,51.96420551,2.041927441,1.822582403e-09,29.11172323,157.4035492,-46.85094942,1.262687497,1.127048869e-09,-4.92191115,-30.23544595,99.27148534,-83.6668581,-7.467931535e-08,
178508000,-3.928875502,-31.41814322,93.33183084,-103.9769288,-9.270420479e-08,-31.23454591,41.03625826,52.07844836,1.877355716,1.673821018e-09,29.11123485,157.3910916,-46.85103436,1.263420623,1.126446083e-09,-4.983497234,-30.40737372,98.74945658,-82.5122579,-7.356663965e-08,
178707000,-3.912835597,-31.59264929,92.65569812,-104.191699,-9.279224612e-08,-31.09582198,40.72870895,52.1226882,1.897445376,1.689848807e-09,29.10492126,157.3310434,-46.85004825,1.267496105,1.128821313e-09,-4.996439637,-30.56981779,98.28296802,-82.28214727,-7.32797846e-08,
178906000,-3.913641012,-31.02627546,94.59259922,-104.6319689,-9.308069635e-08,-31.32346874,45.25958019,51.90916896,2.003847484,1.782624575e-09,29.10523948,157.2822801,-46.85117241,1.270062217,1.129848523e-09,-4.950862396,-30.13449973,99.54927904,-83.10669378,-7.393179166e-08,
179105000,-3.93904834,-31.30535179,93.76777998,-103.8387139,-9.227237986e-08,-31.30837153,43.1965503,51.9862805,1.937301,1.721509899e-09,29.10433262,157.2156921,-46.85223748,1.273749145,1.131869421e-09,-4.945800988,-30.40750935,98.76582937,-83.22260916,-7.395265137e-08,
179304000,-3.913722238,-31.75705889,92.10861885,-104.0341807,-9.234347313e-08,-31.04881617,41.07892855,52.12205431,1.92124235,1.705345206e-09,29.10136396,157.1624619,-46.85230024,1.277005036,1.133503234e-09,-5.0015952,-30.53302629,98.3843997,-82.18353903,-7.294826929e-08,
179503000,-3.965217556,-31.60366729,92.897749,-103.0234114,-9.134490889e-08,-31.36343295,40.90978629,52.05196145,1.844029548,1.6349945e-09,29.09643059,157.1650623,-46.85050463,1.277545669,1.132725961e-09,-5.032146988,-30.61610569,98.13529513,-81.62387046,-7.237117184e-08,
179702000,-3.922283586,-31.73953361,92.21464635,-103.8600454,-9.198472813e-08,-30.9921609,40.50059143,52.15624334,1.9125978,1.69391211e-09,29.09355479,157.1112957,-46.85061409,1.280820237,1.134371748e-09,-5.011123806,-30.8828204,97.39927191,-82.02802387,-7.264897147e-08,
179901000,-3.923961401,-31.70600444,92.33602462,-103.8509431,-9.18749253e-08,-31.07416987,42.55240161,52.06380306,1.969305379,1.742206467e-09,29.09607768,157.0425583,-46.85294622,1.284148915,1.136061765e-09,-4.959811352,-30.58360107,98.25783164,-82.96774505,-7.339996299e-08,
180100000,-3.913874949,-31.8697842,91.73336598,-103.9351363,-9.184781067e-08,-30.98428721,41.44295171,52.12506823,1.949772556,1.723020212e-09,29.09484453,156.9800859,-46.85382505,1.287660967,1.137910094e-09,-5.00799301,-30.94411693,97.22926414,-82.08812069,-7.254153346e-08,
180299000,-3.956159599,-31.84437011,92.04966667,-103.0304114,-9.094781042e-08,-31.2660776,41.30891981,52.06159548,1.880139886,1.659651782e-09,29.07879106,156.8975793,-46.84990094,1.294311402,1.142524681e-09,-5.045525438,-30.89362722,97.35715297,-81.39829975,-7.185254363e-08,
