Frequency (MHz)	Matching Parameter (linear)
73.135555	0.5137244091994946
73.24	0.5096542414798819
73.344444	0.5054762949626103
73.448888	0.5014676220188037
73.553333	0.4974944028784152
73.657777	0.4936120190153578
73.762222	0.48979163367118106
73.866666	0.48609746809221765
73.971111	0.4824390282873574
74.075555	0.4788528339063497
74.18	0.4754146045209674
74.284444	0.47215709873111644
74.388888	0.46886461346796826
74.493333	0.4657019002917394
74.597777	0.462870688600332
74.702222	0.4600254665887926
74.806666	0.45723346529318976
74.911111	0.45464496731277126
75.015555	0.45234169175672734
75.12	0.45009601850557723
75.224444	0.44805879673251103
75.328888	0.44625997080137014
75.433333	0.4445451351567571
75.537777	0.44314398043620307
75.642222	0.4419225767552014
75.746666	0.440886857909232
75.851111	0.4400955467053528
75.955555	0.4395933643661749
76.06	0.43938069798532
76.164444	0.43935465763708126
76.268888	0.4395520403810155
76.373333	0.44025417773076403
76.477777	0.44133330401675286
76.582222	0.4427087115378391
76.686666	0.4444782854650916
76.791111	0.4467413045512161
76.895555	0.44945292310094587
77.0	0.4526586092015582
77.104444	0.4563627767346913
77.208888	0.4605868790718579
77.313333	0.4654717025914634
77.417777	0.47094954471992
77.522222	0.4772890661570225
77.626666	0.4843430313205419
77.731111	0.4921027609839468
77.835555	0.500835321824717
77.94	0.5103692510356563
78.044444	0.520940171292473
78.148888	0.5324256393238457
78.253333	0.5450322824213394
78.357777	0.5586715320210113
78.462222	0.5732399013784321
78.566666	0.588953865414487
78.671111	0.6055226431231526
78.775555	0.622981080145858
78.88	0.6410902063620362
78.984444	0.659804656954601
79.088888	0.6787329828638433
79.193333	0.6977684263403399
79.297777	0.7164811890279936
79.402222	0.7346888903534594
79.506666	0.752226720884688
79.611111	0.7688139444420623
79.715555	0.7843807505831903
79.82	0.7988665567133275
79.924444	0.8124756607628363
80.028888	0.8253176543288396
80.133333	0.8372931553805575
80.237777	0.850053729052934
80.342222	0.8627159256170677
80.446666	0.8759115862695884
80.551111	0.8895613573260484
80.655555	0.9028978573990839
80.76	0.9142386014297583
80.864444	0.9209635434653765
80.968888	0.9206157481472692
81.073333	0.9115429125593786
81.177777	0.8915362605073389
81.282222	0.857698991791551
81.386666	0.8125504051697471
81.491111	0.7665937726532462
81.595555	0.7263861524239401
81.7	0.6920708670509692
81.804444	0.6621904622641668
81.908888	0.6357483071333074
82.013333	0.6119865006161049
82.117777	0.5905710200027496
82.222222	0.5711684742128417
82.326666	0.5536980438054774
82.431111	0.5378984742906006
82.535555	0.5236500765980596
82.64	0.5106471494986758
82.744444	0.49923739414275725
82.848888	0.4887608996868077
82.953333	0.4794745909168229
83.057777	0.47117917289223454
83.162222	0.4636929580426812
83.266666	0.45711222478531477
83.371111	0.45128255666599415
83.475555	0.4462677653370444
83.58	0.4419871176118816
83.684444	0.4384153341465141
83.788888	0.4355144446525675
83.893333	0.43319541266282524
83.997777	0.4317283940553559
84.102222	0.43085493434934596
84.206666	0.43058922771558716
84.311111	0.4309680979570685
84.415555	0.4321278704715532
84.52	0.4338953497147344
84.624444	0.436244459997741
84.728888	0.43946463196159635
84.833333	0.4434295665077985
84.937777	0.44808049411319417
85.042222	0.45353399114761417
85.146666	0.4597079765440283
85.251111	0.4667063685238342
85.355555	0.4745245501601534
85.46	0.48311696054260933
85.564444	0.49252959080234004
85.668888	0.5029746864979372
85.773333	0.5139531924264424
85.877777	0.5258219794812993
85.982222	0.538332256175989
86.086666	0.5515961442011311
86.191111	0.5655295210461929
86.295555	0.580005544052902
86.4	0.595191565120499
86.504444	0.6106399687368353
86.608888	0.6265939026786894
86.713333	0.6428883477187339
86.817777	0.6594433731802833
86.922222	0.6761872189836982
87.026666	0.6932453450407292
87.131111	0.7104410308792442
87.235555	0.7278058783455721
87.34	0.7451355524523953
87.444444	0.7627029889651505
87.548888	0.7801871343250317
87.653333	0.7977778826488765
87.757777	0.8151821929211024
87.862222	0.8322443428102839
87.966666	0.8488074041494825
88.071111	0.8646173456021082
88.175555	0.8793784892232299
88.28	0.8928982411851849
88.384444	0.9048845069395899
88.488888	0.9151328448222024
88.593333	0.9235667898845491
88.697777	0.9299801390872765
88.802222	0.9343269413580415
88.906666	0.9365254734819617
89.011111	0.9362883839770428
89.115555	0.9333428941148862
89.22	0.927252578813339
89.324444	0.9174327556130747
89.428888	0.9032781483024457
89.533333	0.8842464999774101
89.637777	0.8601654898725756
89.742222	0.8311593671346529
89.846666	0.7972273869014547
89.951111	0.7571499319068075
90.055555	0.7069052340731694
90.16	0.6429047466710631
90.264444	0.5745824516098095
90.368888	0.5333439242106548
90.473333	0.4685110679261608
90.577777	0.46764252364549097
90.682222	0.4717868633542205
90.786666	0.49403719548661207
90.891111	0.5438935478676993
90.995555	0.6120119779153514
91.1	0.6790601130518106
91.204444	0.7364034123754913
91.308888	0.7845080884683855
91.413333	0.8253461792187952
91.517777	0.8598997492943085
91.622222	0.8883729432547598
91.726666	0.9109603164204874
91.831111	0.9281144901609648
91.935555	0.9405615835211507
92.04	0.9490834736945851
92.144444	0.9545131597711668
92.248888	0.9576449274379796
92.353333	0.9591427105206404
92.457777	0.9595673232281237
92.562222	0.9594850918032602
92.666666	0.9593415352091021
92.771111	0.9596411817762025
92.875555	0.9609650664068802
92.98	0.9641342470039664
93.084444	0.9703362360489245
93.188888	0.9805431461911752
93.293333	0.9921153368218992
93.397777	0.9964148825240041
93.502222	0.9901194331802596
93.606666	0.9790072904633353
93.711111	0.9671274164685869
93.815555	0.9551914299055339
93.92	0.9430640400545974
94.024444	0.930797981421737
94.128888	0.9186418685472355
94.233333	0.9068385368669102
94.337777	0.8949238562886597
94.442222	0.8798241780566775
94.546666	0.8536641915545916
94.651111	0.8114420772665442
94.755555	0.7570032314903627
94.86	0.6996192329545852
94.964444	0.6525913747961534
95.068888	0.6213001890529339
95.173333	0.6033447292071403
95.277777	0.5951820788776574
95.382222	0.5929761251477894
95.486666	0.5937098926238977
95.591111	0.5957780830339634
95.695555	0.5985313615978769
95.8	0.6015735234196606
95.904444	0.6048084193713661
96.008888	0.6083343165604015
96.113333	0.6121240295259518
96.217777	0.6160150181652322
96.322222	0.6202416729543272
96.426666	0.6246596793159012
96.531111	0.629380709172874
96.635555	0.6342773055291486
96.74	0.6394631785549562
96.844444	0.6450099803613207
96.948888	0.6506418897506964
97.053333	0.6566408621684974
97.157777	0.6628893249417962
97.262222	0.6693663646410827
97.366666	0.6761026146253776
97.471111	0.6832320968558643
97.575555	0.6906005299537121
97.68	0.6983621612411581
97.784444	0.706274157586064
97.888888	0.7145671270111645
97.993333	0.7231480277479325
98.097777	0.7320520481939214
98.202222	0.7411954500527433
98.306666	0.750546505878536
98.411111	0.76005475568458
98.515555	0.7696492346221581
98.62	0.7793150260625772
98.724444	0.7889057797833431
98.828888	0.7983470010746588
98.933333	0.8074821642027994
99.037777	0.8161951478270968
99.142222	0.8245613787353965
99.246666	0.8322456589166534
99.351111	0.8393364260691047
99.455555	0.8457151547691072
99.56	0.8512862396575249
99.664444	0.8560317763640104
99.768888	0.8599390408040646
99.873333	0.863047862332492
99.977777	0.8652679978300318
100.082222	0.8666209356659188
100.186666	0.8671759341086408
100.291111	0.8668968674657709
100.395555	0.8657477913543681
100.5	0.8638423634304069
100.604444	0.8610987204866257
100.708888	0.8576060816728818
100.813333	0.8533081583493763
100.917777	0.8482742321360239
101.022222	0.8424713879597232
101.126666	0.835919939448623
101.231111	0.8286647262480591
101.335555	0.8207480857133671
101.44	0.8121857918393789
101.544444	0.8030942701910768
101.648888	0.7934353123556892
101.753333	0.7833909922991382
101.857777	0.7729718523045213
101.962222	0.7622513984812463
102.066666	0.7515181313503294
102.171111	0.7406804009534317
102.275555	0.7298997211834712
102.38	0.7192008412536673
102.484444	0.7085244227711025
102.588888	0.6979864062007937
102.693333	0.6873189537108837
102.797777	0.6765355607569895
102.902222	0.6653236973704186
103.006666	0.6536298415338786
103.111111	0.6412531117016371
103.215555	0.6277474993887835
103.32	0.6130666840871968
103.424444	0.5971998050847236
103.528888	0.5802788657232395
103.633333	0.5631628723716291
103.737777	0.5466540742546184
103.842222	0.5327523697567704
103.946666	0.5235678650694122
104.051111	0.52317508485262
104.155555	0.5377638795529385
104.26	0.5804845321526664
104.364444	0.6627892739843444
104.468888	0.7255262503863382
104.573333	0.6840678922711801
104.677777	0.6527126402124694
104.782222	0.6690149910578559
104.886666	0.7120084542836465
104.991111	0.7592296162684882
105.095555	0.8016219247404113
105.2	0.8372541750940916
105.304444	0.8679256945169611
105.408888	0.8960246890192756
105.513333	0.922018919787089
105.617777	0.9452949962815265
105.722222	0.9648420553928974
105.826666	0.9799123392215573
105.931111	0.9904334660496998
106.035555	0.9968359524825227
106.14	0.9996773670327911
106.244444	0.999456405890911
106.348888	0.9964605446934406
106.453333	0.9908413886508849
106.557777	0.9826927612247803
106.662222	0.9720708173761784
106.766666	0.959112147194627
106.871111	0.9439631726738282
106.975555	0.9267438437464784
107.08	0.9076609429729879
107.184444	0.8870130477215574
107.288888	0.8650703152587584
107.393333	0.8423580190236866
107.497777	0.8192141562994139
107.602222	0.7962036554807803
107.706666	0.7736885904312532
107.811111	0.7520175451834412
107.915555	0.7312175187144918
108.02	0.7115689637800389
108.124444	0.6930425932914417
108.228888	0.6759524406740449
108.333333	0.6598289655831123
108.437777	0.6449733565068649
108.542222	0.6311558337366027
108.646666	0.6184369823147273
108.751111	0.6066309658708877
108.855555	0.5958068550529171
108.96	0.5853589063098301
109.064444	0.5760083461364877
109.168888	0.5671524114603279
109.273333	0.5584867019761603
109.377777	0.5503184327562871
109.482222	0.5422886743867537
109.586666	0.5346480772189909
109.691111	0.5272025374806251
109.795555	0.5201778189205859
109.9	0.5149252579749126
110.004444	0.5074741006599068
110.108888	0.5023515050108647
110.213333	0.49823544607914927
110.317777	0.49543350782795026
110.422222	0.4942389182277257
110.526666	0.49507841154061283
110.631111	0.49849854670352745
110.735555	0.5049226212764617
110.84	0.5150079490421212
110.944444	0.5292361705410564
111.048888	0.5485899950938299
111.153333	0.5734971969502072
111.257777	0.603488333751234
111.362222	0.6361962680610729
111.466666	0.6701327862008808
111.571111	0.70583328677564
111.675555	0.7391035830433492
111.78	0.7698983593990403
111.884444	0.8032139344980251
111.988888	0.8372799084785361
112.093333	0.8683649235115576
112.197777	0.8922308035732107
112.302222	0.9053572330414014
112.406666	0.9060821988251724
112.511111	0.8952822807598562
112.615555	0.8755938392976831
112.72	0.8499772312947369
112.824444	0.8206023619442631
112.928888	0.7888630333285109
113.033333	0.7549505574085628
113.137777	0.7194130246075814
113.242222	0.6827554276320347
113.346666	0.6459904744510532
113.451111	0.6105925340260161
113.555555	0.5775719252370921
113.66	0.5477529175958793
113.764444	0.5217660264910837
113.868888	0.49969546463438674
113.973333	0.48126709698052716
114.077777	0.4665186542448826
114.182222	0.45496058518846205
114.286666	0.4465322518996837
114.391111	0.4409229265207405
114.495555	0.43790266080119744
114.6	0.4372901909254102
114.704444	0.43887529493256794
114.808888	0.44263302917704594
114.913333	0.4484528898417166
115.017777	0.4561682198220295
115.122222	0.464947336890154
115.226666	0.4742332234586688
115.331111	0.4834584023351005
115.435555	0.4913448215101691
115.54	0.4971867399820036
115.644444	0.5000869245550856
115.748888	0.49991897761043136
115.853333	0.49667464984763765
115.957777	0.490841504379966
116.062222	0.48339104093174134
116.166666	0.47468190558740053
116.271111	0.46544534777990165
116.375555	0.45617127564546256
116.48	0.4466149081249696
116.584444	0.4371676879683297
116.688888	0.42733229621943525
116.793333	0.41685841146878877
116.897777	0.4055486691382334
117.002222	0.3935458681901737
117.106666	0.38123553807472277
117.211111	0.37139061589385935
117.315555	0.36950943053756147
117.42	0.3830777078440074
117.524444	0.41262988642703535
117.628888	0.4537750748807746
117.733333	0.5187210447506094
117.837777	0.6104121355502352
117.942222	0.6635433131107082
118.046666	0.7323668029448606
118.151111	0.713425641992508
118.255555	0.7183095402266588
118.36	0.7135411937334173
118.464444	0.6901544040857226
118.568888	0.6657116658566051
118.673333	0.6539031950874374
118.777777	0.6569793124412193
118.882222	0.673106034988644
118.986666	0.6991995638940176
119.091111	0.7312323890067829
119.195555	0.7642869329463057
119.3	0.7929129247601977
119.404444	0.8131433570036307
119.508888	0.8239557985368164
119.613333	0.8262806563347364
119.717777	0.821852116995266
119.822222	0.8116984659942577
119.926666	0.7967471701649664
120.031111	0.7779957025292696
120.135555	0.7563126015036796
120.24	0.7328273271140111
120.344444	0.7084660394570765
120.448888	0.6836897258821423
120.553333	0.6586515242852902
120.657777	0.6332615520689362
120.762222	0.6076820562678822
120.866666	0.5825509702159235
120.971111	0.5594186406165417
121.075555	0.5412372916083836
121.18	0.5318840060083825
121.284444	0.5400729327219016
121.388888	0.591927863160133
121.493333	0.7254230883169814
121.597777	0.7884241503858458
121.702222	0.8770223154820028
121.806666	0.8889670833961704
121.911111	0.9136094294543285
122.015555	0.8991551948907996
122.12	0.8733275253506394
122.224444	0.847051927256952
122.328888	0.8182467365904956
122.433333	0.7860751950025731
122.537777	0.7519620874849724
122.642222	0.7179981341387036
122.746666	0.686302311582444
122.851111	0.6581896848200833
122.955555	0.6344573254373869
123.06	0.6148058996636656
123.164444	0.5990309482143178
123.268888	0.586177897282745
123.373333	0.5754198366587773
123.477777	0.565766938922358
123.582222	0.5563625443997946
123.686666	0.5466461124679891
123.791111	0.5360789062401908
123.895555	0.5242863211228788
124.0	0.5110596350593196
124.104444	0.496739680520369
124.208888	0.48148166709215134
124.313333	0.4654906081764171
124.417777	0.4492573057545409
124.522222	0.433174141073312
124.626666	0.4172611008203021
124.731111	0.4020318093920694
124.835555	0.38742522371881916
124.94	0.3737196932075677
125.044444	0.3609916478404981
125.148888	0.34903924831640676
125.253333	0.3381785700951979
125.357777	0.32819823685978755
125.462222	0.31916079235508255
125.566666	0.31101943098747575
125.671111	0.30355248350236164
125.775555	0.29706984073363085
125.88	0.29135365294399307
125.984444	0.2863176634985578
126.088888	0.2820758332136052
126.193333	0.2785381247032731
126.297777	0.27580758877867184
126.402222	0.2736723502325874
126.506666	0.27232913745965104
126.611111	0.2716883695533595
126.715555	0.2720263881349311
126.82	0.27321413922992444
126.924444	0.2754820622650278
127.028888	0.2790159639335529
127.133333	0.28412166317248877
127.237777	0.2913092326138441
127.342222	0.3012639564313344
127.446666	0.3152181520173303
127.551111	0.3352591699077472
127.655555	0.3630923111694757
127.76	0.3835387566441125
127.864444	0.3697168708245878
127.968888	0.3774235676141834
128.073333	0.40119198383644816
128.177777	0.4349650861388047
128.282222	0.535034674436514
128.386666	0.5414891576809839
128.491111	0.5651292853337968
128.595555	0.6124672095332622
128.7	0.6360499442822509
128.804444	0.6181756976493697
128.908888	0.5978468474995732
129.013333	0.5896681363980367
129.117777	0.5938146787930647
129.222222	0.6047572419642689
129.326666	0.6137422729667048
129.431111	0.6144233958269291
129.535555	0.609559693599304
129.64	0.6087306000605183
129.744444	0.6197481156457274
129.848888	0.6456221904712464
129.953333	0.6842082419362304
130.057777	0.7297027350478356
130.162222	0.77794900466006
130.266666	0.828461987138262
130.371111	0.8777186170103612
130.475555	0.9201631069339532
130.58	0.9506217252112433
130.684444	0.9666071242426283
130.788888	0.9681989659427692
130.893333	0.9569071834816271
130.997777	0.9347781135407396
131.102222	0.9038113064487704
131.206666	0.865740903531828
131.311111	0.8221620272782367
131.415555	0.7748254017689602
131.52	0.7257147492191771
131.624444	0.6766067692203958
131.728888	0.6293310204097022
131.833333	0.5850877137192159
131.937777	0.544727002983965
132.042222	0.5085704709410122
132.146666	0.47674181452472597
132.251111	0.44892353713840927
132.355555	0.4251419958026208
132.46	0.4047700767737231
132.564444	0.38766875136083545
132.668888	0.37355465378103725
132.773333	0.36225436169528924
132.877777	0.3536682609026217
132.982222	0.3474634963752259
133.086666	0.34346033583524616
133.191111	0.3414072390989292
133.295555	0.34114706716759413
133.4	0.3421832833689017
133.504444	0.34423654641467116
133.608888	0.3471108575948162
133.713333	0.3503963691276908
133.817777	0.3535725147181873
133.922222	0.35614895904696053
134.026666	0.35816270713125775
134.131111	0.35927081375160996
134.235555	0.359118135746464
134.34	0.357683541587665
134.444444	0.354726644835875
134.548888	0.3504015982944666
134.653333	0.34497258897490657
134.757777	0.3389992449851058
134.862222	0.33282661810976333
134.966666	0.3270301348685234
135.071111	0.3218288819290851
