Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_VSWR,
10000000,-0.2918956753,0.9669526684,35.87044992,59.51925845,
10242222,-0.3444708715,0.9611174369,33.64442553,50.43693831,
10484444,-0.4188997883,0.9529168591,31.23723131,41.47804969,
10726666,-0.5073522211,0.9432621087,28.88620388,34.24981194,
10968888,-0.6128062545,0.9318793483,26.64509031,28.35967213,
11211111,-0.7396679288,0.918367706,24.49056402,23.50010777,
11453333,-0.8837982006,0.9032544086,22.53239829,19.67277663,
11695555,-1.037673642,0.8873936526,20.848585,16.76098813,
11937777,-1.187459818,0.8722219446,19.5097811,14.65213991,
12180000,-1.315221261,0.8594862573,18.48633413,13.23348323,
12422222,-1.395870276,0.8515428098,17.73308575,12.47189716,
12664444,-1.427059601,0.8484905699,17.08726665,12.20049847,
12906666,-1.407114428,0.8504411745,16.45265213,12.37266453,
13148888,-1.348595988,0.8561900975,15.66094594,12.90724815,
13391111,-1.269263748,0.8640458977,14.68906417,13.71084701,
13633333,-1.180571903,0.8729138915,13.58314349,14.73736125,
13875555,-1.096367381,0.8814174229,12.18346755,15.86588409,
14117777,-1.013429805,0.8898739833,10.73991648,17.16101281,
14360000,-0.9390444333,0.8975275294,9.177095736,18.5174371,
14602222,-0.874240335,0.9042488878,7.559745111,19.88748583,
14844444,-0.8162475716,0.9103064531,5.891648721,21.29814818,
15086666,-0.7675587661,0.9154235097,4.214519227,22.64723333,
15328888,-0.7244039257,0.9199830031,2.51859262,23.99468959,
15571111,-0.6863234851,0.9240252219,0.8063266309,25.32452572,
15813333,-0.6537270767,0.9274994188,-0.933379475,26.58598577,
16055555,-0.6248738836,0.9305855526,-2.622634451,27.81244577,
16297777,-0.5994164205,0.9333170055,-4.336524104,28.99265429,
16540000,-0.5792303422,0.9354885642,-6.02708857,30.00225528,
16782222,-0.5594962832,0.9376163801,-7.762414207,31.05969777,
17024444,-0.5428555125,0.9394144245,-9.451043433,32.01115789,
17266666,-0.5282290423,0.9409976696,-11.19070297,32.89696621,
17508888,-0.5171898091,0.9421943802,-12.8661424,33.59871218,
17751111,-0.5083921615,0.9431491809,-14.58664569,34.17979218,
17993333,-0.5021703328,0.9438250144,-16.28899751,34.60303538,
18235555,-0.4960732565,0.9444877667,-17.95667414,35.02809473,
18477777,-0.4901823628,0.945128549,-19.67316411,35.44882654,
18720000,-0.4885257906,0.945308821,-21.3551213,35.56896847,
18962222,-0.4867629549,0.9455006947,-23.05121917,35.69771545,
19204444,-0.4864845936,0.9455309961,-24.7626378,35.71813062,
19446666,-0.4899331875,0.9451556626,-26.48295293,35.46684591,
19688888,-0.4904584419,0.9450985088,-28.1832175,35.42888298,
19931111,-0.4956762595,0.9445309364,-29.88951379,35.05613419,
20173333,-0.5006961995,0.9439852101,-31.63444036,34.70485586,
20415555,-0.506509649,0.9433536139,-33.36805452,34.30675369,
20657777,-0.5128245523,0.9426680167,-35.12279405,33.88454237,
20900000,-0.5158278576,0.9423421283,-36.88870202,33.68737126,
21142222,-0.5270614104,0.9411241751,-38.65292881,32.96980004,
21384444,-0.5353266028,0.9402290598,-40.4383794,32.46107645,
21626666,-0.5429915293,0.9393997138,-42.24725192,32.00314447,
21868888,-0.553733381,0.938238675,-44.07521888,31.38272493,
22111111,-0.563583016,0.937175333,-45.87687102,30.83462955,
22353333,-0.574834977,0.9359620741,-47.7211759,30.23149246,
22595555,-0.5863489293,0.9347221915,-49.57723697,29.63828347,
22837777,-0.5982721719,0.9334399655,-51.44390731,29.04806136,
23080000,-0.6100750235,0.9321724188,-53.30261253,28.48652987,
23322222,-0.622228725,0.9308689918,-55.21273495,27.93057764,
23564444,-0.6354482822,0.9294533261,-57.11635177,27.35002543,
23806666,-0.6504122527,0.927853451,-59.03779667,26.72135365,
24048888,-0.6694741294,0.9258194354,-60.95882608,25.96123992,
24291111,-0.6889922933,0.9237413515,-62.90210045,25.22653349,
24533333,-0.7080557222,0.9217161856,-64.84259944,24.54806527,
24775555,-0.7307545998,0.9193106048,-66.78634233,23.78640466,
25017777,-0.7544787506,0.9168030775,-68.74540156,23.03935075,
25260000,-0.7776891862,0.9143564666,-70.70804632,22.35260959,
25502222,-0.8030807423,0.9116874215,-72.69050903,21.64683053,
25744444,-0.8230900724,0.9095896215,-74.64793136,21.12135414,
25986666,-0.84712835,0.9070758042,-76.65439282,20.52291965,
26228888,-0.8755130678,0.904116399,-78.61309485,19.8586242,
26471111,-0.9136952782,0.900150726,-80.50495856,19.0301907,
26713333,-0.9485966424,0.8965410262,-82.44242349,18.33133421,
26955555,-0.9808634255,0.8932166886,-84.33152002,17.72951845,
27197777,-1.010716981,0.8901519569,-86.25794192,17.20696977,
27440000,-1.037020473,0.887460386,-88.16176002,16.77151999,
27682222,-1.054388058,0.8856876667,-90.05538191,16.49592491,
27924444,-1.06469907,0.8846368914,-91.96415616,16.33656473,
28166666,-1.077960371,0.8832872904,-93.92008146,16.13609433,
28408888,-1.082316682,0.8828443987,-95.91015465,16.07131351,
28651111,-1.077355399,0.8833488135,-97.91229011,16.14513209,
28893333,-1.074073816,0.8836826112,-99.90797385,16.19433372,
29135555,-1.063999491,0.8847081447,-101.9240153,16.34727917,
29377777,-1.047015987,0.8864397052,-104.0391152,16.61178944,
29620000,-1.032410386,0.8879315358,-106.2157191,16.84623368,
29862222,-1.018324159,0.8893726954,-108.4222355,17.07871942,
30104444,-1.001526565,0.8910943125,-110.6786007,17.36451379,
30346666,-0.9896087675,0.8923178107,-112.9743607,17.57317365,
30588888,-0.9777543808,0.8935364656,-115.3232254,17.78577498,
30831111,-0.9689812794,0.8944394297,-117.7304651,17.94646831,
31073333,-0.9597399232,0.8953915754,-120.151987,18.11891903,
31315555,-0.9540579461,0.8959774979,-122.5993598,18.22660925,
31557777,-0.948022837,0.8966002552,-125.0861981,18.34240751,
31800000,-0.9190662628,0.8995942831,-127.7104971,18.91918451,
32042222,-0.944133484,0.8970018233,-130.1689823,18.41781945,
32284444,-0.9438642205,0.8970296308,-132.7578716,18.42306332,
32526666,-0.950242695,0.8963711398,-135.3563252,18.29964294,
32768888,-0.9537013169,0.8960142861,-137.9774568,18.23341126,
33011111,-0.9576786535,0.8956040881,-140.6140164,18.15783831,
33253333,-0.9652336088,0.8948254336,-143.2809748,18.01600424,
33495555,-0.9720316758,0.8941253668,-145.9365752,17.89026615,
33737777,-0.9796204559,0.893344519,-148.5858588,17.75196644,
33980000,-0.9862819379,0.8926596477,-151.3232202,17.63232192,
34222222,-0.990830344,0.8921923247,-154.2000726,17.55155484,
34464444,-0.999187262,0.8913343363,-156.8478794,17.40507785,
34706666,-1.007213644,0.8905110602,-159.5482353,17.26668523,
34948888,-1.008765827,0.8903519386,-162.306826,17.24017657,
35191111,-1.004240095,0.8908159722,-165.2641821,17.31769756,
35433333,-1.017692037,0.8894374225,-167.731761,17.08930332,
35675555,-1.024918839,0.8886977039,-170.5131745,16.96908123,
35917777,-1.025970751,0.8885900839,-173.2843679,16.95172342,
36160000,-1.031535751,0.8880209515,-175.9989397,16.86048397,
36402222,-1.033549216,0.8878151244,-178.7533488,16.8277151,
36644444,-1.038579463,0.8873011142,178.5106387,16.74640437,
36886666,-1.042952549,0.8868544969,175.7946012,16.6763543,
37128888,-1.049196355,0.8862172153,173.1341604,16.5773515,
37371111,-1.053714319,0.8857563695,170.4727765,16.50644646,
37613333,-1.05829716,0.8852891508,167.8286524,16.43514248,
37855555,-1.066351261,0.8844686358,165.252105,16.3113164,
38097777,-1.06732084,0.8843699108,162.6157857,16.296536,
38340000,-1.075683965,0.8835188135,160.0312735,16.17015477,
38582222,-1.084348596,0.8826378966,157.4851212,16.04127603,
38824444,-1.092450271,0.8818150089,154.9495265,15.92262259,
39066666,-1.095300217,0.8815257221,152.3739098,15.88130146,
39308888,-1.100892913,0.8809583055,149.7915631,15.80083612,
39551111,-1.110392725,0.8799953225,147.1706109,15.66601704,
39793333,-1.167637394,0.8742147511,144.601317,14.90011561,
40035555,-1.135296842,0.8774758203,142.4253244,15.32330863,
40277777,-1.13342213,0.87766523,139.8096404,15.34858185,
40520000,-1.14434788,0.8765619322,137.1902752,15.20245712,
40762222,-1.158265456,0.8751585241,134.7056609,15.02031685,
41004444,-1.172997359,0.8736754494,132.353092,14.83223523,
41246666,-1.188810029,0.8720863693,129.9320752,14.63555025,
41488888,-1.208120891,0.8701496613,127.7297572,14.40234719,
41731111,-1.226741434,0.8682862592,125.4225185,14.1844446,
41973333,-1.249471411,0.8660170241,123.1490001,13.92726958,
42215555,-1.273009515,0.8636733605,120.8937367,13.67064697,
42457777,-1.299199078,0.8610731477,118.7201258,13.39606503,
42700000,-1.321314366,0.8588835437,116.550505,13.1726915,
42942222,-1.34417233,0.8566262598,114.2449963,12.94955587,
43184444,-1.367416095,0.8543369604,112.0527937,12.73031899,
43426666,-1.396973436,0.8514346656,110.0781203,12.46209065,
43668888,-1.422795204,0.8489072445,107.9940783,12.23690201,
43911111,-1.45151351,0.8461051228,106.1319026,11.99588418,
44153333,-1.477894321,0.8435392282,104.1948746,11.78275683,
44395555,-1.499813856,0.8414131734,102.2207318,11.61138799,
44637777,-1.52285166,0.8391844291,100.2388079,11.43660666,
44880000,-1.543870446,0.8371561609,98.30914171,11.28170504,
45122222,-1.565663092,0.835058393,96.3887188,11.1255033,
45364444,-1.583974763,0.8332997698,94.48681908,10.99758391,
45606666,-1.605226079,0.8312634705,92.58423529,10.852798,
45848888,-1.623130308,0.8295517514,90.7299221,10.7337668,
46091111,-1.644848383,0.8274801431,88.96635127,10.59286841,
46333333,-1.664911057,0.8255710345,87.19296921,10.46598556,
46575555,-1.683473597,0.8238085976,85.43071859,10.35129168,
46817777,-1.700289515,0.8222152437,83.68386678,10.24955841,
47060000,-1.718633117,0.8204806517,81.94865033,10.14086041,
47302222,-1.740134693,0.8184520962,80.33851192,10.01637616,
47544444,-1.75649257,0.8169121803,78.71739092,9.923719572,
47786666,-1.769402491,0.8156988977,76.92173282,9.851807045,
48028888,-1.79226259,0.81355491,75.47031975,9.727018879,
48271111,-1.806853586,0.8121894066,73.73366022,9.649026577,
48513333,-1.833922736,0.8096621981,72.33469181,9.507634215,
48755555,-1.852225583,0.8079578797,70.72723456,9.414381998,
48997777,-1.87080127,0.8062318234,69.24720267,9.321612324,
49240000,-1.895871741,0.8039081156,67.86150666,9.199300221,
49482222,-1.919036823,0.8017669663,66.39425082,9.089135816,
49724444,-1.941263152,0.7997179469,64.95431074,8.985917207,
49966666,-1.965517858,0.7974879087,63.53190096,8.875953513,
50208888,-1.983935336,0.7957987143,62.01182034,8.794257629,
50451111,-2.006836382,0.7937032907,60.76800915,8.694774129,
50693333,-2.028153807,0.7917577255,59.48486328,8.604197827,
50935555,-2.052377917,0.7895526657,58.18316295,8.503565376,
51177777,-2.074634695,0.7875321009,56.91402174,8.413186691,
51420000,-2.089043744,0.7862267444,55.50410252,8.355707264,
51662222,-2.104313806,0.7848457479,54.36141292,8.295656398,
51904444,-2.119961559,0.78343311,53.33888417,8.235022028,
52146666,-2.132422773,0.7823099633,52.28581999,8.187374997,
52388888,-2.136948921,0.781902414,51.21023646,8.170206957,
52631111,-2.13514948,0.7820644161,50.12732933,8.177023617,
52873333,-2.133135796,0.7822457463,49.06944693,8.184665585,
53115555,-2.123450903,0.7831184481,47.99921874,8.221623427,
53357777,-2.103654929,0.7849052854,46.92839863,8.298229405,
53600000,-2.080948888,0.7869598137,45.83597505,8.387900166,
53842222,-2.056249291,0.7892008338,44.70926258,8.487703563,
54084444,-2.020683621,0.7924389593,43.64467851,8.635719657,
54326666,-1.980349623,0.7961273042,42.58897534,8.810043432,
54568888,-1.932984809,0.800480505,41.42169747,9.024083113,
54811111,-1.879278386,0.8054453539,40.45997229,9.279888145,
55053333,-1.825924281,0.8104081239,39.2954598,9.548975206,
55295555,-1.761748232,0.8164180322,38.00913885,9.894316166,
55537777,-1.699270811,0.8223116809,36.81244906,10.25566391,
55780000,-1.626874522,0.8291942349,35.36223006,10.70920665,
56022222,-1.549623754,0.836601834,33.95322094,11.24003946,
56264444,-1.477885342,0.8435401002,32.53480103,11.78282807,
56506666,-1.403684934,0.8507770248,31.03990059,12.40276185,
56748888,-1.327700551,0.8582522931,29.41510741,13.1095757,
56991111,-1.250470825,0.8659173844,27.67695629,13.9161768,
57233333,-1.173488931,0.8736260057,25.84353677,14.82604088,
57475555,-1.091626262,0.8818986685,23.83215565,15.93461009,
57717777,-1.016807355,0.8895280188,21.79802546,17.10413806,
57960000,-0.9517014687,0.8962206092,19.75325838,18.27164906,
58202222,-0.8832068843,0.9033159023,17.49292729,19.68592507,
58444444,-0.8139041953,0.9105520789,15.02215872,21.35937934,
58686666,-0.7599420071,0.9162266075,12.54967707,22.87392869,
58928888,-0.7051292939,0.9220267802,9.886370564,24.64983216,
59171111,-0.6650073356,0.9262956685,7.076631111,26.13544725,
59413333,-0.6390361842,0.9290694738,4.132682112,27.19660457,
59655555,-0.6163174865,0.9315027163,0.979960897,28.19823814,
59897777,-0.6148005997,0.9316654064,-2.34129744,28.26775288,
60140000,-0.641046977,0.9288544181,-6.007127617,27.11137313,
60382222,-0.6888851446,0.9237527468,-9.80824389,25.2304531,
60624444,-0.7794238177,0.9141738816,-13.92706804,22.30292966,
60866666,-0.913790267,0.900140882,-18.38780989,19.02821615,
61108888,-1.106801608,0.8803592253,-23.11212955,15.71670888,
61351111,-1.526386433,0.8388429876,-27.67003977,11.41025736,
61593333,-1.736999404,0.8187475809,-33.48923514,10.03433549,
61835555,-2.225397363,0.7739807011,-39.01944632,7.848801894,
62077777,-2.865679889,0.7189786687,-44.67156914,6.116897464,
62320000,-3.683555977,0.6543682228,-50.27889427,4.78650498,
62562222,-4.721511216,0.5806633819,-55.27596141,3.769437998,
62804444,-5.999924283,0.5011916026,-59.17929058,3.009555594,
63046666,-7.516179948,0.4209117046,-61.36627093,2.453704756,
63288888,-9.217991718,0.3460193724,-60.68496264,2.058194564,
63531111,-10.91286178,0.2846799697,-55.69682246,1.795951344,
63773333,-12.17289181,0.2462381896,-46.01303262,1.653358093,
64015555,-12.50950597,0.2368779859,-34.01527093,1.620812875,
64257777,-11.96310905,0.2522577672,-24.08715368,1.674718522,
64500000,-10.96040085,0.2831261332,-18.39073313,1.789891071,
64742222,-9.901092168,0.3198492904,-16.61105092,1.940524757,
64984444,-8.938366376,0.3573400396,-17.45850675,2.11206567,
65226666,-8.110860163,0.3930583184,-20.12684685,2.295209508,
65468888,-7.405021059,0.4263329969,-24.11801593,2.486343103,
65711111,-6.795244741,0.4573384999,-29.22151104,2.685538775,
65953333,-6.279585436,0.4853116628,-35.09280922,2.885846745,
66195555,-5.82202792,0.5115623857,-41.83009324,3.094688741,
66437777,-5.420155768,0.5357870489,-49.38420937,3.308367518,
66680000,-5.050607625,0.5590744159,-57.78838002,3.535912799,
66922222,-4.698810559,0.5821829361,-67.11876226,3.786783913,
67164444,-4.35248171,0.6058650696,-77.41611061,4.074404336,
67406666,-3.994383745,0.6313654504,-88.77518564,4.425427438,
67648888,-3.626747647,0.6586620138,-101.077535,4.859295129,
67891111,-3.247275221,0.688075729,-114.3307519,5.411812693,
68133333,-2.852106995,0.7201030497,-128.3157107,6.145486931,
68375555,-2.454405285,0.753840968,-142.8068882,7.124828829,
68617777,-2.073243071,0.7876582867,-157.4569385,8.418780555,
68860000,-1.727847965,0.8196106666,-171.9808895,10.08713005,
69102222,-1.433314898,0.8478797344,173.944591,12.14749216,
69344444,-1.190878016,0.8718787627,160.6734589,14.61021452,
69586666,-1.006365183,0.8905980519,148.3325098,17.28121012,
69828888,-0.8649217482,0.9052195245,136.9776253,20.10139234,
70071111,-0.7671966375,0.915461676,126.6634344,22.65790927,
70313333,-0.703782355,0.9221697719,117.2976568,24.69695669,
70555555,-0.6622937811,0.9265850973,108.8544987,26.24242525,
70797777,-0.6355899454,0.9294381672,101.2028492,27.34393497,
71040000,-0.6265878879,0.9304019364,94.27351395,27.73643169,
71282222,-0.6266898678,0.9303910128,87.99699893,27.73192211,
71524444,-0.6359139143,0.9294035014,82.24007202,27.33001692,
71766666,-0.6475045737,0.9281641102,76.96709229,26.84123653,
72008888,-0.659548508,0.9268780012,72.14391032,26.35154991,
72251111,-0.6785207971,0.924855663,67.65616561,25.61544542,
72493333,-0.6942205149,0.9231854992,63.4876155,25.03675061,
72735555,-0.7135510626,0.9211332238,59.58574576,24.35922089,
72977777,-0.7302231479,0.9193668552,55.91152301,23.80369586,
73220000,-0.7475078731,0.9175391549,52.45414138,23.25393529,
73462222,-0.7646451915,0.9157306288,49.17009715,22.73341548,
73704444,-0.7802713891,0.9140846806,46.04782718,22.27873555,
73946666,-0.7966993187,0.9123574739,43.06255006,21.81997209,
74188888,-0.8123218417,0.910717974,40.19445473,21.40092535,
74431111,-0.8248799508,0.9094022041,37.41658955,21.07559224,
74673333,-0.8396102279,0.9078612688,34.71557677,20.70639832,
74915555,-0.8560330878,0.9061463504,32.12294205,20.30977333,
75157777,-0.8704612385,0.9046423981,29.59963815,19.9736818,
75400000,-0.8888702527,0.9027271148,27.09787286,19.56071429,
75642222,-0.9069481615,0.9008502262,24.69500101,19.1715034,
75884444,-0.9317110995,0.898285615,22.3156188,18.66290216,
76126666,-0.9630261283,0.8950528785,20.00865745,18.05721635,
76368888,-1.002387848,0.8910059569,17.75552388,17.34962668,
76611111,-1.065053323,0.8846008123,15.60539454,16.33114452,
76853333,-1.165729055,0.8744068421,13.75379897,14.92443437,
77095555,-1.30747024,0.8602535787,13.20944946,13.31163662,
77337777,-0.7410049907,0.918226348,14.18586599,23.45775567,
77580000,-0.470549003,0.9472673093,8.343341336,36.92713733,
77822222,-0.5989392356,0.9333682815,4.819685463,29.0157349,
78064444,-0.6808303281,0.9246097816,2.145648243,25.52864048,
78306666,-0.7369583128,0.9186542411,-0.3136751585,23.58640779,
78548888,-0.7786033053,0.9142602431,-2.704210942,22.32640157,
78791111,-0.8093323241,0.9110314797,-5.076162845,21.47986134,
79033333,-0.8383932418,0.9079884788,-7.480088818,20.73640837,
79275555,-0.8642631231,0.9052881672,-9.903303423,20.11668564,
79517777,-0.8881085392,0.9028062834,-12.35572151,19.5774619,
79760000,-0.9121760175,0.9003081863,-14.8707482,19.06182781,
80002222,-0.9375026769,0.8976868558,-17.43846268,18.54783049,
80244444,-0.9630409412,0.8950513521,-20.05225888,18.05693917,
80486666,-0.9892238026,0.8923573598,-22.74051263,17.57999763,
80728888,-1.016373291,0.8895724726,-25.48895989,17.11142609,
80971111,-1.044697599,0.8866763402,-28.3513988,16.64856521,
81213333,-1.077526824,0.8833313799,-31.31922879,16.14257012,
81455555,-1.111873242,0.8798453394,-34.4066439,15.64521367,
81697777,-1.145952094,0.8764000533,-37.62992626,15.18123676,
81940000,-1.186317372,0.8723366746,-40.99286163,14.66620636,
82182222,-1.231861357,0.8677745962,-44.50938957,14.12568646,
82424444,-1.279267366,0.863051341,-48.21986264,13.60401303,
82666666,-1.330383249,0.8579872568,-52.09852925,13.0832432,
82908888,-1.38414209,0.8526933882,-56.31421006,12.57712309,
83151111,-1.446518792,0.8465918054,-60.79108757,12.03711321,
83393333,-1.512491788,0.8401859419,-65.57272446,11.51454361,
83635555,-1.583948455,0.8333022937,-70.7250343,10.99776556,
83877777,-1.662033892,0.8258445468,-76.35060033,10.48399297,
84120000,-1.749890317,0.8175333615,-82.47775724,9.960907791,
84362222,-1.841634446,0.8089436638,-89.25798127,9.468116578,
84604444,-1.940110095,0.7998241171,-96.78785234,8.99121358,
84846666,-2.048588441,0.7898972065,-105.2475194,8.51914997,
85088888,-2.161891887,0.779660273,-114.8783614,8.076892429,
85331111,-2.278349669,0.76927659,-125.9533935,7.668387833,
85573333,-2.388949207,0.7595433043,-138.8613447,7.317505963,
85815555,-2.477554581,0.7518345352,-154.1460698,7.059139098,
86057777,-2.518110331,0.7483322871,-172.2925459,6.946986831,
86300000,-2.467018874,0.7527470398,166.0426095,7.088881922,
86542222,-2.278891567,0.7692285977,140.6599686,7.666585113,
86784444,-1.944349296,0.7994338533,112.0273655,8.97177257,
87026666,-1.548414796,0.8367182857,81.56466016,11.248769,
87268888,-1.252822555,0.8656829665,51.45121289,13.89014421,
87511111,-1.17753727,0.873218919,23.83816202,14.77522438,
87753333,-1.226556739,0.8683047225,0.4654772173,14.18657342,
87995555,-1.132658376,0.8777424069,-19.70019467,15.35890213,
88237777,-1.065850316,0.8845196475,-38.54128552,16.31896342,
88480000,-1.113655918,0.8796647802,-55.73041164,15.62023805,
88722222,-1.218141842,0.8691463444,-71.28236247,14.28425011,
88964444,-1.338013084,0.8572339169,-85.5210155,13.00892955,
89206666,-1.451599218,0.8460967739,-98.75156737,11.99517918,
89448888,-1.554328522,0.8361488059,-111.1827424,11.20619728,
89691111,-1.635736129,0.8283486972,-122.9736648,10.65152823,
89933333,-1.699944101,0.8222479416,-134.199476,10.25162779,
90175555,-1.744217443,0.8180674781,-144.9552167,9.993086775,
90417777,-1.765358827,0.8160787299,-155.26468,9.874218075,
90660000,-1.770534338,0.815592612,-165.1493573,9.845552459,
90902222,-1.761920223,0.8164018663,-174.601789,9.893356917,
91144444,-1.741796001,0.8182955698,176.3597729,10.00688628,
91386666,-1.712935766,0.8210190076,167.7140578,10.17437094,
91628888,-1.680644279,0.8240769865,159.410845,10.36860926,
91871111,-1.645514259,0.8274167093,151.4777792,10.5886074,
92113333,-1.614575139,0.8303692212,143.8803921,10.79031314,
92355555,-1.589442745,0.8327753521,136.5810892,10.9599594,
92597777,-1.569096731,0.8347283494,129.567826,11.10128895,
92840000,-1.557481935,0.8358452971,122.8189333,11.18362901,
93082222,-1.556454217,0.8359442005,116.2315215,11.19097409,
93324444,-1.566431364,0.8349845349,109.7928342,11.12007613,
93566666,-1.605458477,0.8312412297,103.3670404,10.85123592,
93808888,-1.682185863,0.8239307411,96.85204665,10.35916635,
94051111,-1.826574126,0.8103474945,90.07078668,9.545602838,
94293333,-2.102015737,0.7850534259,82.83638099,8.304637713,
94535555,-2.62431589,0.7392378674,75.05171014,6.669825293,
94777777,-3.64145053,0.6575480187,67.00135591,4.840234862,
95020000,-5.618143827,0.5237123419,61.26395124,3.19914303,
95262222,-8.546698294,0.3738221968,69.28456517,2.19398099,
95504444,-8.415093086,0.3795293317,95.12049626,2.223359463,
95746666,-5.665212059,0.5208820566,102.8763556,3.174337504,
95988888,-3.84072308,0.6426342173,99.14148401,4.596506708,
96231111,-2.836427069,0.721404167,93.28698113,6.17885827,
96473333,-2.258886633,0.7710022906,87.62368691,7.733711816,
96715555,-1.910026362,0.802599125,82.53221762,9.131667349,
96957777,-1.687532032,0.8234237675,77.9478704,10.32655268,
97200000,-1.540415648,0.8374892046,73.79067028,11.30687472,
97442222,-1.444652776,0.8467737009,69.99862175,12.05258961,
97684444,-1.384632804,0.8526452163,66.46553592,12.57268457,
97926666,-1.350806417,0.8559722377,63.2340268,12.88621172,
98168888,-1.33174653,0.8578526032,60.22414343,13.0699024,
98411111,-1.324109437,0.8586072042,57.47893255,13.14499225,
98653333,-1.306405942,0.8603589936,54.9621525,13.32244046,
98895555,-1.263948211,0.864574833,52.60851833,13.76830374,
99137777,-1.181403091,0.8728303628,50.2817035,14.7270245,
99380000,-1.067290458,0.8843730042,47.76463947,16.29699873,
99622222,-0.9355375601,0.8978899736,44.89785101,18.58671514,
99864444,-0.817090943,0.9102180696,41.66970536,21.27619735,
100106666,-0.7187204189,0.9205851798,38.12212564,24.18421619,
100348888,-0.6445438201,0.9284805468,34.23752648,26.96441962,
100591111,-0.5896292951,0.9343692453,29.96095818,29.47351825,
100833333,-0.5525029486,0.9383715941,25.13338409,31.45256747,
101075555,-0.5335020427,0.9404265853,19.54439556,32.57202218,
101317777,-0.5361971962,0.9401348246,12.79216682,32.4084046,
101560000,-0.5729366491,0.9361666538,4.125067012,30.33158639,
101802222,-0.6789472438,0.924810257,-7.732617154,25.59937272,
102044444,-0.9495873949,0.8964387684,-25.50287918,18.31224619,
102286666,-1.619462905,0.8299020832,-54.81802204,10.75793353,
102528888,-3.017754692,0.7065001614,-105.5690071,5.814313798,
102771111,-3.894236213,0.638687166,-176.1092398,4.535369385,
103013333,-3.059821133,0.7030867982,129.1386927,5.735975323,
103255555,-2.238419018,0.7728212391,98.20503738,7.803639884,
103497777,-1.77159639,0.815492893,79.75373566,9.839690852,
103740000,-1.516349818,0.8398128376,67.30741129,11.48539502,
103982222,-1.383359444,0.8527702241,57.89767907,12.58420868,
104224444,-1.336215916,0.8574113026,49.97415687,13.02635718,
104466666,-1.370443386,0.8540392504,42.49915573,12.70231385,
104708888,-1.53219457,0.8382822521,34.46708987,11.36722639,
104951111,-1.981711621,0.7960024766,24.12799812,8.804040591,
105193333,-3.423894186,0.6742256811,7.262457493,5.139219343,
105435555,-11.60605728,0.2628434362,-28.2055383,1.713127846,
105677777,-6.418378882,0.4776184071,104.9297851,2.828618824,
105920000,-2.041326903,0.7905578489,75.39678285,8.54917618,
106162222,-1.173689644,0.8736058182,61.33637269,14.82351317,
106404444,-0.9052370324,0.9010277121,53.22172946,19.20767673,
106646666,-0.8008254769,0.9119241691,47.68961382,21.70770517,
106888888,-0.7604642536,0.9161715202,43.55729052,22.85824012,
107131111,-0.7528846619,0.9169713504,40.25729155,23.08807092,
107373333,-0.7683323147,0.9153419875,37.56357301,22.624462,
107615555,-0.7978309487,0.9122386163,35.34599722,21.78906639,
107857777,-0.8137540985,0.9105678138,33.67355703,21.36331332,
108100000,-0.7745485692,0.9146871365,32.39502236,22.44312357,
108342222,-0.6718161916,0.9255698312,30.96533637,25.87082446,
108584444,-0.573661266,0.9360885578,29.19193597,30.29330101,
108826666,-0.5126568339,0.9426862191,27.35365318,33.89562144,
109068888,-0.4778373605,0.9464727877,25.53592032,36.36417264,
109311111,-0.46151941,0.9482525724,23.87211776,37.64926415,
109553333,-0.4509075554,0.9494117936,22.30603282,38.53490631,
109795555,-0.4435658709,0.9502146162,20.81616988,39.1724331,
110037777,-0.438612579,0.9507566485,19.37572511,39.61461982,
110280000,-0.4343915595,0.9512187932,18.02079238,39.99939567,
110522222,-0.429745464,0.9517277376,16.70259778,40.4316608,
110764444,-0.4227323867,0.9524964828,15.41369948,41.10214564,
111006666,-0.4125165927,0.953617408,14.11696233,42.11962553,
111248888,-0.3991061391,0.9550908689,12.8931083,43.53437313,
111491111,-0.3811720444,0.9570649195,11.61409849,45.58195528,
111733333,-0.3590145968,0.9595094805,10.30154252,48.39427855,
111975555,-0.3385131401,0.9617769023,8.747267972,51.3243829,
112217777,-0.3638190579,0.9589788899,6.921995257,47.7553846,
112460000,-0.5294219663,0.9408684414,5.351365763,32.82288659,
112702222,-0.6116260809,0.9320059737,5.185781075,28.41434869,
112944444,-0.5630404299,0.9372338779,4.298654676,30.86432318,
113186666,-0.5683207363,0.9366642899,3.100210794,30.57776234,
113428888,-0.5973649955,0.9335374615,1.980100154,29.09213979,
113671111,-0.6283226088,0.9302161378,0.943106803,27.65992131,
113913333,-0.664228301,0.9263787514,-0.09990671133,26.16607008,
114155555,-0.7029927194,0.9222536103,-1.081630062,24.7246672,
114397777,-0.7487391155,0.9174091011,-2.027334701,23.21574323,
114640000,-0.8010232578,0.9119034045,-2.87313142,21.7023529,
114882222,-0.8625760737,0.9054640172,-3.556497386,20.15596561,
115124444,-0.9140296205,0.9001160775,-3.87701263,19.02324249,
115366666,-0.8958281589,0.9020042671,-3.741820928,19.40905191,
115608888,-0.7168446876,0.9207840031,-3.756830766,24.24742574,
115851111,-0.479731005,0.946266466,-5.020374264,36.22070469,
116093333,-0.3665826653,0.9586738181,-7.066476451,47.39547014,
116335555,-0.3523579489,0.9602451063,-9.004880155,49.30827188,
