-6.677, -3
-6.677349562029817, -11.55845936277857
-6.676837795947781, -11.6462662564405
-6.675116153639911, -11.725967898379789
-6.67510991950159, -11.800266039170651
-6.673175837910545, -11.873663596436774
-6.673281503406504, -11.950213196039481
-6.673275269268185, -12.024511336830344
-6.673269035129866, -12.098809477621206
-6.674127160221385, -12.176967262089516
-6.6618226966993745, -11.75644702204513
-6.662192826121298, -11.853809823277786
-6.662186591982978, -11.928107964068648
-6.662180357844659, -12.002406104859508
-6.66217412370634, -12.07670424565037
-6.662588019827638, -12.153407353808431
-6.659203213318464, -12.217011065243032
-6.649201671864728, -11.721314883501977
-6.649964621769882, -11.812592776165499
-6.651093638388016, -11.882669431684153
-6.651087404249696, -11.956967572475016
-6.651081170111377, -12.031265713265878
-6.651074935973058, -12.10556385405674
-6.648898456600803, -12.195734779471104
-6.647617822905042, -11.227494917437458
-6.647610455287029, -11.315301811099387
-6.647604221148709, -11.389599951890249
-6.64759798701039, -11.463898092681111
-6.647591752872071, -11.538196233471973
-6.647585518733751, -11.612494374262834
-6.641509824683094, -11.885564164442238
-6.640492996241788, -11.981283327642933
-6.640486762103468, -12.055581468433795
-6.639572667403894, -12.129204171581105
-6.6373216298626145, -12.206246277798902
-6.633489518025486, -12.290746341330934
-6.63118775136434, -12.363529077152286
-6.628979679787728, -12.437161522188685
-6.627136751610428, -12.058733510770377
-6.626439274326124, -12.155658812620274
-6.626651395605273, -12.232546131044758
-6.621952008794745, -11.94465076838669
-6.621635280397042, -12.301159338335713
-6.622802835324786, -12.412887981873487
-6.617716102307521, -12.063590229064499
-6.619292732081057, -12.166353241976536
-6.619288764902127, -12.213633877025266
-6.6143592853252065, -11.850867575966852
-6.612035076511821, -11.655686834100585
-6.612895408106929, -11.764045695535106
-6.614771706634857, -11.945147413712832
-6.608699183628583, -11.512492078703417
-6.607467421798981, -11.402626249301633
-6.6063335642779855, -11.318678999317152
-6.604506057665415, -11.200155774722205
-6.606832474811153, -10.382184706530511
-6.606069042747781, -10.736881574529203
-6.606289547483184, -10.841369731206159
-6.606283313344865, -10.915667871997021
