Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
50000000,-0.06698116398,-61.28850059,-51.96383223,150.6339546,-1.851104787,173.528179,
50057777,-0.06363076764,-61.3800422,-51.74388841,151.4444366,-1.858911353,172.1452949,
50115555,-0.0634264868,-61.44232148,-51.52701929,149.4158605,-1.865292579,170.7551257,
50173333,-0.0618484639,-61.50993066,-51.39371685,148.3346994,-1.870922569,169.3766579,
50231111,-0.06087776624,-61.59164764,-51.29439105,149.0352136,-1.876901824,167.9655945,
50288888,-0.05955928731,-61.65148815,-51.07593143,147.2715863,-1.882051309,166.5840426,
50346666,-0.05804957163,-61.71056038,-51.03610417,145.7952227,-1.887984196,165.1823591,
50404444,-0.05463400403,-61.79517576,-50.89205138,144.174546,-1.892603902,163.7956288,
50462222,-0.05402640781,-61.86271784,-50.80766333,143.8221395,-1.898798181,162.4041931,
50520000,-0.05249270952,-61.93753346,-50.75418686,143.1075202,-1.904286892,161.0230599,
50577777,-0.05108229988,-62.00575781,-50.57587263,140.8386624,-1.908871507,159.6306112,
50635555,-0.04775178663,-62.07847825,-50.4891599,139.8723367,-1.914862303,158.2500884,
50693333,-0.0468460446,-62.16299209,-50.42310682,138.2335073,-1.920171034,156.865734,
50751111,-0.04459000383,-62.23025828,-50.52016637,137.2263562,-1.924292826,155.4952835,
50808888,-0.04166370093,-62.29990872,-50.63556914,136.8465822,-1.930896946,154.1094158,
50866666,-0.04008938172,-62.36209851,-50.35564952,134.7140794,-1.935377572,152.7366971,
50924444,-0.03625172273,-62.42953964,-50.33330372,132.3947177,-1.941003682,151.3625282,
50982222,-0.03485707924,-62.49560895,-50.45540113,131.1569935,-1.946509001,149.9940942,
51040000,-0.03463156941,-62.56237649,-50.49371733,129.8726934,-1.951254201,148.6289474,
51097777,-0.03400612168,-62.62678009,-50.22954206,128.0384329,-1.957724916,147.2502545,
51155555,-0.03345139287,-62.67986478,-50.28623396,127.2519907,-1.963229018,145.8843441,
51213333,-0.03148911983,-62.75322402,-50.24327409,125.2746729,-1.96666102,144.5321384,
51271111,-0.03109452762,-62.80787263,-50.23564118,123.6626136,-1.971120286,143.1482071,
51328888,-0.03033057887,-62.87207629,-50.15445927,123.1490818,-1.975418151,141.7850843,
51386666,-0.02991706567,-62.92538847,-50.07716069,122.2772517,-1.978711594,140.4024741,
51444444,-0.02889575878,-62.9793362,-50.12675184,120.3826838,-1.978207501,138.9932055,
51502222,-0.02642254937,-63.07283614,-50.12051945,119.5687741,-1.982388096,137.6418141,
51560000,-0.02318985546,-63.14663616,-50.12215472,117.5353013,-1.985642149,136.2789335,
51617777,-0.02006616236,-63.25261757,-50.14090438,117.3286642,-1.988887266,134.9140503,
51675555,-0.01696915415,-63.32959357,-50.04744749,116.1522081,-1.993298854,133.5526176,
51733333,-0.01478458882,-63.42283705,-49.81233153,115.0756949,-1.982019122,132.039687,
51791111,-0.0149590523,-63.47341811,-50.16764729,114.1922661,-1.996228463,130.8143381,
51848888,-0.01414951421,-63.52885179,-50.10760835,113.0525183,-1.996915235,129.4172173,
51906666,-0.01436231469,-63.57686554,-50.17215844,112.2995031,-1.996468435,128.0474393,
51964444,-0.01491562221,-63.61674059,-50.09062459,111.3189549,-1.997431171,126.659708,
52022222,-0.01528313411,-63.67451502,-50.21354438,110.371647,-1.996807059,125.2797923,
52080000,-0.01498666143,-63.72830154,-50.16114214,109.8896895,-1.997789287,123.9084365,
52137777,-0.01443311617,-63.78952548,-50.21770001,108.552443,-1.996350735,122.5284778,
