Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
50000000,-0.06226189047,-61.37558863,-58.41794143,163.913756,-1.8772369,174.0360711,
50057777,-0.06100566763,-61.43329472,-58.1915364,165.4534244,-1.883721325,172.6546285,
50115555,-0.06059056286,-61.51082388,-57.81688303,166.2403316,-1.89066542,171.2873643,
50173333,-0.06003913173,-61.57754279,-57.64867604,162.1403313,-1.895524813,169.933115,
50231111,-0.05849481949,-61.64110371,-57.67575916,160.8393555,-1.899191735,168.5642495,
50288888,-0.05511395674,-61.71737737,-57.14740332,157.879269,-1.904946409,167.176708,
50346666,-0.05395035327,-61.78182009,-56.86982832,157.2863754,-1.90950011,165.824731,
50404444,-0.0522928551,-61.84977254,-56.75356187,156.0256329,-1.915296395,164.4567687,
50462222,-0.05005627487,-61.92487507,-56.62909987,152.5881792,-1.917699359,163.0852728,
50520000,-0.04831263944,-61.99561467,-56.82235797,151.9318527,-1.922474945,161.7180318,
50577777,-0.04645042735,-62.08102202,-56.76777592,149.2099172,-1.926056877,160.3560604,
50635555,-0.04507166646,-62.14429027,-56.42553938,147.8876648,-1.92959522,158.9948683,
50693333,-0.04349496648,-62.22103686,-56.28268279,144.4342934,-1.934492536,157.6274127,
50751111,-0.0407645225,-62.27892255,-55.97080428,143.5688708,-1.938455192,156.2759214,
50808888,-0.03963809616,-62.32837188,-56.12241613,141.3882977,-1.942150329,154.9157264,
50866666,-0.03904846094,-62.39976059,-56.00041514,139.2671575,-1.945683546,153.5551524,
50924444,-0.0367484788,-62.44436576,-55.97494563,136.147085,-1.948422166,152.2168169,
50982222,-0.0352278224,-62.51680732,-56.07023139,135.1662098,-1.951912539,150.864647,
51040000,-0.03406091116,-62.56114564,-56.30053087,131.5489582,-1.954173767,149.5150878,
51097777,-0.03339316449,-62.6278692,-56.22938915,131.2592071,-1.958473029,148.1543328,
51155555,-0.03184233198,-62.68196944,-56.23639483,129.4449393,-1.961691885,146.8184371,
51213333,-0.03076537904,-62.75021519,-56.32869067,127.9412788,-1.965087805,145.4710168,
51271111,-0.03077230721,-62.79813188,-56.15638794,125.7016874,-1.968051741,144.139431,
51328888,-0.02936458306,-62.8642482,-56.32234654,124.4067449,-1.970883468,142.7783556,
51386666,-0.02739761,-62.93962284,-56.14755205,122.4744275,-1.973175829,141.405074,
51444444,-0.0239875436,-63.04154139,-56.46706413,122.7020428,-1.973251785,140.0471605,
51502222,-0.02170318214,-63.11631136,-56.62187791,120.9436517,-1.973484432,138.6884108,
51560000,-0.02029484428,-63.17973705,-56.66078871,120.0261727,-1.975160384,137.3663702,
51617777,-0.02042497076,-63.24278729,-56.54809387,118.0882461,-1.977652124,136.0171307,
51675555,-0.01712169581,-63.33092179,-56.54448101,118.5367336,-1.980286742,134.6925637,
51733333,-0.01410231551,-63.39000246,-56.66948391,114.5100081,-1.989903677,133.4480821,
51791111,-0.01143561869,-63.47958452,-56.49822585,114.2975627,-1.983161068,131.9955857,
51848888,-0.01127089441,-63.55925072,-56.54457467,112.0626797,-1.984057993,130.6201722,
51906666,-0.01061672265,-63.59916784,-56.55436406,113.1708241,-1.983799492,129.2584534,
51964444,-0.01129311502,-63.64445938,-56.74263207,111.6110218,-1.983599381,127.8944047,
52022222,-0.01216004284,-63.70739728,-56.57905014,110.2126152,-1.982538447,126.5478171,
52080000,-0.01303773556,-63.7691285,-56.72561643,110.0180555,-1.980386479,125.1687187,
52137777,-0.01116370699,-63.83282403,-56.50688877,107.5742269,-1.978147009,123.8151772,
52195555,-0.009309827047,-63.9028021,-56.78500003,106.7657521,-1.977515222,122.4580801,
52253333,-0.009791017683,-63.96271615,-56.67955803,105.8806691,-1.97499022,121.106219,
52311111,-0.008451679904,-64.01794902,-56.74792788,104.6811713,-1.973008938,119.7445092,
52368888,-0.006924846824,-64.1039035,-56.9067918,105.0194469,-1.97060851,118.3872376,
52426666,-0.006769469049,-64.17465423,-56.66861303,102.4188409,-1.968145471,117.0050824,
52484444,-0.005865547376,-64.22643778,-56.71602945,102.1559976,-1.963938768,115.6442823,
52542222,-0.005694877684,-64.2988799,-56.86558515,100.7857984,-1.958634563,114.2767207,
52600000,-0.005401198352,-64.33652019,-56.78466111,100.3743108,-1.953695009,112.8834461,
52657777,-0.004910545447,-64.39914727,-56.86085716,98.92930127,-1.946963383,111.4828056,
52715555,-0.002559618729,-64.48780243,-56.82872868,99.42726869,-1.941486006,110.1117097,
52773333,0.0006195632354,-64.57510591,-57.04362796,98.20237299,-1.937718481,108.7178217,
52831111,0.002699488618,-64.6772014,-56.82119953,98.67578801,-1.933718005,107.3612026,
52888888,0.005828910956,-64.77423779,-56.95892142,99.56344651,-1.929523088,106.0112786,
52946666,0.007816772573,-64.83876969,-56.97353936,96.62444589,-1.924378055,104.6250453,
53004444,0.009716006235,-64.91958962,-57.00603185,95.33049416,-1.917341234,103.2508574,
53062222,0.01123020985,-65.00290709,-56.98067273,94.49529016,-1.911580001,101.8747964,
53120000,0.01239948205,-65.07197493,-56.97526937,93.3793995,-1.905625527,100.4919372,
53177777,0.01398427676,-65.15670723,-57.01432736,93.46144774,-1.897660141,99.09293577,
53235555,0.01515705342,-65.2055775,-57.08322855,92.23396713,-1.889228998,97.69532528,
53293333,0.01541888364,-65.27855593,-56.93799082,91.79211408,-1.880902185,96.29423172,
53351111,0.01556321719,-65.34167971,-57.10722137,91.5351103,-1.874661897,94.89778624,
53408888,0.01528942351,-65.39942263,-56.99754213,91.97840305,-1.86655702,93.49880471,
53466666,0.01540432414,-65.46014347,-57.1223066,88.66774486,-1.856435568,92.09387178,
53524444,0.01600434348,-65.52701969,-57.03556519,90.37332028,-1.848850466,90.69921233,
53582222,0.01589801075,-65.59593738,-57.11930335,88.51838669,-1.839757718,89.29255595,
53640000,0.01751530128,-65.66280999,-57.17817036,86.65288011,-1.829304793,87.88079846,
53697777,0.01715731631,-65.74157007,-57.24146516,88.02206181,-1.820016099,86.48571655,
53755555,0.01821639866,-65.8007284,-57.15014166,86.5907864,-1.811198454,85.07105259,
53813333,0.01822659018,-65.86532332,-57.13119789,86.76967358,-1.800879509,83.66205278,
53871111,0.01768941747,-65.93021938,-57.04995216,86.32438417,-1.790293481,82.22333406,
53928888,0.01748702916,-65.99122497,-57.01875386,85.13321116,-1.780464448,80.79608963,
53986666,0.01808478126,-66.04614572,-56.96514095,86.87380176,-1.769754605,79.37103822,
54044444,0.01766976144,-66.1040072,-57.11430295,85.75800765,-1.759637676,77.93258965,
54102222,0.01713821833,-66.16747426,-56.63628453,85.68153855,-1.747121741,76.48439848,
54160000,0.01761289521,-66.2335729,-56.91600944,85.02672095,-1.736203971,75.04622271,
54217777,0.01792526107,-66.29543568,-56.70529354,83.92011344,-1.723750732,73.59449211,
54275555,0.01772286619,-66.3657575,-57.16551083,84.29704988,-1.712513629,72.13768815,
54333333,0.01755377477,-66.41750478,-57.14687547,81.80143488,-1.70119377,70.68788443,
54391111,0.01817051086,-66.4814604,-57.2946104,84.17679765,-1.688688453,69.23159993,
54448888,0.016794672,-66.55118218,-56.95427384,82.59889431,-1.67649823,67.76816047,
54506666,0.01737275698,-66.61696824,-56.86379695,83.68603537,-1.664521846,66.29736353,
54564444,0.018667979,-66.66805268,-57.09135564,81.31611869,-1.652860123,64.83520708,
54622222,0.01733845496,-66.74643976,-56.80765168,82.34982423,-1.63935877,63.35727026,
54680000,0.01695977639,-66.8135124,-56.81101837,79.97920267,-1.628073863,61.88459515,
54737777,0.01687153879,-66.8688836,-56.69022813,79.84563181,-1.614871179,60.41555527,
54795555,0.01689056066,-66.93549677,-56.59314938,77.91813034,-1.600189464,58.94865569,
54853333,0.01638497578,-67.00875995,-56.55096089,78.0551037,-1.586690327,57.47626135,
54911111,0.01737555361,-67.07205853,-56.58141584,78.5190658,-1.573183885,55.98276702,
54968888,0.01720651156,-67.14173599,-56.57477115,79.10173432,-1.559962523,54.49997595,
55026666,0.01802952044,-67.19469849,-56.638435,76.67177783,-1.546258928,52.99884729,
55084444,0.01687787165,-67.26255021,-56.44441414,76.3781218,-1.532366376,51.50927067,
55142222,0.0190075449,-67.33969066,-56.46517352,76.86944003,-1.51856468,50.0072046,
55200000,0.02593952784,-67.41946777,-56.1369349,74.63266659,-1.497177508,48.50545498,
55257777,0.0204274931,-67.49583496,-56.40251565,75.72594615,-1.490070362,47.00106144,
55315555,0.02111690086,-67.56782509,-56.24179365,74.85283674,-1.475857777,45.50311807,
55373333,0.02469882733,-67.66218607,-56.28424178,74.14971379,-1.461527163,43.96333196,
55431111,0.02795613258,-67.79029654,-56.17497598,73.23874388,-1.445091604,42.36656507,
55488888,0.02167199165,-67.79805411,-56.22810265,72.26710004,-1.434408348,40.89748053,
55546666,0.02150509657,-67.84032458,-56.36529193,73.56721695,-1.420838886,39.41712505,
55604444,0.0215989613,-67.90089629,-56.03601997,71.88045379,-1.407232514,37.88678308,
55662222,0.02244701397,-67.97769948,-55.92366444,73.12958239,-1.389773856,36.36688842,
55720000,0.02295089621,-68.05190722,-55.83343995,71.6115181,-1.373219642,34.8063433,
55777777,0.02468754866,-68.12744807,-56.00431417,70.76037455,-1.358458106,33.24474199,
55835555,0.02642920351,-68.22131028,-55.74134583,71.22197163,-1.340364665,31.66398294,
55893333,0.02752166827,-68.31088159,-55.92397938,70.7979195,-1.324460267,30.06832512,
55951111,0.02765113816,-68.39490159,-55.54004042,69.07054446,-1.308052372,28.47892493,
56008888,0.02818290913,-68.47077459,-55.52636602,69.020265,-1.291636294,26.88978836,
56066666,0.02805350655,-68.53884373,-55.47866848,68.58937024,-1.277664419,25.31275056,
56124444,0.02961833102,-68.60681471,-55.58205144,65.347469,-1.262276417,23.73628178,
