Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
50000000,-0.06250131778,-61.33583271,-57.55966719,163.4114519,-2.3619239,175.2352396,
50057777,-0.06311194989,-61.39055084,-57.33563265,161.4230266,-2.371850649,173.9252961,
50115555,-0.06083960219,-61.46287037,-57.16547595,160.7129437,-2.380790387,172.6126107,
50173333,-0.0604729445,-61.53130949,-56.77720744,158.4259414,-2.391200143,171.3003885,
50231111,-0.05820347383,-61.58927246,-56.529468,156.2404753,-2.399833721,169.9793356,
50288888,-0.05713249416,-61.6780238,-56.25912105,154.529492,-2.407562683,168.6615894,
50346666,-0.05508988023,-61.7438086,-56.27423162,151.8763448,-2.416053693,167.3518914,
50404444,-0.05299621708,-61.82369287,-56.15647375,150.111731,-2.424386318,166.037296,
50462222,-0.05166729318,-61.89506559,-55.94795482,147.2203998,-2.432877539,164.7189803,
50520000,-0.04941464109,-61.9675871,-55.710832,146.211754,-2.440567836,163.4055594,
50577777,-0.04741243009,-62.03733323,-55.62848517,143.8060617,-2.447207123,162.0962997,
50635555,-0.04645124118,-62.11952707,-55.68276697,142.1381083,-2.45588603,160.7910358,
50693333,-0.043466824,-62.18302582,-55.74071321,137.391484,-2.462404484,159.4916953,
50751111,-0.0415191326,-62.25475618,-55.71450037,136.7536112,-2.469841582,158.2004818,
50808888,-0.03903804841,-62.32241299,-55.66535199,135.5062125,-2.476315075,156.8933581,
50866666,-0.03718334288,-62.38120711,-55.58717256,132.8673099,-2.482166004,155.6040486,
50924444,-0.03685712091,-62.44683249,-55.55390315,131.9873853,-2.488392205,154.3067322,
50982222,-0.03447103167,-62.49671728,-55.39398532,130.4981841,-2.495616557,153.0355937,
51040000,-0.03371788144,-62.55944981,-55.37670318,128.3732595,-2.502006637,151.7487733,
51097777,-0.03259635446,-62.61616664,-55.56036283,126.89091,-2.507226795,150.4546463,
51155555,-0.03339219433,-62.67807043,-55.66112476,124.7625882,-2.512458404,149.1639517,
51213333,-0.0326353107,-62.73912627,-55.56514313,122.5369942,-2.516358892,147.879422,
51271111,-0.02967771574,-62.80479702,-55.61964548,120.1533593,-2.51831826,146.5501118,
51328888,-0.02783630157,-62.89885848,-55.67264126,118.2926159,-2.518000382,145.2535339,
51386666,-0.02556842701,-62.96876789,-55.85258659,119.0729326,-2.519527105,143.9499511,
51444444,-0.02453689152,-63.0306958,-55.67995628,118.577694,-2.523179112,142.6737722,
51502222,-0.02394807664,-63.08409363,-55.83560836,116.7053288,-2.527959875,141.4059958,
51560000,-0.02233245083,-63.15353788,-55.89500967,114.1925311,-2.532455601,140.1252267,
51617777,-0.01973444469,-63.21830645,-56.00961214,113.2764243,-2.536051217,138.8500529,
51675555,-0.01640159475,-63.31835577,-55.97243268,112.2330071,-2.535928267,137.5576522,
51733333,-0.01174776333,-63.41060014,-56.17241947,110.1633528,-2.517523105,136.0948318,
51791111,-0.01330767054,-63.45903788,-55.87388432,112.1263454,-2.53484687,134.9540357,
51848888,-0.01184244584,-63.53155862,-56.12619902,109.5263456,-2.533983682,133.6532235,
51906666,-0.01038304915,-63.61206432,-56.29308099,110.5527333,-2.532122146,132.3626783,
51964444,-0.01023477931,-63.66874693,-55.90090964,110.8026668,-2.531133468,131.0806611,
52022222,-0.008772322288,-63.73415647,-55.93469125,107.5233329,-2.529569381,129.7849366,
52080000,-0.006855227869,-63.80004414,-55.97441615,106.7095678,-2.528839349,128.4969604,
52137777,-0.006197591903,-63.87094321,-56.18148577,103.4500226,-2.525659519,127.2083335,
52195555,-0.006532749686,-63.92992224,-56.24688658,105.3068283,-2.523543062,125.9218964,
52253333,-0.005688119621,-64.00238939,-56.18655489,104.33321,-2.51966633,124.6398439,
52311111,-0.004149076784,-64.06516028,-56.33236985,102.7999148,-2.517031816,123.3411066,
52368888,-0.005001452259,-64.13087908,-56.57485665,101.9963236,-2.511568985,122.0340874,
52426666,-0.00292125064,-64.18126464,-56.58404591,103.1387168,-2.506764833,120.7322783,
52484444,-0.003134770076,-64.24670746,-56.44976061,103.0962581,-2.501830388,119.438629,
52542222,-0.001785126498,-64.32076303,-56.48566571,99.69488959,-2.496820023,118.1267061,
52600000,-0.001579131781,-64.36329906,-56.61778561,98.96100756,-2.488348264,116.8136176,
52657777,-0.001761060285,-64.4230293,-56.35516296,97.58712629,-2.483992696,115.4950354,
52715555,-0.003019281154,-64.48188025,-56.55422062,97.42079431,-2.477769586,114.1769404,
