Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
50000000,-0.06140856615,-61.34603291,-62.79248791,-176.1135565,-1.587428978,171.6514431,
50057777,-0.06341684968,-61.41344146,-61.66983686,176.4881833,-1.587025564,170.2859641,
50115555,-0.06141000109,-61.4656714,-62.27489364,170.2520743,-1.586565253,168.8927331,
50173333,-0.06092091687,-61.5261304,-62.04250869,168.8018404,-1.585841203,167.535839,
50231111,-0.05942365676,-61.61340769,-61.66861936,167.4559542,-1.584898027,166.1475974,
50288888,-0.05801616682,-61.67766718,-61.62353877,165.0506449,-1.583535947,164.7649863,
50346666,-0.05557892112,-61.74147273,-61.30160317,163.0058552,-1.580743208,163.3736421,
50404444,-0.05416582731,-61.82486884,-61.46337461,157.6518462,-1.57997598,161.9891352,
50462222,-0.05139822132,-61.89841501,-61.0712649,154.074262,-1.578811552,160.618355,
50520000,-0.04987008603,-61.98353264,-61.37019599,151.8501233,-1.576542614,159.2348686,
50577777,-0.04853314887,-62.03209893,-61.05615645,148.4326705,-1.573827092,157.8411441,
50635555,-0.04525862336,-62.11776028,-61.06362398,145.1809118,-1.568063697,156.4332933,
50693333,-0.04361478387,-62.20583133,-61.75616307,144.2189224,-1.561568136,155.0170198,
50751111,-0.04220668204,-62.25946509,-61.61703009,141.8455792,-1.558219654,153.598338,
50808888,-0.04043540783,-62.33268412,-61.85356093,138.0067382,-1.55658133,152.2049736,
50866666,-0.03875971782,-62.40932879,-62.06416316,138.4597291,-1.552495178,150.8068386,
50924444,-0.03576837047,-62.46174582,-61.66701152,131.8644649,-1.549441944,149.4235324,
50982222,-0.03465351087,-62.52829298,-62.20861938,122.8902697,-1.545512594,148.0425587,
51040000,-0.03254983896,-62.59728162,-62.53997443,127.2317959,-1.542075512,146.6322076,
51097777,-0.03183024326,-62.66633803,-62.42778214,121.5372659,-1.538866655,145.2401367,
51155555,-0.02929782553,-62.73363389,-62.33470505,118.8728238,-1.534146531,143.8388649,
51213333,-0.02806402496,-62.79750208,-63.30505599,120.4626711,-1.529080156,142.4370149,
51271111,-0.02746232426,-62.87660377,-62.96460675,116.8781032,-1.523495645,141.031536,
51328888,-0.02551459076,-62.95135116,-63.00108672,120.0424102,-1.520904665,139.6387511,
51386666,-0.02412478019,-63.00206443,-62.99027516,114.7664289,-1.516160199,138.2395801,
51444444,-0.02308218875,-63.05564349,-63.03800657,112.8022268,-1.510092131,136.8608281,
51502222,-0.02160754436,-63.12098847,-62.9841356,110.2042776,-1.504139439,135.4169899,
51560000,-0.02145338407,-63.19670665,-63.49428974,109.29949,-1.498037419,133.9879094,
51617777,-0.01886004597,-63.27785521,-64.20301002,106.8808496,-1.492682742,132.5715096,
51675555,-0.01715312859,-63.35093009,-63.58559126,104.8535559,-1.485803814,131.1531394,
51733333,-0.01765379306,-63.3839409,-65.09916425,95.64373889,-1.485251351,129.706247,
51791111,-0.01546769741,-63.47681679,-63.60506962,103.5753218,-1.475275142,128.2969495,
51848888,-0.01384979099,-63.5321313,-63.88312225,102.1309645,-1.46892899,126.8607827,
51906666,-0.01215517062,-63.59435457,-63.97003211,98.88411745,-1.462818787,125.4430699,
51964444,-0.01249583456,-63.65856424,-63.95505741,102.5859881,-1.456908962,124.0264104,
52022222,-0.01107818419,-63.71511957,-64.9187774,98.77509186,-1.452467265,122.6127663,
52080000,-0.01152003564,-63.77571631,-64.74227575,103.2155768,-1.444896686,121.1685571,
52137777,-0.009609217181,-63.82584205,-65.23751941,102.8580626,-1.439455091,119.7283989,
52195555,-0.009111069949,-63.89886,-64.7406768,100.0482101,-1.434300616,118.2900989,
52253333,-0.008276215397,-63.97078692,-64.98124864,104.5430094,-1.428638671,116.8462608,
52311111,-0.008281237246,-64.04595314,-64.97356198,98.86891194,-1.421850425,115.4059516,
52368888,-0.005778474722,-64.10681204,-64.94429655,100.4151549,-1.415887102,113.9582212,
52426666,-0.004334808408,-64.17518837,-64.47139355,103.1816271,-1.411720659,112.4966942,
52484444,-0.003005500984,-64.23734511,-64.97875427,97.06024712,-1.404093415,111.0315948,
52542222,-0.002583801121,-64.32001828,-65.30281727,101.8502656,-1.39647743,109.5570881,
52600000,-0.00198785771,-64.40496111,-65.11189541,101.8552939,-1.389891723,108.0738023,
52657777,0.001219761342,-64.47792278,-65.43480523,102.19593,-1.38199687,106.5912834,
52715555,0.002775601419,-64.55013484,-65.36021058,103.789491,-1.374097568,105.111249,
52773333,0.004799279298,-64.63783235,-65.73892144,102.5261631,-1.366486839,103.623309,
52831111,0.006056227314,-64.69911284,-64.77923902,108.1305032,-1.359846384,102.1328607,
52888888,0.005972473861,-64.77924974,-65.38696656,104.9025915,-1.353196529,100.6535482,
52946666,0.008119757167,-64.85378613,-65.25491803,103.4147407,-1.346171633,99.16803972,
53004444,0.009683944646,-64.91861692,-65.39392103,102.1830325,-1.340655008,97.69220116,
53062222,0.009857994838,-64.99094401,-67.1588186,104.2225219,-1.334235496,96.1939662,
53120000,0.01154457,-65.06661407,-66.39714173,99.26760315,-1.327581235,94.69393598,
53177777,0.0116863876,-65.14632451,-65.3699994,98.45643,-1.322149626,93.20218863,
53235555,0.01374868542,-65.21229095,-65.08091144,93.8702435,-1.316988912,91.69455836,
53293333,0.01301496341,-65.24976393,-64.66986285,96.22041464,-1.308777757,90.19030508,
53351111,0.01218084001,-65.30966798,-64.41484961,95.47513769,-1.301147711,88.66940375,
53408888,0.01169795806,-65.35924568,-64.67681272,96.92466761,-1.295365284,87.14713204,
53466666,0.01138687839,-65.42563902,-65.01867086,93.73162714,-1.289268817,85.6214323,
53524444,0.01019228374,-65.49353579,-64.41630329,97.49849766,-1.282557702,84.11685104,
53582222,0.01040693619,-65.55866458,-65.19378345,95.0022202,-1.277502951,82.60520654,
53640000,0.01123515703,-65.61945297,-64.39018741,93.96108863,-1.270929802,81.06940643,
53697777,0.01104858884,-65.68540578,-64.24649322,93.85702165,-1.265228113,79.55222977,
53755555,0.01090665041,-65.73650066,-65.23404856,98.48326969,-1.25992242,78.03213835,
53813333,0.01172733808,-65.79406234,-65.31733333,94.50671569,-1.253645728,76.50580032,
53871111,0.01181861231,-65.85748137,-64.75002879,100.2585356,-1.248498262,74.97652243,
53928888,0.01152005099,-65.94594399,-64.41430404,97.55350819,-1.243270795,73.42900277,
53986666,0.01208320072,-66.01346788,-64.96027943,97.87890722,-1.23630965,71.89946143,
54044444,0.01446626753,-66.08575281,-64.92262269,95.76900744,-1.230576671,70.34213233,
54102222,0.01609853789,-66.18689269,-64.68831644,93.89234767,-1.22614098,68.78880486,
54160000,0.02013374894,-66.29534782,-65.10997665,93.13188559,-1.220796524,67.26191714,
54217777,0.0174450454,-66.30905516,-64.91665041,91.50357787,-1.217099231,65.76593144,
54275555,0.01457511951,-66.34574041,-64.36031957,93.80471063,-1.212941388,64.22830769,
54333333,0.01337883477,-66.40428082,-64.2326652,92.38353112,-1.207265898,62.64834272,
54391111,0.01396153384,-66.48486,-64.12415616,93.08519871,-1.202834406,61.07648292,
54448888,0.01489494391,-66.54984094,-64.69005904,89.45375784,-1.19665122,59.49379831,
54506666,0.0151156335,-66.61374555,-64.35243694,89.04935371,-1.190191979,57.91743968,
54564444,0.01446732424,-66.68443164,-64.09365071,89.34424243,-1.185876582,56.32895901,
54622222,0.01364979516,-66.74085712,-63.69497437,86.27369207,-1.181077583,54.7260124,
