% Model:              dipoleMoveInBox_6.28.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jul 1 2022, 13:05
% Table:              Table 6 - AF
% boxX (m)                                        boxY (m)                                          boxZ (m)                                          freq (MHz)                                        Point average: 20*log10(abs(emw.Ex/emw.Vport_1))  Point average: 20*log10(abs(emw.normE/emw.Vport_1))
0.65                                              -0.2                                              1.1                                               55.752876438219104                                15.174396896911134                                22.330123003415245
0.65                                              -0.2                                              1.1                                               55.877938969484745                                15.139889990377304                                22.319054908475163
0.65                                              -0.2                                              1.1                                               56.003001500750365                                15.105554501222343                                22.309160751719403
0.65                                              -0.2                                              1.1                                               56.128064032016006                                15.071657381223444                                22.30076705639045
0.65                                              -0.2                                              1.1                                               56.25312656328164                                 15.037590311307756                                22.293307238378787
0.65                                              -0.2                                              1.1                                               56.37818909454727                                 15.003233335490009                                22.286795185785415
0.65                                              -0.2                                              1.1                                               56.50325162581291                                 14.96882847811457                                 22.281599364052216
0.65                                              -0.2                                              1.1                                               56.62831415707854                                 14.934296216470042                                22.27777498861424
0.65                                              -0.2                                              1.1                                               56.75337668834417                                 14.899494812387571                                22.27531322838964
0.65                                              -0.2                                              1.1                                               56.8784392196098                                  14.86430976450739                                 22.274149950355564
0.65                                              -0.2                                              1.1                                               57.00350175087544                                 14.828691650853512                                22.27413364226691
0.65                                              -0.2                                              1.1                                               57.12856428214106                                 14.792634390378609                                22.275002808215937
0.65                                              -0.2                                              1.1                                               57.253626813406704                                14.756376543211898                                22.276482220367715
0.65                                              -0.2                                              1.1                                               57.37868934467233                                 14.721357306698291                                22.27873249280778
0.65                                              -0.2                                              1.1                                               57.503751875937965                                14.691021181725825                                22.282914644110228
0.65                                              -0.2                                              1.1                                               57.628814407203606                                14.665142192992452                                22.290666986512132
0.65                                              -0.2                                              1.1                                               57.753876938469226                                14.636608817863326                                22.30261188511753
0.65                                              -0.2                                              1.1                                               57.87893946973487                                 14.620262418832436                                22.32314492079961
0.65                                              -0.2                                              1.1                                               58.0040020010005                                  14.615082087943035                                22.349274436280865
0.65                                              -0.2                                              1.1                                               58.12906453226613                                 14.606555182873059                                22.37616841972515
0.65                                              -0.2                                              1.1                                               58.25412706353177                                 14.594764345267505                                22.404030823376434
0.65                                              -0.2                                              1.1                                               58.379189594797396                                14.579925692821929                                22.433100845801075
0.65                                              -0.2                                              1.1                                               58.50425212606303                                 14.562190396988836                                22.463629882347053
0.65                                              -0.2                                              1.1                                               58.62931465732866                                 14.54141923543022                                 22.49584269226734
0.65                                              -0.2                                              1.1                                               58.7543771885943                                  14.517883454139445                                22.530099425392557
0.65                                              -0.2                                              1.1                                               58.879439719859924                                14.492320025252551                                22.566973998433657
0.65                                              -0.2                                              1.1                                               59.004502251125565                                14.462972678241524                                22.606438599124182
0.65                                              -0.2                                              1.1                                               59.12956478239119                                 14.42959567137563                                 22.653443746429236
0.65                                              -0.2                                              1.1                                               59.254627313656826                                14.397540175833926                                22.693073620022233
0.65                                              -0.2                                              1.1                                               59.37968984492246                                 14.361014930273235                                22.743227018290675
0.65                                              -0.2                                              1.1                                               59.50475237618809                                 14.322416810723325                                22.797652745037357
0.65                                              -0.2                                              1.1                                               59.62981490745373                                 14.281525704996481                                22.857293776563843
0.65                                              -0.2                                              1.1                                               59.75487743871936                                 14.237828499089845                                22.9230602012614
0.65                                              -0.2                                              1.1                                               59.87993996998499                                 14.192348662454897                                22.99534368558657
0.65                                              -0.2                                              1.1                                               60.00500250125063                                 14.148397616434965                                23.074242537257057
0.65                                              -0.2                                              1.1                                               60.13006503251626                                 14.095718982779882                                23.1609274998338
0.65                                              -0.2                                              1.1                                               60.25512756378188                                 14.044734839310127                                23.255898990654362
0.65                                              -0.2                                              1.1                                               60.380190095047524                                13.999584782808812                                23.360423774869567
0.65                                              -0.2                                              1.1                                               60.50525262631315                                 13.953583330166891                                23.475980444153045
0.65                                              -0.2                                              1.1                                               60.630315157578785                                13.908600176925534                                23.610918838137117
0.65                                              -0.2                                              1.1                                               60.75537768884442                                 13.842993464059175                                23.744485031000814
0.65                                              -0.2                                              1.1                                               60.88044022011005                                 13.791740432368407                                23.897420507676056
0.65                                              -0.2                                              1.1                                               61.00550275137569                                 13.737680950594818                                24.062379587228033
0.65                                              -0.2                                              1.1                                               61.13056528264132                                 13.70159017113851                                 24.23810741311389
0.65                                              -0.2                                              1.1                                               61.25562781390695                                 13.598678179838632                                24.446515805414514
0.65                                              -0.2                                              1.1                                               61.38069034517259                                 13.586863431618715                                24.677126289760693
0.65                                              -0.2                                              1.1                                               61.50575287643822                                 13.589755078370736                                24.938270430892793
0.65                                              -0.2                                              1.1                                               61.63081540770384                                 13.586469811248291                                25.22931666816076
0.65                                              -0.2                                              1.1                                               61.75587793896948                                 13.723379025216182                                25.522982833213472
0.65                                              -0.2                                              1.1                                               61.88094047023512                                 14.350764620458639                                25.800540028164306
0.65                                              -0.2                                              1.1                                               62.006003001500744                                15.090135653930584                                26.172826216547676
0.65                                              -0.2                                              1.1                                               62.131065532766385                                15.774263653192117                                26.603601640940852
0.65                                              -0.2                                              1.1                                               62.25612806403201                                 16.22375364981172                                 27.08798876569495
0.65                                              -0.2                                              1.1                                               62.381190595297646                                17.161416730684014                                27.638612382483426
0.65                                              -0.2                                              1.1                                               62.50625312656328                                 17.633923510109017                                28.07666012170137
0.65                                              -0.2                                              1.1                                               62.63131565782891                                 18.582062257744614                                29.122411776206317
0.65                                              -0.2                                              1.1                                               62.75637818909455                                 18.788498271262558                                29.884040298658476
0.65                                              -0.2                                              1.1                                               62.88144072036018                                 18.58495901888381                                 30.628211325321605
0.65                                              -0.2                                              1.1                                               63.00650325162581                                 20.02310977779812                                 32.55948597020066
0.65                                              -0.2                                              1.1                                               63.13156578289144                                 21.857462452211788                                34.336935978166274
0.65                                              -0.2                                              1.1                                               63.25662831415708                                 25.242870730769575                                36.306026826366995
0.65                                              -0.2                                              1.1                                               63.3816908454227                                  28.12229355081424                                 39.16146878964874
0.65                                              -0.2                                              1.1                                               63.506753376688344                                34.83316239178481                                 45.76105430600094
0.65                                              -0.2                                              1.1                                               63.63181590795398                                 35.64289145492037                                 45.83884154880022
0.65                                              -0.2                                              1.1                                               63.756878439219605                                31.47115389787346                                 40.92198050362597
0.65                                              -0.2                                              1.1                                               63.881940970485246                                25.094785954640262                                36.62042617949079
0.65                                              -0.2                                              1.1                                               64.00700350175087                                 21.22137650446737                                 34.12542229406199
0.65                                              -0.2                                              1.1                                               64.13206603301651                                 15.822211306106333                                31.608821448026145
0.65                                              -0.2                                              1.1                                               64.25712856428214                                 12.188251340832862                                29.427566107208516
0.65                                              -0.2                                              1.1                                               64.38219109554777                                 9.364008339393832                                 27.94891628514503
0.65                                              -0.2                                              1.1                                               64.50725362681341                                 9.69700324625694                                  26.451883573902816
0.65                                              -0.2                                              1.1                                               64.63231615807904                                 9.93234837067883                                  25.121339434626265
0.65                                              -0.2                                              1.1                                               64.75737868934468                                 10.48648421291062                                 24.003177041236857
0.65                                              -0.2                                              1.1                                               64.8824412206103                                  10.506402319662717                                22.992233960943004
0.65                                              -0.2                                              1.1                                               65.00750375187594                                 11.143601979775962                                22.291823398521966
0.65                                              -0.2                                              1.1                                               65.13256628314157                                 11.493974464871549                                21.628896567743087
0.65                                              -0.2                                              1.1                                               65.25762881440721                                 11.824118769349749                                21.075609181810748
0.65                                              -0.2                                              1.1                                               65.38269134567284                                 12.10391436942428                                 20.591875732713525
0.65                                              -0.2                                              1.1                                               65.50775387693847                                 12.332387250005041                                20.159534898155464
0.65                                              -0.2                                              1.1                                               65.6328164082041                                  12.507091742949603                                19.766393847441588
0.65                                              -0.2                                              1.1                                               65.75787893946973                                 12.470846979859267                                19.271945220356685
0.65                                              -0.2                                              1.1                                               65.88294147073537                                 12.431897062643829                                18.832924728644578
0.65                                              -0.2                                              1.1                                               66.008004002001                                   12.386884951777185                                18.442253596580816
0.65                                              -0.2                                              1.1                                               66.13306653326663                                 12.335784904918706                                18.093089472153288
0.65                                              -0.2                                              1.1                                               66.25812906453227                                 12.277026310954223                                17.77876692924198
0.65                                              -0.2                                              1.1                                               66.3831915957979                                  12.209899863684821                                17.493219445029524
0.65                                              -0.2                                              1.1                                               66.50825412706354                                 12.132575874817034                                17.23047874067609
0.65                                              -0.2                                              1.1                                               66.63331665832916                                 12.043691090566501                                16.985227475110445
0.65                                              -0.2                                              1.1                                               66.75837918959479                                 11.945310978859423                                16.754373560256415
0.65                                              -0.2                                              1.1                                               66.88344172086043                                 11.842163724550463                                16.537028785303367
0.65                                              -0.2                                              1.1                                               67.00850425212607                                 11.739548058545362                                16.333380566212394
0.65                                              -0.2                                              1.1                                               67.1335667833917                                  11.639483410210799                                16.14156969760206
0.65                                              -0.2                                              1.1                                               67.25862931465733                                 11.536797707232555                                15.954940933933853
0.65                                              -0.2                                              1.1                                               67.38369184592295                                 11.424406421904992                                15.76654118813855
0.65                                              -0.2                                              1.1                                               67.5087543771886                                  11.305981032729113                                15.579631172534963
0.65                                              -0.2                                              1.1                                               67.63381690845424                                 11.19733265382161                                 15.406930142572143
0.65                                              -0.2                                              1.1                                               67.75887943971985                                 11.108245969883301                                15.255652771289174
0.65                                              -0.2                                              1.1                                               67.88394197098549                                 11.038012508709704                                15.125561141950774
0.65                                              -0.2                                              1.1                                               68.00900450225113                                 10.983565529642501                                15.014657115163473
0.65                                              -0.2                                              1.1                                               68.13406703351676                                 10.943211931700477                                14.921267499521482
0.65                                              -0.2                                              1.1                                               68.2591295647824                                  10.917145781171815                                14.844210406109971
0.65                                              -0.2                                              1.1                                               68.38419209604803                                 10.906476483117618                                14.782441340914568
0.65                                              -0.2                                              1.1                                               68.50925462731365                                 10.908867957699094                                14.734597888613969
0.65                                              -0.2                                              1.1                                               68.6343171585793                                  10.922115983029387                                14.70117608763229
0.65                                              -0.2                                              1.1                                               68.75937968984492                                 10.948262166751347                                14.68547236052776
0.65                                              -0.2                                              1.1                                               68.88444222111056                                 10.988604873844402                                14.690266815198509
0.65                                              -0.2                                              1.1                                               69.00950475237619                                 11.03935894028027                                 14.713415762608566
0.65                                              -0.2                                              1.1                                               69.13456728364181                                 11.076762500630354                                14.740606888297393
0.65                                              -0.2                                              1.1                                               69.25962981490746                                 11.160608994598013                                14.80622637408869
0.65                                              -0.2                                              1.1                                               69.3846923461731                                  11.27436836801484                                 14.89738034536713
0.65                                              -0.2                                              1.1                                               69.50975487743872                                 11.38904200688943                                 14.997964248221065
0.65                                              -0.2                                              1.1                                               69.63481740870435                                 11.32494639711435                                 14.944082553796433
0.65                                              -0.2                                              1.1                                               69.75987993996998                                 11.216628301862706                                14.847564133206038
0.65                                              -0.2                                              1.1                                               69.88494247123562                                 11.09422714857091                                 14.73751983167063
0.65                                              -0.2                                              1.1                                               70.01000500250126                                 10.953823537106274                                14.610585715990663
0.65                                              -0.2                                              1.1                                               70.13506753376687                                 10.794554796593324                                14.464771661165521
0.65                                              -0.2                                              1.1                                               70.26013006503251                                 10.616805882145565                                14.299548104601838
0.65                                              -0.2                                              1.1                                               70.38519259629815                                 10.417364894180002                                14.113953947640887
0.65                                              -0.2                                              1.1                                               70.51025512756377                                 10.193064291153004                                13.902549453585369
0.65                                              -0.2                                              1.1                                               70.63531765882942                                 9.950621093258743                                 13.693519045993321
0.65                                              -0.2                                              1.1                                               70.76038019009505                                 9.692102823261237                                 13.495445480998018
0.65                                              -0.2                                              1.1                                               70.88544272136066                                 9.343614170511831                                 13.404098226090701
0.65                                              -0.2                                              1.1                                               71.01050525262632                                 8.980455091881327                                 13.145834780290379
0.65                                              -0.2                                              1.1                                               71.13556778389194                                 8.588238085710666                                 13.221815136863173
0.65                                              -0.2                                              1.1                                               71.26063031515757                                 9.171104754725345                                 13.711160817470768
0.65                                              -0.2                                              1.1                                               71.38569284642321                                 10.686157693518297                                14.60797727658787
0.65                                              -0.2                                              1.1                                               71.51075537768884                                 11.360313311432215                                14.890378384713806
0.65                                              -0.2                                              1.1                                               71.63581790895448                                 11.64656912639995                                 15.265404547406352
0.65                                              -0.2                                              1.1                                               71.76088044022012                                 11.354234988959341                                15.213416274653541
0.65                                              -0.2                                              1.1                                               71.88594297148575                                 11.81817660751021                                 15.66800974570156
0.65                                              -0.2                                              1.1                                               72.01100550275137                                 11.112234627566515                                15.004574623746208
0.65                                              -0.2                                              1.1                                               72.13606803401701                                 11.226033672619323                                15.280305442783568
0.65                                              -0.2                                              1.1                                               72.26113056528264                                 11.019431735570189                                14.795985652910968
0.65                                              -0.2                                              1.1                                               72.38619309654828                                 10.678730694997192                                14.669549134206058
0.65                                              -0.2                                              1.1                                               72.5112556278139                                  10.54378625261899                                 14.64426724044813
0.65                                              -0.2                                              1.1                                               72.63631815907954                                 10.594881373060664                                14.643639166095346
0.65                                              -0.2                                              1.1                                               72.76138069034518                                 10.506476541771256                                14.662783490557796
0.65                                              -0.2                                              1.1                                               72.88644322161079                                 10.496955010889385                                14.71382452538012
0.65                                              -0.2                                              1.1                                               73.01150575287645                                 10.456799454362805                                14.76908193853584
0.65                                              -0.2                                              1.1                                               73.13656828414207                                 10.398052738735599                                14.831071336355446
0.65                                              -0.2                                              1.1                                               73.26163081540768                                 10.361051142870014                                14.907688863025735
0.65                                              -0.2                                              1.1                                               73.38669334667334                                 10.317110912431747                                14.99921053178571
0.65                                              -0.2                                              1.1                                               73.51175587793897                                 10.277811761111925                                15.109590057676696
0.65                                              -0.2                                              1.1                                               73.6368184092046                                  10.244368191418694                                15.235779318426577
0.65                                              -0.2                                              1.1                                               73.76188094047023                                 10.212303415118093                                15.37488171124298
0.65                                              -0.2                                              1.1                                               73.88694347173586                                 10.182262343358957                                15.526124819844815
0.65                                              -0.2                                              1.1                                               74.01200600300149                                 10.154074257569492                                15.689307799052255
0.65                                              -0.2                                              1.1                                               74.13706853426714                                 10.126381210664283                                15.8630756230259
0.65                                              -0.2                                              1.1                                               74.26213106553277                                 10.089318430857146                                16.040627623558848
0.65                                              -0.2                                              1.1                                               74.38719359679838                                 10.043401113246679                                16.220718295067186
0.65                                              -0.2                                              1.1                                               74.51225612806404                                 9.984792152222047                                 16.39379792825441
0.65                                              -0.2                                              1.1                                               74.63731865932967                                 9.878382230321858                                 16.526727973703878
0.65                                              -0.2                                              1.1                                               74.76238119059529                                 9.730263482976504                                 16.62642629867229
0.65                                              -0.2                                              1.1                                               74.88744372186093                                 9.611282712208238                                 16.763625931030003
0.65                                              -0.2                                              1.1                                               75.01250625312656                                 9.554927333532497                                 16.972275910733284
0.65                                              -0.2                                              1.1                                               75.1375687843922                                  9.50699963296667                                  17.200378834853424
0.65                                              -0.2                                              1.1                                               75.26263131565783                                 9.446216469669356                                 17.422635678847925
0.65                                              -0.2                                              1.1                                               75.38769384692347                                 9.393964204412969                                 17.673752012518104
0.65                                              -0.2                                              1.1                                               75.5127563781891                                  9.353836702565582                                 17.963150781374576
0.65                                              -0.2                                              1.1                                               75.63781890945471                                 9.320653270242543                                 18.28319070134117
0.65                                              -0.2                                              1.1                                               75.76288144072036                                 9.291403375971177                                 18.63328535984279
0.65                                              -0.2                                              1.1                                               75.88794397198599                                 9.26479420181511                                  19.016960479142302
0.65                                              -0.2                                              1.1                                               76.01300650325162                                 9.240480029304116                                 19.439506612955636
0.65                                              -0.2                                              1.1                                               76.13806903451726                                 9.218585779744513                                 19.9072901880325
0.65                                              -0.2                                              1.1                                               76.26313156578288                                 9.195952203514217                                 20.42669767630411
0.65                                              -0.2                                              1.1                                               76.38819409704851                                 9.149478642694977                                 21.00001402096316
0.65                                              -0.2                                              1.1                                               76.51325662831417                                 9.126998847984293                                 21.64276048317949
0.65                                              -0.2                                              1.1                                               76.6383191595798                                  9.139042955918407                                 22.36814996884
