% Model:              dipoleMoveInBox_6.28.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jul 1 2022, 13:05
% Table:              Table 6 - AF
% boxX (m)                                        boxY (m)                                          boxZ (m)                                          freq (MHz)                                        Point average: 20*log10(abs(emw.Ex/emw.Vport_1))  Point average: 20*log10(abs(emw.normE/emw.Vport_1))
0.65                                              -0.2                                              0.7                                               58.7543771885943                                  14.543051384912143                                22.35686770000314
0.65                                              -0.2                                              0.7                                               58.879439719859924                                14.516659556199851                                22.39484672347302
0.65                                              -0.2                                              0.7                                               59.004502251125565                                14.486674730762712                                22.43543317949136
0.65                                              -0.2                                              0.7                                               59.12956478239119                                 14.453026375336869                                22.479022976931226
0.65                                              -0.2                                              0.7                                               59.254627313656826                                14.415536218941508                                22.52603346635767
0.65                                              -0.2                                              0.7                                               59.37968984492246                                 14.377578758955261                                22.578070102451996
0.65                                              -0.2                                              0.7                                               59.50475237618809                                 14.333608990670141                                22.634522030163897
0.65                                              -0.2                                              0.7                                               59.62981490745373                                 14.285760157097467                                22.69471832453367
0.65                                              -0.2                                              0.7                                               59.75487743871936                                 14.234785483647686                                22.76019448940551
0.65                                              -0.2                                              0.7                                               59.87993996998499                                 14.185285239315975                                22.832296772742133
0.65                                              -0.2                                              0.7                                               60.00500250125063                                 14.148206114145566                                22.912909897522233
0.65                                              -0.2                                              0.7                                               60.13006503251626                                 14.100810083556985                                22.999954092081435
0.65                                              -0.2                                              0.7                                               60.25512756378188                                 14.041430095528257                                23.09487247656492
0.65                                              -0.2                                              0.7                                               60.380190095047524                                14.008788023931679                                23.196746672550432
0.65                                              -0.2                                              0.7                                               60.50525262631315                                 13.955999392810128                                23.308347122098
0.65                                              -0.2                                              0.7                                               60.630315157578785                                13.906007980817986                                23.431780198843207
0.65                                              -0.2                                              0.7                                               60.75537768884442                                 13.857280000905277                                23.569337676781547
0.65                                              -0.2                                              0.7                                               60.88044022011005                                 13.826143889574656                                23.733016041886295
0.65                                              -0.2                                              0.7                                               61.00550275137569                                 13.70298945481333                                 23.886432097595975
0.65                                              -0.2                                              0.7                                               61.13056528264132                                 13.705576292248674                                24.107043824342192
0.65                                              -0.2                                              0.7                                               61.25562781390695                                 13.788333957724218                                24.290779207395445
0.65                                              -0.2                                              0.7                                               61.38069034517259                                 13.696768544680522                                24.52613554015304
0.65                                              -0.2                                              0.7                                               61.50575287643822                                 13.664728133661203                                24.78289902046101
0.65                                              -0.2                                              0.7                                               61.63081540770384                                 13.62517902632222                                 25.070252253800497
0.65                                              -0.2                                              0.7                                               61.75587793896948                                 13.500721017217888                                25.321830572084146
0.65                                              -0.2                                              0.7                                               61.88094047023512                                 13.024468305841328                                25.476406586653944
0.65                                              -0.2                                              0.7                                               62.006003001500744                                13.09223589621814                                 25.710903374451284
0.65                                              -0.2                                              0.7                                               62.131065532766385                                13.170333482498686                                26.022221306997626
0.65                                              -0.2                                              0.7                                               62.25612806403201                                 13.122089872809207                                26.4094359717517
0.65                                              -0.2                                              0.7                                               62.381190595297646                                13.266767138588936                                26.88458291425253
0.65                                              -0.2                                              0.7                                               62.50625312656328                                 13.766616881926439                                27.44240428474516
0.65                                              -0.2                                              0.7                                               62.63131565782891                                 14.438739248707867                                28.077724067455573
0.65                                              -0.2                                              0.7                                               62.75637818909455                                 14.842477962976831                                28.900153630352108
0.65                                              -0.2                                              0.7                                               62.88144072036018                                 15.578911376174638                                29.792766036207706
0.65                                              -0.2                                              0.7                                               63.00650325162581                                 16.298440794548362                                30.83898391100775
0.65                                              -0.2                                              0.7                                               63.13156578289144                                 17.474888496239235                                32.32591909514285
0.65                                              -0.2                                              0.7                                               63.25662831415708                                 21.06791936003226                                 34.78424051954832
0.65                                              -0.2                                              0.7                                               63.3816908454227                                  28.096926067956936                                39.10492135635886
0.65                                              -0.2                                              0.7                                               63.506753376688344                                37.52327066790527                                 46.94440840893794
0.65                                              -0.2                                              0.7                                               63.63181590795398                                 34.63434443712625                                 43.80853836390024
0.65                                              -0.2                                              0.7                                               63.756878439219605                                29.755401102850424                                39.17928409875735
0.65                                              -0.2                                              0.7                                               63.881940970485246                                25.17734013236668                                 35.743627657299754
0.65                                              -0.2                                              0.7                                               64.00700350175087                                 20.11123209164093                                 32.63708896191418
0.65                                              -0.2                                              0.7                                               64.13206603301651                                 16.243298974445562                                30.150358117775994
0.65                                              -0.2                                              0.7                                               64.25712856428214                                 12.02545789430921                                 28.641457462607026
0.65                                              -0.2                                              0.7                                               64.38219109554777                                 9.623372804101445                                 27.354317275822467
0.65                                              -0.2                                              0.7                                               64.50725362681341                                 8.425912722205679                                 25.833598415617768
0.65                                              -0.2                                              0.7                                               64.63231615807904                                 9.257163755843296                                 24.49627087026876
0.65                                              -0.2                                              0.7                                               64.75737868934468                                 10.202616514800846                                23.60319598550601
0.65                                              -0.2                                              0.7                                               64.8824412206103                                  10.848165350565917                                22.48225379252296
0.65                                              -0.2                                              0.7                                               65.00750375187594                                 10.730017377102715                                21.55697124270324
0.65                                              -0.2                                              0.7                                               65.13256628314157                                 11.074822856509984                                20.71076061638004
0.65                                              -0.2                                              0.7                                               65.25762881440721                                 11.470843570512772                                20.16479463622266
0.65                                              -0.2                                              0.7                                               65.38269134567284                                 11.938024793666532                                19.715898677206685
0.65                                              -0.2                                              0.7                                               65.50775387693847                                 12.295377014476939                                19.330350827489582
0.65                                              -0.2                                              0.7                                               65.6328164082041                                  12.542063869559795                                18.984241120723606
0.65                                              -0.2                                              0.7                                               65.75787893946973                                 12.510877419797673                                18.489289801774856
0.65                                              -0.2                                              0.7                                               65.88294147073537                                 12.474918018925019                                18.054871990639466
0.65                                              -0.2                                              0.7                                               66.008004002001                                   12.431554578149235                                17.671829486570427
0.65                                              -0.2                                              0.7                                               66.13306653326663                                 12.379598479519377                                17.331498372614163
0.65                                              -0.2                                              0.7                                               66.25812906453227                                 12.314319785908355                                17.023169388357886
0.65                                              -0.2                                              0.7                                               66.3831915957979                                  12.228827404838398                                16.734518718688935
0.65                                              -0.2                                              0.7                                               66.50825412706354                                 12.128951553156218                                16.464774444914777
0.65                                              -0.2                                              0.7                                               66.63331665832916                                 12.016441171227738                                16.210950695271368
0.65                                              -0.2                                              0.7                                               66.75837918959479                                 11.891400790056347                                15.969233207046207
0.65                                              -0.2                                              0.7                                               66.88344172086043                                 11.756005870212661                                15.737824075115922
0.65                                              -0.2                                              0.7                                               67.00850425212607                                 11.614092706846751                                15.516734881429738
0.65                                              -0.2                                              0.7                                               67.1335667833917                                  11.470023322574336                                15.307104381213648
0.65                                              -0.2                                              0.7                                               67.25862931465733                                 11.327851710175045                                15.11050166349268
0.65                                              -0.2                                              0.7                                               67.38369184592295                                 11.191058365263272                                14.928719358146395
0.65                                              -0.2                                              0.7                                               67.5087543771886                                  11.062275105699849                                14.76436784241267
0.65                                              -0.2                                              0.7                                               67.63381690845424                                 10.941206385325366                                14.621390832331297
0.65                                              -0.2                                              0.7                                               67.75887943971985                                 10.820052950366733                                14.501361347586652
0.65                                              -0.2                                              0.7                                               67.88394197098549                                 10.704125690705476                                14.393294081726893
0.65                                              -0.2                                              0.7                                               68.00900450225113                                 10.675889725289412                                14.280951268358356
0.65                                              -0.2                                              0.7                                               68.13406703351676                                 10.744931862183105                                14.213048892237907
0.65                                              -0.2                                              0.7                                               68.2591295647824                                  11.041368251772868                                14.436998259798532
0.65                                              -0.2                                              0.7                                               68.38419209604803                                 10.991191363944784                                14.501690130450237
0.65                                              -0.2                                              0.7                                               68.50925462731365                                 10.697619520144507                                14.171788663034159
0.65                                              -0.2                                              0.7                                               68.6343171585793                                  10.585743449750671                                14.134551147889521
0.65                                              -0.2                                              0.7                                               68.75937968984492                                 10.638368930843814                                14.134253764203308
0.65                                              -0.2                                              0.7                                               68.88444222111056                                 10.698770684479157                                14.123249050705367
0.65                                              -0.2                                              0.7                                               69.00950475237619                                 10.803804141038107                                14.222817839762078
0.65                                              -0.2                                              0.7                                               69.13456728364181                                 10.935389477736072                                14.360751751840926
0.65                                              -0.2                                              0.7                                               69.25962981490746                                 11.08790219454061                                 14.52113393078104
0.65                                              -0.2                                              0.7                                               69.3846923461731                                  11.259150526111785                                14.701354510731123
0.65                                              -0.2                                              0.7                                               69.50975487743872                                 11.447230547152362                                14.899703774956023
0.65                                              -0.2                                              0.7                                               69.63481740870435                                 11.26155940804039                                 14.719885006190111
0.65                                              -0.2                                              0.7                                               69.75987993996998                                 11.021138839985406                                14.487902777258434
0.65                                              -0.2                                              0.7                                               69.88494247123562                                 10.840162780449136                                14.317345054492955
0.65                                              -0.2                                              0.7                                               70.01000500250126                                 10.722292817952368                                14.213014253936299
0.65                                              -0.2                                              0.7                                               70.13506753376687                                 10.632471816725987                                14.166803732337886
0.65                                              -0.2                                              0.7                                               70.26013006503251                                 10.536021367005738                                14.169576165991225
0.65                                              -0.2                                              0.7                                               70.38519259629815                                 10.232741345912538                                14.287757785776765
0.65                                              -0.2                                              0.7                                               70.51025512756377                                 10.200342183334536                                14.13549099332602
0.65                                              -0.2                                              0.7                                               70.63531765882942                                 10.652604490572722                                14.426579002238459
0.65                                              -0.2                                              0.7                                               70.76038019009505                                 10.529189191896137                                14.35048285689921
0.65                                              -0.2                                              0.7                                               70.88544272136066                                 10.629344480132449                                14.37468629809144
