% Model:              dipoleMoveInBox_6.28.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jul 15 2022, 20:15
% Table:              vport - port voltage
% boxX (m)               boxY (m)                 boxZ (m)                 freq (MHz)               abs(emw.Vport_1) (V)
-0.15                    -0.2                     0.1                      50                       0.280430194181315
-0.15                    -0.2                     0.1                      51.25628140703517        0.280430194181315
-0.15                    -0.2                     0.1                      52.51256281407035        0.280430194181315
-0.15                    -0.2                     0.1                      53.76884422110552        0.280430194181315
-0.15                    -0.2                     0.1                      55.02512562814071        0.280430194181315
-0.15                    -0.2                     0.1                      56.28140703517588        0.4396291318947217
-0.15                    -0.2                     0.1                      57.53768844221105        0.4396291318947217
-0.15                    -0.2                     0.1                      58.79396984924623        0.5449624410449989
-0.15                    -0.2                     0.1                      60.050251256281406       0.8150825446198731
-0.15                    -0.2                     0.1                      61.30653266331658        0.8150825446198731
-0.15                    -0.2                     0.1                      62.56281407035176        1.1334993423871587
-0.15                    -0.2                     0.1                      63.81909547738693        1.5940246366077433
-0.15                    -0.2                     0.1                      65.07537688442211        2.257526522356243
-0.15                    -0.2                     0.1                      66.33165829145729        3.3471227218271036
-0.15                    -0.2                     0.1                      67.58793969849246        5.867620030054613
-0.15                    -0.2                     0.1                      68.84422110552764        11.110931179617838
-0.15                    -0.2                     0.1                      70.10050251256281        6.368813045164953
-0.15                    -0.2                     0.1                      71.35678391959799        4.211615065703503
-0.15                    -0.2                     0.1                      72.61306532663316        3.9950758176105077
-0.15                    -0.2                     0.1                      73.86934673366835        2.3155603062490124
-0.15                    -0.2                     0.1                      75.12562814070353        2.3155603062490124
-0.15                    -0.2                     0.1                      76.3819095477387         1.809615618441507
-0.15                    -0.2                     0.1                      77.63819095477388        1.6089066396705687
-0.15                    -0.2                     0.1                      78.89447236180904        1.5013992284343594
-0.15                    -0.2                     0.1                      80.15075376884423        1.4264656508776379
-0.15                    -0.2                     0.1                      81.4070351758794         1.3807665819583965
-0.15                    -0.2                     0.1                      82.66331658291458        1.3807665819583965
-0.15                    -0.2                     0.1                      83.91959798994975        1.3462234885829383
-0.15                    -0.2                     0.1                      85.17587939698491        1.3462234885829383
-0.15                    -0.2                     0.1                      86.4321608040201         1.3462234885829383
-0.15                    -0.2                     0.1                      87.68844221105527        3.8423047870341787
-0.15                    -0.2                     0.1                      88.94472361809045        1.153074199387313
-0.15                    -0.2                     0.1                      90.20100502512562        1.153074199387313
-0.15                    -0.2                     0.1                      91.45728643216079        1.153074199387313
-0.15                    -0.2                     0.1                      92.71356783919597        1.2710067707552144
-0.15                    -0.2                     0.1                      93.96984924623115        1.3965622714065116
-0.15                    -0.2                     0.1                      95.22613065326634        1.577877504172142
-0.15                    -0.2                     0.1                      96.48241206030151        1.577877504172142
-0.15                    -0.2                     0.1                      97.73869346733667        2.038298095890834
-0.15                    -0.2                     0.1                      98.99497487437185        2.0382980958908337
-0.15                    -0.2                     0.1                      100.25125628140704       2.0382980958908337
-0.15                    -0.2                     0.1                      101.50753768844221       2.0382980958908337
-0.15                    -0.2                     0.1                      102.7638190954774        2.0256040335683196
-0.15                    -0.2                     0.1                      104.02010050251256       2.0256040335683196
-0.15                    -0.2                     0.1                      105.27638190954774       2.0256040335683196
-0.15                    -0.2                     0.1                      106.53266331658293       2.3033411679299265
-0.15                    -0.2                     0.1                      107.7889447236181        2.3033411679299265
-0.15                    -0.2                     0.1                      109.04522613065328       2.303341167929926
-0.15                    -0.2                     0.1                      110.30150753768845       1.6446784933777878
-0.15                    -0.2                     0.1                      111.55778894472361       1.6446784933777878
-0.15                    -0.2                     0.1                      112.8140703517588        1.6446784933777878
-0.15                    -0.2                     0.1                      114.07035175879398       1.644678493377788
-0.15                    -0.2                     0.1                      115.32663316582915       1.3980979316590223
-0.15                    -0.2                     0.1                      116.58291457286433       0.865104975407805
-0.15                    -0.2                     0.1                      117.83919597989949       0.8651049754078048
-0.15                    -0.2                     0.1                      119.09547738693466       0.8651049754078048
-0.15                    -0.2                     0.1                      120.35175879396985       0.8651049754078048
-0.15                    -0.2                     0.1                      121.60804020100502       0.19729276021637715
-0.15                    -0.2                     0.1                      122.86432160804021       0.19729276021637715
-0.15                    -0.2                     0.1                      124.12060301507537       0.19729276021637715
-0.15                    -0.2                     0.1                      125.37688442211055       1.2615666480628591
-0.15                    -0.2                     0.1                      126.63316582914574       1.2615666480628591
-0.15                    -0.2                     0.1                      127.88944723618091       0.6155727382893104
-0.15                    -0.2                     0.1                      129.1457286432161        0.6155727382893104
-0.15                    -0.2                     0.1                      130.40201005025125       3.396737096598289
-0.15                    -0.2                     0.1                      131.65829145728645       2.257287971537782
-0.15                    -0.2                     0.1                      132.9145728643216        1.8181848913099905
-0.15                    -0.2                     0.1                      134.1708542713568        1.690638925760818
-0.15                    -0.2                     0.1                      135.42713567839195       1.6381158815289167
-0.15                    -0.2                     0.1                      136.68341708542715       1.6381158815289163
-0.15                    -0.2                     0.1                      137.9396984924623        1.7099080294322593
-0.15                    -0.2                     0.1                      139.1959798994975        2.0697247591797305
-0.15                    -0.2                     0.1                      140.45226130653268       2.0697247591797305
-0.15                    -0.2                     0.1                      141.70854271356785       2.246459817581004
-0.15                    -0.2                     0.1                      142.96482412060303       3.645283828119281
-0.15                    -0.2                     0.1                      144.2211055276382        0.6832126552675925
-0.15                    -0.2                     0.1                      145.47738693467338       1.2756836952925277
-0.15                    -0.2                     0.1                      146.73366834170852       0.7603178608979598
-0.15                    -0.2                     0.1                      147.9899497487437        1.0377684606144648
-0.15                    -0.2                     0.1                      149.2462311557789        1.0377684606144648
