% Model:              dipole_antenna (1).mph
% Version:            COMSOL 5.6.0.401
% Date:               Jun 28 2022, 09:52
% Table:              Table 6 - AF
% boxX (m)                                        boxY (m)                                          boxZ (m)                                          freq (MHz)                                        Point average: 20*log10(abs(emw.Ex/emw.Vport_1))  Point average: 20*log10(abs(emw.normE/emw.Vport_1))
-0.15                                             -0.2                                              0.1                                               146.15384615384616                                7.069616757387862                                 13.499039446323472
-0.15                                             -0.2                                              0.1                                               146.98996655518394                                7.069616757387862                                 13.499039446323472
-0.15                                             -0.2                                              0.1                                               147.82608695652175                                7.094169339885188                                 14.750175812801734
-0.15                                             -0.2                                              0.1                                               148.66220735785953                                7.103625431848665                                 15.011660487796181
-0.15                                             -0.2                                              0.1                                               149.49832775919728                                7.099861519595959                                 20.75289232579421
-0.15                                             -0.2                                              0.1                                               150.33444816053512                                7.03302186083108                                  25.554663356581
-0.15                                             -0.2                                              0.1                                               151.17056856187293                                6.768978031349512                                 33.96894624725155
-0.15                                             -0.2                                              0.1                                               152.0066889632107                                 12.097919786673994                                67.4053114252018
-0.15                                             -0.2                                              0.1                                               152.84280936454846                                5.837534340187929                                 38.54726717174868
-0.15                                             -0.2                                              0.1                                               153.67892976588627                                4.5572098224870645                                34.89679237531248
-0.15                                             -0.2                                              0.1                                               154.51505016722408                                6.424920165505982                                 34.38844588233335
-0.15                                             -0.2                                              0.1                                               155.35117056856188                                7.9421834522233485                                34.51168814267875
-0.15                                             -0.2                                              0.1                                               156.18729096989964                                8.872970303092657                                 35.789313430217206
-0.15                                             -0.2                                              0.1                                               157.02341137123744                                10.291481053315453                                39.60862092572416
-0.15                                             -0.2                                              0.1                                               157.85953177257525                                11.753708240340686                                49.05020844123068
-0.15                                             -0.2                                              0.1                                               158.69565217391306                                17.661494945127142                                76.30549589785825
-0.15                                             -0.2                                              0.1                                               159.53177257525084                                11.119715941886376                                53.54669395151882
-0.15                                             -0.2                                              0.1                                               160.3678929765886                                 16.417038681912782                                52.26538655369556
-0.15                                             -0.2                                              0.1                                               161.2040133779264                                 19.722289581626196                                54.26739642375689
-0.15                                             -0.2                                              0.1                                               162.0401337792642                                 13.977069538996147                                34.12737841795216
-0.15                                             -0.2                                              0.1                                               162.87625418060202                                22.886717739970067                                45.99658878885904
-0.15                                             -0.2                                              0.1                                               163.71237458193977                                22.886717739970063                                45.99658878885904
-0.15                                             -0.2                                              0.1                                               164.54849498327758                                29.742258087039165                                52.27207916335776
-0.15                                             -0.2                                              0.1                                               165.3846153846154                                 29.74225808703914                                 52.27207916335776
-0.15                                             -0.2                                              0.1                                               166.2207357859532                                 29.742258087039144                                52.27207916335776
-0.15                                             -0.2                                              0.1                                               167.05685618729095                                28.128437346050084                                47.726243141856905
-0.15                                             -0.2                                              0.1                                               167.89297658862876                                28.128437346050077                                47.726243141856905
-0.15                                             -0.2                                              0.1                                               168.72909698996654                                28.128437346050077                                47.726243141856905
-0.15                                             -0.2                                              0.1                                               169.56521739130434                                31.87090551331457                                 50.50211189128974
-0.15                                             -0.2                                              0.1                                               170.40133779264215                                11.35426295509765                                 20.136194366632015
-0.15                                             -0.2                                              0.1                                               171.2374581939799                                 11.354262955097651                                20.136194366632015
-0.15                                             -0.2                                              0.1                                               172.0735785953177                                 12.022915580792866                                21.07861047576563
-0.15                                             -0.2                                              0.1                                               172.90969899665552                                26.140854833143553                                37.510500111174395
-0.15                                             -0.2                                              0.1                                               173.74581939799333                                26.140854833143553                                37.510500111174395
-0.15                                             -0.2                                              0.1                                               174.58193979933108                                15.955268020961725                                24.06540553778393
-0.15                                             -0.2                                              0.1                                               175.4180602006689                                 15.955268020961725                                24.06540553778393
-0.15                                             -0.2                                              0.1                                               176.25418060200667                                23.09971940128619                                 29.116784437634422
-0.15                                             -0.2                                              0.1                                               177.09030100334448                                15.46515270134395                                 22.65969644190474
-0.15                                             -0.2                                              0.1                                               177.92642140468226                                10.319923629065856                                18.00272870238626
-0.15                                             -0.2                                              0.1                                               178.76254180602007                                10.319923629065856                                18.00272870238626
-0.15                                             -0.2                                              0.1                                               179.59866220735785                                10.31037420768702                                 17.946722424154398
-0.15                                             -0.2                                              0.1                                               180.43478260869566                                25.78186359067083                                 35.55674570244053
-0.15                                             -0.2                                              0.1                                               181.2709030100334                                 9.844754474423022                                 17.449691565745336
-0.15                                             -0.2                                              0.1                                               182.10702341137122                                9.144844472796477                                 15.778420682970662
-0.15                                             -0.2                                              0.1                                               182.94314381270902                                9.144844472796477                                 15.778420682970662
-0.15                                             -0.2                                              0.1                                               183.77926421404683                                8.35656469669393                                  15.198058773163138
-0.15                                             -0.2                                              0.1                                               184.6153846153846                                 8.35656469669393                                  15.198058773163138
-0.15                                             -0.2                                              0.1                                               185.4515050167224                                 7.6531654398882                                   14.836011558895793
-0.15                                             -0.2                                              0.1                                               186.2876254180602                                 7.001742183657935                                 14.629088240614148
-0.15                                             -0.2                                              0.1                                               187.12374581939798                                7.5834474427186125                                14.50699011304159
-0.15                                             -0.2                                              0.1                                               187.9598662207358                                 8.339067105607967                                 14.571897354822898
-0.15                                             -0.2                                              0.1                                               188.79598662207354                                9.291443966703012                                 15.371384427739963
-0.15                                             -0.2                                              0.1                                               189.63210702341138                                10.272232677104231                                21.648868373882593
