% Model:              dipole_antenna (1).mph
% Version:            COMSOL 5.6.0.401
% Date:               Jun 28 2022, 09:52
% Table:              Table 6 - AF
% boxX (m)                                        boxY (m)                                          boxZ (m)                                          freq (MHz)                                        Point average: 20*log10(abs(emw.Ex/emw.Vport_1))  Point average: 20*log10(abs(emw.normE/emw.Vport_1))
-0.15                                             -0.2                                              0.1                                               279.93311036789294                                21.722093018169957                                28.70779631591191
-0.15                                             -0.2                                              0.1                                               280.7692307692308                                 27.046056039241844                                34.45927475256896
-0.15                                             -0.2                                              0.1                                               281.6053511705685                                 27.046056039241844                                34.45927475256896
-0.15                                             -0.2                                              0.1                                               282.4414715719064                                 16.393202175895205                                26.63444202242906
-0.15                                             -0.2                                              0.1                                               283.27759197324417                                14.671173642764705                                25.3184073836237
-0.15                                             -0.2                                              0.1                                               284.1137123745819                                 12.370898964861725                                22.773971048410143
-0.15                                             -0.2                                              0.1                                               284.94983277591973                                12.241520844442828                                22.75083466840433
-0.15                                             -0.2                                              0.1                                               285.7859531772575                                 11.487321028297544                                22.04251034576632
-0.15                                             -0.2                                              0.1                                               286.6220735785953                                 8.759110082677141                                 20.321193332993623
-0.15                                             -0.2                                              0.1                                               287.45819397993307                                12.612595340768863                                21.703683947081945
-0.15                                             -0.2                                              0.1                                               288.29431438127085                                31.055172100977888                                49.17328848550966
-0.15                                             -0.2                                              0.1                                               289.1304347826087                                 32.25693588353241                                 57.6193901613823
-0.15                                             -0.2                                              0.1                                               289.9665551839465                                 17.745462049403002                                23.71109843320259
-0.15                                             -0.2                                              0.1                                               290.8026755852843                                 16.572414835654453                                20.001720921121834
-0.15                                             -0.2                                              0.1                                               291.6387959866221                                 24.284971385457187                                31.17122040741198
-0.15                                             -0.2                                              0.1                                               292.4749163879598                                 17.90577091492895                                 20.92457913972222
-0.15                                             -0.2                                              0.1                                               293.31103678929765                                20.817614245462604                                22.548117922970782
-0.15                                             -0.2                                              0.1                                               294.1471571906354                                 14.06406321499735                                 19.40402389593187
-0.15                                             -0.2                                              0.1                                               294.98327759197315                                32.184871659739784                                35.41157596296473
-0.15                                             -0.2                                              0.1                                               295.81939799331104                                22.137754907907127                                24.034491381309707
-0.15                                             -0.2                                              0.1                                               296.6555183946488                                 17.362410089925127                                18.079908995593055
-0.15                                             -0.2                                              0.1                                               297.49163879598666                                21.29169531440586                                 23.878895126910805
-0.15                                             -0.2                                              0.1                                               298.32775919732444                                13.27548743640679                                 15.35377330395767
-0.15                                             -0.2                                              0.1                                               299.16387959866216                                25.088900571979668                                30.60855448689094
-0.15                                             -0.2                                              0.1                                               300                                               18.96774598259786                                 23.270712910251625
-0.15                                             0.35                                              0.1                                               50                                                16.677788942260953                                24.275309249116106
-0.15                                             0.35                                              0.1                                               50.836120401337794                                16.677788942260953                                24.275309249116106
-0.15                                             0.35                                              0.1                                               51.67224080267559                                 16.677788942260953                                24.275309249116102
-0.15                                             0.35                                              0.1                                               52.508361204013376                                16.677788942260953                                24.275309249116102
-0.15                                             0.35                                              0.1                                               53.34448160535117                                 16.677788942260957                                24.275309249116102
-0.15                                             0.35                                              0.1                                               54.180602006688964                                16.67778894226096                                 24.275309249116102
-0.15                                             0.35                                              0.1                                               55.01672240802676                                 16.67778894226096                                 24.275309249116102
-0.15                                             0.35                                              0.1                                               55.85284280936454                                 15.326628848600848                                23.744798926599607
-0.15                                             0.35                                              0.1                                               56.68896321070233                                 15.326628848600848                                23.744798926599607
-0.15                                             0.35                                              0.1                                               57.52508361204013                                 15.326628848600848                                23.744798926599607
-0.15                                             0.35                                              0.1                                               58.36120401337792                                 15.326628848600848                                23.744798926599607
-0.15                                             0.35                                              0.1                                               59.197324414715716                                14.286206352706921                                24.759426864426356
-0.15                                             0.35                                              0.1                                               60.03344481605351                                 14.286206352706925                                24.759426864426356
-0.15                                             0.35                                              0.1                                               60.869565217391305                                14.286206352706925                                24.759426864426356
-0.15                                             0.35                                              0.1                                               61.7056856187291                                  14.286206352706921                                24.759426864426356
-0.15                                             0.35                                              0.1                                               62.541806020066886                                13.555171099833327                                31.522521347846823
-0.15                                             0.35                                              0.1                                               63.37792642140468                                 13.17344321246276                                 46.28434696969194
-0.15                                             0.35                                              0.1                                               64.21404682274247                                 12.9348624905737                                  31.773505396122218
-0.15                                             0.35                                              0.1                                               65.05016722408027                                 12.73855516123536                                 25.684019283053793
-0.15                                             0.35                                              0.1                                               65.88628762541806                                 12.481969227002109                                19.887523643238826
-0.15                                             0.35                                              0.1                                               66.72240802675586                                 12.481969227002109                                19.887523643238822
-0.15                                             0.35                                              0.1                                               67.55852842809364                                 12.062124485584448                                16.35582924173445
-0.15                                             0.35                                              0.1                                               68.39464882943145                                 12.062124485584448                                16.35582924173445
-0.15                                             0.35                                              0.1                                               69.23076923076923                                 11.570151956988262                                15.118942962387534
-0.15                                             0.35                                              0.1                                               70.06688963210702                                 11.342239787282466                                15.023334929801873
-0.15                                             0.35                                              0.1                                               70.90301003344482                                 11.154574785409803                                15.040161217092795
-0.15                                             0.35                                              0.1                                               71.73913043478261                                 10.820275545479745                                15.321720440666118
-0.15                                             0.35                                              0.1                                               72.57525083612039                                 10.820275545479745                                15.321720440666118
-0.15                                             0.35                                              0.1                                               73.4113712374582                                  10.349159114876969                                16.517712001752926
-0.15                                             0.35                                              0.1                                               74.24749163879598                                 10.349159114876972                                16.517712001752926
-0.15                                             0.35                                              0.1                                               75.08361204013377                                 10.349159114876969                                16.517712001752926
-0.15                                             0.35                                              0.1                                               75.91973244147155                                 9.702056569106581                                 21.95871882553917
-0.15                                             0.35                                              0.1                                               76.75585284280936                                 9.702056569106583                                 21.95871882553917
-0.15                                             0.35                                              0.1                                               77.59197324414716                                 9.157936697159702                                 35.28898111439264
-0.15                                             0.35                                              0.1                                               78.42809364548495                                 8.95035096413139                                  38.91221801612938
-0.15                                             0.35                                              0.1                                               79.26421404682274                                 8.682218488303766                                 30.046748805609326
-0.15                                             0.35                                              0.1                                               80.10033444816054                                 8.458289823588                                    26.2363609626891
-0.15                                             0.35                                              0.1                                               80.93645484949833                                 8.140903671107267                                 22.47836890119207
-0.15                                             0.35                                              0.1                                               81.77257525083613                                 8.140903671107267                                 22.47836890119207
-0.15                                             0.35                                              0.1                                               82.6086956521739                                  8.047349891920343                                 21.908705318573617
-0.15                                             0.35                                              0.1                                               83.4448160535117                                  7.359654832473745                                 18.469714147387243
-0.15                                             0.35                                              0.1                                               84.2809364548495                                  7.359654832473745                                 18.469714147387243
-0.15                                             0.35                                              0.1                                               85.11705685618728                                 7.359654832473745                                 18.469714147387243
-0.15                                             0.35                                              0.1                                               85.95317725752508                                 7.050750525530805                                 17.637187432030032
-0.15                                             0.35                                              0.1                                               86.78929765886286                                 6.899071252835185                                 17.32139346462149
-0.15                                             0.35                                              0.1                                               87.62541806020067                                 7.882841703148344                                 16.739241820556046
-0.15                                             0.35                                              0.1                                               88.46153846153844                                 6.430832402162267                                 15.726704868444745
-0.15                                             0.35                                              0.1                                               89.29765886287626                                 6.430832402162265                                 15.726704868444745
-0.15                                             0.35                                              0.1                                               90.13377926421404                                 6.430832402162265                                 15.726704868444743
-0.15                                             0.35                                              0.1                                               90.96989966555185                                 6.03606797080893                                  15.264534676795705
-0.15                                             0.35                                              0.1                                               91.80602006688963                                 4.705056844404807                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               92.64214046822742                                 4.705056844404808                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               93.47826086956522                                 4.705056844404807                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               94.314381270903                                   4.705056844404807                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               95.15050167224081                                 4.705056844404807                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               95.98662207357857                                 4.705056844404807                                 13.67545464996708
-0.15                                             0.35                                              0.1                                               96.8227424749164                                  4.3616869925039525                                13.241724734525073
-0.15                                             0.35                                              0.1                                               97.65886287625416                                 4.286280236075921                                 13.14939412509323
-0.15                                             0.35                                              0.1                                               98.49498327759197                                 2.8410015337368693                                11.7946807917169
-0.15                                             0.35                                              0.1                                               99.33110367892975                                 2.8410015337368693                                11.7946807917169
-0.15                                             0.35                                              0.1                                               100.16722408026756                                2.841001533736869                                 11.7946807917169
-0.15                                             0.35                                              0.1                                               101.00334448160535                                2.8410015337368693                                11.7946807917169
-0.15                                             0.35                                              0.1                                               101.83946488294313                                2.8410015337368693                                11.794680791716901
-0.15                                             0.35                                              0.1                                               102.67558528428094                                2.8410015337368693                                11.794680791716901
-0.15                                             0.35                                              0.1                                               103.51170568561872                                2.0821791059817603                                11.40247300960762
-0.15                                             0.35                                              0.1                                               104.34782608695653                                2.0821791059817603                                11.40247300960762
-0.15                                             0.35                                              0.1                                               105.1839464882943                                 2.08217910598176                                  11.40247300960762
-0.15                                             0.35                                              0.1                                               106.0200668896321                                 2.08217910598176                                  11.40247300960762
-0.15                                             0.35                                              0.1                                               106.85618729096988                                2.2098431986184828                                11.589229412199554
-0.15                                             0.35                                              0.1                                               107.6923076923077                                 1.352280106238033                                 11.608145920222688
-0.15                                             0.35                                              0.1                                               108.52842809364547                                1.3522801062380325                                11.608145920222688
-0.15                                             0.35                                              0.1                                               109.36454849498327                                1.3522801062380325                                11.608145920222688
-0.15                                             0.35                                              0.1                                               110.20066889632106                                1.3522801062380325                                11.608145920222688
-0.15                                             0.35                                              0.1                                               111.03678929765886                                1.3522801062380325                                11.608145920222688
-0.15                                             0.35                                              0.1                                               111.87290969899666                                1.541508760884644                                 12.048452784378942
-0.15                                             0.35                                              0.1                                               112.70903010033445                                1.5415087608846438                                12.04845278437894
-0.15                                             0.35                                              0.1                                               113.54515050167224                                1.4868393354990181                                13.1028422268776
-0.15                                             0.35                                              0.1                                               114.38127090301003                                1.4868393354990184                                13.1028422268776
-0.15                                             0.35                                              0.1                                               115.21739130434783                                1.4868393354990188                                13.1028422268776
-0.15                                             0.35                                              0.1                                               116.05351170568561                                1.4868393354990186                                13.1028422268776
-0.15                                             0.35                                              0.1                                               116.88963210702342                                1.4868393354990204                                13.102842226877602
-0.15                                             0.35                                              0.1                                               117.7257525083612                                 1.4868393354990204                                13.102842226877602
-0.15                                             0.35                                              0.1                                               118.56187290969899                                1.9206515131075388                                14.60007225412317
-0.15                                             0.35                                              0.1                                               119.39799331103677                                1.9206515131075386                                14.60007225412317
-0.15                                             0.35                                              0.1                                               120.23411371237458                                4.175049984177055                                 20.942299815959128
-0.15                                             0.35                                              0.1                                               121.07023411371236                                4.175049984177055                                 20.942299815959128
-0.15                                             0.35                                              0.1                                               121.90635451505017                                4.175049984177055                                 20.942299815959128
-0.15                                             0.35                                              0.1                                               122.74247491638795                                4.175049984177053                                 20.942299815959128
-0.15                                             0.35                                              0.1                                               123.57859531772576                                4.175049984177053                                 20.942299815959128
-0.15                                             0.35                                              0.1                                               124.41471571906355                                5.13717234233705                                  14.902958013109574
-0.15                                             0.35                                              0.1                                               125.25083612040133                                5.13717234233705                                  14.902958013109574
-0.15                                             0.35                                              0.1                                               126.08695652173913                                5.13717234233705                                  14.902958013109574
-0.15                                             0.35                                              0.1                                               126.9230769230769                                 7.722291207202065                                 23.84094967747515
-0.15                                             0.35                                              0.1                                               127.75919732441471                                7.722291207202063                                 23.84094967747515
-0.15                                             0.35                                              0.1                                               128.59531772575252                                7.722291207202063                                 23.84094967747515
-0.15                                             0.35                                              0.1                                               129.4314381270903                                 18.241982056970194                                38.86268804639755
-0.15                                             0.35                                              0.1                                               130.26755852842808                                9.828857415774454                                 27.4422969403365
-0.15                                             0.35                                              0.1                                               131.1036789297659                                 7.298657342750165                                 27.836367062514455
-0.15                                             0.35                                              0.1                                               131.9397993311037                                 5.822508297512967                                 20.784095152385767
-0.15                                             0.35                                              0.1                                               132.77591973244148                                5.170162438767219                                 17.65202901048043
-0.15                                             0.35                                              0.1                                               133.61204013377926                                5.007411670145948                                 16.243386846636295
-0.15                                             0.35                                              0.1                                               134.448160535117                                  4.980580843507635                                 13.728645399085167
-0.15                                             0.35                                              0.1                                               135.28428093645485                                4.980580843507635                                 13.728645399085167
-0.15                                             0.35                                              0.1                                               136.12040133779266                                5.687030425481073                                 11.824117756872553
-0.15                                             0.35                                              0.1                                               136.95652173913044                                5.687030425481073                                 11.824117756872553
-0.15                                             0.35                                              0.1                                               137.79264214046822                                5.138706429437991                                 12.125762618504599
-0.15                                             0.35                                              0.1                                               138.628762541806                                  5.582437144121215                                 11.850161243813112
-0.15                                             0.35                                              0.1                                               139.4648829431438                                 5.582437144121215                                 11.850161243813112
-0.15                                             0.35                                              0.1                                               140.30100334448161                                5.582437144121215                                 11.850161243813112
-0.15                                             0.35                                              0.1                                               141.1371237458194                                 6.6021419568370385                                16.681077772875465
-0.15                                             0.35                                              0.1                                               141.97324414715715                                6.154524654517959                                 12.943372600129642
-0.15                                             0.35                                              0.1                                               142.80936454849498                                6.302853232223515                                 11.310277085350105
-0.15                                             0.35                                              0.1                                               143.6454849498328                                 6.302853232223516                                 11.310277085350108
-0.15                                             0.35                                              0.1                                               144.48160535117057                                13.235302310835603                                18.754750943177257
-0.15                                             0.35                                              0.1                                               145.31772575250832                                10.460522059784928                                15.750231645709164
-0.15                                             0.35                                              0.1                                               146.15384615384616                                6.03302253099463                                  13.595757008249567
-0.15                                             0.35                                              0.1                                               146.98996655518394                                6.03302253099463                                  13.595757008249567
-0.15                                             0.35                                              0.1                                               147.82608695652175                                6.891430446500956                                 14.133022094703557
-0.15                                             0.35                                              0.1                                               148.66220735785953                                7.350152139416751                                 17.388970395426206
-0.15                                             0.35                                              0.1                                               149.49832775919728                                7.350152139416751                                 17.388970395426206
-0.15                                             0.35                                              0.1                                               150.33444816053512                                7.4452376960420965                                22.55377203499916
-0.15                                             0.35                                              0.1                                               151.17056856187293                                7.45887335051282                                  32.62015463449066
-0.15                                             0.35                                              0.1                                               152.0066889632107                                 8.399071860752816                                 60.89738155014008
-0.15                                             0.35                                              0.1                                               152.84280936454846                                6.97275611736664                                  37.35060695925493
-0.15                                             0.35                                              0.1                                               153.67892976588627                                6.808007970709886                                 33.354222825741324
-0.15                                             0.35                                              0.1                                               154.51505016722408                                6.4436394585628864                                33.9317603918744
-0.15                                             0.35                                              0.1                                               155.35117056856188                                6.113929430030321                                 32.11466737753779
-0.15                                             0.35                                              0.1                                               156.18729096989964                                6.1139294300303195                                32.11466737753779
-0.15                                             0.35                                              0.1                                               157.02341137123744                                5.365916369591543                                 37.41713214527326
-0.15                                             0.35                                              0.1                                               157.85953177257525                                6.685096471310673                                 44.419957997786476
-0.15                                             0.35                                              0.1                                               158.69565217391306                                24.47371567443165                                 82.015805898429
-0.15                                             0.35                                              0.1                                               159.53177257525084                                10.515433458260969                                48.08867806168346
-0.15                                             0.35                                              0.1                                               160.3678929765886                                 14.535017905893604                                46.038821628178546
-0.15                                             0.35                                              0.1                                               161.2040133779264                                 19.813897284551913                                49.4390912686124
-0.15                                             0.35                                              0.1                                               162.0401337792642                                 14.118079840592868                                35.736148850561634
-0.15                                             0.35                                              0.1                                               162.87625418060202                                14.118079840592868                                35.736148850561634
-0.15                                             0.35                                              0.1                                               163.71237458193977                                12.222571550827148                                29.085580180928346
-0.15                                             0.35                                              0.1                                               164.54849498327758                                12.16733053574257                                 29.32297220676505
-0.15                                             0.35                                              0.1                                               165.3846153846154                                 14.743419042932704                                33.97365193985435
-0.15                                             0.35                                              0.1                                               166.2207357859532                                 14.743419042932704                                33.97365193985435
-0.15                                             0.35                                              0.1                                               167.05685618729095                                14.743419042932702                                33.97365193985435
-0.15                                             0.35                                              0.1                                               167.89297658862876                                37.93022687795986                                 56.00264899351457
-0.15                                             0.35                                              0.1                                               168.72909698996654                                37.930226877959875                                56.00264899351457
