% Model:              biconAndDipole_box_moveBicon_correctRoomSize_1.15.22.mph
% Version:            COMSOL 5.6.0.401
% Date:               Jan 28 2022, 18:10
% Table:              Table 5 - Global Evaluation 4
% biconX (m)             biconY (m)               biconZ (m)               freq (MHz)               10 * log10( abs(emw.Pport_1) /.001)
-0.698                   0.174                    -1.204                   259.86622073578593       -18.704704196753493
-0.698                   0.174                    -1.204                   260.2006688963211        -18.061802472145853
-0.698                   0.174                    -1.204                   260.53511705685617       -14.776934873827512
-0.698                   0.174                    -1.204                   260.8695652173913        -24.507178751033667
-0.698                   0.174                    -1.204                   261.2040133779264        -21.372148296019695
-0.698                   0.174                    -1.204                   261.53846153846155       -20.0799295002313
-0.698                   0.174                    -1.204                   261.87290969899664       -20.33724273051197
-0.698                   0.174                    -1.204                   262.2073578595318        -19.617253668305054
-0.698                   0.174                    -1.204                   262.5418060200669        -21.765792010746114
-0.698                   0.174                    -1.204                   262.876254180602         -17.447364740909805
-0.698                   0.174                    -1.204                   263.2107023411371        -19.287901120788582
-0.698                   0.174                    -1.204                   263.54515050167225       -22.89578007732279
-0.698                   0.174                    -1.204                   263.87959866220734       -30.537351552213828
-0.698                   0.174                    -1.204                   264.2140468227425        -16.435964228488594
-0.698                   0.174                    -1.204                   264.5484949832776        -21.70235239170958
-0.698                   0.174                    -1.204                   264.8829431438127        -20.208448635861046
-0.698                   0.174                    -1.204                   265.2173913043478        -21.501471324258866
-0.698                   0.174                    -1.204                   265.55183946488296       -22.961191021403167
-0.698                   0.174                    -1.204                   265.88628762541805       -24.171615434413596
-0.698                   0.174                    -1.204                   266.2207357859532        -24.704699154877336
-0.698                   0.174                    -1.204                   266.5551839464883        -25.910426488343372
-0.698                   0.174                    -1.204                   266.88963210702343       -27.104498674416103
-0.698                   0.174                    -1.204                   267.2240802675585        -28.34681600149554
-0.698                   0.174                    -1.204                   267.55852842809367       -29.700368276808156
-0.698                   0.174                    -1.204                   267.89297658862876       -30.553983002900598
-0.698                   0.174                    -1.204                   268.2274247491639        -32.85372283592246
-0.698                   0.174                    -1.204                   268.56187290969893       -34.345930440952756
-0.698                   0.174                    -1.204                   268.896321070234         -36.68251768845204
-0.698                   0.174                    -1.204                   269.2307692307692        -39.541613637893775
-0.698                   0.174                    -1.204                   269.5652173913044        -42.99250932355
-0.698                   0.174                    -1.204                   269.89966555183946       -44.80237643736839
-0.698                   0.174                    -1.204                   270.23411371237455       -36.1669536943069
-0.698                   0.174                    -1.204                   270.5685618729097        -25.54894959621415
-0.698                   0.174                    -1.204                   270.9030100334448        -28.89348476777334
-0.698                   0.174                    -1.204                   271.23745819397993       -29.29844962136238
-0.698                   0.174                    -1.204                   271.571906354515         -28.353122231289642
-0.698                   0.174                    -1.204                   271.90635451505017       -24.78801884821126
-0.698                   0.174                    -1.204                   272.2408026755853        -34.176750126735925
-0.698                   0.174                    -1.204                   272.5752508361204        -29.424708170114616
-0.698                   0.174                    -1.204                   272.90969899665544       -29.129535076653458
-0.698                   0.174                    -1.204                   273.2441471571906        -30.923779691462702
-0.698                   0.174                    -1.204                   273.5785953177258        -33.84593424064725
-0.698                   0.174                    -1.204                   273.9130434782609        -16.254702523944054
-0.698                   0.174                    -1.204                   274.24749163879596       -22.229490150348216
-0.698                   0.174                    -1.204                   274.5819397993311        -23.609406901813998
-0.698                   0.174                    -1.204                   274.91638795986626       -24.37953151166505
-0.698                   0.174                    -1.204                   275.2508361204013        -25.313764442594824
-0.698                   0.174                    -1.204                   275.58528428093643       -27.784995493505345
-0.698                   0.174                    -1.204                   275.9197324414716        -38.395025482580216
-0.698                   0.174                    -1.204                   276.25418060200667       -34.60390279778995
-0.698                   0.174                    -1.204                   276.5886287625418        -28.24785001325919
-0.698                   0.174                    -1.204                   276.9230769230769        -22.822923866221906
-0.698                   0.174                    -1.204                   277.257525083612         -17.88834540628226
-0.698                   0.174                    -1.204                   277.5919732441471        -9.976742241883773
-0.698                   0.174                    -1.204                   277.9264214046823        -30.19088673732575
-0.698                   0.174                    -1.204                   278.2608695652174        -22.752659134580163
-0.698                   0.174                    -1.204                   278.5953177257525        -25.199575211944094
-0.698                   0.174                    -1.204                   278.9297658862876        -54.84297547849663
-0.698                   0.174                    -1.204                   279.26421404682276       -21.761596504985565
-0.698                   0.174                    -1.204                   279.5986622073578        -17.766608756097213
-0.698                   0.174                    -1.204                   279.933110367893         -19.6079212908499
-0.698                   0.174                    -1.204                   280.2675585284281        -27.58433561401858
-0.698                   0.174                    -1.204                   280.60200668896323       -67.14446162859522
-0.698                   0.174                    -1.204                   280.9364548494983        -31.227241111436406
-0.698                   0.174                    -1.204                   281.27090301003346       -25.610262724339343
-0.698                   0.174                    -1.204                   281.6053511705685        -20.940976323917884
-0.698                   0.174                    -1.204                   281.93979933110364       -8.297755015888079
-0.698                   0.174                    -1.204                   282.2742474916388        -44.947366620981136
-0.698                   0.174                    -1.204                   282.6086956521739        -26.30038470421099
-0.698                   0.174                    -1.204                   282.943143812709         -21.901795958133544
-0.698                   0.174                    -1.204                   283.27759197324417       -20.470962400075877
-0.698                   0.174                    -1.204                   283.61204013377926       -19.079013317322545
-0.698                   0.174                    -1.204                   283.9464882943143        -21.6935098984938
-0.698                   0.174                    -1.204                   284.2809364548495        -31.90068985391427
-0.698                   0.174                    -1.204                   284.61538461538464       -26.419703417258873
-0.698                   0.174                    -1.204                   284.94983277591973       -15.66995055423327
-0.698                   0.174                    -1.204                   285.2842809364548        -16.891611489334903
-0.698                   0.174                    -1.204                   285.61872909698997       -9.931480081079787
-0.698                   0.174                    -1.204                   285.95317725752506       -13.79384571993053
-0.698                   0.174                    -1.204                   286.28762541806014       -18.135144207388585
-0.698                   0.174                    -1.204                   286.6220735785953        -21.271300849669956
-0.698                   0.174                    -1.204                   286.95652173913044       -27.04695174933881
-0.698                   0.174                    -1.204                   287.2909698996656        -30.120815861364086
-0.698                   0.174                    -1.204                   287.6254180602007        -35.840635487406026
-0.698                   0.174                    -1.204                   287.95986622073576       -39.97386747218077
-0.698                   0.174                    -1.204                   288.29431438127085       -22.428393364179662
-0.698                   0.174                    -1.204                   288.62876254180605       -23.43683853153697
-0.698                   0.174                    -1.204                   288.96321070234114       -23.089151518305798
-0.698                   0.174                    -1.204                   289.29765886287623       -25.94981956148252
-0.698                   0.174                    -1.204                   289.6321070234114        -20.329073179067905
-0.698                   0.174                    -1.204                   289.96655518394647       -18.381933091296922
-0.698                   0.174                    -1.204                   290.30100334448156       -17.428879626897185
-0.698                   0.174                    -1.204                   290.63545150501665       -15.224458021025987
-0.698                   0.174                    -1.204                   290.96989966555185       -15.534819121326835
-0.698                   0.174                    -1.204                   291.30434782608694       -14.112871102256575
-0.698                   0.174                    -1.204                   291.6387959866221        -14.05500691441583
-0.698                   0.174                    -1.204                   291.9732441471572        -16.010016425397225
-0.698                   0.174                    -1.204                   292.3076923076923        -13.51995178786739
-0.698                   0.174                    -1.204                   292.64214046822735       -14.425812994730236
-0.698                   0.174                    -1.204                   292.97658862876256       -12.476338548633688
-0.698                   0.174                    -1.204                   293.31103678929765       -16.20663125182608
-0.698                   0.174                    -1.204                   293.6454849498328        -19.88208618213416
-0.698                   0.174                    -1.204                   293.9799331103679        -20.919451696815422
-0.698                   0.174                    -1.204                   294.314381270903         -20.486002330733125
-0.698                   0.174                    -1.204                   294.64882943143806       -13.606789439303423
-0.698                   0.174                    -1.204                   294.9832775919732        -26.207794330794112
-0.698                   0.174                    -1.204                   295.31772575250835       -32.33080374863817
-0.698                   0.174                    -1.204                   295.6521739130435        -29.185993488424845
-0.698                   0.174                    -1.204                   295.9866220735786        -23.44631440728277
-0.698                   0.174                    -1.204                   296.3210702341137        -14.175610739625714
-0.698                   0.174                    -1.204                   296.6555183946488        -10.088544546091425
-0.698                   0.174                    -1.204                   296.9899665551839        -18.233305456068564
-0.698                   0.174                    -1.204                   297.32441471571906       -16.938020342801003
-0.698                   0.174                    -1.204                   297.65886287625415       -22.2707399026445
-0.698                   0.174                    -1.204                   297.9933110367893        -24.871917491246318
-0.698                   0.174                    -1.204                   298.32775919732444       -27.520856030329874
-0.698                   0.174                    -1.204                   298.66220735785953       -30.56090183322558
-0.698                   0.174                    -1.204                   298.99665551839456       -14.5086087536866
-0.698                   0.174                    -1.204                   299.3311036789297        -20.615076458763426
-0.698                   0.174                    -1.204                   299.6655518394649        -27.93714255006116
-0.698                   0.174                    -1.204                   300                      -31.899712611867447
-0.698                   0.174                    0.015                    25                       -93.51326208191124
-0.698                   0.174                    0.015                    26                       -94.32947268484315
-0.698                   0.174                    0.015                    27                       -95.45409225101898
-0.698                   0.174                    0.015                    28                       -97.04135432697842
-0.698                   0.174                    0.015                    29                       -99.40898461399415
-0.698                   0.174                    0.015                    30                       -103.40172496637618
-0.698                   0.174                    0.015                    31                       -113.29733703596305
-0.698                   0.174                    0.015                    32                       -110.02826711791218
-0.698                   0.174                    0.015                    33                       -100.66586845548252
-0.698                   0.174                    0.015                    34                       -95.78252974238166
-0.698                   0.174                    0.015                    35                       -92.31942010151043
-0.698                   0.174                    0.015                    36                       -89.56408439029717
-0.698                   0.174                    0.015                    37                       -87.23353405050977
-0.698                   0.174                    0.015                    38                       -85.1859830771134
-0.698                   0.174                    0.015                    39                       -83.34001164814185
-0.698                   0.174                    0.015                    40                       -81.64439415492456
-0.698                   0.174                    0.015                    41                       -80.06469674506049
-0.698                   0.174                    0.015                    42                       -78.57656914002574
-0.698                   0.174                    0.015                    43                       -77.16207893413862
-0.698                   0.174                    0.015                    44                       -75.80756811669731
-0.698                   0.174                    0.015                    45                       -74.50232996421734
-0.698                   0.174                    0.015                    46                       -73.2377551491682
-0.698                   0.174                    0.015                    47                       -72.00675958135034
-0.698                   0.174                    0.015                    48                       -70.80338847960743
-0.698                   0.174                    0.015                    49                       -69.62253458361248
-0.698                   0.174                    0.015                    50                       -68.45973267699763
-0.698                   0.174                    0.015                    50.5                     -67.88384829526753
-0.698                   0.174                    0.015                    51                       -67.3110145393923
-0.698                   0.174                    0.015                    51.5                     -66.74079217810552
-0.698                   0.174                    0.015                    52                       -66.17276206208616
-0.698                   0.174                    0.015                    52.5                     -65.60651797421835
-0.698                   0.174                    0.015                    53                       -65.04166737121237
-0.698                   0.174                    0.015                    53.5                     -64.47782982321814
-0.698                   0.174                    0.015                    54                       -63.91463574719394
-0.698                   0.174                    0.015                    54.5                     -63.351725445484135
-0.698                   0.174                    0.015                    55                       -62.78874847082327
-0.698                   0.174                    0.015                    55.5                     -62.22536334864644
-0.698                   0.174                    0.015                    56                       -61.661237712919224
-0.698                   0.174                    0.015                    56.5                     -61.096048917760726
-0.698                   0.174                    0.015                    57                       -60.52948522510418
-0.698                   0.174                    0.015                    57.5                     -59.961247686485464
-0.698                   0.174                    0.015                    58                       -59.39105287776222
-0.698                   0.174                    0.015                    58.5                     -58.81863669028359
-0.698                   0.174                    0.015                    59                       -58.24375943925992
-0.698                   0.174                    0.015                    59.5                     -57.66621260423542
-0.698                   0.174                    0.015                    60                       -57.085827620873324
-0.698                   0.174                    0.015                    60.5                     -56.502487218445296
-0.698                   0.174                    0.015                    61                       -55.91613992154905
-0.698                   0.174                    0.015                    61.5                     -55.3268184268491
-0.698                   0.174                    0.015                    62                       -54.73466258263799
-0.698                   0.174                    0.015                    62.5                     -54.13994677726705
-0.698                   0.174                    0.015                    63                       -53.54310558078847
-0.698                   0.174                    0.015                    63.5                     -52.94495398885676
-0.698                   0.174                    0.015                    64                       -52.346183136406275
-0.698                   0.174                    0.015                    64.5                     -51.74821808403344
-0.698                   0.174                    0.015                    65                       -51.15272852208452
-0.698                   0.174                    0.015                    65.5                     -50.56189598440717
-0.698                   0.174                    0.015                    66                       -49.97848739418585
-0.698                   0.174                    0.015                    66.5                     -49.405940142654536
-0.698                   0.174                    0.015                    67                       -48.84843300697473
-0.698                   0.174                    0.015                    67.5                     -48.31092320752508
-0.698                   0.174                    0.015                    68                       -47.799124204717586
-0.698                   0.174                    0.015                    68.5                     -47.31939490679586
-0.698                   0.174                    0.015                    69                       -46.87851311354558
-0.698                   0.174                    0.015                    69.5                     -46.483318775552206
-0.698                   0.174                    0.015                    70                       -46.14023889314241
-0.698                   0.174                    0.015                    70.5                     -45.85474317804919
-0.698                   0.174                    0.015                    71                       -45.630817391023434
-0.698                   0.174                    0.015                    71.5                     -45.47056226324331
-0.698                   0.174                    0.015                    72                       -45.37401429703906
-0.698                   0.174                    0.015                    72.5                     -45.33923770212589
-0.698                   0.174                    0.015                    73                       -45.36267006724809
-0.698                   0.174                    0.015                    73.5                     -45.439645484340076
-0.698                   0.174                    0.015                    74                       -45.564990552284655
-0.698                   0.174                    0.015                    74.5                     -45.733596808921575
-0.698                   0.174                    0.015                    75                       -45.94090662898593
-0.698                   0.174                    0.015                    75.5                     -46.1832906891336
-0.698                   0.174                    0.015                    76                       -46.45832976142543
-0.698                   0.174                    0.015                    76.5                     -46.765035678089085
-0.698                   0.174                    0.015                    77                       -47.104040846085944
-0.698                   0.174                    0.015                    77.5                     -47.47769534429764
-0.698                   0.174                    0.015                    78                       -47.89198315434862
-0.698                   0.174                    0.015                    78.5                     -48.35317682491565
-0.698                   0.174                    0.015                    79                       -48.87365541652788
-0.698                   0.174                    0.015                    79.5                     -49.47057253807233
-0.698                   0.174                    0.015                    80                       -50.16953453391948
-0.698                   0.174                    0.015                    80.5                     -51.009704872984756
-0.698                   0.174                    0.015                    81                       -52.053798900723585
-0.698                   0.174                    0.015                    81.5                     -53.409484979016646
-0.698                   0.174                    0.015                    82                       -55.2822858769073
-0.698                   0.174                    0.015                    82.5                     -58.139633567887714
-0.698                   0.174                    0.015                    83                       -63.49027865883379
-0.698                   0.174                    0.015                    83.5                     -99.20252390983761
-0.698                   0.174                    0.015                    84                       -61.656232086089446
-0.698                   0.174                    0.015                    84.5                     -54.89226388359769
-0.698                   0.174                    0.015                    85                       -50.63403210700888
-0.698                   0.174                    0.015                    85.5                     -47.51277277432595
-0.698                   0.174                    0.015                    86                       -45.16763296111179
-0.698                   0.174                    0.015                    86.5                     -43.47967233248201
-0.698                   0.174                    0.015                    87                       -42.37089455326637
-0.698                   0.174                    0.015                    87.5                     -41.7337874887616
-0.698                   0.174                    0.015                    88                       -41.436574185841444
-0.698                   0.174                    0.015                    88.5                     -41.358546397192995
-0.698                   0.174                    0.015                    89                       -41.40688203139122
-0.698                   0.174                    0.015                    89.5                     -41.52213008997354
-0.698                   0.174                    0.015                    90                       -41.66802969107569
-0.698                   0.174                    0.015                    90.5                     -41.82382069507031
-0.698                   0.174                    0.015                    91                       -41.97809578287291
-0.698                   0.174                    0.015                    91.5                     -42.12489992547076
-0.698                   0.174                    0.015                    92                       -42.26139930490714
-0.698                   0.174                    0.015                    92.5                     -42.38652852479832
-0.698                   0.174                    0.015                    93                       -42.500216500981445
-0.698                   0.174                    0.015                    93.5                     -42.60294832526995
-0.698                   0.174                    0.015                    94                       -42.695522272209075
-0.698                   0.174                    0.015                    94.5                     -42.77892179171567
-0.698                   0.174                    0.015                    95                       -42.85427141887467
-0.698                   0.174                    0.015                    95.5                     -42.92278268056301
-0.698                   0.174                    0.015                    96                       -42.985867176918184
-0.698                   0.174                    0.015                    96.5                     -43.045144915720705
-0.698                   0.174                    0.015                    97                       -43.102611497847654
-0.698                   0.174                    0.015                    97.5                     -43.160873450208896
-0.698                   0.174                    0.015                    98                       -43.223574498953894
-0.698                   0.174                    0.015                    98.5                     -43.29619918516417
-0.698                   0.174                    0.015                    99                       -43.3877098609683
-0.698                   0.174                    0.015                    99.5                     -43.51424135612038
-0.698                   0.174                    0.015                    100                      -43.70868580408903
-0.698                   0.174                    0.015                    100.5                    -44.05114113937388
-0.698                   0.174                    0.015                    101                      -44.803832035450164
-0.698                   0.174                    0.015                    101.5                    -47.655709566652874
-0.698                   0.174                    0.015                    102                      -8.571959102426485
-0.698                   0.174                    0.015                    102.5                    -39.38488471986737
-0.698                   0.174                    0.015                    103                      -40.77128034405382
-0.698                   0.174                    0.015                    103.5                    -41.258214817755
-0.698                   0.174                    0.015                    104                      -41.48655219516657
-0.698                   0.174                    0.015                    104.5                    -41.603328459132996
-0.698                   0.174                    0.015                    105                      -41.659607414603755
-0.698                   0.174                    0.015                    105.5                    -41.69682308823405
-0.698                   0.174                    0.015                    106                      -41.68920001042083
-0.698                   0.174                    0.015                    106.5                    -41.67270359716278
-0.698                   0.174                    0.015                    107                      -41.64574190277307
-0.698                   0.174                    0.015                    107.5                    -41.61140333902858
-0.698                   0.174                    0.015                    108                      -41.57257271305281
-0.698                   0.174                    0.015                    108.5                    -41.53222996948121
-0.698                   0.174                    0.015                    109                      -41.49399565898085
-0.698                   0.174                    0.015                    109.5                    -41.46303013712292
-0.698                   0.174                    0.015                    110                      -41.44786769928062
-0.698                   0.174                    0.015                    110.5                    -41.465058126909035
-0.698                   0.174                    0.015                    111                      -41.55470435385877
-0.698                   0.174                    0.015                    111.5                    -41.87542377206286
-0.698                   0.174                    0.015                    112                      -39.394236809480454
-0.698                   0.174                    0.015                    112.5                    -43.0530546339697
-0.698                   0.174                    0.015                    113                      -16.01932449977135
-0.698                   0.174                    0.015                    113.5                    -37.716458086799506
-0.698                   0.174                    0.015                    114                      -38.681906352344775
-0.698                   0.174                    0.015                    114.5                    -38.97161929804133
-0.698                   0.174                    0.015                    115                      -38.90312306775765
-0.698                   0.174                    0.015                    115.5                    -38.92009129542719
-0.698                   0.174                    0.015                    116                      -38.85072824766335
-0.698                   0.174                    0.015                    116.5                    -38.74561192160096
-0.698                   0.174                    0.015                    117                      -38.61644498417864
-0.698                   0.174                    0.015                    117.5                    -38.4684557832261
-0.698                   0.174                    0.015                    118                      -38.304065690936504
-0.698                   0.174                    0.015                    118.5                    -38.12391002826142
-0.698                   0.174                    0.015                    119                      -37.926882264164654
-0.698                   0.174                    0.015                    119.5                    -37.70911483564238
-0.698                   0.174                    0.015                    120                      -37.46007742818986
-0.698                   0.174                    0.015                    120.5                    -37.14517884439149
-0.698                   0.174                    0.015                    121                      -36.558908944032424
-0.698                   0.174                    0.015                    121.5                    -39.55906078022871
-0.698                   0.174                    0.015                    122                      -37.18701171289645
-0.698                   0.174                    0.015                    122.5                    -36.72866491250471
-0.698                   0.174                    0.015                    123                      -36.3813023847285
-0.698                   0.174                    0.015                    123.5                    -36.0535090480382
-0.698                   0.174                    0.015                    124                      -35.72198841591383
-0.698                   0.174                    0.015                    124.5                    -35.37595102322945
-0.698                   0.174                    0.015                    125                      -35.00736672429322
-0.698                   0.174                    0.015                    125.5                    -34.60775041300911
-0.698                   0.174                    0.015                    126                      -34.166067194768296
-0.698                   0.174                    0.015                    126.5                    -33.666115439365214
-0.698                   0.174                    0.015                    127                      -33.08219605743898
-0.698                   0.174                    0.015                    127.5                    -32.37030105542311
-0.698                   0.174                    0.015                    128                      -31.44989960923511
-0.698                   0.174                    0.015                    128.5                    -30.173096408617546
-0.698                   0.174                    0.015                    129                      -28.462062263641606
-0.698                   0.174                    0.015                    129.5                    -30.168573065689554
-0.698                   0.174                    0.015                    130                      -44.192409400823784
-0.698                   0.174                    0.015                    130.5                    -52.76621328106498
-0.698                   0.174                    0.015                    131                      -40.404259139164935
-0.698                   0.174                    0.015                    131.5                    -37.52546169925837
-0.698                   0.174                    0.015                    132                      -36.00137494935303
-0.698                   0.174                    0.015                    132.5                    -34.97828248659117
-0.698                   0.174                    0.015                    133                      -34.20289440013708
-0.698                   0.174                    0.015                    133.5                    -33.574133450158286
-0.698                   0.174                    0.015                    134                      -33.046680323415664
-0.698                   0.174                    0.015                    134.5                    -32.60185726516739
-0.698                   0.174                    0.015                    135                      -32.23825977760376
-0.698                   0.174                    0.015                    135.5                    -31.972434489182536
-0.698                   0.174                    0.015                    136                      -31.852761932701014
-0.698                   0.174                    0.015                    136.5                    -32.02719865280506
-0.698                   0.174                    0.015                    137                      -33.293147680416666
-0.698                   0.174                    0.015                    137.5                    -43.41695212458839
-0.698                   0.174                    0.015                    138                      -27.27269654569339
-0.698                   0.174                    0.015                    138.5                    -29.075810509323293
-0.698                   0.174                    0.015                    139                      -29.97293447226236
-0.698                   0.174                    0.015                    139.5                    -30.929358807490562
-0.698                   0.174                    0.015                    140                      -32.33953422267107
-0.698                   0.174                    0.015                    140.5                    -34.2503986699377
-0.698                   0.174                    0.015                    141                      -37.63322619662675
-0.698                   0.174                    0.015                    141.5                    -45.6761885019868
-0.698                   0.174                    0.015                    142                      -49.06369228338327
-0.698                   0.174                    0.015                    142.5                    -37.97678915329802
-0.698                   0.174                    0.015                    143                      -33.51581338161858
-0.698                   0.174                    0.015                    143.5                    -31.046534339717248
-0.698                   0.174                    0.015                    144                      -29.627881894226643
-0.698                   0.174                    0.015                    144.5                    -28.844475770987824
-0.698                   0.174                    0.015                    145                      -28.45200475846476
-0.698                   0.174                    0.015                    145.5                    -28.2973457969072
-0.698                   0.174                    0.015                    146                      -28.259409330623612
-0.698                   0.174                    0.015                    146.5                    -28.003913667030282
-0.698                   0.174                    0.015                    147                      -29.07504403081265
-0.698                   0.174                    0.015                    147.5                    -29.06059271226447
-0.698                   0.174                    0.015                    148                      -29.24034102697313
-0.698                   0.174                    0.015                    148.5                    -29.457340574637875
-0.698                   0.174                    0.015                    149                      -29.684908760523353
-0.698                   0.174                    0.015                    149.5                    -29.90794008064927
-0.698                   0.174                    0.015                    150                      -29.760617227902383
-0.698                   0.174                    0.015                    150.5                    -30.413737042383996
-0.698                   0.174                    0.015                    151                      -30.619786797149295
-0.698                   0.174                    0.015                    151.5                    -30.82672731135144
-0.698                   0.174                    0.015                    152                      -31.027575099135248
-0.698                   0.174                    0.015                    152.5                    -31.221808590064917
-0.698                   0.174                    0.015                    153                      -31.412146967726684
-0.698                   0.174                    0.015                    153.5                    -31.61310753168251
-0.698                   0.174                    0.015                    154                      -31.263391946091822
-0.698                   0.174                    0.015                    154.5                    -32.11696162232472
-0.698                   0.174                    0.015                    155                      -31.51833403624586
-0.698                   0.174                    0.015                    155.5                    -31.93406866667013
-0.698                   0.174                    0.015                    156                      -32.08687321505493
-0.698                   0.174                    0.015                    156.5                    -32.16874536043295
-0.698                   0.174                    0.015                    157                      -32.26819088408404
-0.698                   0.174                    0.015                    157.5                    -32.327377631537956
-0.698                   0.174                    0.015                    158                      -32.360393044630726
-0.698                   0.174                    0.015                    158.5                    -32.35983963871306
-0.698                   0.174                    0.015                    159                      -32.30796676759183
-0.698                   0.174                    0.015                    159.5                    -32.15884086582384
-0.698                   0.174                    0.015                    160                      -31.754134097467773
-0.698                   0.174                    0.015                    160.5                    -30.004534089189406
-0.698                   0.174                    0.015                    161                      -36.33503408533667
-0.698                   0.174                    0.015                    161.5                    -41.39027705148774
-0.698                   0.174                    0.015                    162                      -35.25779891123646
-0.698                   0.174                    0.015                    162.5                    -35.491160851981306
-0.698                   0.174                    0.015                    163                      -38.03037083975961
-0.698                   0.174                    0.015                    163.5                    -49.2073259094408
-0.698                   0.174                    0.015                    164                      -34.783661974995745
-0.698                   0.174                    0.015                    164.5                    -32.48332549875758
-0.698                   0.174                    0.015                    165                      -31.84554588882002
-0.698                   0.174                    0.015                    165.5                    -31.238659290527842
