Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
30000000,-0.5423868325,-109.2813971,-55.20218369,173.2128547,0.03508892383,-8.456714909,
30071111,-0.5055908397,-109.9484763,-62.26129723,-152.9084277,0.03425029367,-8.77292026,
30142222,-0.5027161814,-110.6829964,-62.01469195,-154.3809893,0.03424480995,-8.780794118,
30213333,-0.500833005,-111.4130696,-62.29850427,-152.8645819,0.03497539786,-8.781059252,
30284444,-0.4994703057,-112.1460265,-61.84502678,-154.6717484,0.03459753855,-8.786630599,
30355555,-0.4989270835,-112.8721267,-62.12927997,-155.3142369,0.03439808039,-8.811441073,
30426666,-0.4977921982,-113.5994438,-62.18539929,-156.369515,0.03563467003,-8.81780059,
30497777,-0.4960345121,-114.3337346,-61.85991808,-155.8092477,0.0341398714,-8.843319622,
30568888,-0.4957250153,-115.0773361,-61.62956981,-156.5414623,0.0338769467,-8.86566237,
30640000,-0.4942553515,-115.8307678,-61.55111993,-156.2659416,0.03328023314,-8.883694374,
30711111,-0.495284552,-116.5673834,-61.5850572,-155.9466911,0.03234960846,-8.910918058,
30782222,-0.4943960737,-117.3116221,-61.51997413,-158.4114878,0.03353114737,-8.935042098,
30853333,-0.4934695391,-118.061923,-61.77158688,-156.3708546,0.03202116587,-8.961816053,
30924444,-0.4740727238,-118.8035976,-60.71704253,-178.0058253,0.0262874858,-8.939616559,
30995555,-0.4901975056,-119.5562144,-61.45239401,-156.6494178,0.03186133775,-9.030009093,
31066666,-0.5033824226,-120.213038,-60.90489084,-160.9669142,0.05081534322,-9.146583326,
31137777,-0.4862831065,-121.063286,-61.20483092,-156.660565,0.03934987716,-9.086259145,
31208888,-0.4901137965,-121.8180654,-61.67577879,-158.5088686,0.03149272545,-9.100244025,
31280000,-0.4911031356,-122.5791056,-61.83690043,-159.0661941,0.0317419107,-9.11938805,
31351111,-0.4905001658,-123.3403662,-61.47210358,-160.3378678,0.03264211949,-9.140677217,
31422222,-0.4903660737,-124.0920008,-61.24065759,-160.855758,0.03212151581,-9.175326909,
31493333,-0.4907212377,-124.8596855,-61.21704467,-160.6036536,0.03325844151,-9.201804635,
31564444,-0.4903722868,-125.6189959,-61.50795434,-161.5880129,0.03261036277,-9.21752194,
