Frequency,S11_Magnitude,S11_Phase,S12_Magnitude,S12_Phase,S22_Magnitude,S22_Phase,
30000000,-0.654720328,-112.7705821,-60.19287602,120.2855257,-0.02275243727,-8.723870544,
30071111,-0.5940205547,-113.4917314,-79.72548542,-151.0699334,0.03533481029,-8.777360733,
30142222,-0.5872929624,-114.2183118,-78.28890991,-148.3062741,0.03467044919,-8.794112484,
30213333,-0.583519445,-114.9462471,-79.68266684,-136.2384492,0.03465660565,-8.802655719,
30284444,-0.581938647,-115.6732427,-77.27291455,-142.7531631,0.03410358716,-8.805561882,
30355555,-0.5787171859,-116.4063912,-78.27150169,-138.0460042,0.03393202867,-8.826640279,
30426666,-0.5744100797,-117.1364044,-82.0949972,-132.843477,0.03540047148,-8.828582573,
30497777,-0.5703786257,-117.8790649,-80.84323046,-132.8026388,0.0346399094,-8.854547988,
30568888,-0.5674694874,-118.6055654,-80.89342871,-134.1966945,0.03477634025,-8.880115988,
30640000,-0.5635099079,-119.3464689,-79.58318697,-129.9598173,0.03449970198,-8.904492909,
30711111,-0.5616416522,-120.0882385,-81.32119462,-110.9651739,0.03294707134,-8.923624908,
30782222,-0.5589110055,-120.8385353,-86.56943117,-122.4672477,0.03252121273,-8.949762088,
30853333,-0.552956806,-121.6100576,-87.19990062,-115.3076119,0.03204389076,-8.971748474,
30924444,-0.5366657567,-122.3527327,-85.38624788,-127.2649634,0.02757962419,-8.980693788,
30995555,-0.5463993367,-123.1289657,-86.42633514,-79.78241613,0.03142641578,-9.04367435,
31066666,-0.5479828891,-123.8304064,-73.47726224,-154.9267386,0.07231604875,-9.187778019,
31137777,-0.5472184174,-124.6637841,-90.05860211,-76.83731971,0.02085640703,-9.13991899,
31208888,-0.5371071236,-125.4087324,-88.21539084,-144.8126074,0.03144186928,-9.085591903,
31280000,-0.5346987094,-126.1644734,-90.38300623,175.6709081,0.03208180652,-9.110556463,
31351111,-0.5313894829,-126.9280422,-90.31290615,-174.9494843,0.03248894558,-9.142466554,
