ACQ NUM,DATETIME,SWITCH_POS,ANT POS IDX,LEN FFT LOG2,SAMPLE RATE MHZ,AMP1,AMP2,VOLTAGE,PATCH PANNEL,HPF,LPF,ATTENUATOR,ADC,CLOCK,File Number
414, 2023-03-31 23:49:59.428389, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
415, 2023-03-31 23:54:13.633004, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
416, 2023-03-31 23:58:27.837451, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
417, 2023-04-01 00:02:42.041937, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
418, 2023-04-01 00:06:56.246580, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
419, 2023-04-01 00:11:10.451141, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
420, 2023-04-01 00:15:24.655600, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
421, 2023-04-01 00:19:38.860172, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
422, 2023-04-01 00:23:53.064626, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
423, 2023-04-01 00:28:07.269298, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
424, 2023-04-01 00:32:21.473761, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
425, 2023-04-01 00:36:35.678312, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
426, 2023-04-01 00:40:49.882753, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
427, 2023-04-01 00:45:04.087375, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
428, 2023-04-01 00:49:18.291930, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
429, 2023-04-01 00:53:32.496452, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
430, 2023-04-01 00:57:46.701005, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
431, 2023-04-01 01:02:00.905467, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 26
432, 2023-04-01 01:06:15.109994, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
433, 2023-04-01 01:10:29.314619, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
434, 2023-04-01 01:14:43.519155, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
435, 2023-04-01 01:18:57.723713, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
436, 2023-04-01 01:23:11.928234, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
437, 2023-04-01 01:27:26.132767, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
438, 2023-04-01 01:31:40.337233, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
439, 2023-04-01 01:35:54.541848, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
440, 2023-04-01 01:40:08.746293, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
441, 2023-04-01 01:44:22.950865, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
442, 2023-04-01 01:48:37.155377, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
443, 2023-04-01 01:52:51.359932, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
444, 2023-04-01 01:57:05.564468, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
445, 2023-04-01 02:01:19.781751, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
446, 2023-04-01 02:05:33.986375, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
447, 2023-04-01 02:09:48.190852, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 27
448, 2023-04-01 02:14:02.395372, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
449, 2023-04-01 02:18:16.599845, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
450, 2023-04-01 02:22:30.804457, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
451, 2023-04-01 02:26:45.008958, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
452, 2023-04-01 02:30:59.213425, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
453, 2023-04-01 02:35:13.417920, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
454, 2023-04-01 02:39:27.622541, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
455, 2023-04-01 02:43:41.827068, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
456, 2023-04-01 02:47:56.031457, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
457, 2023-04-01 02:52:10.236054, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
458, 2023-04-01 02:56:24.440601, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
459, 2023-04-01 03:00:38.645182, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
460, 2023-04-01 03:04:52.849681, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
461, 2023-04-01 03:09:07.054236, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
462, 2023-04-01 03:13:21.258818, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
463, 2023-04-01 03:17:35.463378, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 28
464, 2023-04-01 03:21:49.667898, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
465, 2023-04-01 03:26:03.872422, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
466, 2023-04-01 03:30:18.077001, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
467, 2023-04-01 03:34:32.281546, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
468, 2023-04-01 03:38:46.486083, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
469, 2023-04-01 03:43:00.690617, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
470, 2023-04-01 03:47:14.895166, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
471, 2023-04-01 03:51:29.099511, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
472, 2023-04-01 03:55:43.304155, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
473, 2023-04-01 03:59:57.508680, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
474, 2023-04-01 04:04:11.713158, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
475, 2023-04-01 04:08:25.917756, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
476, 2023-04-01 04:12:40.122225, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
477, 2023-04-01 04:16:54.326847, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
478, 2023-04-01 04:21:08.531308, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
479, 2023-04-01 04:25:22.735937, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 29
480, 2023-04-01 04:29:36.940490, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
481, 2023-04-01 04:33:51.144967, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
482, 2023-04-01 04:38:05.349336, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
483, 2023-04-01 04:42:19.554078, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
484, 2023-04-01 04:46:33.758618, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
485, 2023-04-01 04:50:47.963170, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
486, 2023-04-01 04:55:02.167617, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
487, 2023-04-01 04:59:16.372170, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
488, 2023-04-01 05:03:30.576811, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
489, 2023-04-01 05:07:44.781291, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
490, 2023-04-01 05:11:58.998491, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
491, 2023-04-01 05:16:13.202947, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
492, 2023-04-01 05:20:27.407469, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
493, 2023-04-01 05:24:41.612098, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
494, 2023-04-01 05:28:55.816556, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
495, 2023-04-01 05:33:10.021153, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 30
496, 2023-04-01 05:37:24.225530, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
497, 2023-04-01 05:41:38.430239, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
498, 2023-04-01 05:45:52.634815, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
499, 2023-04-01 05:50:06.839317, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
500, 2023-04-01 05:54:21.043751, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
501, 2023-04-01 05:58:35.248288, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
502, 2023-04-01 06:02:49.452938, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
503, 2023-04-01 06:07:03.657432, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
504, 2023-04-01 06:11:17.861950, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
505, 2023-04-01 06:15:32.066388, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
506, 2023-04-01 06:19:46.270916, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
507, 2023-04-01 06:24:00.475443, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
508, 2023-04-01 06:28:14.680001, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
509, 2023-04-01 06:32:28.884572, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
510, 2023-04-01 06:36:43.089156, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
511, 2023-04-01 06:40:57.293621, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 31
512, 2023-04-01 06:45:11.498226, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
513, 2023-04-01 06:49:25.702667, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
514, 2023-04-01 06:53:39.907225, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
515, 2023-04-01 06:57:54.111673, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
516, 2023-04-01 07:02:08.316394, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
517, 2023-04-01 07:06:22.520846, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
518, 2023-04-01 07:10:36.725441, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
519, 2023-04-01 07:14:50.929918, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
520, 2023-04-01 07:19:05.134533, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
521, 2023-04-01 07:23:19.338986, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
522, 2023-04-01 07:27:33.543496, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
523, 2023-04-01 07:31:47.748108, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
524, 2023-04-01 07:36:01.952597, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
525, 2023-04-01 07:40:16.157170, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
526, 2023-04-01 07:44:30.361612, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
527, 2023-04-01 07:48:44.566232, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 32
528, 2023-04-01 07:52:58.770731, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
529, 2023-04-01 07:57:12.975298, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
530, 2023-04-01 08:01:27.179738, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
531, 2023-04-01 08:05:41.384393, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
532, 2023-04-01 08:09:55.588910, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
533, 2023-04-01 08:14:09.806093, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
534, 2023-04-01 08:18:24.010671, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
535, 2023-04-01 08:22:38.215233, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
536, 2023-04-01 08:26:52.419782, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
537, 2023-04-01 08:31:06.624301, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
538, 2023-04-01 08:35:20.828770, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
539, 2023-04-01 08:39:35.033319, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
540, 2023-04-01 08:43:49.237835, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
541, 2023-04-01 08:48:03.442396, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
542, 2023-04-01 08:52:17.646834, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
543, 2023-04-01 08:56:31.851474, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 33
544, 2023-04-01 09:00:46.055919, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
545, 2023-04-01 09:05:00.260547, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
546, 2023-04-01 09:09:14.465071, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
547, 2023-04-01 09:13:28.669561, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
548, 2023-04-01 09:17:42.874085, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
549, 2023-04-01 09:21:57.078680, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 34
