ACQ NUM,DATETIME,SWITCH_POS,ANT POS IDX,LEN FFT LOG2,SAMPLE RATE MHZ,AMP1,AMP2,VOLTAGE,PATCH PANNEL,HPF,LPF,ATTENUATOR,ADC,CLOCK,File Number
278, 2023-03-31 14:13:47.572393, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
279, 2023-03-31 14:18:01.777007, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
280, 2023-03-31 14:22:15.981519, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
281, 2023-03-31 14:26:30.186080, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
282, 2023-03-31 14:30:44.390626, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
283, 2023-03-31 14:34:58.595074, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
284, 2023-03-31 14:39:12.799645, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
285, 2023-03-31 14:43:27.004566, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
286, 2023-03-31 14:47:41.208840, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
287, 2023-03-31 14:51:55.426048, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 17
288, 2023-03-31 14:56:09.630533, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
289, 2023-03-31 15:00:23.835023, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
290, 2023-03-31 15:04:38.039742, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
291, 2023-03-31 15:08:52.244239, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
292, 2023-03-31 15:13:06.448772, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
293, 2023-03-31 15:17:20.653232, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
294, 2023-03-31 15:21:34.857891, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
295, 2023-03-31 15:25:49.062411, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
296, 2023-03-31 15:30:03.266812, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
297, 2023-03-31 15:34:17.471440, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
298, 2023-03-31 15:38:31.675992, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
299, 2023-03-31 15:42:45.880520, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
300, 2023-03-31 15:47:00.085068, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
301, 2023-03-31 15:51:14.289628, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
302, 2023-03-31 15:55:28.494106, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
303, 2023-03-31 15:59:42.698727, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 18
304, 2023-03-31 16:03:56.903281, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
305, 2023-03-31 16:08:11.107804, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
306, 2023-03-31 16:12:25.312323, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
307, 2023-03-31 16:16:39.517017, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
308, 2023-03-31 16:20:53.721464, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
309, 2023-03-31 16:25:07.926057, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
310, 2023-03-31 16:29:22.130543, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
311, 2023-03-31 16:33:36.335206, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
312, 2023-03-31 16:37:50.539608, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
313, 2023-03-31 16:42:04.744159, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
314, 2023-03-31 16:46:18.948746, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
315, 2023-03-31 16:50:33.153212, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
316, 2023-03-31 16:54:47.357775, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
317, 2023-03-31 16:59:01.562406, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
318, 2023-03-31 17:03:15.766926, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
319, 2023-03-31 17:07:29.971532, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 19
320, 2023-03-31 17:11:44.176057, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
321, 2023-03-31 17:15:58.380638, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
322, 2023-03-31 17:20:12.585095, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
323, 2023-03-31 17:24:26.789748, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
324, 2023-03-31 17:28:40.994217, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
325, 2023-03-31 17:32:55.198765, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
326, 2023-03-31 17:37:09.403314, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
327, 2023-03-31 17:41:23.607888, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
328, 2023-03-31 17:45:37.812385, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
329, 2023-03-31 17:49:52.016942, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
330, 2023-03-31 17:54:06.221433, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
331, 2023-03-31 17:58:20.425996, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
332, 2023-03-31 18:02:34.630576, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
333, 2023-03-31 18:06:48.835093, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
334, 2023-03-31 18:11:03.039625, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
335, 2023-03-31 18:15:17.244306, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 20
336, 2023-03-31 18:19:31.448735, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
337, 2023-03-31 18:23:45.653299, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
338, 2023-03-31 18:27:59.857849, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
339, 2023-03-31 18:32:14.062384, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
340, 2023-03-31 18:36:28.266919, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
341, 2023-03-31 18:40:42.471600, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
342, 2023-03-31 18:44:56.675990, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
343, 2023-03-31 18:49:10.880652, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
344, 2023-03-31 18:53:25.085121, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
345, 2023-03-31 18:57:39.289632, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
346, 2023-03-31 19:01:53.494213, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
347, 2023-03-31 19:06:07.698838, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
348, 2023-03-31 19:10:21.903317, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
349, 2023-03-31 19:14:36.107840, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
350, 2023-03-31 19:18:50.312489, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
351, 2023-03-31 19:23:04.517024, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 21
352, 2023-03-31 19:27:18.721460, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
353, 2023-03-31 19:31:32.938759, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
354, 2023-03-31 19:35:47.143220, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
355, 2023-03-31 19:40:01.347897, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
356, 2023-03-31 19:44:15.552465, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
357, 2023-03-31 19:48:29.756928, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
358, 2023-03-31 19:52:43.961465, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
359, 2023-03-31 19:56:58.166059, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
360, 2023-03-31 20:01:12.370575, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
361, 2023-03-31 20:05:26.575076, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
362, 2023-03-31 20:09:40.779628, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
363, 2023-03-31 20:13:54.984152, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
364, 2023-03-31 20:18:09.188766, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
365, 2023-03-31 20:22:23.393436, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
366, 2023-03-31 20:26:37.597799, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
367, 2023-03-31 20:30:51.802393, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 22
368, 2023-03-31 20:35:06.006834, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
369, 2023-03-31 20:39:20.211457, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
370, 2023-03-31 20:43:34.415927, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
371, 2023-03-31 20:47:48.620457, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
372, 2023-03-31 20:52:02.825027, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
373, 2023-03-31 20:56:17.029630, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
374, 2023-03-31 21:00:31.234142, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
375, 2023-03-31 21:04:45.438607, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
376, 2023-03-31 21:08:59.643176, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
377, 2023-03-31 21:13:13.847781, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
378, 2023-03-31 21:17:28.052340, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
379, 2023-03-31 21:21:42.256844, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
380, 2023-03-31 21:25:56.461427, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
381, 2023-03-31 21:30:10.665929, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
382, 2023-03-31 21:34:24.870392, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
383, 2023-03-31 21:38:39.074988, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 23
384, 2023-03-31 21:42:53.279592, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
385, 2023-03-31 21:47:07.484077, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
386, 2023-03-31 21:51:21.688615, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
387, 2023-03-31 21:55:35.893142, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
388, 2023-03-31 21:59:50.097624, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
389, 2023-03-31 22:04:04.302295, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
390, 2023-03-31 22:08:18.506760, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
391, 2023-03-31 22:12:32.711274, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
392, 2023-03-31 22:16:46.915817, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
393, 2023-03-31 22:21:01.120448, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
394, 2023-03-31 22:25:15.324925, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
395, 2023-03-31 22:29:29.529489, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
396, 2023-03-31 22:33:43.733999, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
397, 2023-03-31 22:37:57.938550, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
398, 2023-03-31 22:42:12.143150, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
399, 2023-03-31 22:46:26.347635, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 24
400, 2023-03-31 22:50:40.552200, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
401, 2023-03-31 22:54:54.756708, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
402, 2023-03-31 22:59:08.961223, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
403, 2023-03-31 23:03:23.165774, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
404, 2023-03-31 23:07:37.370382, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
405, 2023-03-31 23:11:51.574914, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
406, 2023-03-31 23:16:05.792089, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
407, 2023-03-31 23:20:19.996698, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
408, 2023-03-31 23:24:34.201169, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
409, 2023-03-31 23:28:48.405691, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
410, 2023-03-31 23:33:02.610198, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
411, 2023-03-31 23:37:16.814808, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
412, 2023-03-31 23:41:31.019377, 0, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
413, 2023-03-31 23:45:45.223928, 1, 0, 24, 660.0, PAS_1012, ZKL_9VNom, 9V_REG, YES, 288S+, HSP50+, 13dB_FIXED, ADQ32, SRS_VIA_VALON, 25
