Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor
125953333,-3.466717942,0.6709097494,-46.07162024,0.4654494398,-0.4831942785,1.038124095
126035555,-3.470270016,0.6706354385,-46.26325571,0.4636410703,-0.4845501515,1.04509756
126117777,-3.471823937,0.6705154713,-46.46967769,0.4618097294,-0.4861304055,1.052663845
126200000,-3.477481305,0.6700788877,-46.69246341,0.4596165417,-0.487604707,1.0608946
126282222,-3.478708151,0.6699842485,-46.89744627,0.4578044693,-0.4891768199,1.068527838
126364444,-3.481404278,0.6697763156,-47.10421769,0.4558945971,-0.4906734447,1.076287036
126446666,-3.485767101,0.6694399791,-47.34434232,0.4536063054,-0.4923324134,1.085373831
126528888,-3.489679836,0.6691384842,-47.51691959,0.451917703,-0.4934741136,1.091955704
126611111,-3.4923906,0.6689296865,-47.76672956,0.4496215206,-0.4952851842,1.101560227
126693333,-3.491591048,0.6689912656,-47.98142797,0.4478036578,-0.497012271,1.109888815
126775555,-3.497557325,0.6685318979,-48.1929045,0.4456599325,-0.4983192983,1.118160422
126857777,-3.499681576,0.6683684194,-48.38990081,0.4438354041,-0.4997264033,1.125927312
126940000,-3.504870854,0.6679692302,-48.60586126,0.4416847186,-0.5010963,1.13451129
127022222,-3.507169979,0.6677924445,-48.83095956,0.4395962798,-0.5026945988,1.143536972
127104444,-3.511332543,0.667472493,-49.07309566,0.4372583382,-0.5043061319,1.153336799
127186666,-3.517265897,0.6670166965,-49.28284499,0.4351119125,-0.5055580056,1.161903389
127268888,-3.519877541,0.6668161703,-49.49122377,0.4331401224,-0.506984654,1.170486473
127351111,-3.524158301,0.6664876171,-49.70580553,0.431025872,-0.5083526743,1.179401765
127433333,-3.527820873,0.6662066391,-49.92303889,0.4289144931,-0.5097682253,1.188507811
127515555,-3.533074271,0.6658038259,-50.14783513,0.4266530285,-0.5111378756,1.19801769
127597777,-3.535641448,0.6656070719,-50.35981461,0.4246335137,-0.5125613654,1.207067622
127680000,-3.539144685,0.6653386701,-50.56968357,0.4225827333,-0.5139060024,1.216107432
127762222,-3.543344011,0.6650170796,-50.75576507,0.4207080303,-0.5150266687,1.22419025
127844444,-3.550513232,0.6644684096,-50.98785307,0.4182729864,-0.5163002771,1.234361993
127926666,-3.555318637,0.664100899,-51.21122448,0.4160267545,-0.5176405544,1.244248234
128008888,-3.561999836,0.663590268,-51.42834519,0.4137438133,-0.5188141293,1.25395018
128091111,-3.565260315,0.6633412186,-51.66296161,0.4114614134,-0.5203086368,1.264538107
128173333,-3.570245986,0.6629605722,-51.88241305,0.4092305756,-0.5215813036,1.274541383
128255555,-3.573445388,0.6627164192,-52.09788969,0.4071161487,-0.5229239846,1.284458959
128337777,-3.57756756,0.6624019801,-52.29976583,0.4050788643,-0.5241063794,1.293837881
128420000,-3.584179215,0.6618979549,-52.51999181,0.4027546943,-0.5252595158,1.304167334
128502222,-3.586047708,0.6617555839,-52.75892462,0.4004746216,-0.5268211559,1.315491988
128584444,-3.590971603,0.6613805514,-52.97420485,0.3982665135,-0.5280227438,1.325802512
128666666,-3.594415236,0.6611183905,-53.19406678,0.3960803345,-0.5293372222,1.33643904
128748888,-3.598588284,0.6608008391,-53.38892977,0.3940883898,-0.5304263286,1.345957766
128831111,-3.605767591,0.660254881,-53.6019108,0.3917899929,-0.5314481248,1.356461713
128913333,-3.607585851,0.660116681,-53.8575156,0.3893337251,-0.533079059,1.369208534
128995555,-3.611633688,0.6598091222,-54.06801985,0.3871920905,-0.5342568322,1.379823724
129077777,-3.618434274,0.6592927292,-54.27806694,0.3849294033,-0.5352534515,1.390523683
129160000,-3.62178615,0.6590383579,-54.50565827,0.3826525349,-0.536571146,1.40224119
129242222,-3.625858152,0.6587294688,-54.7136844,0.3805234326,-0.5377047799,1.413066145
129324444,-3.632968529,0.6581904453,-54.93669897,0.3781179675,-0.5387406287,1.424795104
129406666,-3.634040348,0.6581092312,-55.17998525,0.3757806207,-0.5402746387,1.437739492
129488888,-3.643013192,0.6574297311,-55.45528924,0.3727949842,-0.5415143129,1.452579396
129571111,-3.644779612,0.6572960454,-55.65245099,0.3708539371,-0.5426835622,1.463335044
129653333,-3.65388568,0.6566073139,-55.88813697,0.368232231,-0.5436342417,1.476335301
129735555,-3.658201907,0.6562811111,-56.12099175,0.3658379829,-0.5448554552,1.489335391
129817777,-3.663572991,0.6558754127,-56.34798198,0.3634517323,-0.5459628149,1.502160442
129900000,-3.66886882,0.6554756441,-56.5693416,0.3611194793,-0.5470292878,1.514815232
129982222,-3.676397203,0.6549077652,-56.82067409,0.3584056471,-0.548132806,1.529364313
130064444,-3.682913234,0.6544166469,-57.04991885,0.35594254,-0.5491503036,1.542806049
130146666,-3.689788838,0.6538988267,-57.28663346,0.353390873,-0.5501804853,1.556861049
130228888,-3.697591896,0.6533116538,-57.53433672,0.350693826,-0.5512077261,1.571763416
130311111,-3.704944226,0.6527588801,-57.74785266,0.3483423036,-0.552043291,1.584772464
130393333,-3.711621957,0.6522572305,-57.99048214,0.3457355543,-0.5530880773,1.599743128
130475555,-3.719790066,0.6516441438,-58.24116519,0.3429896621,-0.5540741663,1.615425266
130557777,-3.729742695,0.6508978923,-58.45762818,0.3405035458,-0.5547300258,1.629146106
130640000,-3.736672929,0.6503787658,-58.69992121,0.337884963,-0.5557214147,1.644705967
130722222,-3.745780219,0.6496971909,-58.92744632,0.3353237238,-0.5564750131,1.659515786
130804444,-3.75457092,0.6490399866,-59.15971395,0.3327282033,-0.5572655085,1.674837008
130886666,-3.761590906,0.6485156406,-59.38242403,0.3302925383,-0.5581033733,1.689724437
130968888,-3.773017578,0.6476630506,-59.61258589,0.3276166545,-0.5586902136,1.705316888
131051111,-3.781428866,0.6470361668,-59.85037985,0.324980256,-0.5595030244,1.721652359
131133333,-3.790528527,0.6463586626,-60.06754465,0.3225192154,-0.5601436213,1.736775964
131215555,-3.79881128,0.645742597,-60.29267317,0.3200104926,-0.5608714525,1.75266582
131297777,-3.807465619,0.6450995204,-60.53126814,0.3173557452,-0.5616393168,1.769746807
131380000,-3.815699435,0.6444882861,-60.75117371,0.3148991474,-0.5623199071,1.785714289
131462222,-3.822401724,0.6439911718,-60.97165411,0.312491732,-0.5630928402,1.801944764
131544444,-3.832770133,0.6432228934,-61.20890766,0.3097873573,-0.5637086871,1.819663307
131626666,-3.840507584,0.6426501612,-61.44985608,0.3071403118,-0.5645033734,1.837933191
131708888,-3.852112701,0.6417920971,-61.65680176,0.3046920248,-0.5648538447,1.853851754
131791111,-3.862316041,0.6410386246,-61.89770187,0.3019594895,-0.5654652818,1.872652795
131873333,-3.870244194,0.6404537757,-62.10434713,0.2996444712,-0.5660337708,1.889017904
131955555,-3.875335129,0.6400785058,-62.34232515,0.2971166763,-0.5669410677,1.908142871
132037777,-3.886776369,0.6392359357,-62.56818322,0.2944913447,-0.5673600527,1.926576325
132120000,-3.895418821,0.6386002128,-62.78897523,0.2920121183,-0.5679253072,1.944868968
132202222,-3.904291128,0.63794824,-62.99859513,0.2896363775,-0.5684089423,1.962491546
132284444,-3.913504269,0.6372719257,-63.22313136,0.2871019322,-0.5689358381,1.981651024
132366666,-3.922181564,0.6366356022,-63.43915011,0.2846703422,-0.5694450687,2.000366685
132448888,-3.932503834,0.6358794769,-63.68256603,0.2819133212,-0.5699715681,2.021797217
132531111,-3.939661768,0.6353556724,-63.87557412,0.2797610612,-0.5704477005,2.039053248
132613333,-3.949932049,0.6346048656,-64.09025205,0.2772936594,-0.5708165747,2.058527324
132695555,-3.955816822,0.6341750603,-64.31396833,0.2748764546,-0.5715076044,2.079143538
132777777,-3.964599985,0.6335341073,-64.55114549,0.2722329169,-0.5720618009,2.101368958
132860000,-3.971553099,0.6330271618,-64.80610338,0.2694688401,-0.5728088091,2.125695902
132942222,-3.979972038,0.6324138873,-65.01944877,0.2670750855,-0.573252321,2.146408827
133024444,-3.985782185,0.6319909958,-65.23750508,0.2647143412,-0.5738805941,2.167924079
133106666,-3.993736924,0.6314124687,-65.46708032,0.2621725587,-0.5744103543,2.190962918
133188888,-4.000841995,0.6308961836,-65.7088629,0.2595338902,-0.5750410023,2.215668258
133271111,-4.010432594,0.6301999586,-65.93557111,0.2569726442,-0.5754277087,2.239256674
133353333,-4.018570936,0.6296097622,-66.19650349,0.2541112125,-0.5760520327,2.266928827
133435555,-4.0269304,0.6290041054,-66.42412298,0.2515784854,-0.5765018909,2.291538921
133517777,-4.033419772,0.6285343415,-66.66357958,0.2489808303,-0.5771169419,2.317917172
133600000,-4.040026884,0.6280564149,-66.92501767,0.2461575722,-0.5778073295,2.347306745
133682222,-4.049234714,0.627390971,-67.17122561,0.2434142106,-0.5782464462,2.375565686
133764444,-4.058285604,0.6267375561,-67.4149432,0.2407013969,-0.5786733118,2.40411281
133846666,-4.06774716,0.6260552214,-67.65271333,0.2380384742,-0.5790361173,2.432531629
133928888,-4.077372567,0.6253618326,-67.87846989,0.2354940059,-0.5793271916,2.46005069
134011111,-4.086839528,0.624680607,-68.14839713,0.2325085683,-0.5797979186,2.493662589
134093333,-4.094440805,0.6241341698,-68.39188612,0.2298412891,-0.5802727322,2.524667063
134175555,-4.106268439,0.6232848605,-68.65583233,0.2268565771,-0.5805343321,2.559036813
134257777,-4.116489349,0.6225518565,-68.87321467,0.2243881817,-0.5807071189,2.587957683
134340000,-4.125469189,0.6219085686,-69.12800374,0.221574429,-0.581098133,2.622586621
134422222,-4.134208511,0.621283149,-69.37837572,0.2188127604,-0.5814754742,2.657411173
134504444,-4.145764797,0.6204571022,-69.64024616,0.2158654567,-0.5816950406,2.694711091
134586666,-4.155220123,0.6197820496,-69.87471744,0.2132509196,-0.581939717,2.728896635
134668888,-4.167090451,0.6189356203,-70.14238904,0.2102424068,-0.5821335177,2.768868215
134751111,-4.179411367,0.6180582838,-70.38426957,0.2074884681,-0.582189469,2.805888318
134833333,-4.19095783,0.6172372227,-70.66253219,0.2043866924,-0.5824155468,2.849576653
134915555,-4.200988818,0.6165248115,-70.9120035,0.2016158973,-0.5826267014,2.889785524
134997777,-4.215657748,0.615484489,-71.16238754,0.1987319798,-0.5825176018,2.931171936
135080000,-4.229019801,0.6145383782,-71.42938415,0.1957140064,-0.5825405102,2.976488606
135162222,-4.238039023,0.6139005873,-71.66144661,0.1931523016,-0.5827230212,3.016909539
135244444,-4.250572845,0.6130153617,-71.92169788,0.1902287494,-0.5827528264,3.063431938
135326666,-4.265933173,0.6119322492,-72.1548694,0.1875236889,-0.5824911533,3.106227041
135408888,-4.277075682,0.6111477482,-72.40837477,0.1847075275,-0.5825673346,3.153998878
135491111,-4.29048962,0.6102046587,-72.64761799,0.1819920926,-0.582433347,3.200322271
135573333,-4.30153277,0.6094293438,-72.91479266,0.1790464093,-0.5825345555,3.253539446
135655555,-4.313847944,0.6085658847,-73.15412019,0.1763613475,-0.5824509517,3.302599804
135737777,-4.329111076,0.6074974316,-73.3855383,0.1737018882,-0.5821346781,3.351343409
135820000,-4.339049103,0.6068027563,-73.64264897,0.1708922213,-0.5822417314,3.40706983
135902222,-4.351265795,0.605949889,-73.88609248,0.1681800932,-0.5821432163,3.4614276
135984444,-4.361694056,0.6052228234,-74.11468433,0.1656571883,-0.5821102661,3.513945106
136066666,-4.375729507,0.6042456389,-74.35708265,0.1629295199,-0.5818649016,3.571267516
136148888,-4.386221543,0.603516187,-74.60416511,0.1602251177,-0.5818588313,3.631508216
136231111,-4.399354512,0.6026043667,-74.85526038,0.1574354056,-0.5816752666,3.694691574
136313333,-4.409670638,0.6018890857,-75.08717524,0.1548956114,-0.5816165584,3.75489372
136395555,-4.421585364,0.6010640202,-75.34360014,0.1520823083,-0.5815057419,3.82362517
136477777,-4.432338799,0.6003203424,-75.58899634,0.149405265,-0.5814314923,3.891639912
136560000,-4.440660757,0.5997454504,-75.85950212,0.1465180997,-0.5815729118,3.969290572
136642222,-4.453367392,0.598868721,-76.10056278,0.1438593505,-0.5813331508,4.040982729
136724444,-4.462572849,0.5982343657,-76.37735544,0.1408998879,-0.5814048313,4.126368302
136806666,-4.476084732,0.597304468,-76.63817067,0.1380369341,-0.5811354681,4.209999822
136888888,-4.486967832,0.5965565361,-76.88775358,0.1353345057,-0.5810028161,4.293087066
136971111,-4.498063446,0.5957949636,-77.15249927,0.1324790992,-0.5808794427,4.384687441
137053333,-4.507850248,0.5951240314,-77.42127852,0.1296065818,-0.580839691,4.481560139
137135555,-4.518380165,0.5944029988,-77.68265978,0.1268016577,-0.5807204702,4.579754561
137217777,-4.534581292,0.5932953375,-77.9461855,0.1238980519,-0.5802142969,4.682997738
137300000,-4.544391726,0.5926256078,-78.23812632,0.1208035532,-0.5801823959,4.802693139
137382222,-4.557029131,0.5917640029,-78.48790126,0.1181012143,-0.5798592401,4.909849942
137464444,-4.568120138,0.5910088621,-78.75924727,0.1152065545,-0.5796713939,5.03158346
137546666,-4.582579176,0.5900258527,-79.04236295,0.1121539754,-0.5792684979,5.1649395
137628888,-4.595532546,0.5891465959,-79.32938639,0.1090879269,-0.5789590104,5.307269343
137711111,-4.609273505,0.5882153109,-79.5775953,0.1064103514,-0.5785102324,5.436597329
137793333,-4.622632214,0.5873113439,-79.84234421,0.1035766583,-0.5781059509,5.581430802
137875555,-4.635818787,0.5864203876,-80.12797359,0.1005406722,-0.5777373488,5.746304814
137957777,-4.652101108,0.5853221303,-80.42694006,0.09734206721,-0.5771711343,5.929308374
138040000,-4.666153321,0.5843759496,-80.68551751,0.09458315284,-0.5766708573,6.096972241
138122222,-4.681777269,0.5833257345,-80.96821508,0.09157185188,-0.5760933157,6.291161573
138204444,-4.694071674,0.5825006527,-81.26665731,0.08844459151,-0.5757469623,6.509691011
138286666,-4.711839054,0.5813103391,-81.55189699,0.08540235189,-0.5750027379,6.732867716
138368888,-4.72732717,0.5802747077,-81.8061853,0.08270195993,-0.5743510444,6.944829904
138451111,-4.740167061,0.579417552,-82.09543746,0.07968348407,-0.573912225,7.202398736
138533333,-4.756509821,0.5783283856,-82.37172695,0.07677048904,-0.57321027,7.466544465
138615555,-4.770789618,0.577378382,-82.65858487,0.07377830274,-0.5726452288,7.761702391
138697777,-4.788251651,0.5762187917,-82.93305359,0.07089161361,-0.5718413024,8.066416791
138780000,-4.803793998,0.57518864,-83.19647215,0.06813978408,-0.5711382857,8.381862276
138862222,-4.818079269,0.574243432,-83.48447143,0.06516083333,-0.5705344731,8.755788468
138944444,-4.834650235,0.573148933,-83.76258134,0.06227182429,-0.5697560174,9.149499374
139026666,-4.849977586,0.5721384311,-84.03634137,0.05944383299,-0.5690420152,9.572767882
139108888,-4.863850834,0.5712253314,-84.29400428,0.05679343695,-0.5683950077,10.00811076
139191111,-4.87916549,0.5702190543,-84.54874404,0.05417017753,-0.5676401693,10.47883162
139273333,-4.893112685,0.5693041711,-84.81778667,0.0514214983,-0.5669771325,11.0260718
139355555,-4.906886344,0.5684021118,-85.09905918,0.0485604588,-0.5663239731,11.66224511
139437777,-4.91942673,0.5675820646,-85.37455436,0.04577072355,-0.5657335424,12.36016166
139520000,-4.932478524,0.5667298318,-85.64710327,0.04301440774,-0.5650950919,13.13734448
139602222,-4.945696969,0.5658680214,-85.93404837,0.04012270025,-0.5644437851,14.06794113
139684444,-4.958421667,0.5650396401,-86.2470478,0.0369844122,-0.563827942,15.24501563
139766666,-4.97229291,0.5641379999,-86.51858849,0.03425711702,-0.5630969125,16.43737014
139848888,-4.985594461,0.5632747415,-86.83774234,0.03107237062,-0.5624170537,18.10022996
139931111,-4.998211025,0.5624571588,-87.13281919,0.02813459215,-0.5617530598,19.96663242
140013333,-5.009915073,0.5616997704,-87.43298794,0.0251573111,-0.561136117,22.30509114
140095555,-5.018588967,0.5611391263,-87.67545608,0.02275969967,-0.5606773717,24.63465599
140177777,-5.034978239,0.5600813198,-88.02539649,0.01929844816,-0.5597487425,29.00485768
140260000,-5.050698626,0.5590685586,-88.32204451,0.01637045657,-0.5588288301,34.13642301
140342222,-5.058885275,0.558541872,-88.66994478,0.01296473872,-0.5583913845,43.07000679
140424444,-5.076195881,0.5574298304,-88.96644499,0.01005489679,-0.5573391381,55.429623
140506666,-5.084474645,0.5568987817,-89.31109359,0.006695814201,-0.556858527,83.1651701
140588888,-5.105116882,0.555576869,-89.63075383,0.003580424432,-0.5555653318,155.1674508
140671111,-5.116512072,0.5548484746,-89.98223992,0.0001719874592,-0.554848448,3226.09829
140753333,-5.133438205,0.553768298,-90.33040625,-0.003193385218,-0.5537590904,-173.4081711
140835555,-5.149268534,0.5527599556,-90.62787629,-0.006057303459,-0.5527267658,-91.24964096
140917777,-5.166238953,0.5516810321,-91.00132512,-0.009640918795,-0.5515967856,-57.21413045
141000000,-5.185474381,0.5504606529,-91.34926455,-0.01296165978,-0.5503080281,-42.4566018
141082222,-5.199134364,0.5495956438,-91.67848088,-0.01609811137,-0.5493598297,-34.12573172
141164444,-5.217426046,0.548439464,-92.03169396,-0.01944345041,-0.5480946979,-28.1891684
141246666,-5.234293375,0.5473754702,-92.40276219,-0.02294807105,-0.5468942232,-23.83181672
141328888,-5.254260857,0.5461185861,-92.73508756,-0.02605977158,-0.5454964696,-20.93251156
141411111,-5.276061005,0.5447496373,-93.10732004,-0.0295289082,-0.5439487209,-18.42088834
141493333,-5.293124062,0.5436805505,-93.46670854,-0.03287558402,-0.5426856705,-16.50725566
141575555,-5.315458206,0.5422843732,-93.84318657,-0.0363471373,-0.5410649009,-14.88603893
141657777,-5.334278479,0.541110643,-94.16403092,-0.03929117463,-0.5396822505,-13.73545728
141740000,-5.357118701,0.5396896196,-94.5332119,-0.04265542287,-0.5380013015,-12.61272929
141822222,-5.377431184,0.5384289971,-94.89167464,-0.04591299732,-0.5364678757,-11.68444464
141904444,-5.398303274,0.5371367119,-95.26530112,-0.04929172009,-0.53487024,-10.85111737
141986666,-5.423409706,0.5355863681,-95.6550844,-0.05277650411,-0.5329797354,-10.09880712
142068888,-5.44890557,0.5340165559,-95.99864427,-0.05580736324,-0.531092478,-9.516530565
142151111,-5.471789433,0.5326114865,-96.37225739,-0.05911334353,-0.5293208934,-8.954338593
142233333,-5.496165695,0.53111885,-96.72138568,-0.06216290993,-0.5274684876,-8.485260555
142315555,-5.517262942,0.5298303753,-97.05176236,-0.06504514696,-0.5258225513,-8.083962845
142397777,-5.544596286,0.52816569,-97.45116874,-0.06849314455,-0.5237057239,-7.646104254
142480000,-5.571483235,0.5265332944,-97.79151009,-0.07138146847,-0.5216723072,-7.308231651
142562222,-5.59771734,0.5249453983,-98.18694629,-0.07475402479,-0.5195955225,-6.950736418
142644444,-5.622651042,0.5234406516,-98.52635534,-0.07760757768,-0.5176554642,-6.670166493
142726666,-5.64790555,0.5219209411,-98.91405628,-0.0808730884,-0.515617118,-6.375632837
142808888,-5.673767604,0.5203692437,-99.26757195,-0.0838029993,-0.5135768756,-6.128382992
142891111,-5.701179351,0.5187296022,-99.61312014,-0.0866250036,-0.5114455092,-5.904132617
142973333,-5.727908308,0.517135777,-99.99118526,-0.08972133352,-0.5092931319,-5.676388345
143055555,-5.752018502,0.5157023078,-100.3425476,-0.09258547659,-0.507323171,-5.479511362
143137777,-5.77918834,0.514091689,-100.7220072,-0.09564368509,-0.505116373,-5.281230774
143220000,-5.807684781,0.5124078341,-101.0832206,-0.0985025057,-0.5028509171,-5.10495559
143302222,-5.833247607,0.5109020198,-101.4687153,-0.1015841026,-0.5007010525,-4.9289312
143384444,-5.859355944,0.5093686392,-101.8634014,-0.1047155493,-0.4984887805,-4.7604084
143466666,-5.889711097,0.5075916218,-102.2285989,-0.1075143223,-0.4960745156,-4.614031924
143548888,-5.916731118,0.5060150619,-102.5997795,-0.1103818656,-0.4938290054,-4.473823693
143631111,-5.944256732,0.5044140366,-102.9760603,-0.1132631038,-0.4915333047,-4.339747794
143713333,-5.972603612,0.5027705368,-103.356361,-0.1161434772,-0.4891716523,-4.211787559
143795555,-6.003599862,0.5009795599,-103.7642638,-0.119196915,-0.4865928636,-4.082260548
143877777,-6.035541645,0.4991406242,-104.1445181,-0.1219742539,-0.4840078967,-3.968115247
143960000,-6.065478524,0.4974232421,-104.5440514,-0.1249150544,-0.4814832406,-3.854485298
144042222,-6.098639409,0.4955278061,-104.9252282,-0.1276272881,-0.4788100687,-3.751627694
144124444,-6.128752339,0.4938128456,-105.3380342,-0.1306200583,-0.4762242401,-3.645873736
144206666,-6.162022632,0.4919249706,-105.7269273,-0.1333376664,-0.4735094967,-3.551205818
144288888,-6.195524694,0.4900312373,-106.1245092,-0.1360942278,-0.4707536242,-3.459027115
144371111,-6.23029284,0.4880736458,-106.4886412,-0.138527627,-0.4680021157,-3.378402748
144453333,-6.264194507,0.4861723713,-106.9145846,-0.1414497803,-0.4651403382,-3.288377949
144535555,-6.295534106,0.4844213713,-107.2826071,-0.1439143373,-0.4625502443,-3.214066458
144617777,-6.329440085,0.4825340844,-107.6887904,-0.1466163762,-0.459720329,-3.135531931
144700000,-6.364962804,0.4805646926,-108.0797334,-0.1491385407,-0.456837082,-3.063172537
144782222,-6.400609663,0.4785964984,-108.4750756,-0.1516634464,-0.4539303992,-2.993011237
144864444,-6.433586148,0.4767829239,-108.8375278,-0.1539463716,-0.4512454667,-2.931186114
144946666,-6.471648472,0.4746981907,-109.2571487,-0.1565594674,-0.4481378197,-2.862412777
145028888,-6.507878404,0.4727222889,-109.6667647,-0.1590942548,-0.4451464709,-2.798004688
145111111,-6.545310376,0.4706894685,-110.0616872,-0.1614613895,-0.44212984,-2.738300726
145193333,-6.584744923,0.468557349,-110.454207,-0.1637414161,-0.4390156466,-2.68115213
145275555,-6.620936883,0.4666090479,-110.8313736,-0.165934947,-0.4361073228,-2.628182494
145357777,-6.659498424,0.4645420999,-111.2263793,-0.1681892229,-0.433026267,-2.574637421
145440000,-6.700039725,0.4623789067,-111.6207006,-0.1703683407,-0.42984751,-2.523048051
145522222,-6.736406283,0.4604470404,-111.9985513,-0.1724757024,-0.426923423,-2.47526705
145604444,-6.77542284,0.4583833751,-112.3812063,-0.1745373056,-0.4238538044,-2.428442464
145686666,-6.814743973,0.4563129576,-112.7744319,-0.1766406478,-0.4207369687,-2.381880807
145768888,-6.853191868,0.4542975624,-113.1632026,-0.17869864,-0.4176757969,-2.337319394
145851111,-6.890078399,0.4523723792,-113.5360338,-0.1806439337,-0.4147391212,-2.29589288
145933333,-6.930557718,0.4502690687,-113.9509522,-0.1827887355,-0.4114978887,-2.251221267
146015555,-6.96843122,0.4483100131,-114.329996,-0.1846998916,-0.4084945751,-2.211666566
146097777,-7.007564598,0.4462947418,-114.7388104,-0.1867664831,-0.4053360055,-2.170282369
146180000,-7.047810969,0.4442316032,-115.115056,-0.1885484933,-0.4022327472,-2.133311915
146262222,-7.085916973,0.4422869765,-115.5219426,-0.1905623202,-0.3991287658,-2.094478937
146344444,-7.127578613,0.4401706382,-115.9125256,-0.1923538794,-0.3959168799,-2.058273434
146426666,-7.164586188,0.4382992128,-116.3099928,-0.194266281,-0.3928954212,-2.022458139
146508888,-7.206389558,0.4361948383,-116.7085361,-0.1960486822,-0.3896547847,-1.987540953
146591111,-7.248063332,0.4341070445,-117.1187287,-0.1978815635,-0.3863829873,-1.952597202
146673333,-7.288916012,0.4320700861,-117.507694,-0.1995592261,-0.3832240527,-1.92035247
146755555,-7.328029304,0.4301288122,-117.9057499,-0.2013082424,-0.3801128604,-1.8882131
146837777,-7.36906577,0.4281014625,-118.3223965,-0.2031051805,-0.3768542794,-1.85546365
146920000,-7.410985198,0.4260403572,-118.7144064,-0.2046885467,-0.37364821,-1.825447569
147002222,-7.451561604,0.4240547378,-119.1120153,-0.20631052,-0.3704839943,-1.795759103
147084444,-7.494814131,0.4219483505,-119.5383492,-0.2080230669,-0.3671059984,-1.764736978
147166666,-7.53533731,0.4199843761,-119.9276999,-0.2095330557,-0.363981833,-1.737109363
147248888,-7.577038944,0.4179728311,-120.3726517,-0.2113362643,-0.3606081958,-1.706324265
147331111,-7.620261945,0.4158980678,-120.7840119,-0.2128579436,-0.3572991725,-1.678580402
147413333,-7.664380214,0.4137909512,-121.1866599,-0.2142724756,-0.3539918891,-1.652064215
147495555,-7.707394855,0.4117468233,-121.6088781,-0.2158038709,-0.3506624243,-1.624912579
147577777,-7.751939181,0.4096406447,-122.0140027,-0.2171613635,-0.3473419065,-1.599464568
147660000,-7.794588194,0.4076341781,-122.4397156,-0.2186598354,-0.3440254344,-1.5733362
147742222,-7.839793433,0.4055181793,-122.8748772,-0.2201177999,-0.340577668,-1.547251827
147824444,-7.883800737,0.4034688061,-123.2724512,-0.2213514127,-0.337328667,-1.52395082
147906666,-7.925796264,0.4015227774,-123.6960427,-0.2227596027,-0.3340639163,-1.499661125
147988888,-7.969631602,0.3995015052,-124.0795539,-0.2238580575,-0.3308912551,-1.478129752
148071111,-8.014772416,0.3974306703,-124.504386,-0.2251322822,-0.3275157908,-1.454770447
148153333,-8.059460017,0.3953911999,-124.9088451,-0.2262715017,-0.3242459075,-1.432994898
148235555,-8.101746491,0.3934709514,-125.339006,-0.227588754,-0.3209715698,-1.410313841
148317777,-8.146960762,0.3914280659,-125.7470204,-0.2286751959,-0.3176847266,-1.389239989
148400000,-8.191239573,0.3894377267,-126.1712017,-0.2298461444,-0.3143763554,-1.367768671
148482222,-8.233221009,0.3875600021,-126.5835569,-0.2309836114,-0.3112062443,-1.347308765
148564444,-8.277194916,0.3856028669,-127.0291858,-0.2322184373,-0.307837893,-1.325639328
148646666,-8.31970086,0.3837204605,-127.4618548,-0.2333914896,-0.3045813592,-1.305023417
148728888,-8.357630607,0.3820484743,-127.8777611,-0.2345696933,-0.3015594397,-1.285585685
148811111,-8.399861747,0.3801954478,-128.3304068,-0.2357954773,-0.2982433091,-1.264838972
148893333,-8.443800039,0.378277054,-128.7549412,-0.236797928,-0.2949919844,-1.245754077
148975555,-8.483910248,0.3765342511,-129.208241,-0.2380226469,-0.2917589105,-1.225761138
149057777,-8.526844474,0.3746776402,-129.6412206,-0.2390361511,-0.2885221873,-1.20702323
149140000,-8.568162103,0.3728995806,-130.1318841,-0.2403521246,-0.2851051619,-1.186197802
149222222,-8.609966598,0.3711091566,-130.5997726,-0.2415071528,-0.2817734928,-1.166729389
149304444,-8.652973743,0.3692761955,-131.098544,-0.2427459582,-0.2782791914,-1.146380329
149386666,-8.693020639,0.367577541,-131.5741289,-0.2439202245,-0.2749839499,-1.127351988
149468888,-8.736686766,0.3657342744,-132.0626894,-0.2450212293,-0.2715256096,-1.108171771
149551111,-8.77719554,0.3640325543,-132.5542263,-0.2461907334,-0.2681600704,-1.089237059
149633333,-8.821807834,0.362167611,-133.0706698,-0.247324228,-0.2645677695,-1.06972039
149715555,-8.864318118,0.3603994289,-133.5626933,-0.2483684991,-0.2611528997,-1.051473519
149797777,-8.907256206,0.3586222159,-134.092589,-0.2495364756,-0.2575683231,-1.032187068
149880000,-8.951221206,0.3568115793,-134.6323171,-0.2506795994,-0.2539177851,-1.012917628
149962222,-9.00001014,0.354812975,-135.1680657,-0.2516255179,-0.2501536447,-0.9941505407
150044444,-9.043719178,0.353031974,-135.6909358,-0.252623409,-0.2466028952,-0.9761680289
150126666,-9.090537621,0.3511341901,-136.2546874,-0.2536665486,-0.2427931251,-0.957134973
150208888,-9.13922654,0.3491714071,-136.8031298,-0.2545480577,-0.2390103718,-0.9389597153
150291111,-9.187553341,0.3472340717,-137.3505689,-0.2553951212,-0.2352548249,-0.9211406382
150373333,-9.239575244,0.3451606179,-137.9101873,-0.25614198,-0.231359327,-0.9032464222
150455555,-9.29270681,0.3430557156,-138.4971031,-0.2569220471,-0.2273285854,-0.8848154056
