Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor
206695555,-3.451992797,0.672048104,-58.06650468,0.3554694657,-0.5703421017,1.604475649
206777777,-3.452407254,0.6720160372,-58.20730235,0.3540499505,-0.5711866479,1.613293963
206860000,-3.450808306,0.6721397571,-58.38600342,0.3523315981,-0.5723934819,1.62458742
206942222,-3.451987846,0.672048487,-58.53065744,0.3508377144,-0.5732033384,1.633813341
207024444,-3.449824231,0.672215912,-58.67641953,0.3494653744,-0.5742370455,1.643187244
207106666,-3.451131098,0.6721147789,-58.8494861,0.347676938,-0.5752034621,1.654419374
207188888,-3.448726299,0.6723008883,-59.01212599,0.3461385857,-0.5763476068,1.665077604
207271111,-3.447999585,0.6723571393,-59.18851142,0.3443914711,-0.5774587756,1.676751093
207353333,-3.447320574,0.6724097023,-59.32237436,0.3430682051,-0.5783070243,1.685691113
207435555,-3.445999303,0.672511995,-59.52491233,0.341073656,-0.5796043,1.699352295
207517777,-3.446095121,0.6725045763,-59.66946576,0.3396065228,-0.5804565572,1.709203205
207600000,-3.442538825,0.6727799786,-59.84381478,0.3379769953,-0.581725408,1.721198236
207682222,-3.443732242,0.6726875469,-60.03168062,0.336021604,-0.5827503903,1.734264652
207764444,-3.445077935,0.6725833364,-60.17751714,0.3344854012,-0.5835133767,1.744510746
207846666,-3.443251133,0.6727248079,-60.34639202,0.332834084,-0.5846196539,1.756489741
207928888,-3.442652637,0.6727711632,-60.5295466,0.3309863676,-0.5857209767,1.769622661
208011111,-3.442623495,0.6727734205,-60.67343756,0.3295154682,-0.5865523263,1.780044893
208093333,-3.442427162,0.6727886278,-60.85668431,0.3276452457,-0.5876164826,1.793453408
208175555,-3.442392583,0.6727913062,-61.03417196,0.3258246883,-0.588630966,1.806587982
208257777,-3.44512216,0.6725799119,-61.22319273,0.3237792397,-0.5895173804,1.820738664
208340000,-3.445589128,0.6725437538,-61.41572046,0.3217791942,-0.5905702761,1.835327724
208422222,-3.447856947,0.6723681808,-61.51724834,0.3206484718,-0.5909852182,1.843093825
208504444,-3.448396506,0.6723264152,-61.7081824,0.3186574839,-0.5920136962,1.857837101
208586666,-3.451658615,0.6720739609,-61.89112244,0.3166466753,-0.5928054419,1.872135374
208668888,-3.453353756,0.6719428115,-62.07124291,0.3147200872,-0.5936820771,1.886381268
208751111,-3.455581011,0.6717705325,-62.23414276,0.3129506391,-0.5944220267,1.899411449
208833333,-3.458818674,0.671520177,-62.40659835,0.3110440995,-0.5951394091,1.913360228
208915555,-3.461832143,0.6712872412,-62.60221345,0.3089032198,-0.5959910746,1.929377994
208997777,-3.462257985,0.6712543309,-62.75464183,0.3073015012,-0.5967815045,1.942006473
209080000,-3.467300844,0.6708647268,-62.93703062,0.3052229639,-0.5974097622,1.957289696
209162222,-3.472332396,0.6704762216,-63.10587145,0.3032854394,-0.5979601207,1.971608403
209244444,-3.475641556,0.6702208314,-63.26856949,0.3014713647,-0.5985908278,1.985564461
209326666,-3.478959146,0.6699648883,-63.4386873,0.2995783066,-0.5992543615,2.000326286
209408888,-3.482029584,0.6697280994,-63.59270517,0.2978610476,-0.5998454164,2.013843103
209491111,-3.483716858,0.6695980144,-63.75180842,0.2961366737,-0.6005535541,2.027960761
209573333,-3.487297477,0.6693220401,-63.91673518,0.2942854073,-0.6011556308,2.042763983
209655555,-3.490192034,0.669099027,-64.08629982,0.2924075638,-0.6018233333,2.058166093
209737777,-3.492487409,0.668922231,-64.26498888,0.2904524644,-0.6025730802,2.074601369
209820000,-3.49630552,0.6686282533,-64.41485654,0.2887483769,-0.6030655984,2.088550609
209902222,-3.498853193,0.6684321655,-64.58072111,0.2869171967,-0.6037218582,2.104167562
209984444,-3.503647054,0.6680633505,-64.76338075,0.2848338223,-0.6042998709,2.121587479
210066666,-3.506914596,0.6678120792,-64.91969219,0.2830776331,-0.6048471102,2.136682801
210148888,-3.508525524,0.667688235,-65.0688867,0.2814494886,-0.6054698709,2.151255893
210231111,-3.511010147,0.6674972682,-65.21916555,0.2797804158,-0.6060326081,2.166100891
210313333,-3.512953039,0.6673479767,-65.35896189,0.2782386772,-0.6065777448,2.180062639
210395555,-3.518773517,0.6669009317,-65.54331969,0.276100406,-0.6070629444,2.198703556
210477777,-3.518227564,0.6669428511,-65.68312013,0.2746356271,-0.607773016,2.213015924
210560000,-3.522770584,0.6665941083,-65.85763762,0.2726404996,-0.6082884704,2.231100923
210642222,-3.52825273,0.6661735165,-66.00896378,0.2708619657,-0.6086221732,2.246982782
210724444,-3.527440674,0.6662358009,-66.19615832,0.2688971954,-0.6095608589,2.266891843
210806666,-3.530321702,0.6660148534,-66.39529468,0.2666885222,-0.6102892897,2.288397284
210888888,-3.534650649,0.6656830021,-66.53015627,0.2651191335,-0.6106109271,2.30315677
210971111,-3.536520002,0.665539751,-66.67570417,0.2635104327,-0.6111508914,2.319266395
211053333,-3.540020097,0.6652716169,-66.84609101,0.2615863919,-0.6116852817,2.338368129
211135555,-3.543872845,0.6649765918,-66.98428485,0.2599949357,-0.6120428915,2.354056973
211217777,-3.550086917,0.6645010234,-67.16326293,0.257897226,-0.6124137743,2.374642736
211300000,-3.548188705,0.6646462592,-67.30255843,0.2564636277,-0.6131729426,2.39087682
211382222,-3.569104681,0.6630476894,-67.48883501,0.253856731,-0.6125267329,2.412883561
211464444,-3.557607251,0.6639259405,-67.65755449,0.2523857787,-0.6140839301,2.433116213
211546666,-3.563749414,0.6634566161,-67.79266227,0.2507596365,-0.614242856,2.44952842
211628888,-3.547403593,0.6647063388,-67.90166692,0.2500607348,-0.6158767294,2.462908581
211711111,-3.56985993,0.6629900391,-68.12033371,0.2470688596,-0.6152339153,2.49013136
211793333,-3.573090293,0.6627435127,-68.14843691,0.2466753038,-0.6151262132,2.493667602
211875555,-3.577647063,0.6623959171,-68.58744554,0.2418280216,-0.6166745973,2.550054345
211957777,-3.595736216,0.661017853,-68.64526989,0.2407037253,-0.6156348907,2.557645877
212040000,-3.588876544,0.6615400973,-68.82471558,0.2389630762,-0.6168727166,2.581456208
212122222,-3.600016641,0.6606921822,-68.97118033,0.2370811265,-0.6166901159,2.601177601
212204444,-3.594720398,0.6610951638,-69.17284203,0.2350524028,-0.6178973891,2.628764402
212286666,-3.598995848,0.6607698334,-69.31452063,0.2334088559,-0.6181723697,2.648452935
212368888,-3.595490006,0.6610365905,-69.47342964,0.2317870046,-0.619067168,2.670845025
212451111,-3.609979233,0.6599348121,-69.69282043,0.2290324705,-0.6189168633,2.702310558
212533333,-3.627366269,0.6586151046,-69.72808625,0.2281942341,-0.6178197533,2.70742929
212615555,-3.628231544,0.6585494976,-69.91343323,0.2261719172,-0.6184930918,2.734614887
212697777,-3.623473582,0.6589103371,-70.08777107,0.2244118361,-0.6195176835,2.760628379
212780000,-3.640576972,0.657614153,-70.27048687,0.2219974952,-0.6190100858,2.788365181
212862222,-3.631860999,0.658274376,-70.43686996,0.2204200706,-0.6202742511,2.814055223
212944444,-3.640249745,0.657638928,-70.52564396,0.2192469056,-0.6200159305,2.827934693
213026666,-3.659303682,0.6561978694,-70.76297032,0.2162020522,-0.6195581622,2.865644225
213108888,-3.663221879,0.6559019258,-70.81544118,0.2155373262,-0.6194763896,2.874102599
213191111,-3.665330031,0.6557427512,-71.10045802,0.2124015396,-0.620390314,2.92083718
213273333,-3.650452724,0.6568668786,-71.34161838,0.2101480531,-0.6223438695,2.961454366
213355555,-3.655809523,0.6564618977,-71.3837776,0.2095607838,-0.6221145401,2.968659159
213437777,-3.680333561,0.6546110348,-71.52140254,0.2074792246,-0.6208606754,2.992399246
213520000,-3.66441612,0.6558117507,-71.66085569,0.2063452829,-0.6225035554,3.016805359
213602222,-3.677604173,0.6548167671,-71.85765802,0.2038960477,-0.6222631278,3.051864589
213684444,-3.685406389,0.6542288333,-72.14557834,0.2005862559,-0.6227202585,3.104501132
213766666,-3.689741334,0.6539024029,-72.16660871,0.2002577041,-0.6224830957,3.108410228
213848888,-3.690921629,0.6538135525,-72.35937349,0.1981353792,-0.6230686423,3.144661215
213931111,-3.696582127,0.6533876082,-72.40151539,0.1975482674,-0.6228081957,3.152688727
214013333,-3.696206878,0.6534158366,-72.66935033,0.1946431483,-0.6237517939,3.204591578
214095555,-3.702105341,0.6529722619,-72.74528781,0.1936847093,-0.6235856062,3.219591306
214177777,-3.719147189,0.6516923764,-72.93618382,0.1912304328,-0.6230039125,3.257870118
214260000,-3.722052554,0.6514744266,-73.01948252,0.1902608337,-0.6230728237,3.274834928
214342222,-3.718068918,0.6517732828,-73.30900775,0.1871957605,-0.6243125495,3.335078465
214424444,-3.716447013,0.651894999,-73.33713454,0.1869241605,-0.6245209747,3.341039344
214506666,-3.72283252,0.6514159288,-73.56055074,0.184351943,-0.624785622,3.389091602
214588888,-3.730308878,0.6508554654,-73.68183667,0.1828714866,-0.6246365793,3.415713357
214671111,-3.727992725,0.6510290437,-73.86040742,0.1809720806,-0.6253702278,3.455617164
214753333,-3.733730682,0.6505991115,-74.0380482,0.1789140749,-0.6255149541,3.496175214
214835555,-3.739719383,0.6501506945,-74.19200951,0.1771104346,-0.625562003,3.532044877
214917777,-3.742990614,0.6499058846,-74.35885804,0.1752220109,-0.6258393609,3.571693748
215000000,-3.747690341,0.6495543312,-74.51307454,0.1734430067,-0.6259699295,3.6090814
215082222,-3.750335447,0.6493565531,-74.71261443,0.1712097926,-0.6263793898,3.65854885
215164444,-3.756879913,0.6488674735,-74.84564369,0.1696271503,-0.6263031439,3.692234073
215246666,-3.762885173,0.6484190139,-75.00918705,0.1677227603,-0.6263515732,3.734445893
215328888,-3.768262617,0.6480177011,-75.18968441,0.1656461691,-0.6264888567,3.782090826
215411111,-3.772784316,0.647680444,-75.34573666,0.1638539146,-0.6266114045,3.824207717
215493333,-3.779308227,0.6471941584,-75.49924822,0.1620526973,-0.6265773711,3.866503807
215575555,-3.783353754,0.6468927923,-75.66832184,0.1601284341,-0.626760855,3.914113433
215657777,-3.79086825,0.6463333826,-75.85259666,0.1579750903,-0.6267301751,3.967272143
215740000,-3.796949744,0.6458810057,-76.0167607,0.1560694237,-0.6267412612,4.015785069
215822222,-3.800197419,0.6456395543,-76.16342633,0.1544068391,-0.6269042687,4.060080968
215904444,-3.807055078,0.645130012,-76.33229244,0.1524381152,-0.6268615106,4.112236035
215986666,-3.811226252,0.6448202794,-76.4844864,0.1507000689,-0.6269630626,4.160336933
216068888,-3.819273763,0.6442231275,-76.64750453,0.148777717,-0.6268082872,4.213052194
216151111,-3.823380254,0.6439186255,-76.80552891,0.1469788828,-0.626919775,4.265373115
216233333,-3.8290956,0.6434950641,-76.97450551,0.1450338715,-0.6269378547,4.322699576
216315555,-3.836136729,0.6429736326,-77.12680414,0.1432507179,-0.6268128302,4.375634826
216397777,-3.840524255,0.6426489277,-77.29299806,0.1413605411,-0.6269089581,4.434822852
216480000,-3.848260281,0.6420768118,-77.47270304,0.1392694898,-0.6267907478,4.500560378
216562222,-3.854294309,0.6416309203,-77.62635502,0.1374925574,-0.6267264432,4.558257226
216644444,-3.860968584,0.6411380778,-77.77703563,0.13573953,-0.6266041931,4.616224861
216726666,-3.868265016,0.6405997269,-77.92058931,0.1340564995,-0.6264158883,4.672775216
216808888,-3.872455057,0.6402907785,-78.07909702,0.132259204,-0.62648207,4.736774842
216891111,-3.881917599,0.6395936157,-78.24003192,0.1303569041,-0.6261685642,4.803493674
216973333,-3.886835119,0.639231612,-78.38332535,0.1287175925,-0.626138032,4.864432436
217055555,-3.893289296,0.6387567981,-78.53497565,0.1269655047,-0.6260111881,4.930561177
217137777,-3.898697898,0.6383591754,-78.69601329,0.1251275755,-0.6259756598,5.002699505
217220000,-3.902200438,0.6381018123,-78.84366668,0.1234642026,-0.6260435397,5.070648226
217302222,-3.909678492,0.6375526796,-79.00822265,0.1215609695,-0.6258564931,5.148498698
217384444,-3.915936282,0.6370935172,-79.1622961,0.1197912129,-0.6257301454,5.223506216
217466666,-3.92377324,0.6365189504,-79.31168754,0.1180527333,-0.6254757601,5.298274277
217548888,-3.929260213,0.6361169814,-79.48862005,0.1160473384,-0.625442107,5.389542883
217631111,-3.932047132,0.6359129122,-79.63654503,0.1143954905,-0.6255388906,5.468212847
217713333,-3.941649636,0.6352102804,-79.81161171,0.1123593465,-0.625193952,5.564236279
217795555,-3.944761642,0.6349827361,-79.94642357,0.110848289,-0.6252325424,5.64043476
217877777,-3.95052094,0.6345618417,-80.09590765,0.1091442949,-0.6251049942,5.727326333
217960000,-3.959322157,0.6339191801,-80.25982594,0.1072467533,-0.6247812904,5.82564293
218042222,-3.964320716,0.633554477,-80.44579421,0.1051577691,-0.6247664515,5.941229612
218124444,-3.970944191,0.6330715406,-80.59202954,0.103483902,-0.6245563686,6.035299754
218206666,-3.976321956,0.6326797031,-80.75203918,0.1016763341,-0.6244561873,6.141608005
218288888,-3.981816963,0.6322795737,-80.89576706,0.1000462392,-0.6243141913,6.240256469
218371111,-3.989693071,0.6317065012,-81.04995361,0.09827665537,-0.6240150661,6.349575733
218453333,-3.993618096,0.6314211069,-81.2195592,0.09638546809,-0.6240211982,6.474224907
218535555,-3.999789418,0.6309726417,-81.3401015,0.09500487756,-0.623779246,6.565760223
218617777,-4.008261226,0.6303575207,-81.51286593,0.09303277784,-0.623454494,6.701449838
218700000,-4.014872137,0.6298779323,-81.67852089,0.09116043514,-0.6232463274,6.836807289
218782222,-4.021006591,0.6294332348,-81.83427649,0.08940267423,-0.6230516503,6.969049368
218864444,-4.027846814,0.6289377452,-81.99210485,0.08761703741,-0.6228048989,7.108262471
218946666,-4.035274448,0.6284001465,-82.14698528,0.0858597164,-0.6225069102,7.250279133
219028888,-4.040171645,0.6280459476,-82.28680316,0.08429283095,-0.6223635843,7.383351315
219111111,-4.046891502,0.6275602465,-82.43997774,0.08256480334,-0.6221052292,7.534750936
219193333,-4.049796902,0.6273503648,-82.58185141,0.08099702028,-0.6220996407,7.680525019
219275555,-4.056400926,0.6268735614,-82.73691959,0.07925276388,-0.6218435988,7.846333281
219357777,-4.063469652,0.6263636085,-82.89372723,0.07748751531,-0.6215521338,8.021319709
219440000,-4.066790722,0.6261241626,-83.02753649,0.07600665804,-0.6214937288,8.176832726
219522222,-4.070622321,0.625848022,-83.18194012,0.07429876796,-0.6214221107,8.363827931
219604444,-4.071339796,0.6257963276,-83.34681439,0.07250427003,-0.6215819933,8.573039809
219686666,-4.079906085,0.6251794524,-83.49519449,0.07082442094,-0.6211547707,8.770347324
219768888,-4.08119174,0.6250869224,-83.66930699,0.06892630616,-0.6212751604,9.013614613
219851111,-4.084994916,0.6248132837,-83.8213839,0.06724759889,-0.6211838697,9.237264674
219933333,-4.089748322,0.6244714444,-83.9875691,0.06540978216,-0.6210363478,9.494548481
220015555,-4.09161058,0.6243375718,-84.14833104,0.06365335871,-0.6210842564,9.757289623
220097777,-4.096249058,0.6240042493,-84.34463375,0.06149222759,-0.6209669952,10.09830054
220180000,-4.098610876,0.6238345966,-84.50591205,0.05972782223,-0.6209687522,10.39664145
220262222,-4.103990784,0.6234483226,-84.69129934,0.05768255622,-0.6207741406,10.76190414
220344444,-4.107817327,0.6231737248,-84.86624744,0.05576223457,-0.6206738793,11.13072107
220426666,-4.11509525,0.622651785,-85.0560834,0.0536604957,-0.6203352292,11.56037083
220508888,-4.119327443,0.6223484724,-85.24440679,0.05159610612,-0.6202059842,12.02040291
220591111,-4.125234551,0.6219253689,-85.4387743,0.04945820869,-0.6199556839,12.53494011
220673333,-4.132476732,0.6214070318,-85.62067691,0.04745014796,-0.6195927555,13.05776235
220755555,-4.138450667,0.6209797907,-85.8028354,0.04544879232,-0.6193143852,13.62664118
220837777,-4.145058521,0.6205075555,-85.99766646,0.04330962942,-0.6189942669,14.29230116
220920000,-4.152739316,0.6199590929,-86.15911404,0.04152852347,-0.6185666162,14.89498216
221002222,-4.160699235,0.6193912106,-86.36406379,0.039279607,-0.6181444687,15.73703293
221084444,-4.168421126,0.6188408069,-86.53506497,0.03740129681,-0.6177095493,16.51572544
221166666,-4.175292114,0.6183514654,-86.70416651,0.03554990885,-0.617328712,17.36512785
221248888,-4.184952401,0.6176641285,-86.8851035,0.03356289506,-0.616751577,18.37599456
221331111,-4.192618311,0.6171192368,-87.07747265,0.03146420017,-0.6163166041,19.58786814
221413333,-4.199975836,0.6165967172,-87.23151071,0.02978190102,-0.6158770576,20.67957506
221495555,-4.208560278,0.6159876231,-87.41512527,0.02778059369,-0.615360862,22.15074554
221577777,-4.215994533,0.6154606247,-87.59288996,0.02584912358,-0.6149175582,23.78871981
221660000,-4.224659429,0.6148469578,-87.76446565,0.0239836648,-0.6143790079,25.61656081
221742222,-4.234611771,0.6141428661,-87.94352508,0.02203824185,-0.6137473225,27.84919626
221824444,-4.242795557,0.6135644974,-88.12755145,0.02004795942,-0.6132368807,30.58849372
221906666,-4.252695453,0.6128655748,-88.31313259,0.01804100808,-0.6125999795,33.95597278
221988888,-4.262134464,0.6121999317,-88.49033991,0.01612870754,-0.6119874355,37.94398491
222071111,-4.273216609,0.6114193367,-88.66718727,0.01422153587,-0.6112539188,42.98086537
222153333,-4.280029669,0.6109399381,-88.85282706,0.01223138855,-0.6108174859,49.93852363
222235555,-4.291549794,0.6101301834,-89.04059901,0.01021597316,-0.6100446497,59.71478587
222317777,-4.302022342,0.6093949949,-89.20411003,0.008464773026,-0.6093362023,71.98494282
222400000,-4.311948384,0.6086989895,-89.38152533,0.006570424532,-0.6086635272,92.63686452
222482222,-4.321921997,0.6080004492,-89.54228912,0.004856997521,-0.6079810489,125.1763144
222564444,-4.33092223,0.6073707715,-89.73471926,0.00281213022,-0.6073642613,215.9801339
222646666,-4.346105082,0.6063100205,-89.92180626,0.0008274542227,-0.6063094559,732.740784
222728888,-4.355358582,0.605664433,-90.08077113,-0.0008538183254,-0.6056638311,-709.3591378
222811111,-4.366391189,0.604895621,-90.25571167,-0.002699646595,-0.6048895967,-224.0625117
222893333,-4.379616118,0.6039753221,-90.41327107,-0.004356400559,-0.6039596108,-138.6372999
222975555,-4.392180506,0.6031022861,-90.57910306,-0.00609560485,-0.6030714809,-98.93546182
223057777,-4.405639062,0.6021685187,-90.75740368,-0.007959947011,-0.6021159059,-75.64320529
223140000,-4.420176728,0.6011615058,-90.88094348,-0.009242712966,-0.6010904494,-65.03398424
223222222,-4.433802071,0.6002192176,-91.04694515,-0.01096697933,-0.600119017,-54.7205387
223304444,-4.448943628,0.5991738053,-91.1951369,-0.01249730436,-0.5990434594,-47.93381373
223386666,-4.46376679,0.5981521395,-91.29724504,-0.01354172348,-0.5979988325,-44.15972853
223468888,-4.474069693,0.5974430527,-91.45233053,-0.01514233468,-0.5972511289,-39.44247313
223551111,-4.487801244,0.5964992992,-91.56345534,-0.01627492101,-0.596277235,-36.63779595
223633333,-4.498069029,0.5957945806,-91.708823,-0.01776669355,-0.5955296188,-33.51944003
223715555,-4.509627855,0.595002249,-91.81146142,-0.01880843714,-0.5947049008,-31.61904928
223797777,-4.519708899,0.5943120762,-91.92231891,-0.01993590155,-0.5939776121,-29.79436925
223880000,-4.530039586,0.5936056428,-92.00385073,-0.02075640885,-0.5932426406,-28.58117919
223962222,-4.535546514,0.5932294111,-92.08791275,-0.02161306025,-0.5928355673,-27.42950607
224044444,-4.539617799,0.5929514154,-92.16787362,-0.02242987279,-0.5925270305,-26.41686986
224126666,-4.542147215,0.5927787673,-92.27516474,-0.02353253511,-0.5923114778,-25.1698967
224208888,-4.54463982,0.5926086809,-92.36353673,-0.02443906311,-0.5921045354,-24.22779191
224291111,-4.544529126,0.5926162332,-92.45755369,-0.02541094126,-0.5920711815,-23.29985243
224373333,-4.543819815,0.5926646297,-92.55219467,-0.0263910424,-0.5920767485,-22.43476175
224455555,-4.54003063,0.5929232337,-92.64551052,-0.02736724016,-0.5922913094,-21.64234705
224537777,-4.534702545,0.5932870553,-92.80293984,-0.02901234123,-0.5925772642,-20.42500671
224620000,-4.52885369,0.5936866941,-92.9220827,-0.03026487635,-0.592914773,-19.59085397
224702222,-4.522517867,0.5941199101,-93.08649547,-0.03198947031,-0.5932580731,-18.54541721
224784444,-4.517706126,0.5944491272,-93.21923724,-0.03338232005,-0.593511066,-17.77920364
224866666,-4.512031272,0.5948376324,-93.40327438,-0.03531159718,-0.5937885988,-16.81568228
224948888,-4.503851473,0.5953980753,-93.61670648,-0.03755861836,-0.594212267,-15.82092987
225031111,-4.500065641,0.595657642,-93.795592,-0.03943082945,-0.5943511051,-15.073259
225113333,-4.495776485,0.5959518548,-94.01148221,-0.04169063828,-0.594491803,-14.25959946
225195555,-4.493263445,0.5961243032,-94.22750716,-0.04394448926,-0.5945023689,-13.52848512
225277777,-4.488379482,0.5964595903,-94.43575244,-0.04613088366,-0.5946730063,-12.89099534
225360000,-4.489822588,0.5963605005,-94.66263138,-0.04847723796,-0.5943869144,-12.26115471
225442222,-4.490294371,0.5963281095,-94.90869791,-0.05102670771,-0.5941409675,-11.6437253
225524444,-4.491775769,0.5962264131,-95.13121705,-0.05332468201,-0.5938370264,-11.13625068
225606666,-4.491337326,0.5962565099,-95.36595261,-0.05575993816,-0.593643542,-10.64641679
225688888,-4.4942679,0.59605537,-95.59349371,-0.0580974483,-0.5932172373,-10.21072792
225771111,-4.498016044,0.5957982151,-95.82144125,-0.06043097571,-0.5927255775,-9.808307255
225853333,-4.502552787,0.5954871039,-96.04305036,-0.06269031463,-0.5921780267,-9.446084777
225935555,-4.503888498,0.5953955373,-96.2829037,-0.06515873093,-0.5918193859,-9.082733465
226017777,-4.509834564,0.5949880891,-96.49009072,-0.06725232142,-0.5911750599,-8.790403772
226100000,-4.5150869,0.5946284101,-96.74994664,-0.06989052579,-0.5905067827,-8.449024758
226182222,-4.518305318,0.5944081207,-96.9678817,-0.07210939234,-0.5900180078,-8.18226293
226264444,-4.522870009,0.5940958238,-97.19004311,-0.0743575213,-0.5894241316,-7.926893222
226346666,-4.526525803,0.5938458282,-97.43015043,-0.07679461048,-0.588859453,-7.667978903
226428888,-4.531730317,0.5934901072,-97.66239363,-0.07913343063,-0.5881907917,-7.432898929
226511111,-4.538909384,0.5929997781,-97.89797695,-0.0814838458,-0.5873747693,-7.208481185
226593333,-4.545344931,0.5925605755,-98.1511597,-0.08401630366,-0.5865742037,-6.981671153
226675555,-4.553281824,0.5920193596,-98.38599426,-0.08634081397,-0.5856894962,-6.783460443
226757777,-4.559549684,0.5915923042,-98.59890065,-0.08845273495,-0.5849423631,-6.613050047
226840000,-4.567734195,0.5910351232,-98.86346391,-0.0910669031,-0.5839771708,-6.412616998
226922222,-4.573082639,0.590671298,-99.10403617,-0.09346051646,-0.5832304126,-6.24039364
227004444,-4.58353909,0.5899606501,-99.35319585,-0.09588039911,-0.5821172714,-6.071285443
227086666,-4.593006325,0.5893179694,-99.60232207,-0.09830336836,-0.5810611989,-5.910898157
227168888,-4.602174006,0.5886962912,-99.8457167,-0.1006645395,-0.5800258388,-5.761967837
227251111,-4.609807038,0.5881791807,-100.0818979,-0.1029641017,-0.5790968333,-5.624259562
227333333,-4.622155617,0.5873435707,-100.3146587,-0.1051661745,-0.5778516642,-5.494653269
227415555,-4.631572046,0.5867071728,-100.5630816,-0.1075539622,-0.5767646416,-5.362560616
227497777,-4.642654985,0.5859590291,-100.7735359,-0.1095319096,-0.5756307363,-5.255370222
227580000,-4.652180697,0.5853167671,-101.0278745,-0.1119632174,-0.5745084471,-5.131224884
227662222,-4.662982508,0.5845893169,-101.2805765,-0.1143536796,-0.5732956527,-5.013355534
227744444,-4.671924525,0.5839877991,-101.5007907,-0.1164363387,-0.5722624647,-4.914809851
227826666,-4.686475246,0.5830103137,-101.7547685,-0.1187727456,-0.5707837251,-4.805679302
227908888,-4.696981534,0.5823055418,-102.006667,-0.1211344064,-0.5695666771,-4.701939722
227991111,-4.706948249,0.5816377524,-102.2065641,-0.1229796097,-0.5684878984,-4.622619147
228073333,-4.721130743,0.5806888176,-102.442176,-0.1251118486,-0.5670507281,-4.532350329
228155555,-4.732915075,0.5799015189,-102.685243,-0.1273434392,-0.5657467809,-4.44268495
228237777,-4.746221846,0.5790137907,-102.9141094,-0.1294038789,-0.5643683247,-4.361293724
228320000,-4.75936267,0.5781384669,-103.1593917,-0.1316194603,-0.5629568408,-4.277155061
228402222,-4.77310569,0.5772244459,-103.377671,-0.1335517168,-0.5615621069,-4.204828813
228484444,-4.783562326,0.5765299638,-103.6249799,-0.1358107701,-0.5603054827,-4.125633646
228566666,-4.796664841,0.575660934,-103.8281706,-0.1375892411,-0.5589764858,-4.062646769
228648888,-4.810203486,0.5747643536,-104.045173,-0.1394877327,-0.5575815946,-3.997352196
228731111,-4.819230054,0.5741673561,-104.2844941,-0.1416681931,-0.5564155604,-3.927596931
228813333,-4.831147303,0.5733801248,-104.5059044,-0.1436201224,-0.5551018177,-3.86506994
228895555,-4.843130919,0.5725895979,-104.7074231,-0.1453709136,-0.5538286243,-3.809762286
228977777,-4.851463129,0.5720405869,-104.9235496,-0.1473175948,-0.5527458361,-3.752069378
229060000,-4.860443813,0.5714494372,-105.1631858,-0.1494735002,-0.5515542875,-3.689980409
229142222,-4.871567458,0.5707180749,-105.3798162,-0.1513638364,-0.5502800288,-3.63547887
229224444,-4.882034218,0.5700307566,-105.6163473,-0.1534492097,-0.5489885277,-3.577656272
229306666,-4.891465489,0.5694121445,-105.8343625,-0.1553682472,-0.5478055294,-3.525852542
229388888,-4.900808898,0.5687999573,-106.068109,-0.1574323602,-0.5465788538,-3.471832939
229471111,-4.91211648,0.5680599562,-106.2973986,-0.1594107629,-0.5452341906,-3.420309776
229553333,-4.919551818,0.5675738908,-106.5242582,-0.1614300863,-0.5441327492,-3.370702214
229635555,-4.930827905,0.5668375402,-106.7714129,-0.1635633056,-0.5427263049,-3.318142188
229717777,-4.938496787,0.566337293,-107.0325938,-0.1658890677,-0.5414967652,-3.26421007
229800000,-4.946712826,0.5658018442,-107.2606488,-0.1678841947,-0.5403208529,-3.218414061
229882222,-4.955324042,0.5652411846,-107.4984261,-0.1699564941,-0.5390847678,-3.171898613
229964444,-4.965422391,0.5645844084,-107.7418181,-0.1720448431,-0.5377323927,-3.125536245
230046666,-4.972481098,0.5641257775,-107.9942873,-0.174270958,-0.5365328751,-3.078727984
230128888,-4.982338585,0.5634859227,-108.2562448,-0.1765217216,-0.5351228522,-3.03148444
230211111,-4.990575407,0.5629518228,-108.5375693,-0.1789772526,-0.5337432883,-2.982185057
230293333,-5.000181586,0.5623295691,-108.7895738,-0.1811226583,-0.5323618383,-2.939233796
230375555,-5.007987889,0.5618244115,-109.0354279,-0.1832405702,-0.531102215,-2.898387701
230457777,-5.016425612,0.5612789041,-109.2969617,-0.1854826645,-0.5297454005,-2.856037259
230540000,-5.025052695,0.560721702,-109.5747739,-0.1878623876,-0.5283148214,-2.812243729
230622222,-5.033114553,0.5602015064,-109.8412183,-0.1901406245,-0.5269461744,-2.771349761
230704444,-5.042910607,0.5595700604,-110.1249665,-0.1925306381,-0.5254051825,-2.728943236
230786666,-5.052745757,0.5589368102,-110.4129657,-0.1949482948,-0.5238373031,-2.68705763
230868888,-5.063175681,0.5582660477,-110.7184035,-0.1975007338,-0.5221632313,-2.64385464
230951111,-5.071954006,0.5577021255,-111.0040882,-0.1998997167,-0.5206455263,-2.604533588
231033333,-5.086304419,0.5567814774,-111.3082673,-0.2023264053,-0.5187192297,-2.563774259
231115555,-5.096126512,0.5561522191,-111.5872526,-0.2046182356,-0.5171427931,-2.527354376
231197777,-5.10846851,0.5553625296,-111.9012373,-0.2071545662,-0.5152810156,-2.487422918
231280000,-5.120934837,0.5545660234,-112.2036677,-0.2095705307,-0.513442954,-2.449976876
