Frequency (MHz)		Gain (dB)
33.6730778217		76.4201658204
33.7096989155		76.5125371738
33.7463200092		76.4251514793
33.782941103		76.4307650298
33.8195621967		76.4974753484
33.8561832905		76.5443817104
33.8928043842		76.5449473441
33.929425478		76.5409046861
33.9660465717		76.4566282878
34.0026676655		76.5045454386
34.0392887592		76.5669678768
34.075909853		76.5684712157
34.1125309467		76.5773887929
34.1491520405		76.5797591674
34.1857731342		76.5852811629
34.222394228		76.5486290454
34.2590153217		76.498610632
34.2956364155		76.5010104083
34.3322575092		76.5056195402
34.368878603		76.6076026917
34.4054996967		76.6137185359
34.4421207905		76.6220691794
34.4787418842		76.6243537715
34.515362978		76.629442425
34.5519840717		76.635884393
34.5886051655		76.629690409
34.6252262592		76.5432781891
34.661847353		76.5524818164
34.6984684467		76.5553124675
34.7350895405		76.5618376251
34.7717106342		76.5641956009
34.808331728		76.5679833157
34.8449528217		76.5763187325
34.8815739155		76.5819288342
34.9181950092		76.5875941742
34.954816103		76.5898356266
34.9914371967		76.5927125739
35.0280582905		76.5960843771
35.0646793842		76.6009886698
35.101300478		76.6503173634
35.1379215717		76.7093352832
35.1745426655		76.7170962355
35.2111637592		76.718316788
35.247784853		76.7271702464
35.2844059467		76.7301419145
35.3210270405		76.7335043011
35.3576481342		76.7370914402
35.394269228		76.7414081228
35.4308903217		76.747295299
35.4675114155		76.7505476738
35.5041325092		76.7538472528
35.540753603		76.7573649383
35.5773746967		76.7596489258
35.6139957905		76.7641018804
35.6506168842		76.7707974854
35.687237978		76.7750188095
35.7238590717		76.7775342086
35.7604801655		76.7809788152
35.7971012592		76.7851060707
35.833722353		76.7897453188
35.8703434467		76.7966462733
35.9069645405		76.8020408269
35.9435856342		76.8005504858
35.980206728		76.8044884997
36.0168278217		76.80917602
36.0534489155		76.8147661282
36.0900700092		76.8198887064
36.126691103		76.7246838292
36.1633121967		76.7258572204
36.1999332905		76.7296539456
36.2365543842		76.7341027011
36.273175478		76.7359560198
36.3097965717		76.7400769707
36.3464176655		76.7414473877
36.3830387592		76.7498120449
36.419659853		76.7102497327
36.4562809467		76.6576498249
36.4929020405		76.7362925309
36.5295231342		76.6737700175
36.566144228		76.7613382892
36.6027653217		76.6724995264
36.6393864155		76.6782950875
36.6760075092		76.682360485
36.712628603		76.6843930119
36.7492496967		76.6891950287
36.7858707905		76.6912178478
36.8224918842		76.6940703404
36.859112978		76.6995752192
36.8957340717		76.7019020499
36.9323551655		76.7087009444
36.9689762592		76.7093634871
37.005597353		76.7132987423
37.0422184467		76.7154294322
