Frequency (MHz)		Gain (dB)
60.2233707905		78.4750686984
60.2599918842		78.4725239144
60.296612978		78.440623319
60.3332340717		78.4138586527
60.3698551655		78.410631674
60.4064762592		78.4126222682
60.443097353		78.4144036519
60.4797184467		78.4143854419
60.5163395405		78.4129754934
60.5529606342		78.412324115
60.589581728		78.4164995068
60.6262028217		78.3897453698
60.6628239155		78.3113640335
60.6994450092		78.3126563041
60.736066103		78.3134942081
60.7726871967		78.3095351778
60.8093082905		78.3093960039
60.8459293842		78.3092523788
60.882550478		78.3083389368
60.9191715717		78.3113489221
60.9557926655		78.3125949877
60.9924137592		78.3067050242
61.029034853		78.3096281062
61.0656559467		78.3063486224
61.1022770405		78.3081063209
61.1388981342		78.3064251556
61.175519228		78.3076570655
61.2121403217		78.3061764178
61.2487614155		78.3123285996
61.2853825092		78.3832923999
61.322003603		78.3418463906
61.3586246967		78.4049713408
61.3952457905		78.4023158938
61.4318668842		78.3164492435
61.468487978		78.3062792074
61.5051090717		78.305487531
61.5417301655		78.3036490746
61.5783512592		78.3047455649
61.614972353		78.3069261477
61.6515934467		78.2999087754
61.6882145405		78.3020423478
61.7248356342		78.2968087954
61.761456728		78.2986764484
61.7980778217		78.3541313105
61.8346989155		78.3997323545
61.8713200092		78.3137897481
61.907941103		78.3002581311
61.9445621967		78.2974696324
61.9811832905		78.3017305525
62.0178043842		78.3549040736
62.054425478		78.4037070447
62.0910465717		78.4034247537
62.1276676655		78.3974277472
62.1642887592		78.3972239736
62.200909853		78.3982066362
62.2375309467		78.3984388938
62.2741520405		78.3967066934
62.3107731342		78.3983568695
62.347394228		78.3919398847
62.3840153217		78.2942545755
62.4206364155		78.2970710018
62.4572575092		78.2961264492
62.493878603		78.2254587892
62.5304996967		78.1960533716
62.5671207905		78.2967682144
62.6037418842		78.2947159272
62.640362978		78.2973702011
62.6769840717		78.2448806641
62.7136051655		78.1939347243
62.7502262592		78.1936848261
62.786847353		78.1915525213
62.8234684467		78.1939686379
62.8600895405		78.1922574539
62.8967106342		78.1920614771
62.933331728		78.1924328879
62.9699528217		78.1889309008
63.0065739155		78.194162276
63.0431950092		78.266915489
63.079816103		78.1937370382
63.1164371967		78.1907099345
63.1530582905		78.188981383
63.1896793842		78.1868145857
63.226300478		78.1858839028
63.2629215717		78.192128887
63.2995426655		78.1867046306
63.3361637592		78.1900101103
63.372784853		78.2592988853
63.4094059467		78.2856691383
63.4460270405		78.2870025976
63.4826481342		78.2852130844
63.519269228		78.287980863
63.5558903217		78.2905628898
63.5925114155		78.2852126373
63.6291325092		78.2880036523
63.665753603		78.2867585556
63.7023746967		78.2848938182
63.7389957905		78.3188612111
63.7756168842		78.3844402653
63.812237978		78.3865573317
63.8488590717		78.3808261259
63.8854801655		78.3808529813
63.9221012592		78.3817579113
63.958722353		78.3827141037
63.9953434467		78.3824814511
64.0319645405		78.3818125054
64.0685856342		78.3834486673
64.105206728		78.3797916189
64.1418278217		78.3834714806
64.1784489155		78.3832992595
64.2150700092		78.325808087
64.251691103		78.3451867847
64.2883121967		78.3796855131
64.3249332905		78.379775054
64.3615543842		78.380374035
64.398175478		78.3786870073
64.4347965717		78.3769957401
64.4714176655		78.3807021413
64.5080387592		78.2948908211
64.544659853		78.3773594898
64.5812809467		78.3769684128
64.6179020405		78.3780868978
64.6545231342		78.377516717
64.691144228		78.3756282704
64.7277653217		78.3745902831
64.7643864155		78.3747498517
64.8010075092		78.3739344664
64.837628603		78.3745338052
64.8742496967		78.3766579452
64.9108707905		78.3737067229
64.9474918842		78.3730104172
64.984112978		78.3750281862
65.0207340717		78.374395745
65.0573551655		78.3773438115
65.0939762592		78.3261384489
65.130597353		78.2744053585
65.1672184467		78.2729128804
65.2038395405		78.2750965039
65.2404606342		78.2764058823
65.277081728		78.272245605
65.3137028217		78.27774398
65.3503239155		78.2755020859
65.3869450092		78.2735329779
65.423566103		78.3731073968
65.4601871967		78.2735692932
65.4968082905		78.3052739539
65.5334293842		78.3727252269
65.570050478		78.3716466257
65.6066715717		78.3695994622
65.6432926655		78.3692736575
65.6799137592		78.4546935773
65.716534853		78.3701119044
65.7531559467		78.3699162681
65.7897770405		78.3711424392
65.8263981342		78.3711244956
65.863019228		78.3687005229
65.8996403217		78.2812235272
65.9362614155		78.3649780207
65.9728825092		78.3668297919
66.009503603		78.3707938704
66.0461246967		78.453656049
66.0827457905		78.3634099917
66.1193668842		78.3688998046
66.155987978		78.3688975605
66.1926090717		78.3631816366
66.2292301655		78.3655377224
66.2658512592		78.3628553501
66.302472353		78.3655565875
66.3390934467		78.3676949985
66.3757145405		78.3667705187
66.4123356342		78.3638561541
66.448956728		78.3647646322
66.4855778217		78.3638831146
66.5221989155		78.3638026818
66.5588200092		78.3670385887
66.595441103		78.3334898676
66.6320621967		78.3112061717
66.6686832905		78.3630814162
66.7053043842		78.3624616163
66.741925478		78.363210399
66.7785465717		78.3626099449
66.8151676655		78.3621986578
66.8517887592		78.3631083816
66.888409853		78.3609016124
66.9250309467		78.3595074749
66.9616520405		78.361896573
66.9982731342		78.3631524246
67.034894228		78.3586550316
67.0715153217		78.3105458926
67.1081364155		78.2577069422
67.1447575092		78.2611357558
67.181378603		78.2578104355
67.2179996967		78.2602683504
67.2546207905		78.2550346124
67.2912418842		78.3058352104
67.327862978		78.3586253393
67.3644840717		78.3601380402
67.4011051655		78.3580867931
67.4377262592		78.3543421188
67.474347353		78.3561925778
67.5109684467		78.35817948
67.5475895405		78.3549342615
67.5842106342		78.3540845229
67.620831728		78.3525269126
67.6574528217		78.3564914588
67.6940739155		78.3557950883
67.7306950092		78.3525440322
67.767316103		78.3596410616
67.8039371967		78.3562245375
67.8405582905		78.3559494968
67.8771793842		78.3410343258
67.913800478		78.2532998913
67.9504215717		78.254095283
67.9870426655		78.255236321
68.0236637592		78.2550175027
68.060284853		78.2515392427
68.0969059467		78.2532390824
68.1335270405		78.25167803
68.1701481342		78.2534377216
68.206769228		78.2539835946
68.2433903217		78.3333091673
68.2800114155		78.3533580379
68.3166325092		78.3499338608
68.353253603		78.3186484434
68.3898746967		78.2498968891
68.4264957905		78.2477384403
68.4631168842		78.2458000174
68.499737978		78.2475602876
68.5363590717		78.2484144518
68.5729801655		78.2482769129
68.6096012592		78.2931047885
68.646222353		78.2868179213
68.6828434467		78.2429654847
68.7194645405		78.2453393061
68.7560856342		78.3453956757
68.792706728		78.347552604
68.8293278217		78.350413922
68.8659489155		78.3454529851
68.9025700092		78.2676157933
68.939191103		78.2443861418
68.9758121967		78.2491746699
69.0124332905		78.2460720893
69.0490543842		78.2460504325
69.085675478		78.2482917944
69.1222965717		78.242376681
69.1589176655		78.2427180524
69.1955387592		78.2418880577
69.232159853		78.2454516682
69.2687809467		78.2421143125
69.3054020405		78.2405777161
69.3420231342		78.2414544827
69.378644228		78.2428056487
69.4152653217		78.2409097428
69.4518864155		78.2417299885
69.4885075092		78.2395132524
69.525128603		78.2420416051
69.5617496967		78.2374622045
69.5983707905		78.2392326352
69.6349918842		78.2440570891
69.671612978		78.2370729474
69.7082340717		78.240279548
69.7448551655		78.2423310724
69.7814762592		78.2443924608
69.818097353		78.2413189817
69.8547184467		78.2388561909
69.8913395405		78.2438381582
69.9279606342		78.2409788554
69.964581728		78.2376471007
70.0012028217		78.2393053895
70.0378239155		78.2386980113
70.0744450092		78.2281730092
70.111066103		78.1383596655
70.1476871967		78.1367046487
70.1843082905		78.1363659728
70.2209293842		78.142356048
70.257550478		78.2327628349
70.2941715717		78.1415201207
70.3307926655		78.1425560867
70.3674137592		78.1804959159
70.404034853		78.2388331422
70.4406559467		78.1627898232
70.4772770405		78.1395793903
70.5138981342		78.1460714842
70.550519228		78.2100467984
70.5871403217		78.1403190121
70.6237614155		78.1361475604
70.6603825092		78.1373575086
70.697003603		78.1359323026
70.7336246967		78.1363013094
70.7702457905		78.1407495341
70.8068668842		78.1416086436
70.843487978		78.1359327548
70.8801090717		78.140025799
70.9167301655		78.1348359503
70.9533512592		78.1335239441
70.989972353		78.1375830932
71.0265934467		78.1355894961
71.0632145405		78.1385942372
71.0998356342		78.136089677
71.136456728		78.1366354687
71.1730778217		78.1342845036
71.2096989155		78.1370405854
71.2463200092		78.1343804124
71.282941103		78.1373014497
71.3195621967		78.1344907954
71.3561832905		78.1364455572
71.3928043842		78.1308484854
71.429425478		78.1335909112
71.4660465717		78.1346319368
71.5026676655		78.135412203
71.5392887592		78.1330456418
71.575909853		78.1309983474
71.6125309467		78.1307932479
71.6491520405		78.1290008188
71.6857731342		78.1305233893
71.722394228		78.1303553983
71.7590153217		78.1298577266
71.7956364155		78.129742697
71.8322575092		78.127512604
71.868878603		78.1302249858
71.9054996967		78.1263148663
71.9421207905		78.1280504135
71.9787418842		78.1296231355
72.015362978		78.1287684462
72.0519840717		78.1283793189
72.0886051655		78.1263814915
72.1252262592		78.1270440619
72.161847353		78.1257913472
72.1984684467		78.1251208785
72.2350895405		78.1243573521
72.2717106342		78.1246275941
72.308331728		78.125792707
72.3449528217		78.1278741716
72.3815739155		78.1258339563
72.4181950092		78.1263339022
72.454816103		78.1270979876
72.4914371967		78.1269185348
72.5280582905		78.1254268862
72.5646793842		78.1262994563
72.601300478		78.125408753
72.6379215717		78.1234440271
72.6745426655		78.1252523511
72.7111637592		78.1251217852
72.747784853		78.1241569268
72.7844059467		78.1278098347
72.8210270405		78.1258974159
72.8576481342		78.1265908783
72.894269228		78.1263873835
72.9308903217		78.1221567019
72.9675114155		78.1230725655
73.0041325092		78.1219112594
73.040753603		78.1225223447
73.0773746967		78.1239043415
73.1139957905		78.1255955212
73.1506168842		78.123229953
73.187237978		78.1200411763
73.2238590717		78.1223041423
73.2604801655		78.1221258523
73.2971012592		78.1191578142
73.333722353		78.1233936844
73.3703434467		78.1224529385
73.4069645405		78.1198823115
73.4435856342		78.1179723013
73.480206728		78.1213958304
73.5168278217		78.123610018
73.5534489155		78.1212424603
73.5900700092		78.1192785721
73.626691103		78.1219003707
73.6633121967		78.1238381318
73.6999332905		78.1195395976
73.7365543842		78.1213363888
73.773175478		78.1200048649
73.8097965717		78.1176939244
73.8464176655		78.1208581037
73.8830387592		78.1147910215
73.919659853		78.1201637252
73.9562809467		78.1196775942
73.9929020405		78.1181662008
74.0295231342		78.1172547521
74.066144228		78.0950288904
74.1027653217		78.0167778116
74.1393864155		78.0169676748
74.1760075092		78.0856112501
74.212628603		78.1172788237
74.2492496967		78.1188527265
74.2858707905		78.1152045425
74.3224918842		78.1176548685
74.359112978		78.1159842177
74.3957340717		78.1146201486
74.4323551655		78.1185562443
74.4689762592		78.1146292377
74.505597353		78.1337507065
74.5422184467		78.2179115283
74.5788395405		78.2674744567
74.6154606342		78.2430629496
74.652081728		78.3001517849
74.6887028217		78.2180754619
74.7253239155		78.1909185182
74.7619450092		78.1147601194
74.798566103		78.1673281091
74.8351871967		78.1459440755
74.8718082905		78.1160146567
74.9084293842		78.1166411082
74.945050478		78.1325387254
74.9816715717		78.2126678394
75.0182926655		78.2144547673
75.0549137592		78.2124368625
75.091534853		78.2112272159
75.1281559467		78.2090371712
75.1647770405		78.2127560439
75.2013981342		78.2132856878
75.238019228		78.1613172996
75.2746403217		78.114058402
75.3112614155		78.1121849336
75.3478825092		78.1106863956
75.384503603		78.1099567229
75.4211246967		78.1090867782
75.4577457905		78.1132256471
75.4943668842		78.1106973125
75.530987978		78.1096664574
75.5676090717		78.1099044037
75.6042301655		78.1132647429
75.6408512592		78.1472728743
75.677472353		78.2121058348
75.7140934467		78.2104207492
75.7507145405		78.208118789
75.7873356342		78.3093734987
75.823956728		78.3104326476
75.8605778217		78.2748800856
75.8971989155		78.2646922293
75.9338200092		78.3785059882
75.970441103		78.4076128139
76.0070621967		78.3110699234
76.0436832905		78.2925285371
76.0803043842		78.2069024756
76.116925478		78.2074578706
76.1535465717		78.2086963276
76.1901676655		78.1212214663
76.2267887592		78.1093952827
76.263409853		78.107908071
76.3000309467		78.1407324934
76.3366520405		78.210323399
76.3732731342		78.2048273106
76.409894228		78.125570427
76.4465153217		78.1045941447
76.4831364155		78.1080610024
76.5197575092		78.1106186195
76.556378603		78.1090107863
76.5929996967		78.1070868828
76.6296207905		78.1046916225
76.6662418842		78.1074196557
76.702862978		78.108403258
76.7394840717		78.1071619979
76.7761051655		78.1050345991
76.8127262592		78.1090972441
76.849347353		78.0216035299
76.8859684467		78.1044415467
76.9225895405		78.1040224439
76.9592106342		78.1056699226
76.995831728		78.0546505699
77.0324528217		78.0731259736
77.0690739155		78.1047868206
77.1056950092		78.0073636186
77.142316103		78.1039468189
77.1789371967		78.1069225355
77.2155582905		78.1065983752
77.2521793842		78.1028915757
77.288800478		78.1037399823
77.3254215717		78.1029567385
77.3620426655		78.1043199199
77.3986637592		78.1038939717
77.435284853		78.1049435057
77.4719059467		78.1059363209
77.5085270405		78.1033882463
77.5451481342		78.1063770945
77.581769228		78.1049107116
77.6183903217		78.1019495683
77.6550114155		78.1042825657
77.6916325092		78.1046492609
77.728253603		78.1032624892
77.7648746967		78.1018839346
77.8014957905		78.1051466414
77.8381168842		78.1010647976
77.874737978		78.1053429362
77.9113590717		78.1005186204
77.9479801655		78.1026240791
77.9846012592		78.1023141818
78.021222353		78.1021501095
78.0578434467		78.1023811761
78.0944645405		78.1029353215
78.1310856342		78.103920851
78.167706728		78.1022444518
78.2043278217		78.1011413845
78.2409489155		78.1051165816
78.2775700092		78.1025247321
78.314191103		78.1038752928
78.3508121967		78.1047991187
78.3874332905		78.0994588954
78.4240543842		78.0999769344
78.460675478		78.1006435451
78.4972965717		78.1004871607
78.5339176655		78.1005687731
78.5705387592		78.0979299553
78.607159853		78.0999395428
78.6437809467		78.101111297
78.6804020405		78.1025803303
78.7170231342		78.1005528155
78.753644228		78.1017950541
78.7902653217		78.1006809306
78.8268864155		78.1006836661
78.8635075092		78.1024399663
78.900128603		78.0971164602
78.9367496967		78.1025365809
78.9733707905		78.1021491979
79.0099918842		78.1009831945
79.046612978		78.1012407632
79.0832340717		78.1001488404
79.1198551655		78.0995003955
79.1564762592		78.0983012928
79.193097353		78.1010529447
79.2297184467		78.0993416897
79.2663395405		78.1016127294
79.3029606342		78.0959513867
79.339581728		78.0995701696
79.3762028217		78.0993977846
79.4128239155		78.1011805893
79.4494450092		78.099575642
79.486066103		78.0962644767
79.5226871967		78.0979929115
79.5593082905		78.0965524448
79.5959293842		78.0931362139
79.632550478		78.0986014416
79.6691715717		78.0933298555
79.7057926655		78.0955086407
79.7424137592		78.0962681278
79.779034853		78.0975435299
79.8156559467		78.0939436055
79.8522770405		78.0964374424
79.8888981342		78.0996071083
79.925519228		78.0957710986
79.9621403217		78.0917393644
79.9987614155		78.0942257918
80.0353825092		78.0959212631
80.072003603		78.1415542262
80.1086246967		78.1936799678
80.1452457905		78.1956805871
80.1818668842		78.1973230356
80.218487978		78.1947201126
80.2551090717		78.1944845266
80.2917301655		78.1871626649
80.3283512592		78.1916775128
80.364972353		78.1927514807
80.4015934467		78.19439732
80.4382145405		78.1902079713
80.4748356342		78.1923842327
80.511456728		78.1913759683
80.5480778217		78.1922042516
80.5846989155		78.1931168707
80.6213200092		78.1945594042
80.657941103		78.1921626813
80.6945621967		78.1921316175
80.7311832905		78.1909487445
80.7678043842		78.1920292882
80.804425478		78.1914376496
80.8410465717		78.1912914408
80.8776676655		78.1912169637
80.9142887592		78.1909464598
80.950909853		78.1925180717
80.9875309467		78.1925779096
81.0241520405		78.1914508995
81.0607731342		78.1916437043
81.097394228		78.1933644049
81.1340153217		78.1948543362
81.1706364155		78.1858841978
81.2072575092		78.1914965886
81.243878603		78.1909194998
81.2804996967		78.1919689859
81.3171207905		78.1934297114
81.3537418842		78.1934603092
81.390362978		78.1895452355
81.4269840717		78.1915980168
81.4636051655		78.1929720885
81.5002262592		78.1934150975
81.536847353		78.1943644458
81.5734684467		78.1911109574
81.6100895405		78.194833792
81.6467106342		78.1898514777
81.683331728		78.1936388683
81.7199528217		78.1917894444
81.7565739155		78.1898546771
81.7931950092		78.1894250181
81.829816103		78.1909683932
81.8664371967		78.191784419
81.9030582905		78.1948639234
81.9396793842		78.1903373072
81.976300478		78.1930195886
82.0129215717		78.1919333523
82.0495426655		78.1864084377
82.0861637592		78.1896101423
82.122784853		78.1918968047
82.1594059467		78.1898866713
82.1960270405		78.1892796557
82.2326481342		78.184711977
82.269269228		78.1896288829
82.3058903217		78.185710352
82.3425114155		78.1867203899
82.3791325092		78.1869737773
82.415753603		78.1887630771
82.4523746967		78.1875673963
82.4889957905		78.1841756331
82.5256168842		78.1837252727
82.562237978		78.1881019497
82.5988590717		78.1862940801
82.6354801655		78.1855003555
82.6721012592		78.1869518238
82.708722353		78.1831796517
82.7453434467		78.1888700551
82.7819645405		78.183609929
82.8185856342		78.184757737
82.855206728		78.187026374
82.8918278217		78.1854742767
82.9284489155		78.1867707026
82.9650700092		78.1872834023
83.001691103		78.1853896342
83.0383121967		78.1901819208
83.0749332905		78.1875651097
83.1115543842		78.1878371962
83.148175478		78.1871960509
83.1847965717		78.1858142028
83.2214176655		78.1863265579
83.2580387592		78.1834062392
83.294659853		78.1836044364
83.3312809467		78.1864436592
83.3679020405		78.1860150349
83.4045231342		78.1854651263
83.441144228		78.1069831518
83.4777653217		78.1791963305
83.5143864155		78.179776338
83.5510075092		78.109365733
83.587628603		78.1851750466
83.6242496967		78.1851045826
83.6608707905		78.1860580365
83.6974918842		78.0934570504
83.734112978		78.0843214129
83.7707340717		78.0842573429
83.8073551655		78.0790388689
83.8439762592		78.0828805239
83.880597353		78.0832298048
83.9172184467		78.0832165299
83.9538395405		78.0851880962
83.9904606342		78.106143857
84.027081728		78.1843989652
84.0637028217		78.1224675226
84.1003239155		78.0825206847
84.1369450092		78.0844426858
84.173566103		78.0827354015
84.2101871967		78.1065097059
84.2468082905		78.1841623609
84.2834293842		78.1870085369
84.320050478		78.1827301037
84.3566715717		78.0899191978
84.3932926655		78.1838808903
84.4299137592		78.1806213679
84.466534853		78.1841477158
84.5031559467		78.182672419
84.5397770405		78.1074654547
84.5763981342		78.0801507702
84.613019228		78.081271546
84.6496403217		78.078656716
84.6862614155		78.0798126943
84.7228825092		78.0785238252
84.759503603		78.0796628881
84.7961246967		78.07923818
84.8327457905		78.0804746203
84.8693668842		78.0772231138
84.905987978		78.0805708087
84.9426090717		78.0825989729
84.9792301655		78.0770823863
85.0158512592		78.0811346134
85.052472353		78.077879018
85.0890934467		78.076692726
85.1257145405		78.0764428667
85.1623356342		78.0797600108
85.198956728		78.0765694028
85.2355778217		78.0752603096
85.2721989155		78.0790191664
85.3088200092		78.0768403426
85.345441103		78.077312957
85.3820621967		78.0758248041
85.4186832905		78.0769737433
85.4553043842		78.0751956472
85.491925478		78.0743421042
85.5285465717		78.0761063361
85.5651676655		78.0757175054
85.6017887592		78.0755221598
85.638409853		78.0761393484
85.6750309467		78.0789124048
85.7116520405		78.0758546089
85.7482731342		78.080513554
85.784894228		78.0750768675
85.8215153217		78.0736980521
85.8581364155		78.0729483725
85.8947575092		78.075107136
85.931378603		78.0722577637
85.9679996967		78.074146238
86.0046207905		78.0725606356
86.0412418842		78.0737242013
86.077862978		78.0716735285
86.1144840717		78.0736893356
86.1511051655		78.0733961771
86.1877262592		78.0745663991
86.224347353		78.0758770769
86.2609684467		78.0754368654
86.2975895405		78.0738879748
86.3342106342		78.0705286952
86.370831728		78.0732346791
86.4074528217		78.0728217309
86.4440739155		78.0736902531
86.4806950092		78.0710208177
86.517316103		78.0766400046
86.5539371967		78.0714247572
86.5905582905		78.0741783479
86.6271793842		78.0694202972
86.663800478		78.0703657132
86.7004215717		78.0705585363
86.7370426655		78.0685325484
86.7736637592		78.0676179727
86.810284853		78.0702348641
86.8469059467		78.0749534983
86.8835270405		78.0683538744
86.9201481342		78.0683074823
86.956769228		78.0689936677
86.9933903217		78.0689073263
87.0300114155		78.0694010102
87.0666325092		78.0680957258
87.103253603		78.0687902117
87.1398746967		78.0691700191
87.1764957905		78.0709014648
87.2131168842		78.0688862
87.249737978		78.0699924385
87.2863590717		78.0664899911
87.3229801655		78.0659389885
87.3596012592		78.0718282002
87.396222353		78.0706264815
87.4328434467		78.0659348523
87.4694645405		78.06799972
87.5060856342		78.0684512503
87.542706728		78.0658590207
87.5793278217		78.0108514013
87.6159489155		78.0379795981
87.6525700092		78.0665299694
87.689191103		78.0633802073
87.7258121967		78.0480591101
87.7624332905		77.9653883799
87.7990543842		77.9654150387
87.835675478		77.9632252592
87.8722965717		77.9633530994
87.9089176655		78.0658401775
87.9455387592		78.0618923319
87.982159853		78.0646924261
88.0187809467		78.0640423434
88.0554020405		78.0643365937
88.0920231342		78.0632399502
88.128644228		78.0631355592
88.1652653217		78.0629263098
88.2018864155		78.0633677913
88.2385075092		78.0602847616
88.275128603		78.0597131808
88.3117496967		78.0647535675
88.3483707905		78.0595207962
88.3849918842		78.0638496906
88.421612978		78.05963632
88.4582340717		78.0631751085
88.4948551655		78.0611010437
88.5314762592		78.0651957825
88.568097353		78.0654789236
88.6047184467		78.0617350058
88.6413395405		78.064240045
88.6779606342		78.062583211
88.714581728		78.0618389704
88.7512028217		78.0625615939
88.7878239155		78.0607513587
88.8244450092		78.0622212261
88.861066103		78.058846462
88.8976871967		78.059634479
88.9343082905		78.0641752183
88.9709293842		78.0636096673
89.007550478		78.06164852
89.0441715717		78.0599221249
89.0807926655		78.0602907439
89.1174137592		78.0572202645
89.154034853		78.0579344483
89.1906559467		78.0558974942
89.2272770405		78.0567049294
89.2638981342		78.073711049
89.300519228		78.15757249
89.3371403217		78.1597670036
89.3737614155		78.1560195022
89.4103825092		78.1573348802
89.447003603		78.1571317963
89.4836246967		78.1538272415
89.5202457905		78.1555155368
89.5568668842		78.1571534407
89.593487978		78.0901104865
89.6301090717		78.1376078265
89.6667301655		78.0547848353
89.7033512592		78.0711905287
89.739972353		78.1575720296
89.7765934467		78.1585554856
89.8132145405		78.1531741412
89.8498356342		78.1560789238
89.886456728		78.1562415232
89.9230778217		78.1549133736
89.9596989155		78.1508453181
89.9963200092		78.1550225708
90.032941103		78.1512322355
90.0695621967		78.1545562748
90.1061832905		78.1533732619
90.1428043842		78.1534244234
90.179425478		78.1512460698
90.2160465717		78.1526514058
90.2526676655		78.1505533779
90.2892887592		78.1541673494
90.325909853		78.1512165565
90.3625309467		78.1374850553
90.3991520405		78.052077991
90.4357731342		78.0501157797
90.472394228		78.1157330652
90.5090153217		78.1516975052
90.5456364155		78.1504860398
90.5822575092		78.1450789799
90.618878603		78.1501068975
90.6554996967		78.1509417048
90.6921207905		78.1519879853
90.7287418842		78.1519142144
90.765362978		78.150486501
90.8019840717		78.1484021931
90.8386051655		78.1488442348
90.8752262592		78.1462494805
90.911847353		78.1504316151
90.9484684467		78.1499505262
90.9850895405		78.148411422
91.0217106342		78.1485097084
91.058331728		78.1487095045
91.0949528217		78.1459581546
91.1315739155		78.1463311959
91.1681950092		78.1444652067
91.204816103		78.150926486
91.2414371967		78.1498619595
91.2780582905		78.1471371883
91.3146793842		78.1473859724
91.351300478		78.1473015074
91.3879215717		78.1469622462
91.4245426655		78.1488894516
91.4611637592		78.1463801322
91.497784853		78.1480856303
91.5344059467		78.1482139195
91.5710270405		78.142925081
91.6076481342		78.1457079034
91.644269228		78.1465984918
91.6808903217		78.1412272611
91.7175114155		78.1455241305
91.7541325092		78.0981556413
91.790753603		78.0445734532
91.8273746967		78.0420861543
91.8639957905		78.0466092615
91.9006168842		78.0566653259
91.937237978		78.141628439
91.9738590717		78.1435279847
92.0104801655		78.1416067172
92.0471012592		78.142925543
92.083722353		78.1427301011
92.1203434467		78.1402213802
92.1569645405		78.1402953499
92.1935856342		78.1418641369
92.230206728		78.14374464
92.2668278217		78.1405436017
92.3034489155		78.1375349618
92.3400700092		78.1377098214
92.376691103		78.1080352097
92.4133121967		78.0369203674
92.4499332905		78.0357880857
92.4865543842		78.0364461129
92.523175478		78.0370133614
92.5597965717		78.0393088973
92.5964176655		78.0669937864
92.6330387592		78.1370607698
92.669659853		78.0749423813
92.7062809467		78.115838833
92.7429020405		78.1374757484
92.7795231342		78.1367887222
92.816144228		78.1348667847
92.8527653217		78.1383805141
92.8893864155		78.1362237525
92.9260075092		78.1347154186
92.962628603		78.1329106537
92.9992496967		78.1334441051
93.0358707905		78.1341446235
93.0724918842		78.1348204959
93.109112978		78.1349139988
93.1457340717		78.1328745322
93.1823551655		78.1343140644
93.2189762592		78.1317351624
93.255597353		78.1043080041
93.2922184467		78.0759154668
93.3288395405		78.1308558833
93.3654606342		78.1320214224
93.402081728		78.0348309202
93.4387028217		78.0299744224
93.4753239155		78.0289937517
93.5119450092		78.0745904039
93.548566103		78.0688088774
93.5851871967		78.0309715503
93.6218082905		78.0315469261
93.6584293842		78.0300981491
93.695050478		78.0273563355
93.7316715717		78.0264831344
93.7682926655		78.0300958322
93.8049137592		78.0290614233
93.841534853		78.0292315245
93.8781559467		78.0248744638
93.9147770405		78.0277087195
93.9513981342		78.0283406209
93.988019228		78.0267511882
94.0246403217		78.0233482736
94.0612614155		78.0264515976
94.0978825092		78.0277305108
94.134503603		78.0271458187
94.1711246967		78.0236193055
94.2077457905		78.0267970989
94.2443668842		78.0262424283
94.280987978		78.0289520359
94.3176090717		78.0289905072
94.3542301655		78.0258778655
94.3908512592		78.0266950745
94.427472353		78.0226706199
94.4640934467		78.022081068
94.5007145405		78.0211882319
94.5373356342		78.0216729769
94.573956728		78.052376116
94.6105778217		78.1243544441
94.6471989155		78.1233845609
94.6838200092		78.1222366632
94.720441103		78.1213308493
94.7570621967		78.1195079704
94.7936832905		78.1181192825
94.8303043842		78.1247961564
94.866925478		78.1170624858
94.9035465717		78.1190777988
94.9401676655		78.118831569
94.9767887592		78.1171605547
95.013409853		78.1166409036
95.0500309467		78.1183460374
95.0866520405		78.1152452537
95.1232731342		78.1198405577
95.159894228		78.1189625836
95.1965153217		78.1176183353
95.2331364155		78.1161091033
95.2697575092		78.1148872033
95.306378603		78.1186996213
95.3429996967		78.1177893516
95.3796207905		78.1161448996
95.4162418842		78.1147895481
95.452862978		78.1121306217
95.4894840717		78.1152206097
95.5261051655		78.1126391812
95.5627262592		78.1177860986
95.599347353		78.1102847903
95.6359684467		78.1118430476
95.6725895405		78.1089043255
95.7092106342		78.1103220312
95.745831728		78.1118039583
95.7824528217		78.1115424238
95.8190739155		78.1090910515
95.8556950092		78.1126815197
95.892316103		78.1073962541
95.9289371967		78.1117746412
95.9655582905		78.1088265594
96.0021793842		78.1093033785
96.038800478		78.1113041437
96.0754215717		78.1103103934
96.1120426655		78.1061705021
96.1486637592		78.0724733122
96.185284853		78.0675840764
96.2219059467		78.1119016807
96.2585270405		78.1091436685
96.2951481342		78.1075550966
96.331769228		78.1053689872
96.3683903217		78.1095133671
96.4050114155		78.107527614
96.4416325092		78.107556494
96.478253603		78.1075872371
96.5148746967		78.1061574553
96.5514957905		78.1071675292
96.5881168842		78.1076370776
96.624737978		78.1036317087
96.6613590717		78.1048772872
96.6979801655		78.1060102109
96.7346012592		78.1039566564
96.771222353		78.1018060484
96.8078434467		78.1034843786
96.8444645405		78.100597846
96.8810856342		78.02799752
96.917706728		78.0028587475
96.9543278217		78.0037530283
96.9909489155		78.0013406595
97.0275700092		77.9987561244
97.064191103		78.0007645333
97.1008121967		78.0015729544
97.1374332905		77.9995705193
97.1740543842		78.0002811815
97.210675478		78.0022329211
97.2472965717		77.9974882581
97.2839176655		78.0018560761
97.3205387592		78.0019115788
97.357159853		77.9997609116
97.3937809467		77.9972800238
97.4304020405		78.0018663371
97.4670231342		78.0002536531
97.503644228		77.9985778239
97.5402653217		77.9965576627
97.5768864155		78.0860372755
97.6135075092		78.0921066939
97.650128603		77.9976694045
