Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.8264713831,0.9092355983,-115.9650912,-0.3980846702,-0.8174582366,-2.053478312,2.827469835e-08,
30088888,-0.7459448858,0.9177042769,-116.9750541,-0.4162729752,-0.8178618159,-1.964724747,2.827469835e-08,
30177777,-0.7392455652,0.918412364,-117.8611337,-0.4292018417,-0.8119526153,-1.891773372,2.827469835e-08,
30266666,-0.7303651524,0.9193518247,-118.7318174,-0.4419420922,-0.8061606321,-1.824131818,2.73818454e-08,
30355555,-0.7237927726,0.9200477368,-119.6106669,-0.4545990229,-0.7998922218,-1.759555524,2.756301772e-08,
30444444,-0.7155694302,0.920919202,-120.4813882,-0.4671440442,-0.7936426265,-1.698924853,2.763476736e-08,
30533333,-0.7072120444,0.9218057181,-121.3964366,-0.4802207233,-0.7868378733,-1.638492125,2.764885135e-08,
30622222,-0.7018040206,0.9223798331,-122.2605008,-0.4923382288,-0.7799920672,-1.584260619,4.060171883e-08,
30711111,-0.6959975067,0.9229966498,-123.1449324,-0.5046564916,-0.772816046,-1.531370464,3.423051334e-08,
30800000,-0.6372350649,0.929262147,-126.1034235,-0.5475627339,-0.7508016984,-1.371170191,2.810062264e-08,
30888888,-0.6848373301,0.9241833361,-124.9518643,-0.5294535824,-0.7574917443,-1.430704729,2.263731905e-08,
30977777,-0.67648022,0.925072965,-125.8531401,-0.5418241724,-0.7497910087,-1.383827166,1.603037011e-08,
31066666,-0.7239489315,0.9200311959,-126.8920089,-0.5523027185,-0.7358118704,-1.332261902,2.871997503e-08,
31155555,-0.667091345,0.9260734486,-127.6982136,-0.5662961092,-0.7327487625,-1.293932186,2.864473159e-08,
31244444,-0.6603599846,0.9267914119,-128.6245293,-0.5785162873,-0.7240588558,-1.251579034,2.840702355e-08,
31333333,-0.652738917,0.9276049428,-129.5700427,-0.5909038625,-0.7150409466,-1.210080001,2.931609908e-08,
31422222,-0.6498801651,0.927910292,-130.5012238,-0.6026445986,-0.7055756499,-1.170798928,2.527727983e-08,
31511111,-0.643669001,0.9285740656,-131.4504481,-0.6146900968,-0.69599273,-1.132266053,2.747825366e-08,
31600000,-0.612522467,0.9319097954,-131.7286964,-0.6202830951,-0.6954888558,-1.121244253,2.98100635e-08,
31688888,-0.6354483428,0.9294533196,-133.3528324,-0.6380596105,-0.6758427382,-1.059215671,3.210565828e-08,
31777777,-0.6311481309,0.9299135874,-134.3196477,-0.649694048,-0.6653096452,-1.024035309,3.43326855e-08,
31866666,-0.6294510165,0.9300952987,-135.2918264,-0.661017913,-0.6543184113,-0.9898648713,3.023367866e-08,
31955555,-0.6261066991,0.9304534811,-136.252436,-0.6721534184,-0.6433921531,-0.9572102671,3.037931368e-08,
32044444,-0.6246670936,0.9306077079,-137.2238329,-0.683077619,-0.6320092344,-0.9252378015,3.040096226e-08,
32133333,-0.6221003255,0.9308827525,-138.2143407,-0.6941060263,-0.6202898703,-0.8936529101,3.061549813e-08,
32222222,-0.6202118164,0.9310851695,-139.1750341,-0.7045617043,-0.6086972956,-0.8639375259,3.045343034e-08,
32311111,-0.6160894284,0.9315271743,-140.1753213,-0.7154200807,-0.5965877846,-0.8338985732,3.057014739e-08,
32400000,-0.6155334851,0.931586799,-141.1158976,-0.7251633336,-0.5848009094,-0.806440263,3.076807913e-08,
32488888,-0.6140457407,0.9317463775,-142.1351386,-0.7355771179,-0.5719069991,-0.7774942764,3.098139321e-08,
32577777,-0.6124243699,0.9319203203,-143.1180242,-0.7454183683,-0.5593093415,-0.7503294329,3.121871214e-08,
32666666,-0.6123705607,0.9319260935,-144.1312313,-0.7551966964,-0.5460441315,-0.7230488878,3.106566491e-08,
32755555,-0.6119263856,0.9319737512,-145.1128515,-0.7644796036,-0.5330534763,-0.6972762567,3.120053665e-08,
