Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.638888741,0.9290852449,-117.2584667,-0.4255259495,-0.8259098368,-1.940915326,3.206987444e-08,
30088888,-0.6899495662,0.9236395514,-118.8072538,-0.4450692154,-0.8093351682,-1.818447873,3.206987444e-08,
30177777,-0.6829792411,0.9243810589,-119.7021788,-0.4580231428,-0.8029291019,-1.753031729,3.206987444e-08,
30266666,-0.6745559788,0.9252779251,-120.5891459,-0.4708539016,-0.7965148097,-1.691638971,2.797582377e-08,
30355555,-0.6700933912,0.9257534313,-121.498707,-0.4836870261,-0.7893454734,-1.631934352,2.807652312e-08,
30444444,-0.662588187,0.9265536914,-122.3851271,-0.4962692046,-0.7824440042,-1.576652343,2.797934511e-08,
30533333,-0.6624880985,0.9265643683,-123.2964375,-0.508656828,-0.774460948,-1.522560802,2.795037397e-08,
30622222,-0.65169918,0.9277159876,-124.1669814,-0.5210114701,-0.7675962492,-1.473280903,3.946326582e-08,
30711111,-0.6474655546,0.9281682797,-125.0798453,-0.5334344783,-0.7595683069,-1.423920534,3.410794339e-08,
30800000,-0.7533308444,0.916924248,-127.8075537,-0.5620848518,-0.7244381934,-1.28884134,2.882043446e-08,
30888888,-0.6387196344,0.9291033335,-126.9334292,-0.5582858345,-0.7426640771,-1.330257784,2.466781737e-08,
30977777,-0.6318547168,0.9298379433,-127.8514648,-0.570563948,-0.7342039103,-1.286803894,1.838753131e-08,
31066666,-0.6223536786,0.9308556006,-129.0047011,-0.5858657637,-0.7233626035,-1.234690006,2.909112462e-08,
31155555,-0.6262662093,0.9304363941,-129.7139264,-0.5945068099,-0.7157328667,-1.203910291,2.861225426e-08,
31244444,-0.6200123884,0.9311065475,-130.6567841,-0.6066404858,-0.7063616098,-1.164382573,2.802379682e-08,
31333333,-0.6141283636,0.9317375145,-131.6033897,-0.6186461784,-0.6967149359,-1.126192903,2.948307434e-08,
31422222,-0.6126227009,0.9318990413,-132.5437825,-0.6301067056,-0.6865867481,-1.089635679,2.568389282e-08,
31511111,-0.6072405036,0.93247667,-133.487725,-0.6417296575,-0.6765321771,-1.054232369,2.769675281e-08,
31600000,-0.5518457556,0.938442596,-133.8240444,-0.6498208242,-0.6770579018,-1.04191475,2.980557377e-08,
31688888,-0.6013621785,0.9331079532,-135.3947447,-0.6643370687,-0.6552455352,-0.9863148785,3.203606382e-08,
31777777,-0.5985119223,0.9334142008,-136.3591704,-0.6754934201,-0.6441822022,-0.9536468944,3.421980182e-08,
31866666,-0.5991770572,0.933342726,-137.3458809,-0.6864338254,-0.6324059198,-0.921291895,3.060516789e-08,
31955555,-0.597782468,0.9334925937,-138.3236514,-0.6972374948,-0.6206998456,-0.8902272902,3.06458431e-08,
32044444,-0.597811064,0.9334895204,-139.3093372,-0.7078096497,-0.6086116862,-0.8598522024,3.045514592e-08,
32133333,-0.5954572788,0.9337425206,-140.2807833,-0.7182209955,-0.5966855925,-0.8307827205,3.038656604e-08,
32222222,-0.5958343574,0.9337019851,-141.2401444,-0.7280791508,-0.5845512357,-0.8028677035,3.016479439e-08,
32311111,-0.5948237147,0.9338106319,-142.2201045,-0.7380559336,-0.5720801824,-0.7751176522,3.054631434e-08,
32400000,-0.5983901002,0.9334272923,-143.1660498,-0.7470930667,-0.5595877588,-0.7490201472,3.093571727e-08,
