Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.7756129029,0.9145750613,-115.6090828,-0.3953055959,-0.8247308826,-2.086312188,3.098410157e-08,
30088888,-0.6994499507,0.9226298525,-117.0408305,-0.4194509099,-0.8217705147,-1.959157783,3.098410157e-08,
30177777,-0.6940152566,0.9232073155,-117.9213694,-0.4323005001,-0.8157377182,-1.886969175,3.098410157e-08,
30266666,-0.6855595857,0.9241064909,-118.8059852,-0.4452762871,-0.8097541816,-1.818543239,2.749823995e-08,
30355555,-0.6799795493,0.9247003511,-119.683968,-0.457926035,-0.803352031,-1.754327052,2.78017714e-08,
30444444,-0.6726949722,0.9254761929,-120.5592551,-0.4705391069,-0.7969310714,-1.693655341,2.7728957e-08,
30533333,-0.6666184193,0.9261238724,-121.4930234,-0.4838022388,-0.7897093268,-1.632297793,2.769450241e-08,
30622222,-0.6621923406,0.9265959187,-122.3380961,-0.4956493589,-0.7828867795,-1.579517385,6.113964495e-08,
30711111,-0.6575222032,0.927094255,-123.2256734,-0.5079902739,-0.7755318428,-1.526666715,4.452488069e-08,
30800000,-1.854697658,0.8077279611,-129.4752855,-0.5135092725,-0.6234843112,-1.214163686,2.835098088e-08,
30888888,-0.6488904976,0.9280160238,-125.0484185,-0.5329303382,-0.7597361352,-1.425582446,1.328769863e-08,
30977777,-0.6409023289,0.9288698866,-125.9628862,-0.5454891339,-0.7518250269,-1.378258484,-4.08872657e-09,
31066666,-0.6322476896,0.9297958759,-127.1078836,-0.5609623327,-0.7415130694,-1.321858931,2.880084584e-08,
31155555,-0.6359470907,0.9293999515,-127.7913559,-0.5695249866,-0.7344559615,-1.289593923,2.856243792e-08,
31244444,-0.6294598739,0.9300943502,-128.7423247,-0.5820707105,-0.7254441318,-1.246316158,2.787426486e-08,
31333333,-0.6232806997,0.9307562582,-129.7156614,-0.5947328685,-0.7159609119,-1.203836125,2.925218396e-08,
31422222,-0.6230184205,0.9307843638,-130.6056188,-0.6057997683,-0.7066584554,-1.166488487,2.791023635e-08,
31511111,-0.6175085001,0.931374997,-131.5400641,-0.6176353633,-0.6971269203,-1.128703053,2.859093958e-08,
31600000,-0.7205912669,0.9203869169,-132.2957667,-0.6193816139,-0.6807925478,-1.099148784,2.963456033e-08,
31688888,-0.6137473993,0.9317783815,-133.4451435,-0.640746505,-0.6765019355,-1.055802771,3.05713978e-08,
31777777,-0.6108452061,0.9320897662,-134.3946147,-0.6520864431,-0.666013966,-1.0213584,3.134030627e-08,
31866666,-0.6104995224,0.9321268625,-135.3820149,-0.6634931257,-0.6547040247,-0.9867532901,3.02132997e-08,
31955555,-0.6075231349,0.9324463285,-136.3417863,-0.6745977097,-0.6437189492,-0.9542264077,3.035533217e-08,
32044444,-0.6065944508,0.9325460298,-137.3056917,-0.6854045078,-0.6323470237,-0.9225895315,3.031551458e-08,
32133333,-0.60384081,0.9328417167,-138.2896355,-0.6963829777,-0.6206806077,-0.891292044,3.041722498e-08,
32222222,-0.6028312538,0.9329501467,-139.2585787,-0.7068615372,-0.6088864783,-0.8613942707,3.084572337e-08,
32311111,-0.599619105,0.9332952269,-140.2321049,-0.7173699839,-0.5970094528,-0.832219728,3.068667466e-08,
32400000,-0.5907345165,0.9342503607,-141.2697789,-0.7288091828,-0.5845176742,-0.8020174389,3.059729491e-08,
32488888,-0.6007567745,0.9331729928,-142.1939095,-0.7372905157,-0.5720266864,-0.7758497827,3.051101979e-08,
32577777,-0.6002945388,0.9332226547,-143.1732497,-0.7469995769,-0.5593712141,-0.7488240039,3.037524801e-08,
32666666,-0.5982386712,0.9334435657,-144.1620839,-0.7567207992,-0.5465258662,-0.7222292116,3.079365269e-08,
32755555,-0.5994843143,0.9333097102,-145.1457375,-0.7658817332,-0.5333780891,-0.6964235678,3.092787883e-08,
32844444,-0.6005908361,0.9331908206,-146.1346562,-0.774874525,-0.5200140174,-0.6710944812,3.109134886e-08,
32933333,-0.6020477794,0.9330343033,-147.1354303,-0.7837073785,-0.5063158659,-0.6460521871,3.115129765e-08,
33022222,-0.6031239089,0.9329187132,-148.1418595,-0.7923815345,-0.4924112399,-0.6214319977,3.11263968e-08,
33111111,-0.6030482792,0.9329268363,-149.1263497,-0.8007320242,-0.4787282187,-0.5978632105,3.122993615e-08,
33200000,-0.6037828304,0.9328479436,-150.1194262,-0.8088404662,-0.4647390516,-0.5745744321,3.143766931e-08,
33288888,-0.604978854,0.9327195018,-151.143443,-0.8169043846,-0.4501476373,-0.5510407899,3.171585493e-08,
33377777,-0.6045365457,0.9327669995,-152.1633462,-0.8248294718,-0.4355578238,-0.5280580273,3.179095896e-08,
33466666,-0.605049701,0.932711894,-153.1788757,-0.8323703049,-0.4208457589,-0.5055991984,3.178206606e-08,
33555555,-0.6056981463,0.932642265,-154.1882696,-0.8395922161,-0.4060868197,-0.4836714919,3.167060063e-08,
33644444,-0.6073402846,0.932465958,-155.2161182,-0.8465815923,-0.3908866466,-0.4617235363,3.175207797e-08,
33733333,-0.6082936787,0.9323636129,-156.2120274,-0.8531540645,-0.3760718666,-0.4408018227,3.186271097e-08,
33822222,-0.611114052,0.9320609166,-157.2473356,-0.8595307209,-0.3604781435,-0.4193894816,3.196144945e-08,
33911111,-0.6100859533,0.9321712458,-158.270701,-0.8659343032,-0.3451101476,-0.3985407974,3.213986851e-08,
