Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.6948103036,0.9231228153,-118.7265299,-0.4436801443,-0.8095082838,-1.82453124,3.031853001e-08,
30088888,-0.7596101779,0.916261611,-120.1542959,-0.4602660296,-0.792269223,-1.72132891,3.031853001e-08,
30177777,-0.7606215813,0.9161549257,-121.0205563,-0.4721363837,-0.7851287048,-1.662927772,3.031853001e-08,
30266666,-0.7595687501,0.9162659811,-121.8861292,-0.4840017363,-0.7780010716,-1.607434464,2.649153542e-08,
30355555,-0.7617523457,0.9160356647,-122.7115841,-0.4950352425,-0.7707538178,-1.556967568,2.63916188e-08,
30444444,-0.7593644252,0.9162875354,-123.5474329,-0.5063653575,-0.7636602466,-1.508121034,2.624253786e-08,
30533333,-0.7588350009,0.9163433869,-124.4125687,-0.5178696241,-0.7559737132,-1.459776125,2.642786515e-08,
30622222,-0.7605680137,0.9161605758,-125.2344482,-0.5285545731,-0.7483182906,-1.415782454,4.285893943e-08,
30711111,-0.7621302253,0.9159958135,-126.0965401,-0.5396567031,-0.74014794,-1.371516254,3.46660541e-08,
30800000,-1.05664366,0.885457696,-129.5628861,-0.5639699199,-0.6826223413,-1.210387854,2.673671405e-08,
30888888,-0.7592452791,0.9163001044,-127.7949254,-0.5615426692,-0.7240688586,-1.289428031,1.960691148e-08,
30977777,-0.7554791098,0.9166974948,-128.6631352,-0.572697949,-0.7157872283,-1.249851217,1.129492856e-08,
31066666,-0.7912720349,0.9129277287,-129.68349,-0.582946428,-0.7025741952,-1.205212283,2.745844453e-08,
31155555,-0.7516684223,0.9170997581,-130.4257945,-0.5947049667,-0.6981389323,-1.173924839,2.739587603e-08,
31244444,-0.7469749912,0.917595448,-131.3069523,-0.6056981686,-0.6892830585,-1.137997594,2.682017385e-08,
31333333,-0.742106339,0.9181099267,-132.2347497,-0.6171257304,-0.6797658938,-1.101503082,2.758639028e-08,
31422222,-0.7391405645,0.9184234665,-133.0702456,-0.6271863338,-0.6709239647,-1.069736263,2.644133623e-08,
31511111,-0.7339187005,0.9189757788,-133.9579758,-0.6378891873,-0.6615238974,-1.037051435,2.707770444e-08,
31600000,-0.7809381373,0.9140145161,-134.6759583,-0.642640302,-0.6499507504,-1.011375646,2.812877864e-08,
31688888,-0.7250527483,0.9199142843,-135.7643315,-0.6590969305,-0.6417425704,-0.9736694874,2.89668677e-08,
31777777,-0.7218157777,0.9202571727,-136.667678,-0.669381958,-0.631506974,-0.943417979,2.971020307e-08,
31866666,-0.7200813419,0.9204409519,-137.5967685,-0.6796695301,-0.6206938664,-0.9132289133,2.879087705e-08,
31955555,-0.7136311258,0.9211247331,-138.5133783,-0.6900241345,-0.6101946147,-0.8843090903,2.905612057e-08,
32044444,-0.709219349,0.9215927139,-139.4480275,-0.7002413906,-0.5991620191,-0.8556506758,2.908291647e-08,
32133333,-0.7039874715,0.9221479952,-140.3910336,-0.7104352471,-0.5879104394,-0.8275355731,2.929041856e-08,
32222222,-0.6992622389,0.9226497917,-141.3112132,-0.720176839,-0.5767390733,-0.8008297991,2.952945838e-08,
32311111,-0.6917551173,0.9234475728,-142.2682582,-0.7303404885,-0.5651178555,-0.7737731433,2.969496386e-08,
32400000,-0.6814694814,0.9245417465,-143.2341344,-0.7406393928,-0.5533811803,-0.7471668205,2.996747506e-08,
32488888,-0.6847229744,0.9241955037,-144.1807732,-0.7494000777,-0.5408667605,-0.7217329923,3.008463374e-08,
32577777,-0.6799551447,0.9247029492,-145.1497577,-0.7588560318,-0.5284061576,-0.6963193748,3.007977705e-08,
32666666,-0.6755650584,0.9251704375,-146.1239398,-0.7681183652,-0.5156883899,-0.6713657859,3.023206592e-08,
32755555,-0.6721830827,0.9255307361,-147.0753215,-0.7768773847,-0.5030593131,-0.6475401691,3.027989807e-08,
32844444,-0.668576574,0.9259151098,-148.0551279,-0.7856922781,-0.4899045158,-0.6235323033,3.047431906e-08,
32933333,-0.6662815444,0.9261597921,-149.0289534,-0.7941148351,-0.476606325,-0.600173053,3.064257383e-08,
33022222,-0.6642373836,0.9263777827,-150.023021,-0.8024527339,-0.46286651,-0.5768146713,3.064348828e-08,
33111111,-0.6591438082,0.926921188,-150.9941929,-0.8106579877,-0.4494624742,-0.5544415537,3.075029352e-08,
33200000,-0.656141408,0.9272416468,-151.9754725,-0.8185193532,-0.4356640219,-0.5322586695,3.091196185e-08,
33288888,-0.6532378393,0.9275516622,-152.9727808,-0.8262544397,-0.4214922145,-0.5101239936,3.115617893e-08,
33377777,-0.648624644,0.9280444285,-153.9796471,-0.8339762388,-0.4071241756,-0.4881723922,3.128226526e-08,
33466666,-0.6460551024,0.9283190119,-154.9770444,-0.8411854964,-0.392661621,-0.4667955197,3.156522094e-08,
33555555,-0.6427641468,0.928670805,-155.9785094,-0.8482412582,-0.3780426325,-0.4456781945,3.221084983e-08,
33644444,-0.638545556,0.9291219543,-157.0237913,-0.8554119409,-0.3626817025,-0.4239848489,3.201507235e-08,
33733333,-0.6344723499,0.9295577638,-158.110016,-0.8625379901,-0.3465629119,-0.4017943742,3.145887931e-08,
33822222,-0.6382297928,0.9291557319,-159.033709,-0.8676373573,-0.3324692321,-0.3831891623,3.075399906e-08,
33911111,-0.6372670209,0.9292587282,-160.0069775,-0.8732562681,-0.3177188602,-0.3638323271,3.058078109e-08,
34000000,-0.6393873112,0.9290319169,-160.9959566,-0.8783955874,-0.3025251968,-0.3444065534,3.147936858e-08,
34088888,-0.6341609759,0.9295910874,-162.0218233,-0.884203011,-0.2869226815,-0.3244986478,3.18820321e-08,
34177777,-0.6329410899,0.9297216526,-163.0629914,-0.8893955462,-0.2708466609,-0.3045289152,3.215823088e-08,
34266666,-0.6330967891,0.929704987,-164.0745342,-0.8940223985,-0.2550986355,-0.285338081,3.111529049e-08,
34355555,-0.6307829676,0.9299526827,-165.1149245,-0.8987462837,-0.2388872321,-0.2658005229,3.163462225e-08,
34444444,-0.5627226566,0.9372681672,-165.9743095,-0.9093255364,-0.2271534418,-0.249804314,3.240853726e-08,
34533333,-0.6355036511,0.9294474012,-167.1746496,-0.9062588367,-0.2063186673,-0.2276597578,3.295231802e-08,
34622222,-0.6251016254,0.9305611532,-168.2300441,-0.9109956262,-0.1898184105,-0.2083636903,3.338480987e-08,
34711111,-0.6260179678,0.9304629863,-169.2594346,-0.9141622969,-0.1734031827,-0.1896853363,3.221975823e-08,
34800000,-0.6277300784,0.930279597,-170.2734932,-0.9169072141,-0.1571664382,-0.1714093158,3.218406609e-08,
34888888,-0.624643484,0.9306102374,-171.3080928,-0.9199224041,-0.1406349332,-0.152876952,3.235622697e-08,
34977777,-0.6268992022,0.9303685901,-172.355172,-0.9220992508,-0.1237686758,-0.1342248957,3.25114719e-08,
35066666,-0.6278760761,0.9302639605,-173.3955398,-0.924090557,-0.1069938252,-0.1157828358,3.234746407e-08,
35155555,-0.6277958326,0.9302725546,-174.4316117,-0.9258826801,-0.09026787078,-0.09749385393,3.227113004e-08,
