Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.8196488238,0.9099500618,-116.53234,-0.4064773123,-0.8141162752,-2.002857849,3.166823489e-08,
30088888,-0.743521314,0.9179603742,-118.0128091,-0.4311374797,-0.8104145372,-1.879712564,3.166823489e-08,
30177777,-0.7367645815,0.9186747311,-118.9180128,-0.4442321392,-0.8041275198,-1.810151605,3.166823489e-08,
30266666,-0.728403601,0.9195594672,-119.8215935,-0.4572978128,-0.797789649,-1.744573507,2.791755885e-08,
30355555,-0.7251047022,0.919908782,-120.6948718,-0.4695821149,-0.7910276888,-1.684535385,2.777166921e-08,
30444444,-0.7156756701,0.920907938,-121.5911946,-0.4824222319,-0.7844362437,-1.626036679,2.780025122e-08,
30533333,-0.7096908106,0.9215426921,-122.4766849,-0.4948282152,-0.7774226462,-1.571096034,2.799019515e-08,
30622222,-0.7029348591,0.9222597539,-123.3787327,-0.5074004052,-0.7701349768,-1.517805207,6.595194629e-08,
30711111,-0.6983853164,0.9227429466,-124.2795395,-0.519717443,-0.7624620155,-1.467070282,4.728691787e-08,
30800000,-0.116525453,0.986674098,-131.2420919,-0.6504570435,-0.7419106485,-1.140598993,2.854240138e-08,
30888888,-0.6881424616,0.9238317352,-126.1109216,-0.5444605693,-0.7463429261,-1.370793347,1.001452805e-08,
30977777,-0.6810232241,0.9245892481,-127.0298316,-0.5568160849,-0.7381199938,-1.325608246,-8.77072398e-09,
31066666,-0.6903754371,0.9235942663,-127.9879781,-0.5684686879,-0.7279215065,-1.280495341,2.917662676e-08,
31155555,-0.6731292776,0.9254299191,-128.900246,-0.5811388945,-0.7202069984,-1.239302695,2.95147927e-08,
31244444,-0.6655019151,0.9262429262,-129.8439805,-0.593443147,-0.7111618589,-1.19836561,2.934777115e-08,
31333333,-0.6598315744,0.9268477954,-130.8242032,-0.605917774,-0.7013633061,-1.157522252,2.946928911e-08,
31422222,-0.6583669906,0.9270040904,-131.7216488,-0.616932735,-0.6919035945,-1.121521935,2.806062276e-08,
31511111,-0.6532935765,0.9275457102,-132.676504,-0.6287445005,-0.6819247741,-1.084581692,2.898914191e-08,
31600000,-0.7352228254,0.9188378115,-133.4075353,-0.6314097801,-0.6675212456,-1.057191806,3.024916219e-08,
