Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.6600090666,0.9268288559,-124.1993599,-0.5209465301,-0.7665679624,-1.471490677,2.986020153e-08,
30088888,-0.6053943213,0.9326748886,-125.1987269,-0.5376070113,-0.762142473,-1.417657242,2.986020153e-08,
30177777,-0.608090066,0.9323854694,-126.1387103,-0.5498669828,-0.7529866962,-1.369397908,2.986020153e-08,
30266666,-0.6060010195,0.9326097447,-127.0915261,-0.5624476295,-0.7439177374,-1.322643564,2.93918883e-08,
30355555,-0.6093388548,0.932251428,-128.0305985,-0.57434353,-0.7343175297,-1.27853365,2.951980265e-08,
30444444,-0.6099755052,0.9321830992,-128.9554908,-0.5860788853,-0.7248978345,-1.236860519,2.949173788e-08,
30533333,-0.6164134797,0.9314924218,-129.9299023,-0.5978783391,-0.7142965935,-1.19471897,2.970165789e-08,
30622222,-0.6151463676,0.9316283194,-130.8605581,-0.6094901923,-0.7045942314,-1.15603867,2.661032584e-08,
30711111,-0.6197785579,0.9311316139,-131.8303361,-0.620996888,-0.6938075724,-1.117248066,2.808844708e-08,
30800000,-0.1489933835,0.9829927864,-132.2629314,-0.6610959269,-0.7274798922,-1.100415027,2.994727955e-08,
30888888,-0.6248107637,0.9305923152,-133.7228728,-0.6431983923,-0.6725309548,-1.045604222,3.283272984e-08,
30977777,-0.6249809172,0.9305740854,-134.7058604,-0.6546285348,-0.6613846156,-1.01032048,3.404055392e-08,
31066666,-0.6188035843,0.9312361374,-135.8620558,-0.6683158347,-0.6485018802,-0.9703524091,3.041643122e-08,
31155555,-0.6330332675,0.9297117861,-136.6398353,-0.6759489979,-0.6383235524,-0.9443368573,2.976005257e-08,
31244444,-0.6323800446,0.9297817078,-137.6225205,-0.686848643,-0.6266841037,-0.9124049528,2.925404149e-08,
31333333,-0.6346755131,0.9295360217,-138.5872425,-0.6971183695,-0.6148684367,-0.8820143948,3.058667512e-08,
31422222,-0.6365449175,0.9293359855,-139.5690047,-0.7073990123,-0.6027039169,-0.8519999413,2.491920247e-08,
31511111,-0.6368717903,0.9293010128,-140.5604674,-0.7176949361,-0.5903510406,-0.8225654256,2.790275086e-08,
