Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.7325123749,0.9191245815,-115.3504113,-0.3935260836,-0.8306185755,-2.110707803,3.309814127e-08,
30088888,-0.7366910239,0.9186825111,-117.1471418,-0.4191738857,-0.8174783237,-1.95021291,3.309814127e-08,
30177777,-0.7293761872,0.919456507,-118.0282742,-0.4320592517,-0.8116187967,-1.878489567,3.309814127e-08,
30266666,-0.7157585785,0.9208991478,-118.8995034,-0.4450473467,-0.8062183945,-1.811533987,2.724631029e-08,
30355555,-0.7108113756,0.9214238117,-119.7699397,-0.4575040786,-0.7998198915,-1.748224615,2.741345543e-08,
30444444,-0.7031967914,0.9222319426,-120.6357241,-0.469949102,-0.7935109308,-1.688503984,2.743541609e-08,
30533333,-0.7016463172,0.9223965802,-121.5463222,-0.4825865744,-0.7860824699,-1.628894196,2.752452195e-08,
30622222,-0.6898732867,0.9236476629,-122.4009842,-0.4949285631,-0.7798530134,-1.575688032,-2.701280166e-09,
30711111,-0.6849090093,0.9241757094,-123.2912387,-0.5072754312,-0.7725104393,-1.522861924,1.250684308e-08,
30800000,-1.966521707,0.7973957464,-119.3310605,-0.3906084013,-0.6951726787,-1.779717682,2.800313129e-08,
30888888,-0.6728942482,0.9254549604,-125.0823814,-0.5319086091,-0.7573243132,-1.423786531,4.446120503e-08,
30977777,-0.6641767452,0.92638425,-125.9859195,-0.5443308025,-0.7495943943,-1.377093471,5.937268316e-08,
31066666,-0.7011110378,0.9224534259,-127.0775309,-0.5561427066,-0.735952181,-1.323315351,2.880388098e-08,
31155555,-0.6550449077,0.9273587085,-127.8331269,-0.5688082599,-0.732428384,-1.287654269,2.837677309e-08,
31244444,-0.6498334226,0.9279152855,-128.7674044,-0.5810237546,-0.7234902719,-1.245199127,2.771621951e-08,
31333333,-0.6457581674,0.9283507479,-129.6812721,-0.5927670796,-0.7144664446,-1.205307227,2.880317137e-08,
31422222,-0.640648135,0.9288970705,-130.588059,-0.6043552624,-0.7054108621,-1.167212244,2.553195447e-08,
31511111,-0.6353272858,0.9294662737,-131.5313128,-0.6162633379,-0.6957923916,-1.129050438,2.755044012e-08,
31600000,-0.8229073122,0.9096087604,-131.9275019,-0.6077912471,-0.6767406424,-1.11344256,2.953388933e-08,
