Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.8311059843,0.9087505794,-118.8951351,-0.439115593,-0.7956161836,-1.811860468,2.705885184e-08,
30088888,-0.8812294655,0.9035215735,-119.8460813,-0.4496571345,-0.7836834152,-1.742846616,2.705885184e-08,
30177777,-0.8812827039,0.9035160356,-120.6968467,-0.4612409565,-0.7769157011,-1.684403109,2.705885184e-08,
30266666,-0.8795598477,0.9036952668,-121.5533584,-0.4728968512,-0.7700868154,-1.62844564,2.608111675e-08,
30355555,-0.8802621848,0.9036221973,-122.3709183,-0.4837976699,-0.7631991157,-1.577517138,2.605651585e-08,
30444444,-0.8771004387,0.9039511843,-123.1820295,-0.4947331607,-0.7565492999,-1.529206772,2.595329913e-08,
30533333,-0.8783836541,0.9038176483,-124.051559,-0.5060824845,-0.7488436821,-1.479687018,2.61398387e-08,
30622222,-0.8719968043,0.9044824818,-124.8655711,-0.5170500727,-0.7421238321,-1.435303603,-4.490900609e-09,
30711111,-0.8693752057,0.9047555164,-125.7115269,-0.5281099351,-0.7346308194,-1.391056617,1.095306373e-08,
30800000,-1.521929187,0.8392735583,-121.6335005,-0.4401853987,-0.714574643,-1.623349264,2.680566729e-08,
30888888,-0.8625432435,0.9054674396,-127.4200867,-0.5502111895,-0.7191237246,-1.30699582,4.357030717e-08,
30977777,-0.8554806521,0.9062039845,-128.3002034,-0.5616487522,-0.7111654805,-1.266210381,5.85646627e-08,
31066666,-0.8395391994,0.9078686928,-129.3493549,-0.5756316276,-0.7020497081,-1.219616286,2.723769739e-08,
31155555,-0.8437210117,0.9074317056,-130.0392241,-0.5837616017,-0.6947335408,-1.190098045,2.677911334e-08,
31244444,-0.8342732743,0.908419266,-130.9086133,-0.5948823843,-0.6865424326,-1.154080959,2.643483325e-08,
31333333,-0.8272846286,0.9091504721,-131.8052376,-0.6060402633,-0.6776944592,-1.118233392,2.784175024e-08,
31422222,-0.8211276139,0.9097951541,-132.6959267,-0.6169388463,-0.6686655983,-1.083844213,2.528031596e-08,
31511111,-0.8132286198,0.910622903,-133.600253,-0.6279862631,-0.6594447094,-1.050094163,2.684492555e-08,
31600000,-0.9145429034,0.9000628878,-134.0559612,-0.6258682908,-0.6468400765,-1.033508305,2.847775485e-08,
31688888,-0.798485854,0.9121698372,-135.4204139,-0.6497168383,-0.6402513896,-0.9854314247,3.037360883e-08,
31777777,-0.7905579861,0.9130027816,-136.3422928,-0.6605364429,-0.6302901609,-0.9542095181,3.203614568e-08,
31866666,-0.786175426,0.9134635634,-137.316816,-0.6714994888,-0.6192770932,-0.9222301782,2.931103849e-08,
31955555,-0.7781205302,0.9143110605,-138.2335498,-0.6819536827,-0.6090187927,-0.8930500826,2.938174411e-08,
32044444,-0.7705851466,0.9151046089,-139.1645574,-0.6923596467,-0.5983766079,-0.8642569087,2.930938758e-08,
32133333,-0.7625084053,0.9159559322,-140.1195071,-0.7028894663,-0.5873003218,-0.8355514628,2.967953646e-08,
32222222,-0.7559339777,0.9166494899,-141.0633453,-0.7130077878,-0.5760782776,-0.8079550987,3.050165192e-08,
32311111,-0.7456501247,0.9177354203,-142.0328876,-0.7235095778,-0.5645991432,-0.7803616711,3.048327523e-08,
32400000,-0.7280728094,0.9195944881,-143.0881375,-0.7352712728,-0.552295372,-0.7511450433,3.043899392e-08,
32488888,-0.7364120273,0.9187120202,-143.9844411,-0.7431069694,-0.5402071901,-0.7269575073,3.031024602e-08,
32577777,-0.7286426878,0.9195341558,-144.9578137,-0.7528497429,-0.5279775831,-0.7013053907,3.017806241e-08,
32666666,-0.7221995242,0.9202165162,-145.9476404,-0.7624235021,-0.5152754993,-0.6758389502,3.075853015e-08,
32755555,-0.7168557815,0.920782827,-146.9350339,-0.7716643294,-0.5023695624,-0.6510208432,3.091456701e-08,
32844444,-0.7118619514,0.9213123704,-147.917202,-0.7806108587,-0.4893497431,-0.6268805226,3.100530867e-08,
32933333,-0.7074608667,0.9217793117,-148.9193698,-0.7894502024,-0.4758628768,-0.6027775727,3.108517187e-08,
33022222,-0.7040878215,0.9221373415,-149.916328,-0.7979201899,-0.4622344071,-0.5792990489,3.122679293e-08,
33111111,-0.6984116646,0.9227401476,-150.9091046,-0.8063360101,-0.4486330559,-0.5563847456,3.137975065e-08,
33200000,-0.6937730864,0.9232330557,-151.9186277,-0.8145500165,-0.4345889389,-0.5335325395,3.167881581e-08,
33288888,-0.6922628747,0.9233935917,-152.9389863,-0.8223028339,-0.4200878178,-0.5108675302,3.190324602e-08,
33377777,-0.6866593475,0.9239894928,-153.970004,-0.8302640856,-0.4054850562,-0.4883808215,3.195899631e-08,
