Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.8521003643,0.9065567205,-114.5612372,-0.3768244105,-0.82452923,-2.188099303,3.005996074e-08,
30088888,-0.7614494417,0.9160676103,-115.8496635,-0.3994158515,-0.8244069651,-2.064031665,3.005996074e-08,
30177777,-0.7539683137,0.9168569562,-116.725853,-0.4123307992,-0.8189078032,-1.986045682,3.005996074e-08,
30266666,-0.742660107,0.9180513946,-117.610043,-0.4254721723,-0.8135058658,-1.912007221,2.746527024e-08,
30355555,-0.7379629305,0.9185479949,-118.4906472,-0.4381614451,-0.8073072321,-1.842488063,2.777422136e-08,
30444444,-0.7301069826,0.9193791509,-119.3617151,-0.4507913657,-0.8012772103,-1.777490146,2.769869392e-08,
30533333,-0.7256128733,0.9198549639,-120.2938979,-0.4640076537,-0.7942481048,-1.711713371,2.782453472e-08,
30622222,-0.7174383128,0.9207210755,-121.1402142,-0.4761363477,-0.7880491592,-1.655091368,-1.983176667e-09,
30711111,-0.7126853694,0.9212250346,-122.0533287,-0.4889018323,-0.7807884238,-1.597024949,1.312563452e-08,
30800000,-0.260525133,0.9704512938,-118.1646911,-0.4580603528,-0.8555445206,-1.867755014,2.859592908e-08,
30888888,-0.7015819412,0.9224034166,-123.8817637,-0.5142222878,-0.7657698752,-1.489180639,4.549116923e-08,
30977777,-0.6934173712,0.9232708658,-124.8013511,-0.5269410877,-0.7581307155,-1.438739042,5.973048745e-08,
31066666,-0.7141937816,0.9210650663,-126.013513,-0.5415641899,-0.7450295864,-1.375699502,2.911701236e-08,
31155555,-0.6866643827,0.9239889571,-126.6557063,-0.5516261563,-0.7412585086,-1.343769689,2.84798847e-08,
31244444,-0.6789201366,0.9248131431,-127.6133139,-0.5644405141,-0.7325887358,-1.297902467,2.756155497e-08,
31333333,-0.6754505298,0.9251826365,-128.5582379,-0.5766753968,-0.7234696937,-1.254552731,2.947769487e-08,
31422222,-0.6703513551,0.9257259376,-129.4721015,-0.5884862235,-0.7145995216,-1.21430119,2.680465749e-08,
31511111,-0.6648692673,0.9263103927,-130.4427496,-0.6008863623,-0.704972711,-1.173221353,2.84034392e-08,
31600000,-0.8472195858,0.9070662764,-130.9598086,-0.594608666,-0.6849888788,-1.151999488,2.998060899e-08,
31688888,-0.6575874549,0.9270872903,-132.3589403,-0.6246464016,-0.6850603745,-1.096717075,3.148007921e-08,
31777777,-0.6531047158,0.9275658784,-133.3109096,-0.6362702276,-0.6749360386,-1.06076948,3.310128039e-08,
31866666,-0.6526925874,0.9276098906,-134.3039614,-0.6479028255,-0.6638388643,-1.024596341,3.045726611e-08,
31955555,-0.6501883071,0.9278773738,-135.2835095,-0.6593468768,-0.6528538251,-0.9901522979,3.054748863e-08,
32044444,-0.6493106037,0.92797114,-136.245809,-0.6702859693,-0.6417531893,-0.9574319301,3.055274115e-08,
32133333,-0.647031457,0.9282146683,-137.22759,-0.6813624335,-0.6303393567,-0.9251160993,3.066203347e-08,
32222222,-0.645369085,0.9283923341,-138.2203658,-0.692314114,-0.6185575911,-0.8934637884,3.105101444e-08,
32311111,-0.640616693,0.9289004331,-139.2021626,-0.7031959442,-0.6069361405,-0.8631109799,3.111330262e-08,
32400000,-0.6375838361,0.9292248344,-140.2266913,-0.714185143,-0.5944731906,-0.8323796657,3.10671633e-08,
