Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.8851966659,0.9031089925,-117.9306403,-0.4230183855,-0.7979105827,-1.88623145,3.283020735e-08,
30088888,-0.7874533731,0.9133291762,-119.5365682,-0.4502520592,-0.7946340461,-1.764864879,3.283020735e-08,
30177777,-0.7794220814,0.9141740643,-120.443529,-0.4632018421,-0.7881359485,-1.701495713,3.283020735e-08,
30266666,-0.7688800837,0.915284264,-121.3607685,-0.476336875,-0.7815679531,-1.640788262,2.837243666e-08,
30355555,-0.7627237266,0.9159332262,-122.2713799,-0.4890442836,-0.7744477797,-1.583594381,2.818550135e-08,
30444444,-0.7523453598,0.9170282864,-123.1622383,-0.5016251295,-0.7676673157,-1.530360563,2.815237519e-08,
30533333,-0.7478033681,0.9175079407,-124.05248,-0.5137604285,-0.7601782971,-1.47963575,2.832578625e-08,
30622222,-0.7372054049,0.918628108,-124.9746041,-0.5265698473,-0.7527295642,-1.42949614,-1.358672591e-08,
30711111,-0.7302091931,0.9193683322,-125.8973284,-0.5390574497,-0.7447517682,-1.381581441,7.732183345e-09,
30800000,-1.21684594,0.8692760274,-120.0659352,-0.4355040547,-0.752314449,-1.727456819,2.89386418e-08,
30888888,-0.7171362793,0.9207530922,-127.7439653,-0.5636242707,-0.7280892378,-1.291798944,5.011633472e-08,
30977777,-0.7085561726,0.9216630811,-128.6814741,-0.5760304685,-0.7194801835,-1.249031471,7.136267113e-08,
31066666,-0.7311774305,0.9192658537,-129.6080923,-0.5860621412,-0.7082237475,-1.208444801,2.93560112e-08,
31155555,-0.6974434386,0.9228430122,-130.5519133,-0.5999741606,-0.7011920078,-1.168703677,2.948904043e-08,
31244444,-0.6895145747,0.9236858087,-131.5057134,-0.6121217164,-0.691738735,-1.130067299,2.967065471e-08,
31333333,-0.6843923537,0.924230683,-132.450916,-0.6238172172,-0.6819489973,-1.093187201,2.987010655e-08,
31422222,-0.6781529873,0.9248948275,-133.4059017,-0.6355529001,-0.6719396945,-1.057252188,2.457671245e-08,
31511111,-0.6713020131,0.9256246238,-134.3810422,-0.6474067618,-0.6615477525,-1.021842513,2.743114018e-08,
31600000,-0.7264554701,0.9197657354,-134.4729291,-0.644362298,-0.6563278425,-1.018569591,3.025790086e-08,
31688888,-0.6640574461,0.9263969738,-136.3063901,-0.6698259538,-0.639956674,-0.9554074015,3.31413689e-08,
31777777,-0.6586883422,0.9269697947,-137.2844979,-0.6810735216,-0.6288178261,-0.9232745161,3.608906327e-08,
31866666,-0.6567690937,0.9271746421,-138.2778239,-0.6920252131,-0.6170526083,-0.8916620329,3.082996252e-08,
31955555,-0.6537474794,0.9274972402,-139.2614696,-0.7027606154,-0.6052922005,-0.8613063784,3.083661457e-08,
32044444,-0.650893585,0.927802035,-140.2507044,-0.7133403104,-0.5932640371,-0.8316704221,3.071814046e-08,
32133333,-0.6473808347,0.9281773329,-141.2319221,-0.7236877572,-0.581196345,-0.8031037409,3.079651875e-08,
32222222,-0.6454778461,0.9283807092,-142.2075062,-0.7336392097,-0.5689149771,-0.7754696989,3.119832856e-08,
32311111,-0.6396096979,0.929008131,-143.2105179,-0.7439880991,-0.5563612279,-0.7478093112,3.123224308e-08,
32400000,-0.6310166135,0.9299276678,-144.2531454,-0.7547349251,-0.5432684973,-0.7198136448,3.135560341e-08,
32488888,-0.6377179339,0.9292104886,-145.2062677,-0.7630784651,-0.5302295618,-0.6948558844,3.133413959e-08,
32577777,-0.63596913,0.9293975932,-146.2265341,-0.7725543191,-0.5166620853,-0.6687712082,3.116140509e-08,
32666666,-0.6347296445,0.9295302287,-147.2372357,-0.7816591416,-0.5030262741,-0.6435366098,3.143673388e-08,
32755555,-0.6325521123,0.929763289,-148.2234924,-0.7903998458,-0.4896201152,-0.6194587687,3.135120648e-08,
32844444,-0.630371701,0.9299967159,-149.2376723,-0.7991428133,-0.4756728451,-0.5952288342,3.145970958e-08,
32933333,-0.6301166714,0.9300240223,-150.2425152,-0.8073854595,-0.4615987455,-0.5717204094,3.149611646e-08,
33022222,-0.630702614,0.9299612858,-151.2612841,-0.815410019,-0.4471403516,-0.5483625921,3.165353288e-08,
33111111,-0.6285598391,0.9301907319,-152.2510714,-0.823215397,-0.4330949179,-0.5261015761,3.176105155e-08,
33200000,-0.6284153664,0.9302062039,-153.2979657,-0.8310047679,-0.4179888247,-0.5029920897,3.190494979e-08,
33288888,-0.6278931279,0.9302621342,-154.305949,-0.8382797147,-0.4033295901,-0.481139628,3.195896118e-08,
33377777,-0.6286608448,0.9301799151,-155.3386437,-0.845338024,-0.3881215011,-0.4591317202,3.186095429e-08,
33466666,-0.6279163214,0.9302596502,-156.3441151,-0.852091609,-0.373259838,-0.4380513012,3.184679369e-08,
33555555,-0.6274067244,0.9303142297,-157.3766417,-0.8587297792,-0.3578655225,-0.4167382233,3.17698116e-08,
33644444,-0.6259307989,0.9304723241,-158.3824433,-0.8650262884,-0.3427947876,-0.3962825086,3.182861717e-08,
33733333,-0.6267741026,0.93038199,-159.4026558,-0.870908106,-0.3273067647,-0.3758223887,3.186644493e-08,
33822222,-0.6283865721,0.9302092876,-160.4236932,-0.8764395531,-0.3116777639,-0.3556180946,3.217437585e-08,
33911111,-0.6287927906,0.930165785,-161.4546544,-0.8818643534,-0.2958439618,-0.3354755872,3.220254816e-08,
34000000,-0.631205156,0.9299074823,-162.5043506,-0.8868897587,-0.2795612305,-0.3152153103,3.243746949e-08,
34088888,-0.6282065767,0.9302285643,-163.5147412,-0.8919894499,-0.2639697013,-0.2959336586,3.265711389e-08,
34177777,-0.628033487,0.9302471018,-164.5836513,-0.8967764313,-0.2472887031,-0.2757529017,3.300824327e-08,
34266666,-0.6265759822,0.9304032117,-165.64009,-0.9013345616,-0.2307512608,-0.2560106653,3.204611634e-08,
34355555,-0.6217259684,0.9309228739,-166.7230017,-0.9060403753,-0.2137948443,-0.2359661337,3.164298431e-08,
34444444,-0.6035019208,0.9328781132,-167.5724511,-0.9110197682,-0.2007599464,-0.2203683755,3.197274391e-08,
34533333,-0.6423089161,0.9287194782,-168.6803546,-0.9106534841,-0.1822912535,-0.2001763093,3.226933451e-08,
34622222,-0.6257876063,0.9304876637,-169.7770589,-0.915715823,-0.1651418293,-0.1803417885,3.292582263e-08,
34711111,-0.6329081925,0.9297251739,-170.7837978,-0.9177233647,-0.1489050869,-0.1622548718,3.22367086e-08,
34800000,-0.6345366132,0.9295508864,-171.7888677,-0.9200215955,-0.1327596104,-0.1443005371,3.20263574e-08,
34888888,-0.6327081993,0.9297465811,-172.8323301,-0.9224808576,-0.1160076393,-0.125756148,3.245969826e-08,
34977777,-0.6346757459,0.9295359968,-173.8770164,-0.9242332146,-0.09914703405,-0.1072749091,3.293252591e-08,
35066666,-0.6368446218,0.9293039196,-174.9332232,-0.9256726122,-0.08207307718,-0.08866317972,3.385001888e-08,
35155555,-0.634750424,0.929528005,-176.0076318,-0.9272723501,-0.06471708299,-0.06979296103,3.35778581e-08,
35244444,-0.6309130398,0.9299387567,-177.1830321,-0.9288150437,-0.04570236037,-0.04920501738,3.273252656e-08,
35333333,-0.6358241275,0.9294131088,-178.1245759,-0.9289152642,-0.03041641966,-0.03274401964,3.182834623e-08,
