Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.6686220682,0.9259102601,-116.3694666,-0.4112502492,-0.8295679853,-2.017185368,2.867561349e-08,
30088888,-0.7130917088,0.9211819392,-117.3424273,-0.4231057234,-0.8182650622,-1.933949405,2.867561349e-08,
30177777,-0.7066508447,0.9218652783,-118.2598405,-0.4364764309,-0.8119876333,-1.860324122,2.867561349e-08,
30266666,-0.697255563,0.9228629735,-119.1505429,-0.4495320739,-0.8059757951,-1.792921666,2.804754967e-08,
30355555,-0.6921596543,0.9234045651,-120.0535127,-0.4624489711,-0.7992602455,-1.728320951,2.821579405e-08,
30444444,-0.6852533262,0.9241390749,-120.9332047,-0.4750430098,-0.7926961389,-1.668682882,2.829634548e-08,
30533333,-0.6794589991,0.9247557706,-121.8830423,-0.4884440159,-0.7852360655,-1.607627568,2.829819441e-08,
30622222,-0.6740689426,0.9253298088,-122.7631991,-0.5007590714,-0.7781231313,-1.55388724,2.492238054e-08,
30711111,-0.6705464153,0.9257051487,-123.6662323,-0.5131683632,-0.7704467881,-1.501352857,2.6661815e-08,
30800000,-1.580506587,0.8336325633,-124.0291956,-0.4665135158,-0.6908750902,-1.480932635,2.887706269e-08,
30888888,-0.6616859625,0.9266499398,-125.5159397,-0.5383182129,-0.7542503647,-1.401123623,3.239185082e-08,
30977777,-0.6527067804,0.9276083748,-126.4586811,-0.551224719,-0.7460620659,-1.353462644,3.344554876e-08,
31066666,-0.6345549825,0.9295489205,-127.6341338,-0.5675984288,-0.7361339683,-1.296927424,2.926117366e-08,
31155555,-0.6464703649,0.9282746311,-128.3213931,-0.5755971143,-0.7282731307,-1.265248057,2.875034224e-08,
31244444,-0.6398262789,0.9289849667,-129.2663774,-0.5879793474,-0.7192310861,-1.223225083,2.810736681e-08,
31333333,-0.6336345564,0.9296474282,-130.2426198,-0.6005760967,-0.7096144677,-1.181556295,2.979517632e-08,
31422222,-0.6338730278,0.929621905,-131.1707047,-0.6119744367,-0.6997743744,-1.143469943,2.671910741e-08,
31511111,-0.6288294301,0.9301618613,-132.1364636,-0.6240443682,-0.6897606213,-1.105307021,2.832252986e-08,
31600000,-0.6331835415,0.9296957014,-132.5945181,-0.6292231998,-0.6844065034,-1.087700682,3.010766061e-08,
31688888,-0.6231807321,0.9307669705,-134.0623236,-0.6472929753,-0.6688340284,-1.033278676,3.181761308e-08,
31777777,-0.6194232546,0.9311697033,-135.0250064,-0.6587237198,-0.6581489781,-0.9991274919,3.359510218e-08,
31866666,-0.620670483,0.931036004,-136.0119866,-0.6698665425,-0.6466118279,-0.9652845558,3.067315072e-08,
31955555,-0.6177803049,0.9313458522,-136.9949096,-0.6810868026,-0.6352368564,-0.9326812002,3.095412363e-08,
32044444,-0.6166374873,0.9314683991,-137.9850822,-0.6920536192,-0.6234542218,-0.9008756034,3.092765459e-08,
32133333,-0.6151296359,0.931630114,-138.9911246,-0.7030154849,-0.6113132562,-0.8695587357,3.095075284e-08,
32222222,-0.6159485468,0.9315422835,-139.96231,-0.7132087471,-0.599253126,-0.8402212234,3.15841538e-08,
32311111,-0.6123503188,0.9319282653,-140.9584224,-0.7238185073,-0.5870068655,-0.8109862619,3.115953989e-08,
32400000,-0.5884220489,0.9344991217,-142.0549042,-0.7369463395,-0.5746291858,-0.7797435919,3.088345697e-08,
32488888,-0.612730128,0.9318875157,-142.9303601,-0.7435562607,-0.5617280739,-0.7554614272,3.05576417e-08,
32577777,-0.6135887763,0.931795398,-143.9177005,-0.7530508262,-0.5487778392,-0.7287394423,3.035473118e-08,
32666666,-0.6126737657,0.9318935626,-144.916198,-0.7625799125,-0.5356281259,-0.7023895032,3.122337655e-08,
32755555,-0.6121663833,0.9319480004,-145.9187483,-0.7718800997,-0.5222338433,-0.6765737885,3.129569529e-08,
32844444,-0.6121023768,0.931954868,-146.9255827,-0.7809432016,-0.5085937393,-0.6512557357,3.141840692e-08,
32933333,-0.6128582567,0.9318737691,-147.9203257,-0.7895863191,-0.4949163225,-0.6268045817,3.142406819e-08,
33022222,-0.61422789,0.9317268383,-148.9423608,-0.7981626235,-0.4806779875,-0.6022306399,3.123910233e-08,
33111111,-0.61509371,0.9316339673,-149.9382165,-0.8063159111,-0.4666867263,-0.5787889336,3.146841401e-08,
33200000,-0.6157863385,0.9315596801,-150.9148999,-0.8140887617,-0.4528387413,-0.556252294,3.163927567e-08,
33288888,-0.6181171027,0.9313097397,-151.9690087,-0.822061078,-0.4376681566,-0.532403453,3.198470516e-08,
33377777,-0.6184212576,0.9312771285,-152.9892551,-0.829694695,-0.4229465723,-0.5097616929,3.217161897e-08,
33466666,-0.6198591835,0.9311229708,-154.0185405,-0.8370198221,-0.4079066122,-0.4873320815,3.198707005e-08,
33555555,-0.6205297963,0.9310510842,-155.0375994,-0.8440768804,-0.3929253636,-0.4655089753,3.199612872e-08,
33644444,-0.6215609963,0.9309405552,-156.0627741,-0.8508708569,-0.3777156366,-0.443916528,3.191772782e-08,
33733333,-0.6233152263,0.9307525585,-157.0865253,-0.857310473,-0.3623797427,-0.4226937079,3.194189106e-08,
33822222,-0.6257448262,0.9304922466,-158.1009204,-0.8633500155,-0.3470483708,-0.4019787624,3.193677338e-08,
33911111,-0.6258657504,0.9304792925,-159.1292352,-0.8694271765,-0.3314937383,-0.3812783258,3.209760532e-08,
34000000,-0.6292782424,0.9301137997,-160.1513093,-0.8748581247,-0.3158083945,-0.3609824103,3.241721127e-08,
34088888,-0.6289927641,0.9301443702,-161.1969541,-0.8805045436,-0.2998004304,-0.3404870907,3.275212355e-08,
34177777,-0.6297175783,0.9300667554,-162.2538212,-0.8858105797,-0.2834850725,-0.3200289983,3.293495418e-08,
34266666,-0.6305078351,0.9299821402,-163.3182666,-0.8908429679,-0.2669561531,-0.2996669028,3.195723267e-08,
34355555,-0.6193832735,0.9311739895,-164.3602523,-0.8966979967,-0.2510332676,-0.2799529702,3.20442889e-08,
34444444,-0.5542846311,0.9381791315,-165.2569022,-0.9072910875,-0.2387529379,-0.2631492155,3.255008785e-08,
34533333,-0.6448499284,0.9284478259,-166.4115961,-0.9024592444,-0.21813454,-0.2417112367,3.312781796e-08,
34622222,-0.6352967824,0.9294695378,-167.5006153,-0.9074395588,-0.2011642832,-0.2216833962,3.354089265e-08,
34711111,-0.640623761,0.9288996772,-168.5388533,-0.9103771149,-0.1845755099,-0.2027462102,3.2769735e-08,
34800000,-0.6429778767,0.9286479539,-169.5598232,-0.913273858,-0.1682791802,-0.1842592764,3.258594749e-08,
34888888,-0.6421161458,0.92874009,-170.6251563,-0.9163356297,-0.1512850574,-0.1650978665,3.285205805e-08,
34977777,-0.6451696614,0.9284136498,-171.6712219,-0.9186218178,-0.134483683,-0.1463972229,3.308117079e-08,
35066666,-0.6474466819,0.9281702965,-172.7394306,-0.9207279048,-0.1173039837,-0.1274035283,3.305607358e-08,
35155555,-0.648688942,0.9280375586,-173.7956799,-0.9226018738,-0.1002970223,-0.1087110542,3.342261501e-08,
35244444,-0.6507476135,0.9278176274,-174.8519056,-0.9240749003,-0.083253398,-0.090093777,3.354933392e-08,
35333333,-0.6520582913,0.9276776327,-175.9626095,-0.9253754297,-0.06531542292,-0.07058262067,3.363961938e-08,
35422222,-0.6533071651,0.9275442591,-177.023866,-0.926293232,-0.04815808169,-0.05199010424,3.340677858e-08,
35511111,-0.6562569408,0.9272293134,-178.0920456,-0.9267152606,-0.03087111012,-0.03331240073,3.181641162e-08,
35600000,-0.6477738411,0.928135337,-179.1322788,-0.9280289011,-0.01405569309,-0.01514574931,3.059341741e-08,
35688888,-0.6653457794,0.9262595763,-179.9990353,-0.9262595761,-1.559595866e-05,-1.683756807e-05,2.981562844e-08,
35777777,-0.6690602877,0.9258635474,179.034676,-0.9257321436,0.01559828787,-0.01684967729,2.998387515e-08,
35866666,-0.6722960813,0.9255186955,178.0540242,-0.9249849391,0.03142798273,-0.03397675075,3.090882882e-08,
35955555,-0.6755516597,0.9251718647,177.0437654,-0.9239406647,0.04771401552,-0.05164186115,3.135244255e-08,
36044444,-0.6796704042,0.9247332633,176.0510012,-0.9225377135,0.06368497035,-0.06903237604,3.124406538e-08,
36133333,-0.6796218109,0.9247384368,175.0197904,-0.9212473114,0.08027806481,-0.08714062317,3.125635904e-08,
36222222,-0.6862848498,0.924029332,174.066955,-0.9190796457,0.09551340881,-0.1039228855,3.124755204e-08,
36311111,-0.6874516042,0.9239052177,173.0347648,-0.9170867182,0.1120392908,-0.1221686985,3.120628124e-08,
