Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.7317042129,0.9192101037,-117.3754166,-0.4226701002,-0.8162702991,-1.931223189,2.599255118e-08,
30088888,-0.7725372004,0.9148989728,-118.057366,-0.4303276331,-0.8073773954,-1.876192308,2.599255118e-08,
30177777,-0.7723515229,0.9149185307,-118.9367119,-0.4426771396,-0.8006952403,-1.808756696,2.599255118e-08,
30266666,-0.768827015,0.9152898561,-119.8096864,-0.4550094962,-0.7941800043,-1.745414131,2.699105047e-08,
30355555,-0.7714493886,0.915013561,-120.6580697,-0.4665777885,-0.7871181512,-1.687003048,2.715246243e-08,
30444444,-0.7721685003,0.9149378094,-121.5152606,-0.4782614563,-0.7799853681,-1.630876496,2.716052784e-08,
30533333,-0.7695349662,0.9152152577,-122.4283243,-0.4907788048,-0.7724992768,-1.574027381,2.723164977e-08,
30622222,-0.7723045608,0.9149234774,-123.2702491,-0.5019167263,-0.7649605019,-1.524078521,-2.18903673e-08,
30711111,-0.773011005,0.9148490675,-124.1376449,-0.513397682,-0.7572130721,-1.474905514,2.622933669e-09,
30800000,-0.4814953985,0.9460742673,-117.1581371,-0.4318336671,-0.8417696854,-1.949291474,2.752190937e-08,
30888888,-0.7709775936,0.9150632635,-125.9040502,-0.5366201982,-0.741201416,-1.381240249,5.160335238e-08,
30977777,-0.7663527098,0.9155506273,-126.7905574,-0.5483156045,-0.7332004835,-1.337186973,7.664944937e-08,
31066666,-0.8281574553,0.909059118,-127.5778886,-0.554380031,-0.7204521229,-1.299563625,2.805830191e-08,
31155555,-0.7665578419,0.9155290052,-128.5851452,-0.5709943414,-0.7156527241,-1.253344687,2.886719739e-08,
31244444,-0.7618785365,0.9160223564,-129.4960902,-0.582613636,-0.7068651276,-1.213265677,2.912394069e-08,
31333333,-0.757638864,0.9164695855,-130.450214,-0.5945936112,-0.6974058637,-1.172911802,2.84051359e-08,
31422222,-0.7571364623,0.9165225967,-131.3051905,-0.6049688168,-0.6884957523,-1.138068167,2.952705654e-08,
31511111,-0.7537391047,0.9168811511,-132.2254224,-0.6161892643,-0.6789564314,-1.101863455,2.897081205e-08,
31600000,-0.7762051996,0.914512698,-133.3328209,-0.6275707427,-0.6651980439,-1.059957067,2.895098882e-08,
31688888,-0.7453470037,0.9177674481,-134.0717345,-0.6383608956,-0.6593879403,-1.032939118,2.867107531e-08,
31777777,-0.7417396866,0.9181486831,-135.0141985,-0.6493900257,-0.6490682544,-0.9995045022,2.83406992e-08,
31866666,-0.7400488346,0.9183274334,-135.9720598,-0.6602783118,-0.6382458976,-0.9666316252,2.951148554e-08,
31955555,-0.7360582392,0.9187494414,-136.9171758,-0.671024339,-0.6275562704,-0.9352213235,2.957931926e-08,
32044444,-0.733718547,0.9189969555,-137.8420894,-0.6812504595,-0.6168088973,-0.9054069449,2.96406604e-08,
32133333,-0.7297083197,0.9194213493,-138.8118807,-0.6919118942,-0.6054696923,-0.8750676169,2.993783484e-08,
32222222,-0.7258369416,0.9198312349,-139.767219,-0.7022236447,-0.5941140072,-0.8460467142,3.077556172e-08,
32311111,-0.7188349409,0.9205730421,-140.7446706,-0.7128308117,-0.5825177764,-0.8171893903,3.073291604e-08,
