Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.7650558967,0.9156873302,-114.9538748,-0.3863179666,-0.8302058271,-2.149022047,2.740223478e-08,
30088888,-0.7212477985,0.9203173512,-115.7439856,-0.3997404929,-0.8289701836,-2.073770854,2.740223478e-08,
30177777,-0.7135638557,0.9211318671,-116.6449529,-0.413091241,-0.8233101136,-1.993046649,2.740223478e-08,
30266666,-0.7050286423,0.9220374647,-117.5303343,-0.4261824619,-0.8176316992,-1.918501516,2.796828204e-08,
30355555,-0.6982192869,0.9227605849,-118.4450635,-0.4395255484,-0.8113595931,-1.845989604,2.800505511e-08,
30444444,-0.6902101905,0.9236118376,-119.318861,-0.452264546,-0.8053046672,-1.780605343,2.807700511e-08,
30533333,-0.6877685089,0.9238715097,-120.2315039,-0.4651647688,-0.798223217,-1.716001018,2.806546991e-08,
30622222,-0.6784540019,0.9248627752,-121.1294405,-0.4781293049,-0.7916839779,-1.655794718,-3.249240266e-09,
30711111,-0.6732128354,0.9254210166,-122.0302545,-0.4908127635,-0.7845424712,-1.598455724,1.266696729e-08,
30800000,-0.9352027009,0.8979245898,-117.8996066,-0.4201602385,-0.7935577755,-1.888702697,2.867296313e-08,
30888888,-0.6630908912,0.9265000678,-123.8731382,-0.5163902932,-0.7692486209,-1.489665145,4.592859674e-08,
30977777,-0.6546937009,0.9273962062,-124.7956785,-0.5292201583,-0.7615705794,-1.439043029,6.132410044e-08,
31066666,-0.6397540147,0.9289926956,-125.9307206,-0.5451390423,-0.752230585,-1.379887564,2.937389283e-08,
31155555,-0.6471002336,0.9282073185,-126.6826838,-0.5544950895,-0.7443816372,-1.342449467,2.897068165e-08,
31244444,-0.6415184875,0.9288039969,-127.6294643,-0.5670836181,-0.7355902628,-1.297146028,2.833955358e-08,
31333333,-0.6341585954,0.9295913422,-128.5816215,-0.579720008,-0.726680656,-1.253502805,2.938899453e-08,
31422222,-0.633080206,0.929706762,-129.515586,-0.591561348,-0.7172236993,-1.212424885,2.565628486e-08,
31511111,-0.6277249824,0.9302801428,-130.4418679,-0.6034505966,-0.7080031932,-1.173257922,2.77766926e-08,
31600000,-0.6396835572,0.9290002313,-130.8043518,-0.6070813044,-0.7032024742,-1.158333273,2.987527994e-08,
31688888,-0.6230124753,0.9307850009,-132.381515,-0.6274087622,-0.6875456079,-1.095849547,3.210299253e-08,
31777777,-0.6191656789,0.9311973171,-133.3258132,-0.6389374663,-0.6774122508,-1.060216823,3.406439794e-08,
31866666,-0.6187079966,0.9312463856,-134.3175647,-0.6506009986,-0.6662868537,-1.024109793,3.034423642e-08,
31955555,-0.6168217251,0.9314486418,-135.2866374,-0.6619203858,-0.655330432,-0.9900441896,3.048284715e-08,
32044444,-0.6148237099,0.9316629275,-136.2561868,-0.6730692862,-0.6441844041,-0.9570848311,3.041962852e-08,
32133333,-0.6124310578,0.9319196027,-137.2337638,-0.6841502539,-0.632781618,-0.9249161488,3.071065807e-08,
32222222,-0.6132252985,0.9318343916,-138.2111481,-0.6947810096,-0.6209627058,-0.8937531356,3.141201098e-08,
32311111,-0.6096074953,0.9322225954,-139.2228682,-0.7059309596,-0.6088517452,-0.8624805823,3.123796692e-08,
32400000,-0.594937431,0.9337984064,-140.2875626,-0.7183345814,-0.5966363155,-0.8305827549,3.095917694e-08,
32488888,-0.6094956,0.9322346047,-141.1936375,-0.7264609483,-0.584222431,-0.8042034915,3.063807066e-08,
32577777,-0.6084514579,0.9323466766,-142.179238,-0.7364912806,-0.5717087711,-0.7762600674,3.050464713e-08,
32666666,-0.6075665482,0.932441668,-143.1790728,-0.7464312338,-0.5588272339,-0.7486653943,3.112582071e-08,
32755555,-0.6090953133,0.9322775675,-144.1755946,-0.7559042444,-0.5456649486,-0.7218704652,3.140968309e-08,
32844444,-0.6085372015,0.9323374729,-145.1755967,-0.7653614794,-0.5324236746,-0.6956499496,3.152533399e-08,
32933333,-0.6089896846,0.932288905,-146.2065316,-0.7747767183,-0.5185399109,-0.6692765782,3.154663381e-08,
33022222,-0.6120684539,0.9319585077,-147.207664,-0.7834407204,-0.5047447848,-0.644266722,3.142654505e-08,
33111111,-0.6122525725,0.9319387528,-148.2070287,-0.7921081742,-0.4909933598,-0.6198564486,3.153477919e-08,
33200000,-0.612656488,0.9318954163,-149.2036017,-0.8004907846,-0.47712008,-0.5960344444,3.178826522e-08,
33288888,-0.6139741682,0.9317540552,-150.2541337,-0.8089811215,-0.4622933749,-0.5714513758,3.20527259e-08,
33377777,-0.6133689039,0.9318189855,-151.2702403,-0.8171089141,-0.447905843,-0.548159291,3.217590701e-08,
33466666,-0.6149509937,0.9316492749,-152.3020942,-0.8248921581,-0.4330396044,-0.5249651122,3.202529667e-08,
33555555,-0.6154127204,0.9315997514,-153.327773,-0.8324673664,-0.4181819947,-0.5023404058,3.197445485e-08,
33644444,-0.6177923455,0.9313445612,-154.3494213,-0.8395612482,-0.4031620048,-0.4802055903,3.198542158e-08,
33733333,-0.6187693364,0.9312398092,-155.3624959,-0.8464629308,-0.3882113973,-0.4586277594,3.211122866e-08,
33822222,-0.6203808376,0.9310670514,-156.4024066,-0.8532108006,-0.3727159561,-0.4368392382,3.219306183e-08,
33911111,-0.6210627231,0.9309939609,-157.4390833,-0.8597469879,-0.3571902462,-0.4154597239,3.22694177e-08,
34000000,-0.6266017172,0.9304004551,-158.4620239,-0.8654347257,-0.3415666001,-0.3946763285,3.243456872e-08,
34088888,-0.6236810288,0.930713361,-159.4958006,-0.8717494295,-0.3260065836,-0.3739682213,3.26677679e-08,
34177777,-0.622891559,0.9307979584,-160.5635855,-0.8777530498,-0.3097328251,-0.3528701213,3.285502254e-08,
34266666,-0.6270762683,0.9303496243,-161.6150931,-0.8828637688,-0.2934314047,-0.3323631743,3.198677207e-08,
34355555,-0.6267969888,0.9303795385,-162.6591878,-0.8880926116,-0.2773041633,-0.3122468982,3.207493384e-08,
34444444,-0.6025631487,0.9329789442,-163.5658893,-0.894862756,-0.2639514318,-0.294963032,3.293187475e-08,
34533333,-0.6374405035,0.9292401684,-164.7201832,-0.8963918177,-0.2448856868,-0.273190453,3.367252121e-08,
34622222,-0.624435922,0.930632476,-165.853702,-0.9024109018,-0.2274453113,-0.2520418479,3.430479556e-08,
34711111,-0.6300598794,0.9300301032,-166.9028916,-0.9058376065,-0.2107468234,-0.2326540894,3.360417843e-08,
34800000,-0.6317749992,0.9298464772,-167.9633093,-0.9094031133,-0.193908351,-0.213225959,3.318717296e-08,
34888888,-0.6332229869,0.9296914794,-169.0420548,-0.9127403885,-0.1767235979,-0.1936186896,3.330511348e-08,
34977777,-0.6332530374,0.9296882629,-170.0940747,-0.9158280432,-0.1599351788,-0.174634507,3.325306218e-08,
35066666,-0.6362819984,0.9293641167,-171.1662738,-0.918340146,-0.1427201375,-0.1554109751,3.337856848e-08,
35155555,-0.6354043086,0.9294580316,-172.2216964,-0.9209062382,-0.1257932148,-0.1365972013,3.395168342e-08,
35244444,-0.6392053884,0.9290513753,-173.3188216,-0.9227421151,-0.108089995,-0.1171399822,3.380676414e-08,
35333333,-0.6395645178,0.9290129633,-174.4500769,-0.9246580366,-0.08984765567,-0.09716852297,3.322381822e-08,
35422222,-0.6438905229,0.9285503838,-175.4611725,-0.9256383901,-0.07348051506,-0.07938360795,3.258804051e-08,
35511111,-0.6505986705,0.9278335375,-176.4663385,-0.9260695032,-0.05718696174,-0.06175234315,3.187206802e-08,
35600000,-0.6384946551,0.9291273992,-177.5247838,-0.9282605197,-0.04012644441,-0.04322756765,3.204947302e-08,
35688888,-0.6554091338,0.9273198223,-178.5178085,-0.9270095531,-0.0239862733,-0.02587489333,3.220113883e-08,
35777777,-0.658455144,0.9269946822,-179.5633596,-0.9269677639,-0.007064384346,-0.007620960103,3.224086057e-08,
35866666,-0.6597446386,0.9268570722,179.4008187,-0.9268063906,0.009692603841,-0.01045806755,3.248624372e-08,
35955555,-0.6621975228,0.9265953659,178.3573584,-0.9262145889,0.02656139022,-0.0286773611,3.289392985e-08,
36044444,-0.6686470318,0.925907599,177.3240269,-0.9248979349,0.04322836916,-0.04673852922,3.247983155e-08,
36133333,-0.6722942371,0.925518892,176.2120009,-0.9234969367,0.06114431656,-0.06620954996,3.240105864e-08,
36222222,-0.676414378,0.9250799774,175.2767179,-0.921938414,0.07617430863,-0.08262407496,3.225804784e-08,
36311111,-0.67806239,0.9249044745,174.1968371,-0.9201644581,0.09351821763,-0.1016320689,3.212115521e-08,
36400000,-0.6833955515,0.9243367548,173.1703148,-0.9177776881,0.1099206599,-0.1197682852,3.249790883e-08,
36488888,-0.6875138867,0.9238985929,172.1258112,-0.915187412,0.1265725516,-0.1383023301,3.215472573e-08,
36577777,-0.6907919227,0.9235499813,171.1125589,-0.9124616128,0.1426827711,-0.1563712589,3.212021145e-08,
36666666,-0.6969972492,0.9228904194,170.0810103,-0.9090953203,0.1589730317,-0.1748694863,3.204474571e-08,
36755555,-0.6999523831,0.9225764848,169.053475,-0.9057900586,0.175190582,-0.1934119063,3.206004535e-08,
36844444,-0.7034830806,0.9222015461,168.0281875,-0.9021434481,0.191292683,-0.2120424234,3.1936658e-08,
36933333,-0.7089220548,0.921624258,167.0093567,-0.8980369324,0.2071736976,-0.2306961887,3.189087194e-08,
37022222,-0.7127621272,0.9212168937,165.9931978,-0.8938263502,0.2229686544,-0.2494541074,3.812761357e-08,
37111111,-0.7182335382,0.9206367839,164.9684239,-0.8891353945,0.2387683778,-0.2685399539,3.500803569e-08,
37200000,-0.3982150013,0.9551888625,162.9482281,-0.9131989333,0.280095468,-0.3067190048,3.195052566e-08,
37288888,-0.7262344081,0.9197891444,162.9305488,-0.8792721149,0.2699863294,-0.3070566266,2.879118623e-08,
37377777,-0.7309271144,0.9192923462,161.9000449,-0.8738020606,0.2856017797,-0.3268495149,2.612242952e-08,
37466666,-0.7344759559,0.9189168226,160.8859718,-0.8682558064,0.3008986232,-0.3465552674,3.292567411e-08,
37555555,-0.7400682112,0.9183253848,159.7909227,-0.861791718,0.3172326388,-0.3681082472,3.424192255e-08,
37644444,-0.7421433553,0.918106014,158.7169955,-0.8554902077,0.3332493923,-0.3895420302,3.515369546e-08,
37733333,-0.7442101042,0.9178875829,157.5058186,-0.8480532182,0.35117425,-0.4140945904,3.452130711e-08,
37822222,-0.7474000322,0.9175505469,156.4039255,-0.8408342895,0.367282866,-0.436807669,3.298368619e-08,
37911111,-0.7523257728,0.9170303543,155.4240416,-0.8339572187,0.3813922236,-0.4573282839,3.15278201e-08,
38000000,-0.7588037546,0.9163466833,154.4804876,-0.8269466354,0.39477906,-0.4773936347,3.156587541e-08,
38088888,-0.7584134597,0.9163878597,153.42308,-0.8195573073,0.4099908894,-0.5002589639,3.273387972e-08,
38177777,-0.7620226702,0.9160071561,152.3538599,-0.8114268036,0.42503606,-0.5238131869,3.384344329e-08,
38266666,-0.7638418849,0.9158153232,151.249987,-0.8029196974,0.4404970667,-0.5486190813,3.396768337e-08,
38355555,-0.7683281235,0.9153424292,150.1520764,-0.7939217695,0.4555655678,-0.5738166974,3.377752353e-08,
38444444,-0.7722987959,0.9149240846,149.0891357,-0.7849751419,0.4700001142,-0.5987452202,3.321729418e-08,
38533333,-0.7747923927,0.9146614605,148.0298751,-0.7759295348,0.4842922097,-0.6241445749,3.282075697e-08,
38622222,-0.7781078694,0.9143123932,146.996314,-0.7667748563,0.4980195499,-0.649499062,3.225634294e-08,
