Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.673759974,0.9253627246,-115.1788624,-0.3936913638,-0.8374385244,-2.127144767,2.824709347e-08,
30088888,-0.7139656534,0.9210892577,-116.2289961,-0.4070844967,-0.8262491351,-2.029674777,2.824709347e-08,
30177777,-0.7083112814,0.9216890669,-117.098643,-0.4198513281,-0.820509353,-1.954285477,2.824709347e-08,
30266666,-0.7012612908,0.9224374689,-117.966135,-0.4325766915,-0.8147197616,-1.883411144,2.70080113e-08,
30355555,-0.6968374633,0.922907397,-118.8298336,-0.4450350801,-0.8085182997,-1.816751838,2.694125914e-08,
30444444,-0.6908693487,0.9235417488,-119.6846881,-0.4573623614,-0.8023397237,-1.754275803,2.706905545e-08,
30533333,-0.6894845692,0.9236889996,-120.5499734,-0.4695015885,-0.7954681806,-1.694282192,2.722451212e-08,
30622222,-0.6791435565,0.9247893553,-121.4371194,-0.4823354486,-0.7890423731,-1.635878879,-2.892762026e-09,
30711111,-0.6754538679,0.925182281,-122.3095453,-0.4945036004,-0.7819388993,-1.581260275,1.247048471e-08,
30800000,-1.770649909,0.8155817601,-118.3420596,-0.3871847348,-0.7178172389,-1.853939927,2.779271386e-08,
30888888,-0.6639385392,0.9264096559,-124.0927833,-0.519284751,-0.7671885022,-1.477394629,4.479569099e-08,
30977777,-0.659277175,0.9269069558,-124.9923402,-0.5315504765,-0.7593487971,-1.428554447,5.92877483e-08,
31066666,-0.6399533126,0.9289713801,-126.1516439,-0.5480228879,-0.7501058187,-1.368749071,2.823717227e-08,
31155555,-0.6519198182,0.9276924222,-126.7986809,-0.5556925514,-0.7428452184,-1.33679175,2.756298231e-08,
31244444,-0.6455010276,0.9283782315,-127.7075661,-0.5678253881,-0.734479727,-1.293495751,2.68965287e-08,
31333333,-0.6431320951,0.9286314658,-128.6244617,-0.5796640191,-0.7254970877,-1.251582061,2.883230118e-08,
31422222,-0.6376054529,0.9292225218,-129.5422035,-0.5915861901,-0.7165753796,-1.211278072,2.298428803e-08,
31511111,-0.6330536624,0.9297096031,-130.4945362,-0.6037306686,-0.7070143039,-1.171075681,2.621169058e-08,
31600000,-0.8563051364,0.9061179696,-130.4500196,-0.5878752773,-0.6895305891,-1.172919862,2.921004362e-08,
31688888,-0.6256596814,0.9305013679,-132.3644294,-0.627012584,-0.6875231016,-1.096506066,3.236560026e-08,
31777777,-0.6225441957,0.9308351833,-133.2808697,-0.6381576296,-0.6776495985,-1.061884348,3.562752783e-08,
31866666,-0.6221027682,0.9308824907,-134.2575554,-0.6496488436,-0.6667072757,-1.026257927,2.978546303e-08,
31955555,-0.6203290052,0.9310726075,-135.2038681,-0.6607061665,-0.6560210073,-0.9929088612,2.997705333e-08,
32044444,-0.6168983329,0.9314404266,-136.1686102,-0.6719233572,-0.6450583465,-0.9600177455,2.987014205e-08,
32133333,-0.6154011859,0.9316009886,-137.1216768,-0.6826775629,-0.6339020011,-0.9285525635,3.004972837e-08,
32222222,-0.6130251189,0.9318558674,-138.0778798,-0.6933507689,-0.622591414,-0.8979458045,2.976025086e-08,
32311111,-0.6097040265,0.9322122351,-139.0571959,-0.7041596742,-0.6108836261,-0.8675356578,3.008530753e-08,
32400000,-0.61602251,0.9315343511,-139.9624968,-0.7132046269,-0.5992456987,-0.8402156634,3.040569831e-08,
32488888,-0.6100817286,0.9321716992,-140.9930236,-0.7243620362,-0.5867228624,-0.8099856605,3.077987227e-08,
32577777,-0.6071991739,0.932481107,-141.9748838,-0.7345534094,-0.5744147487,-0.7819918081,3.107466082e-08,
32666666,-0.6046554117,0.9327542347,-142.9757327,-0.7446928327,-0.5616609718,-0.7542183128,3.070534765e-08,
32755555,-0.6064393811,0.9325626787,-143.9430941,-0.7539142671,-0.5488956437,-0.7280610908,3.067287503e-08,
32844444,-0.6053313222,0.9326816533,-144.9217801,-0.7632770412,-0.5360067395,-0.7022440223,3.076058638e-08,
32933333,-0.605683427,0.9326438455,-145.9095262,-0.7723722994,-0.5227480976,-0.6768084485,3.09474088e-08,
33022222,-0.6065688921,0.9325487738,-146.9142167,-0.7813399011,-0.5090728579,-0.6515382834,3.117200527e-08,
33111111,-0.6062471563,0.9325833172,-147.8984675,-0.7899985158,-0.4955945809,-0.6273360911,3.115510634e-08,
33200000,-0.6058035446,0.932630948,-148.9148366,-0.7987058999,-0.4815281617,-0.6028854448,3.123778588e-08,
33288888,-0.6069298994,0.9325100156,-149.8940395,-0.806713709,-0.4677477107,-0.5798187207,3.134801308e-08,
33377777,-0.6045916059,0.9327610867,-150.9144826,-0.8151353673,-0.4534286909,-0.5562618297,3.136937684e-08,
33466666,-0.6052948822,0.9326855662,-151.9142764,-0.8228564317,-0.4391009659,-0.5336301072,3.161029067e-08,
33555555,-0.6042601031,0.9327966868,-152.9238247,-0.8305641774,-0.4245854521,-0.5112012577,3.15310403e-08,
33644444,-0.6032743415,0.9329025559,-153.9470213,-0.8381087608,-0.4097326981,-0.4888777176,3.169637944e-08,
33733333,-0.6036817241,0.9328588023,-154.9430829,-0.8450651423,-0.3950828397,-0.4675176148,3.191440615e-08,
33822222,-0.6046155189,0.9327585187,-155.9760743,-0.8519588083,-0.3797428646,-0.4457291372,3.220524814e-08,
33911111,-0.603674987,0.9328595258,-157.0156096,-0.8588009922,-0.3642632986,-0.4241533276,3.277790139e-08,
34000000,-0.6036202721,0.9328654022,-158.0636041,-0.8653251396,-0.3484971468,-0.4027354931,3.288845101e-08,
34088888,-0.6020944576,0.9330292892,-159.1437888,-0.8718942633,-0.3321807461,-0.3809874202,3.211303467e-08,
34177777,-0.5999233394,0.9332625376,-160.1741434,-0.8779460201,-0.3165276449,-0.3605320118,3.114849232e-08,
34266666,-0.6075300911,0.9324455817,-161.0983741,-0.8821645413,-0.3020603994,-0.3424082303,3.000444939e-08,
34355555,-0.6090085782,0.932286877,-162.0700765,-0.8870092022,-0.2870078333,-0.3235680448,3.01092375e-08,
34444444,-0.5677409283,0.936726817,-162.9965402,-0.8957797707,-0.2739265088,-0.3057967122,3.165194269e-08,
34533333,-0.6225652682,0.9308329251,-164.0425444,-0.8949643046,-0.2559078503,-0.2859419632,3.260075886e-08,
34622222,-0.6040943546,0.9328144871,-165.1764573,-0.901768877,-0.2386540588,-0.2646510263,3.316394657e-08,
34711111,-0.608706823,0.932319266,-166.1962459,-0.9053926258,-0.2224486616,-0.2456930345,3.278407604e-08,
34800000,-0.6087415577,0.9323155377,-167.2259275,-0.9092402711,-0.2061416778,-0.2267185962,3.239815343e-08,
34888888,-0.6104746315,0.9321295337,-168.263268,-0.912641132,-0.1896091551,-0.2077587219,3.268609085e-08,
34977777,-0.6085040463,0.9323410318,-169.3266572,-0.9162106675,-0.1726783492,-0.1884701361,3.277695328e-08,
35066666,-0.6081168435,0.9323825949,-170.3756032,-0.9192592511,-0.1558837149,-0.1695753562,3.263493192e-08,
35155555,-0.6109087631,0.9320829459,-171.414079,-0.9216371815,-0.1391528788,-0.1509844455,3.256542835e-08,
35244444,-0.6103539122,0.9321424888,-172.4411528,-0.9240424296,-0.1226181378,-0.132697519,3.255318218e-08,
35333333,-0.6105162777,0.9321250644,-173.5043575,-0.9261412524,-0.105449117,-0.1138585683,3.251450079e-08,
35422222,-0.6117537371,0.9319922761,-174.5389796,-0.9277621254,-0.08869634392,-0.09560246263,3.265296381e-08,
35511111,-0.6148299999,0.9316622528,-175.5674922,-0.9288757105,-0.07200324902,-0.07751655923,3.228762433e-08,
35600000,-0.5990556464,0.9333557723,-176.6340662,-0.9317456525,-0.0547999705,-0.05881430233,3.223286042e-08,
35688888,-0.6160492517,0.9315314832,-177.6228406,-0.9307298483,-0.03863746324,-0.04151308063,3.207593889e-08,
35777777,-0.6156748582,0.9315716364,-178.6685695,-0.9313201246,-0.02164576962,-0.0232420293,3.204424223e-08,
35866666,-0.6175630199,0.9313691509,-179.6823394,-0.9313548365,-0.005163692029,-0.005544280038,3.239141856e-08,
35955555,-0.6195082207,0.9311605946,179.268598,-0.9310847271,0.01188628874,-0.01276606563,3.210037546e-08,
36044444,-0.6215708471,0.9309394994,178.2259422,-0.9304932814,0.02882021416,-0.03097304917,3.191057543e-08,
36133333,-0.6370546322,0.9292814508,177.2412232,-0.9282044371,0.04472737153,-0.0481869831,3.18816912e-08,
36222222,-0.6240650246,0.9306722159,176.2256496,-0.9286536224,0.06126355412,-0.06597029575,3.185817639e-08,
36311111,-0.6248445406,0.9305886964,175.1676674,-0.9272809005,0.07839294212,-0.084540663,3.208637611e-08,
36400000,-0.6272900619,0.930326725,174.1654055,-0.9255071776,0.09457420165,-0.1021863514,3.204602345e-08,
36488888,-0.6296961338,0.9300690516,173.1375186,-0.9234058486,0.1111309113,-0.120348936,3.185546322e-08,
36577777,-0.6314007967,0.9298865374,172.1133538,-0.9210911778,0.1275931603,-0.1385239196,3.18539874e-08,
36666666,-0.6350265701,0.9294984534,171.0968701,-0.9182993103,0.1438532292,-0.1566517884,3.178099885e-08,
36755555,-0.6358979919,0.9294052051,170.0890854,-0.9155352791,0.1599662091,-0.1747242436,3.170713932e-08,
36844444,-0.6381023397,0.929169366,169.0646867,-0.9122974903,0.1762640063,-0.1932089129,3.167425052e-08,
36933333,-0.640329468,0.9289311504,168.0562969,-0.9088211058,0.1922427629,-0.2115298178,3.17730035e-08,
37022222,-0.6428729078,0.9286591766,167.0453779,-0.9050228682,0.2081861531,-0.2300341355,2.953599663e-08,
37111111,-0.6475624701,0.9281579235,166.0150528,-0.9006466274,0.2243051126,-0.2490489674,3.093315282e-08,
37200000,-0.6526309847,0.9276164695,165.3595433,-0.8974976369,0.2344574721,-0.26123464,3.23960604e-08,
37288888,-0.6506298663,0.9278302051,163.9499035,-0.8916636857,0.2565243869,-0.287691863,3.353245816e-08,
37377777,-0.654002721,0.9274699854,162.8945765,-0.8864435148,0.272797487,-0.3077437901,3.478588902e-08,
37466666,-0.6557932484,0.9272788145,161.8823966,-0.8813045492,0.2883544544,-0.3271904754,3.248474424e-08,
37555555,-0.6586379216,0.9269751757,160.8275476,-0.8755599216,0.3044302875,-0.3476978331,3.265866611e-08,
37644444,-0.6608961029,0.9267342095,159.7858524,-0.8696545481,0.3202144001,-0.3682087339,3.230757219e-08,
37733333,-0.6618767321,0.9266295879,158.7174554,-0.8634351649,0.3363363038,-0.3895327842,3.075600958e-08,
37822222,-0.6656171897,0.9262306336,157.7682247,-0.8573754799,0.3504432523,-0.4087395319,2.910205964e-08,
37911111,-0.6680159199,0.9259748774,156.9153938,-0.8518291744,0.3630654642,-0.4262186306,2.821735845e-08,
38000000,-0.6756936602,0.9251567397,156.0305479,-0.8453732431,0.3758444797,-0.4445899877,2.892650698e-08,
38088888,-0.6767821045,0.925040814,155.0715108,-0.8388589708,0.3898924654,-0.4647890515,3.010443093e-08,
38177777,-0.6798881534,0.9247100812,154.0619192,-0.831561507,0.4044677914,-0.4863955198,3.072119204e-08,
38266666,-0.6799455373,0.9247039721,153.0830473,-0.8245248949,0.4186121517,-0.5077010461,3.094880529e-08,
38355555,-0.6850451291,0.9241612264,152.1093828,-0.8168127346,0.4323088352,-0.529263094,3.084954262e-08,
38444444,-0.6881170018,0.9238344431,151.095964,-0.8087528316,0.4465298821,-0.5521215688,3.096062141e-08,
38533333,-0.6892880962,0.9237098935,150.1195279,-0.800917993,0.4601851102,-0.5745720713,3.144143128e-08,
38622222,-0.6927300286,0.9233439301,149.1242691,-0.7924898008,0.4738395604,-0.597912503,3.07186121e-08,
38711111,-0.6974010857,0.922847512,148.0645949,-0.7831699129,0.4881520439,-0.6233028565,3.129953425e-08,
38800000,-0.7076951055,0.9217544538,147.2084464,-0.7748696109,0.4992077315,-0.6442473991,3.158251708e-08,
38888888,-0.7022825291,0.9223290203,146.0695075,-0.7652705355,0.5148318455,-0.6727448943,3.164725049e-08,
38977777,-0.7034106283,0.9222092385,145.0686038,-0.7560623951,0.5280525867,-0.6984246144,3.2338554e-08,
39066666,-0.7091257976,0.9216026399,144.0710068,-0.7462629605,0.5407800105,-0.7246507453,3.150949527e-08,
39155555,-0.7098352081,0.9215273721,143.0335217,-0.7362888266,0.554158336,-0.7526371662,3.156532351e-08,
39244444,-0.7162362861,0.9208485015,142.045523,-0.7260887344,0.5663542288,-0.7800069082,3.146700796e-08,
39333333,-0.7175160078,0.9207128397,141.0308876,-0.7158405226,0.5790375457,-0.8088918236,3.121112363e-08,
39422222,-0.7194174876,0.9205113031,140.0375962,-0.7055406729,0.5912304271,-0.8379820608,3.112564059e-08,
39511111,-0.7245832872,0.9199640058,139.043699,-0.69476577,0.6030209755,-0.8679485972,3.066063972e-08,
39600000,-0.7309071274,0.9192944615,138.0590086,-0.6838020766,0.6144241426,-0.8985409134,3.065271417e-08,
39688888,-0.7342036353,0.918945633,137.1144729,-0.6733250894,0.6253754075,-0.9287867293,3.073165552e-08,
