Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.5678491096,0.9367151503,-118.8860221,-0.4524978539,-0.8201713023,-1.812541861,2.983272874e-08,
30088888,-0.5734173239,0.9361148481,-120.1185271,-0.4697335059,-0.8097292401,-1.723805583,2.983272874e-08,
30177777,-0.5754729769,0.9358933279,-120.9894659,-0.4818731986,-0.8023057657,-1.664972794,2.983272874e-08,
30266666,-0.5766912942,0.935762065,-121.8813066,-0.4942333272,-0.7945967912,-1.607736159,2.758707633e-08,
30355555,-0.5828636634,0.9350973297,-122.7778749,-0.5062463403,-0.7862071349,-1.553012975,2.781632603e-08,
30444444,-0.5832311927,0.9350577635,-123.6382604,-0.5179730276,-0.7784837594,-1.502942659,2.759766354e-08,
30533333,-0.5913989212,0.9341789003,-124.5616067,-0.5299522571,-0.7693119153,-1.451662683,2.750604164e-08,
30622222,-0.5907623594,0.9342473659,-125.4050724,-0.541259325,-0.7614830817,-1.40687291,2.83945686e-08,
30711111,-0.5954476197,0.9337435589,-126.2954411,-0.5527286134,-0.7525743244,-1.361562087,2.792722291e-08,
30800000,0.4156327625,1.049014855,-127.3144799,-0.6359017001,-0.8343028187,-1.311999667,2.779895098e-08,
30888888,-0.6034292235,0.932885921,-128.0752642,-0.5753070922,-0.734369043,-1.276481818,2.906378055e-08,
30977777,-0.605877298,0.9326230289,-128.9629985,-0.5864505026,-0.7251631003,-1.23652908,2.795579838e-08,
31066666,-0.5990903765,0.9333520403,-130.1213402,-0.601459974,-0.7137169823,-1.186640863,2.812217604e-08,
31155555,-0.6158963795,0.9315478783,-130.7643752,-0.6082540021,-0.7055554681,-1.159968476,2.749242891e-08,
31244444,-0.6175154248,0.9313742544,-131.6741297,-0.6192643738,-0.6956792631,-1.12339623,2.676165679e-08,
31333333,-0.6232901992,0.9307552403,-132.5853979,-0.6298312273,-0.6852867593,-1.088048241,2.846009662e-08,
31422222,-0.6271853623,0.9303379393,-133.4926993,-0.6403163827,-0.6749248931,-1.054049078,2.090167723e-08,
31511111,-0.6280736484,0.9302428006,-134.4087116,-0.6509578324,-0.6645340988,-1.020855831,2.467767336e-08,
31600000,-0.7756359038,0.9145726395,-134.1067453,-0.6365401203,-0.6567037293,-1.031676886,2.847365866e-08,
31688888,-0.6359902441,0.929395334,-136.2268075,-0.6711014898,-0.6429607121,-0.9580677765,3.241198776e-08,
31777777,-0.6387310965,0.9291021074,-137.1394424,-0.6810423745,-0.6319905143,-0.9279753185,3.624065673e-08,
31866666,-0.644774868,0.9284558492,-138.0782292,-0.6908247563,-0.620315581,-0.8979347878,2.866573007e-08,
