Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.6655850483,0.9262340611,-131.0854185,-0.6087056922,-0.6981310165,-1.14691061,3.025438801e-08,
30088888,-0.6124070295,0.9319221807,-131.9948614,-0.6235155397,-0.6926090692,-1.110812843,3.025438801e-08,
30177777,-0.6137744575,0.9317754789,-132.9827271,-0.6352638817,-0.6816489885,-1.073017069,3.025438801e-08,
30266666,-0.612560801,0.9319056825,-133.964648,-0.6469423439,-0.6707561441,-1.036809772,3.051905263e-08,
30355555,-0.6142631883,0.9317230519,-134.9412333,-0.6581516007,-0.6595030826,-1.002053451,3.04470295e-08,
30444444,-0.6151094836,0.9316322755,-135.8986629,-0.6690145061,-0.6483504356,-0.969112672,3.040106906e-08,
30533333,-0.6205026604,0.931053993,-136.8872505,-0.6796789267,-0.6363160334,-0.9362009154,3.04633687e-08,
30622222,-0.6169213837,0.9314379547,-137.8558166,-0.6906227035,-0.6249935559,-0.9049710539,3.627640623e-08,
30711111,-0.620277168,0.9310781642,-138.8368016,-0.7009508697,-0.6128412731,-0.8742998969,3.337510965e-08,
30800000,-0.6386215688,0.9291138234,-140.7281196,-0.7192743646,-0.58812999,-0.8176712794,3.070209258e-08,
30888888,-0.6241594004,0.9306621038,-140.7911232,-0.7211203295,-0.5883174499,-0.8158381145,2.929580718e-08,
30977777,-0.6236853847,0.9307128943,-141.7909967,-0.7313166923,-0.575675592,-0.7871768799,2.606136353e-08,
31066666,-0.6617248358,0.9266457927,-142.9926453,-0.7399806446,-0.5577643505,-0.7537553241,3.139161901e-08,
31155555,-0.6274945792,0.9303048199,-143.7971819,-0.7506920428,-0.5494802223,-0.731964895,3.086093972e-08,
31244444,-0.6261358519,0.9304503582,-144.8106959,-0.7604128738,-0.5361997113,-0.7051428635,3.015023926e-08,
31333333,-0.6257055758,0.9304964514,-145.8197279,-0.7697755771,-0.5227515729,-0.6790960749,3.125471266e-08,
31422222,-0.6279051878,0.9302608426,-146.8054166,-0.7784572272,-0.5093030342,-0.6542466514,2.997883324e-08,
31511111,-0.6281764779,0.9302317878,-147.8005819,-0.7871608157,-0.4956904571,-0.6297194261,3.068926224e-08,
31600000,-0.6274905545,0.930305251,-148.6168882,-0.7942056216,-0.4844639208,-0.6099981008,3.15297743e-08,
