Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.7920798597,0.9128428264,-114.1462463,-0.373413988,-0.8329730004,-2.230695761,3.153276929e-08,
30088888,-0.7145324676,0.9210291522,-115.6505117,-0.3986956814,-0.8302628818,-2.082447642,3.153276929e-08,
30177777,-0.7081029083,0.9217111784,-116.5437478,-0.411895217,-0.8245567455,-2.001860453,3.153276929e-08,
30266666,-0.6989745953,0.9226803469,-117.426397,-0.4249946558,-0.818974093,-1.927022097,2.753403978e-08,
30355555,-0.6945360083,0.9231519674,-118.3035531,-0.4377058668,-0.8127872594,-1.856925669,2.763036081e-08,
30444444,-0.6877456106,0.9238739453,-119.1760609,-0.4503838329,-0.8066582112,-1.791046108,2.775021527e-08,
30533333,-0.6839955451,0.9242729068,-120.0897791,-0.463390134,-0.7997186943,-1.725800002,2.797372803e-08,
30622222,-0.6757481576,0.9251509351,-120.973324,-0.4761186924,-0.7932308891,-1.666036015,4.906509035e-08,
30711111,-0.6715100505,0.9256024542,-121.8807236,-0.4888594166,-0.7859747923,-1.607772635,3.866817284e-08,
30800000,-0.487174241,0.9454559252,-126.131013,-0.5574725981,-0.7636171874,-1.369784255,2.847239739e-08,
30888888,-0.6642749267,0.9263737786,-123.69785,-0.5139644086,-0.7707197703,-1.499558642,1.910960574e-08,
30977777,-0.6575103179,0.9270955235,-124.6203501,-0.5267164045,-0.7629390139,-1.448481588,8.502837906e-09,
31066666,-0.7038770882,0.9221597143,-125.6935614,-0.5380340392,-0.7489311793,-1.391977319,2.908044036e-08,
31155555,-0.6516233988,0.9277240816,-126.493613,-0.5517482879,-0.7458188778,-1.351737548,2.859643774e-08,
31244444,-0.6446666277,0.9284674194,-127.4140948,-0.5641101087,-0.7374493434,-1.307279079,2.816014682e-08,
31333333,-0.6409978296,0.9288596738,-128.3355191,-0.5761395315,-0.7285901001,-1.264607027,2.9140657e-08,
31422222,-0.6370037104,0.9292868989,-129.2782375,-0.5883193631,-0.7193430805,-1.222708491,2.916841811e-08,
31511111,-0.633253263,0.9296882388,-130.2240526,-0.6003724632,-0.7098402121,-1.182333061,2.948388364e-08,
31600000,-0.659976046,0.9268323794,-131.1367808,-0.6097248898,-0.6980356856,-1.144837118,2.971964966e-08,
31688888,-0.6283396065,0.9302143174,-132.1236747,-0.6239255772,-0.6899388019,-1.105803043,3.003179093e-08,
31777777,-0.6255149925,0.9305168683,-133.0835763,-0.6356029897,-0.6796105367,-1.069237476,3.025715859e-08,
31866666,-0.6262199852,0.9304413457,-134.0556934,-0.6469891484,-0.6686749133,-1.033517973,3.020486689e-08,
31955555,-0.6238049114,0.9307000868,-135.0119229,-0.6582412757,-0.6579673811,-0.9995838993,3.031039331e-08,
32044444,-0.6223037813,0.930860948,-135.9922862,-0.6695182659,-0.6467204932,-0.9659489907,3.031316576e-08,
32133333,-0.619782364,0.9311312058,-136.9649489,-0.6805976426,-0.6354464347,-0.9336594706,3.045438093e-08,
32222222,-0.6187304976,0.9312439732,-137.9292929,-0.6912796342,-0.6239774075,-0.9026410973,3.04281793e-08,
32311111,-0.6164283486,0.9314908272,-138.9161266,-0.7021097097,-0.6121414189,-0.8718600674,3.054680851e-08,
32400000,-0.6059728083,0.9326127738,-139.8852121,-0.7132204024,-0.6009020248,-0.8425193991,3.064459848e-08,
32488888,-0.6182769129,0.9312926049,-140.8744848,-0.7224646496,-0.5876655052,-0.8134176607,3.074446466e-08,
32577777,-0.6174516526,0.9313810927,-141.8532557,-0.7324672962,-0.5752933162,-0.7854184333,3.089145373e-08,
32666666,-0.6157071049,0.9315681779,-142.8511699,-0.7425246357,-0.5625623836,-0.757634638,3.09665658e-08,
32755555,-0.6178536685,0.9313379858,-143.8395083,-0.7519319028,-0.5495351284,-0.7308309786,3.110406422e-08,
32844444,-0.6190104846,0.9312139553,-144.8360152,-0.7612739947,-0.5363033989,-0.7044814385,3.109811733e-08,
32933333,-0.6193424811,0.9311783627,-145.8374896,-0.7705018394,-0.5228958391,-0.6786432068,3.11496963e-08,
33022222,-0.6205072177,0.9310535045,-146.8278843,-0.7793203651,-0.5094314445,-0.6536868113,3.140929787e-08,
33111111,-0.6214979515,0.9309473123,-147.8275314,-0.787999536,-0.4957011494,-0.6290627428,3.150563425e-08,
33200000,-0.6202444106,0.9310816756,-148.8664882,-0.796973161,-0.4814009422,-0.6040365796,3.164624473e-08,
33288888,-0.6222483105,0.9308668928,-149.8590954,-0.8050073234,-0.4674145712,-0.5806339366,3.178409608e-08,
33377777,-0.6225971971,0.9308295034,-150.8755078,-0.8131393766,-0.4530429546,-0.5571528911,3.170538589e-08,
33466666,-0.6229837803,0.9307880758,-151.9084262,-0.8211376341,-0.4382914875,-0.5337612956,3.183287032e-08,
33555555,-0.6236032941,0.9307216905,-152.9146909,-0.8286490512,-0.4237730704,-0.5114023479,3.186795521e-08,
33644444,-0.6249545374,0.9305769116,-153.9327695,-0.83591774,-0.4089192102,-0.4891859457,3.17505267e-08,
33733333,-0.6253111542,0.9305387057,-154.9622153,-0.8430949481,-0.393818729,-0.4671107684,3.189556714e-08,
33822222,-0.628347651,0.9302134559,-155.9647546,-0.8495593738,-0.3788745755,-0.4459659762,3.192453891e-08,
33911111,-0.6285354408,0.9301933448,-157.0019955,-0.8562601464,-0.3634256738,-0.4244337136,3.195776326e-08,
34000000,-0.6334245279,0.9296699077,-158.020812,-0.8621013731,-0.3479473522,-0.403603756,3.227636901e-08,
34088888,-0.630546386,0.9299780126,-159.0474351,-0.8684848896,-0.3325554096,-0.3829144451,3.242847363e-08,
34177777,-0.6317762479,0.9298463435,-160.1062602,-0.874358053,-0.316405148,-0.3618713717,3.276582414e-08,
34266666,-0.6296830392,0.9300704538,-161.1477753,-0.8801769394,-0.3005322018,-0.3414452121,3.138197141e-08,
34355555,-0.6214409953,0.9309534168,-162.2131803,-0.8864535547,-0.284384176,-0.3208111406,3.189661637e-08,
34444444,-0.5969148364,0.9335858447,-163.0150968,-0.8928644727,-0.2727188348,-0.3054425875,3.269985205e-08,
34533333,-0.641976834,0.9287549861,-164.2760645,-0.8939996911,-0.2516950069,-0.2815381363,3.343409955e-08,
34622222,-0.6327501248,0.9297420934,-165.3483161,-0.8995081788,-0.2351709941,-0.2614439753,3.425801747e-08,
34711111,-0.6380258365,0.92917755,-166.3960333,-0.9031092127,-0.2185512967,-0.2419987457,3.294929566e-08,
34800000,-0.6389659201,0.9290769895,-167.436402,-0.9068303887,-0.2020957658,-0.2228594986,3.289048831e-08,
34888888,-0.6398563092,0.9289817548,-168.5039154,-0.9103448261,-0.185146964,-0.203381135,3.341439886e-08,
34977777,-0.6411329645,0.9288452228,-169.5568597,-0.9134591543,-0.1683621731,-0.1843127547,3.420185013e-08,
35066666,-0.6424822779,0.9287009421,-170.6820548,-0.9164467826,-0.1503686617,-0.164077898,3.427817978e-08,
35155555,-0.6417162489,0.92878285,-171.8196352,-0.9193325323,-0.1321562616,-0.143752404,3.333903091e-08,
35244444,-0.6447659742,0.9284567999,-172.8570433,-0.9212510379,-0.1154493587,-0.1253180229,3.184961422e-08,
35333333,-0.6518908549,0.9276955156,-173.8036171,-0.9222757143,-0.1001322947,-0.1085708895,3.10464861e-08,
35422222,-0.6540270599,0.9274673865,-174.7860085,-0.9236297459,-0.08428431311,-0.09125335502,3.183350604e-08,
35511111,-0.6566367562,0.9271887686,-175.8225966,-0.924725491,-0.06754094182,-0.0730389099,3.233374435e-08,
35600000,-0.6498206511,0.9279166498,-176.9409209,-0.9265944048,-0.04951886561,-0.05344179218,3.257668908e-08,
35688888,-0.6610908196,0.9267134345,-177.8995665,-0.926090791,-0.0339652247,-0.03667591237,3.222138153e-08,
35777777,-0.6640327467,0.9263996081,-178.9598003,-0.9262469413,-0.01681777697,-0.01815690419,3.20438602e-08,
35866666,-0.6646871575,0.9263298141,-179.9685263,-0.9263296743,-0.0005088504611,-0.0005493189684,3.253663725e-08,
35955555,-0.667827989,0.9259949123,178.966535,-0.9258442817,0.0167016045,-0.01803932349,3.288052871e-08,
36044444,-0.6723975656,0.925507882,177.9313974,-0.9249047508,0.03340720919,-0.03611962114,3.265475225e-08,
36133333,-0.6754261214,0.9251852364,176.8293466,-0.9237689857,0.05117208893,-0.0553948982,3.234764375e-08,
36222222,-0.6769193086,0.9250262019,175.8753009,-0.922630263,0.06653474282,-0.07211419947,3.210176584e-08,
36311111,-0.6792070522,0.9247825949,174.8189538,-0.9210042346,0.08351076397,-0.09067359393,3.188784608e-08,
36400000,-0.6837153399,0.9243027241,173.8003049,-0.9188969754,0.09981920874,-0.10862938,3.214185647e-08,
36488888,-0.6866626888,0.9239891373,172.7647829,-0.9166318528,0.1163699801,-0.1269538907,3.190720792e-08,
36577777,-0.6895385149,0.9236832628,171.7596829,-0.9141468083,0.1323872455,-0.1448205521,3.183798915e-08,
36666666,-0.6939648514,0.923212673,170.7341625,-0.911166499,0.1486514402,-0.1631441019,3.18347643e-08,
36755555,-0.6977743092,0.9228078591,169.7215305,-0.9079987846,0.1646588957,-0.1813426389,3.190231819e-08,
36844444,-0.7004348299,0.9225252429,168.6902905,-0.90461113,0.1809185652,-0.1999959531,3.174635619e-08,
36933333,-0.7040943534,0.922136648,167.6772417,-0.9008914311,0.1968009832,-0.2184513876,3.176550023e-08,
37022222,-0.7094238361,0.9215710176,166.6768836,-0.8967678352,0.2123689952,-0.2368160263,3.901369308e-08,
37111111,-0.711662265,0.9213335513,165.6457475,-0.8925708238,0.2284137415,-0.2559054536,3.561356619e-08,
37200000,-0.4030961077,0.9546522371,163.4638389,-0.9151681003,0.2717135292,-0.2969001314,3.222737219e-08,
37288888,-0.7184267249,0.9206163079,163.5855863,-0.8830946722,0.2601503147,-0.2945893831,2.860735881e-08,
37377777,-0.7225069618,0.9201839457,162.5505782,-0.8778389475,0.2759298391,-0.3143285449,2.552648711e-08,
37466666,-0.7249763562,0.919922375,161.5252462,-0.8725126822,0.2915112268,-0.3341054323,3.373494168e-08,
37555555,-0.728264119,0.919574234,160.4097659,-0.8663443261,0.3083249593,-0.3558919358,3.393223716e-08,
37644444,-0.7290043845,0.9194958655,159.2583951,-0.8599006819,0.3256431543,-0.378698565,3.2913191e-08,
37733333,-0.7317841182,0.9192016475,158.254839,-0.8537920357,0.3405448995,-0.3988616493,3.150053224e-08,
37822222,-0.7379488955,0.9185494791,157.3365925,-0.8476230966,0.3539325241,-0.4175588485,3.056251845e-08,
37911111,-0.7422330336,0.918096535,156.3305757,-0.8408634645,0.3685781895,-0.4383329816,3.106588689e-08,
38000000,-0.7460647185,0.9176916161,155.3305177,-0.8339344701,0.3830289832,-0.4593034548,3.220165615e-08,
38088888,-0.7477705969,0.9175114024,154.2873283,-0.8266604236,0.3980699908,-0.4815399159,3.275837771e-08,
38177777,-0.7503026728,0.9172439721,153.2059447,-0.8187618667,0.4134797577,-0.5050061252,3.336455588e-08,
38266666,-0.7513791494,0.9171303015,152.1515741,-0.8109142072,0.4284228501,-0.5283208092,3.366046345e-08,
38355555,-0.7551150442,0.9167359187,151.0600591,-0.8022607378,0.443601683,-0.5529395396,3.379851863e-08,
38444444,-0.7585492842,0.9163735299,149.9745902,-0.7933994798,0.4585386699,-0.5779417325,3.391407763e-08,
38533333,-0.758936702,0.9163326577,148.8866669,-0.7845153287,0.473498932,-0.6035559978,3.390579912e-08,
38622222,-0.7637713502,0.9158227602,147.812011,-0.7750652487,0.4878577542,-0.6294408826,3.312622653e-08,
38711111,-0.7686830109,0.915305031,146.7164141,-0.7651626143,0.5023041642,-0.6564672069,3.275619426e-08,
38800000,-0.7770456583,0.9144242127,145.7595138,-0.7559391251,0.5145169385,-0.6806327671,3.222870572e-08,
38888888,-0.7754229589,0.9145950616,144.6719179,-0.7461762862,0.5288715124,-0.7087755564,3.183490221e-08,
38977777,-0.7791232197,0.9142055195,143.6776598,-0.7365729998,0.5415089546,-0.735173506,3.199809692e-08,
39066666,-0.7851553033,0.9135708523,142.6638077,-0.7263715373,0.5540722804,-0.7627945918,3.159175333e-08,
39155555,-0.7912760439,0.9129273073,141.643867,-0.7158891047,0.5665148349,-0.7913444012,3.150396224e-08,
39244444,-0.7963309639,0.9123961663,140.6341275,-0.7053839733,0.5787056372,-0.8204122281,3.150866783e-08,
39333333,-0.8012823952,0.9118761989,139.6518596,-0.6949633039,0.5903763278,-0.8495071962,3.145373179e-08,
39422222,-0.8045847585,0.9115295707,138.6184182,-0.6839421632,0.6025854925,-0.8810474408,3.142965139e-08,
39511111,-0.8137415231,0.9105691321,137.6191182,-0.672619478,0.6137745369,-0.9125137719,3.111775884e-08,
39600000,-0.8166692107,0.9102622652,136.6217476,-0.6616108512,0.6251787528,-0.9449342489,3.071277027e-08,
39688888,-0.8243480663,0.9094578935,135.6713473,-0.6505746815,0.6355047158,-0.9768359174,3.065489674e-08,
39777777,-0.8303162209,0.9088332112,134.6782543,-0.6390232425,0.6462407456,-1.011294586,3.085189067e-08,
