Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay
95600000,-13.9713988,0.200184321318994,58.8771385,0.1034702601,0.1713699733,1.656224436,-0.0000006828591728
95688888,-10.16257033,0.3103641022223,66.50410538,0.1237370026,0.2846313935,2.300293263,-0.0000002850364006
95777777,-7.729470564,0.410701672845903,65.61756498,0.1695480105,0.3740712983,2.206285388,1.080730364E-08
95866666,-6.134895247,0.493463730547321,62.59067493,0.2271632025,0.4380677263,1.928427322,8.766895552E-08
95955555,-5.046412922,0.559344476627648,59.10468298,0.2872072336,0.4799773416,1.671188206,0.0000001026269233
96044444,-4.27412888,0.611355123232754,55.73349596,0.3442192247,0.5052407466,1.467787707,9.999760668E-08
96133333,-3.711475514,0.652268227633919,52.62582622,0.3959383551,0.5183499394,1.30916829,9.217360929E-08
96222222,-3.289158456,0.68476582432731,49.83046624,0.4417091937,0.523256364,1.184617326,8.343992549E-08
96311111,-2.965103735,0.710795735022331,47.30840192,0.4819563943,0.5224448401,1.084008525,7.520907063E-08
96400000,-2.712185875,0.731797137304131,45.04180335,0.5170810395,0.5178361215,1.001460278,6.779780376E-08
96488888,-2.513553346,0.748724996888519,42.98669133,0.5477013922,0.5105020136,0.9320809128,6.110569989E-08
96577777,-2.351532254,0.762822311896866,41.14365938,0.5744526894,0.5018983834,0.8736983787,5.540367794E-08
96666666,-2.22021873,0.774442295379255,39.48065969,0.5977449597,0.4924041349,0.8237696144,5.037351803E-08
96755555,-2.112313054,0.78412327890348,37.93021961,0.618485063,0.482001601,0.7793261791,4.606771879E-08
96844444,-2.022336913,0.792288139014456,36.53363825,0.636609464,0.4716448723,0.7408700294,0.0000000422441028
96933333,-1.944684891,0.799402966319535,35.24632588,0.652855266,0.4613297132,0.7066339773,3.864760548E-08
97022222,-1.874939591,0.805847792286986,34.06354166,0.6675779394,0.4513649955,0.6761232942,3.569268987E-08
97111111,-1.816037237,0.811331126989051,32.9816433,0.6805810746,0.4416645769,0.6489521872,3.313700586E-08
97200000,-1.762701706,0.816328416667609,31.95514202,0.6926242291,0.4320460174,0.6237812645,3.092742017E-08
97288888,-1.712648365,0.821046174166177,30.99859813,0.7037842791,0.4228528214,0.6008273188,2.902700897E-08
97377777,-1.666479684,0.825421954079654,30.10667083,0.714066775,0.4140411128,0.5798352861,2.727192287E-08
97466666,-1.620139435,0.829837445987458,29.2616039,0.7239477237,0.4056228299,0.5602929834,2.568947125E-08
97555555,-1.576433882,0.834023534798078,28.46012602,0.7332309316,0.3974514531,0.5420549461,2.439212758E-08
97644444,-1.533329507,0.838172725598365,27.71155,0.7420342321,0.3897675157,0.5252689147,2.341492951E-08
97733333,-1.48914358,0.842447451816656,26.97895249,0.7507666224,0.3821873726,0.5090628182,2.254870743E-08
97822222,-1.444090153,0.846828551833332,26.25579726,0.7594595443,0.3746195361,0.4932712202,2.176983538E-08
97911111,-1.397381581,0.85139465808313,25.58020469,0.7679424482,0.3676102013,0.4786949884,2.132201257E-08
98000000,-1.351332917,0.855920354037659,24.92774589,0.7761828296,0.3607490368,0.4647732764,2.101625349E-08
98088888,-1.299602651,0.861033140531229,24.2314519,0.7851717777,0.3533883821,0.4500777946,2.100339273E-08
98177777,-1.250230336,0.865941359665844,23.56756889,0.7937124913,0.3462295764,0.4362153552,0.0000000210370977
98266666,-1.200185157,0.870945023834093,22.89978396,0.802303123,0.3389025428,0.4224120948,2.099845618E-08
98355555,-1.147988022,0.876194653691606,22.22764002,0.8110830546,0.33145339,0.4086553013,2.127583675E-08
98444444,-1.099424744,0.881107225745075,21.54165915,0.8195626287,0.3235228598,0.3947506249,2.166390522E-08
98533333,-1.047031914,0.886438079795946,20.84249316,0.8284313942,0.315394823,0.3807132675,2.200151692E-08
98622222,-0.9986543935,0.891389020242217,20.12612822,0.8369585225,0.306716183,0.3664652128,2.237996665E-08
98711111,-0.9521010049,0.896179385472523,19.41515838,0.8452179181,0.2978995834,0.3524529912,2.282208926E-08
98800000,-0.9074322374,0.900800022033332,18.6745274,0.8533753533,0.2884288233,0.3379858841,2.322962763E-08
98888888,-0.8618601175,0.905538655459753,17.91675472,0.8616240915,0.2785752708,0.3233141617,2.358244507E-08
98977777,-0.8211869093,0.909788943313669,17.15858498,0.8692959285,0.2684036327,0.3087597951,2.373940112E-08
99066666,-0.7840168731,0.913690598755861,16.39997611,0.8765162673,0.2579723693,0.2943155523,2.394136055E-08
99155555,-0.7480796648,0.917478755374174,15.63460778,0.8835320031,0.2472619381,0.279856233,2.404955545E-08
99244444,-0.7156415692,0.920911553496449,14.84812085,0.8901609419,0.2359906499,0.2651100928,2.401302615E-08
99333333,-0.6859431468,0.924065684058902,14.08657893,0.8962781543,0.2249063328,0.2509336323,2.392073201E-08
99422222,-0.6588070222,0.926957129088315,13.33190155,0.9019762214,0.2137484858,0.2369779609,2.398305958E-08
99511111,-0.634127337,0.929594687558183,12.56539552,0.9073293463,0.2022368427,0.2228924299,2.408924607E-08
99600000,-0.6109629122,0.932077135135589,11.77141822,0.912474881,0.1901509333,0.2083903209,2.407000179E-08
99688888,-0.5912195664,0.934198190363098,11.01253641,0.9169953143,0.1784540625,0.1946073875,2.390566283E-08
99777777,-0.5717923799,0.936289991498076,10.25712601,0.921326728,0.1667213495,0.1809578996,2.370664328E-08
99866666,-0.5570692447,0.93787840841807,9.497673826,0.925022254,0.1547570307,0.167300873,2.361383322E-08
99955555,-0.5405290503,0.939666074543969,8.735781846,0.9287652245,0.1427147131,0.1536606985,2.348149757E-08
100044444,-0.5277545716,0.941049073423131,7.99499045,0.931902296,0.1308872391,0.1404516757,2.334845079E-08
100133333,-0.5158935164,0.942335004972813,7.25142339,0.9347980345,0.1189449293,0.127241313,2.334841979E-08
100222222,-0.5060717862,0.943401170370998,6.504096257,0.9373292139,0.1068630573,0.1140080301,2.340362931E-08
100311111,-0.4981459856,0.944262408811377,5.745477105,0.9395188348,0.09452965563,0.100614966,2.335515661E-08
100400000,-0.490909965,0.945049380486483,5.003378221,0.9414483242,0.08242198965,0.08754807622,2.325092547E-08
100488888,-0.4851433075,0.945677017471125,4.264952679,0.9430582589,0.07032881156,0.07457525651,2.305608828E-08
100577777,-0.4804364544,0.946189615401727,3.524205745,0.9444002934,0.05816248006,0.06158668148,2.309028301E-08
100666666,-0.4775121301,0.946508227684029,2.796126109,0.9453813509,0.04617278987,0.04884038577,2.314967879E-08
100755555,-0.4747838425,0.946805578027621,2.043341606,0.9462035434,0.03375880693,0.03567816583,2.309628021E-08
100844444,-0.4746112409,0.946824392655503,1.301431512,0.9465801519,0.02150457076,0.02271817206,2.319618832E-08
100933333,-0.4762977312,0.946640570939046,0.5761435908,0.9465927115,0.009518880989,0.01005594156,2.333148799E-08
101022222,-0.4817383737,0.946047802616121,-0.1816696535,0.946043047,-0.002999660533,0.00317074423,2.366944435E-08
101111111,-0.4904730111,0.945096923503568,-0.9481505555,0.9449675201,-0.01563907992,0.01654985974,2.426973821E-08
101200000,-0.5046702089,0.943553412272152,-1.723537245,0.9431265382,-0.02837912688,0.03009047645,2.483909797E-08
101288888,-0.5259989052,0.941239305546063,-2.536085581,0.94031741,-0.04164851347,0.04429197315,2.502242979E-08
101377777,-0.5662461401,0.936888035832484,-3.361962784,0.9352756327,-0.05494253822,0.05874475534,2.341534627E-08
101466666,-0.6376317328,0.929219710350776,-4.132486516,0.926803817,-0.06696233992,0.07225082449,0.0000000113130328
101555555,-0.7796064938,0.914154655463667,-4.671796865,0.9111174674,-0.07445599191,0.08171942102,-9.611178435E-09
101644444,-0.9559812482,0.895779125097443,-3.691256051,0.893920791,-0.05767027342,0.06451385179,-1.191592166E-08
101733333,-0.6520970837,0.9276734896047,-2.044787545,0.9270827852,-0.03310003938,0.03570343437,1.755451818E-09
101822222,-0.3863761431,0.956491671534704,-3.539441327,0.9546671993,-0.05904960835,0.06185360552,2.518714355E-08
101911111,-0.3284389781,0.962893047876829,-5.028576869,0.959186973,-0.08440007377,0.08799126359,4.080573311E-08
102000000,-0.3185623033,0.96398857072293,-6.229309395,0.9582967844,-0.1046003706,0.1091523756,3.559913177E-08
102088888,-0.3219339912,0.963614442340901,-7.22877897,0.9559552713,-0.1212530939,0.1268397147,3.080407351E-08
102177777,-0.3270080542,0.963051689102013,-8.135208479,0.9533603906,-0.1362810388,0.1429480815,2.812530126E-08
102266666,-0.3311768837,0.962589579271793,-9.004229801,0.9507273851,-0.1506523728,0.1584601171,2.661511822E-08
102355555,-0.3353538772,0.962126786861876,-9.841637805,0.9479680754,-0.1644520662,0.1734784857,2.569729697E-08
102444444,-0.3389306786,0.961730669927725,-10.63398854,0.9452139594,-0.1774723991,0.1877589697,2.500846347E-08
102533333,-0.3410092107,0.961500555455565,-11.43190176,0.942425316,-0.1905724058,0.2022148626,2.468565989E-08
102622222,-0.3444198591,0.961123081562827,-12.21045698,0.9393798914,-0.203280588,0.2163987007,0.0000000249669173
102711111,-0.3475883609,0.960772540056848,-13.00311411,0.9361362539,-0.2161776765,0.2309254402,2.517615396E-08
102800000,-0.3465994608,0.960881931516804,-13.84309413,0.9329727276,-0.2299042754,0.2464212175,2.533285431E-08
102888888,-0.3521014613,0.960273462032221,-14.64377285,0.9290802385,-0.2427653852,0.2612964684,2.529760132E-08
102977777,-0.3549724276,0.959956113172276,-15.44338936,0.9252959623,-0.2556230064,0.2762608039,0.000000025259444
103066666,-0.3590452385,0.959506095569681,-16.25054223,0.9211711463,-0.2685063623,0.2914836873,2.550032076E-08
103155555,-0.358491298,0.959567289788958,-17.08122554,0.9172401179,-0.2818509354,0.3072815175,2.694327204E-08
103244444,-0.3599392247,0.959407344480019,-17.90491119,0.9129413806,-0.2949584516,0.3230858606,2.670389678E-08
103333333,-0.3781100288,0.957402370747842,-18.9271338,0.9056373994,-0.3105482253,0.3429056988,2.649582054E-08
103422222,-0.3664598455,0.958687374030723,-19.60021692,0.903137368,-0.3215966038,0.3560882488,2.644040673E-08
103511111,-0.3679205408,0.958526166318124,-20.47290926,0.8979834208,-0.3352583891,0.3733458563,2.628284225E-08
103600000,-0.3753335131,0.957708461169684,-21.36249382,0.8919085909,-0.3488618095,0.391140766,2.793201233E-08
103688888,-0.3748421228,0.957762643525191,-22.25125536,0.8864401737,-0.3626749229,0.409136379,0.0000000282509678
103777777,-0.3769546628,0.957529729460064,-23.18017143,0.8802299029,-0.3769064881,0.4281909611,2.885116623E-08
103866666,-0.3788148896,0.957324680603441,-24.0841801,0.8739865863,-0.3906635266,0.4469903002,2.961283344E-08
103955555,-0.382913381,0.956873067516589,-25.06222382,0.866781827,-0.4053336055,0.4676304843,3.015894317E-08
104044444,-0.3855198061,0.956585976162125,-26.04828844,0.8594200586,-0.4200641531,0.4887762962,0.0000000310832401
104133333,-0.3897163268,0.956123920641426,-27.0235542,0.8517341333,-0.4344213597,0.5100433841,3.179365173E-08
104222222,-0.3931589884,0.955745034998969,-28.07683954,0.843270273,-0.4498264317,0.5334309131,0.0000000325918911
104311111,-0.3974948884,0.955268056713638,-29.1349389,0.8344032376,-0.4650895584,0.557391843,3.361827987E-08
104400000,-0.4028722227,0.954676844280188,-30.20730518,0.8250419058,-0.4803266916,0.5821845996,3.453009677E-08
104488888,-0.40682691,0.9542422786573,-31.33725288,0.8150382412,-0.496277132,0.6089004256,3.573516154E-08
104577777,-0.4137764437,0.95347909987795,-32.50050495,0.8041516016,-0.5123110339,0.6370826507,3.686347563E-08
104666666,-0.418747731,0.952933541213989,-33.70590769,0.7927424669,-0.5288116065,0.6670660758,3.801862419E-08
104755555,-0.4235496835,0.952406862067632,-34.92114125,0.780917156,-0.5452038393,0.698158358,3.949238188E-08
104844444,-0.4292233117,0.95178495248535,-36.2099222,0.767955324,-0.5622625865,0.7321553337,4.096117969E-08
104933333,-0.4366828381,0.950967901218068,-37.56728669,0.7537731808,-0.57979819,0.7691945067,0.0000000427448575
105022222,-0.444763819,0.950083572716163,-38.93663192,0.7390144341,-0.5970899944,0.8079544416,4.459566634E-08
105111111,-0.4519255946,0.949300523283697,-40.39697214,0.7229612269,-0.6152223564,0.8509755897,4.657216128E-08
105200000,-0.4623881146,0.948157739213933,-41.93039501,0.7053887399,-0.6335848989,0.8982067094,4.886456133E-08
105288888,-0.4710380411,0.947213977241025,-43.52196026,0.6868347873,-0.6522823726,0.9496932663,0.000000051255429
105377777,-0.4798150064,0.946257314705329,-45.19247744,0.6668534248,-0.6713489521,1.006741402,5.390754655E-08
105466666,-0.4935757702,0.944759377839355,-46.96671756,0.6447256042,-0.6905788712,1.071120592,5.685974733E-08
105555555,-0.5083829256,0.943150183809994,-48.83323459,0.6208313519,-0.7100004942,1.143628607,6.006965836E-08
105644444,-0.5228408817,0.94158158439135,-50.79915263,0.5951179435,-0.7296646582,1.226084117,6.376742768E-08
105733333,-0.5371229216,0.940034632211026,-52.88741726,0.5672010395,-0.7496319701,1.321633632,6.807387359E-08
105822222,-0.5589074908,0.937679940676057,-55.14242741,0.5359200891,-0.769437021,1.43573088,7.304725858E-08
105911111,-0.5787188529,0.935543654331618,-57.55343059,0.5019312192,-0.7894979293,1.57292055,0.0000000785274664
106000000,-0.6055238553,0.932660979554561,-60.15372194,0.4641617703,-0.8089563362,1.742832754,0.0000000844107805
106088888,-0.6312878715,0.929898626894673,-62.94618032,0.4229432344,-0.8281488253,1.958061409,9.116959267E-08
106177777,-0.6617412856,0.926644037727678,-65.95179431,0.3776121793,-0.8462140478,2.240960684,0.0000000988752627
106266666,-0.6956423024,0.923034395960054,-69.24138337,0.3271526203,-0.8631127731,2.638257252,0.0000001080133612
106355555,-0.7387395815,0.918465866353205,-72.82618223,0.2711967843,-0.8775145878,3.235711626,0.0000001184944154
106444444,-0.7851048837,0.913576155349501,-76.79114575,0.2087533576,-0.8894062218,4.26056008,0.0000001303218109
106533333,-0.8415142864,0.907662275754629,-81.13604327,0.1398606418,-0.8968220602,6.412254719,0.0000001439847932
106622222,-0.9032534375,0.90123350309763,-85.93796865,0.06384017902,-0.8989695538,14.0815638,0.0000001599513278
106711111,-0.9781845551,0.893492213756966,-91.29036649,-0.02012076561,-0.8932656329,-44.3952109,0.0000001786554376
106800000,-1.064784183,0.884628222902284,-97.30622858,-0.112500326,-0.8774455934,-7.799493784,0.0000002001363637
106888888,-1.163999962,0.874580926901416,-104.0368191,-0.2121255553,-0.848465996,-3.999829228,0.000000224613947
106977777,-1.279564421,0.8630218254016,-111.5866006,-0.3175118584,-0.8024916766,-2.527438442,0.0000002527061262
107066666,-1.40782907,0.850371206327102,-120.0880526,-0.4263168724,-0.7357887692,-1.725919889,0.0000002844137926
107155555,-1.547666104,0.836790410888728,-129.7136425,-0.5346680689,-0.6436988798,-1.203922428,0.0000003190552374
107244444,-1.700520882,0.822193342556344,-140.4795618,-0.634238001,-0.523205553,-0.8249356744,0.0000003552287052
107333333,-1.850284055,0.808138500094344,-152.4397478,-0.7164347966,-0.3739104405,-0.5219043551,0.0000003905961076
107422222,-1.988841477,0.795349342066347,-165.5616639,-0.7702294643,-0.1983107367,-0.2574696839,0.0000004226873122
107511111,-2.098019126,0.785414733159142,-179.6680468,-0.7854015513,-0.004550413021,-0.005793740812,0.0000004473860773
107600000,-2.15928362,0.779894430674259,165.5045332,-0.7550684001,0.1952102305,-0.2585331746,0.0000004614260264
107688888,-2.164621091,0.779415333498771,150.4452918,-0.6780017965,0.3844500304,-0.5670339406,0.0000004623542334
107777777,-2.113625437,0.7840048117844,135.5534103,-0.5597037925,0.5489947264,-0.9808665474,0.0000004500340231
107866666,-2.013269493,0.793115660512737,121.3315771,-0.4124121691,0.6774574922,-1.642670956,0.0000004266193438
107955555,-1.879486057,0.805426096750248,108.0558569,-0.2496370019,0.7657627339,-3.067504929,0.0000003952414899
108044444,-1.73076701,0.81933526834751,95.93488818,-0.08471779675,0.8149436649,-9.619509668,0.0000003601184952
108133333,-1.582824512,0.833410128943419,85.01303734,0.07244756071,0.8302552583,11.46008575,0.0000003242385928
108222222,-1.439811214,0.847245828651886,75.23395558,0.2159398643,0.8192652008,3.793950707,0.000000290251408
108311111,-1.311522339,0.859852351010608,66.52808349,0.3424787826,0.7887042214,2.302928711,0.0000002587906186
108400000,-1.189375082,0.87202963837415,58.73708177,0.4525537317,0.7454064731,1.647111538,0.0000002306627792
108488888,-1.090102906,0.882053351955551,51.8549235,0.5448044797,0.6936902728,1.273282982,0.0000002058756711
108577777,-1.003997332,0.890840870035782,45.66444476,0.6225724076,0.6371821192,1.023466687,0.0000001840860117
108666666,-0.9288809689,0.898578351853028,40.12462403,0.6870929991,0.5790908953,0.8428129758,0.0000001657268576
108755555,-0.8626983237,0.90545127333492,35.14843282,0.7403543361,0.5212652543,0.7040753716,0.0000001498716542
108844444,-0.8070763425,0.911268132143444,30.59659911,0.7843943119,0.4638266618,0.5913182372,0.0000001365460221
108933333,-0.7592846112,0.916295955146001,26.44896257,0.8203886014,0.4081186348,0.4974698992,0.00000012511078
109022222,-0.7166688294,0.920802645844303,22.6269683,0.8499277596,0.3542602379,0.4168121748,0.0000001151990684
109111111,-0.6825426296,0.924427525685693,19.11549839,0.8734549301,0.3027255116,0.3465840093,0.0000001067847332
109200000,-0.6528249814,0.927595751671737,15.8314572,0.8924105217,0.2530560003,0.2835645637,9.928739917E-08
109288888,-0.6268214586,0.930376917481596,12.76113945,0.9073960439,0.2055082192,0.2264812818,0.0000000928111152
109377777,-0.6046440415,0.932755455721625,9.918144045,0.9188152682,0.1606587786,0.1748542761,8.694841978E-08
109466666,-0.5862105817,0.93473707977478,7.222525038,0.9273202697,0.1175181929,0.1267288085,8.194589453E-08
109555555,-0.572478689,0.936216014164471,4.688999855,0.9330825925,0.076533004,0.08202168234,7.796407035E-08
109644444,-0.5584337128,0.937731088487242,2.26435203,0.9369988806,0.03704985994,0.03954098634,7.429903761E-08
109733333,-0.5520302075,0.938422667615995,-0.07703630077,0.9384218194,-0.001261743704,0.001344537902,7.128557512E-08
109822222,-0.5425120972,0.939451566960244,-2.282317761,0.9387063308,-0.03741217992,0.03985504166,6.862947681E-08
109911111,-0.5360026974,0.940155876838445,-4.443371526,0.9373301369,-0.07283740231,0.07770730871,6.634025464E-08
110000000,-0.5348682451,0.940278677345408,-6.533210373,0.934172576,-0.1069840608,0.1145228019,6.452534283E-08
110088888,-0.5320503329,0.940583775926438,-8.566044005,0.9300914027,-0.1400993296,0.1506296362,6.293866333E-08
110177777,-0.5355474643,0.940205152307964,-10.54504928,0.9243263279,-0.1720655923,0.1861524303,0.0000000615636906
110266666,-0.5367924186,0.940070401739529,-12.5075375,0.9177602045,-0.2035892119,0.2218326866,0.0000000606298758
110355555,-0.5413523595,0.939577010660798,-14.41266643,0.9100067927,-0.2338644825,0.2569920185,6.002130967E-08
110444444,-0.5480371554,0.938854175752872,-16.33302768,0.9009651612,-0.2640245095,0.2930463029,5.944913552E-08
110533333,-0.5563790395,0.937952937833177,-18.23572574,0.8908462363,-0.2935109824,0.3294743475,5.915699519E-08
110622222,-0.5679718728,0.936701911234881,-20.10788142,0.879607092,-0.3220276917,0.3661040192,0.0000000590802131
110711111,-0.5834429562,0.93503496686334,-21.99037062,0.8670081804,-0.3501245555,0.4038307404,5.922114418E-08
110800000,-0.6000159657,0.933252585365974,-23.90855115,0.8531734282,-0.3782267701,0.4433175689,5.975197102E-08
110888888,-0.6201688281,0.931089777650296,-25.81078579,0.8382013045,-0.4053970241,0.483651149,6.041452801E-08
110977777,-0.6446678515,0.928467288545896,-27.75800115,0.8216216939,-0.432422592,0.5263037663,6.124438432E-08
111066666,-0.6710514796,0.925651322633557,-29.73187344,0.803794656,-0.4590691909,0.5711274484,6.243514511E-08
111155555,-0.7014430068,0.922418170974864,-31.74712107,0.7844047324,-0.4853498717,0.6187492907,6.400289999E-08
111244444,-0.7394998894,0.918385473172894,-33.80586154,0.763111795,-0.5109718834,0.6695898121,6.583073041E-08
111333333,-0.7820921581,0.91389308680634,-35.96148391,0.7397159763,-0.5366757387,0.7255159491,0.0000000679055678
111422222,-0.8316000649,0.908698888335497,-38.15762205,0.7145227254,-0.5614186892,0.785725449,7.049851746E-08
111511111,-0.8872905874,0.902891304829232,-40.43614524,0.6872170154,-0.5856154729,0.8521550831,7.334751728E-08
111600000,-0.954517276,0.89593011783539,-42.84830776,0.6568572105,-0.60928596,0.927577486,7.681012551E-08
111688888,-1.029346852,0.888244766654466,-45.35175849,0.6242160624,-0.6319280599,1.012354692,8.070971357E-08
111777777,-1.111388496,0.87989444358973,-47.98945088,0.5888846846,-0.6537805901,1.110201381,8.526755955E-08
111866666,-1.214002584,0.86956063456549,-50.77899872,0.5498347627,-0.6736597293,1.225203961,9.042273645E-08
111955555,-1.327246669,0.85829714231181,-53.77751423,0.5071869337,-0.6924127373,1.365202239,9.666524875E-08
112044444,-1.455782177,0.845689407862956,-56.92538272,0.4615187469,-0.7086543734,1.535483397,0.0000001041851529
112133333,-1.599413233,0.831819962009799,-60.382718,0.4110888423,-0.7231392764,1.759082714,0.0000001135124731
112222222,-1.758888632,0.816686860549273,-64.14604212,0.3561398055,-0.7349434448,2.063637463,0.0000001265786442
112311111,-1.927780903,0.800960234079319,-68.32920293,0.2957731024,-0.7443490905,2.51662198,0.0000001467066986
112400000,-2.096954095,0.785511043653439,-73.20474866,0.2269753434,-0.7520038518,3.313152171,0.000000183227257
112488888,-2.270410967,0.769980012410917,-79.32646586,0.1426100852,-0.756658168,5.305783015,0.0000002413204088
112577777,-2.550863509,0.745515752784988,-87.96380842,0.0264887466,-0.7450450214,28.12685072,0.0000002855352585
112666666,-3.430057874,0.673747406283071,-99.56055234,-0.1119026106,-0.664389474,-5.937211569,0.0000002859469218
112755555,-5.1242929,0.554351663374027,-108.7734039,-0.178404909,-0.5248594623,-2.941956392,0.000000260301668
112844444,-6.742479663,0.460125197481545,-114.6732328,-0.1920758566,-0.4181172834,-2.176834146,0.0000002516432456
112933333,-8.220833368,0.388113126676035,-122.0557871,-0.2059889971,-0.328938189,-1.596872618,0.0000003191160643
113022222,-9.914081447,0.319371330560298,-133.1823303,-0.218552912,-0.2328790919,-1.065550167,0.0000004982945546
113111111,-12.02674826,0.250416295741618,-150.5774892,-0.2181178208,-0.1230160047,-0.5639887848,0.0000008010411649
113200000,-14.35739125,0.191483094558402,179.8603899,-0.1914825262,0.0004665781194,-0.002436661604,0.000001106964871
113288888,-14.9698196,0.178446905035984,133.2561062,-0.1222826352,0.129962514,-1.062804328,0.000001260756478
113377777,-12.39182192,0.240109257078721,87.78627122,0.009274758801,0.2399300611,25.86914294,0.000001208499855
113466666,-9.525761217,0.333973447094006,53.74055074,0.1975261372,0.2692985119,1.363356342,0.0000009824130579
113555555,-8.177453975,0.390056303989825,26.25794904,0.3498069288,0.1725660246,0.4933179146,0.0000007075760186
113644444,-8.500752246,0.375804856103571,6.833981533,0.3731348037,0.04471809651,0.119844346,0.0000004354148232
113733333,-9.626428652,0.33012511644222,-1.97274867,0.3299294556,-0.01136427887,0.03444457193,0.0000001739344542
113822222,-10.57301064,0.296039367738071,-1.810559196,0.2958915714,-0.009353352083,0.03161074186,-1.876341761E-08
113911111,-10.82460985,0.287587170228988,2.750671942,0.2872558193,0.01380126305,0.04804519916,-0.0000001066480112
114000000,-10.4402901,0.300597590437211,7.474421797,0.2980434226,0.03910280909,0.1311983628,-0.00000010872145
114088888,-9.731819998,0.326143704708637,10.44846395,0.3207357287,0.0591465,0.1844088285,-6.947495553E-08
114177777,-8.951338938,0.356806742951281,11.73599855,0.349347772,0.07257538153,0.2077453682,-2.599813903E-08
114266666,-8.215044694,0.388371869218714,11.73576529,0.3802533575,0.07899425886,0.2077411213,6.991967735E-09
114355555,-7.557107571,0.418933047935928,10.99047857,0.411249346,0.07986785357,0.1942078555,2.857160525E-08
114444444,-6.984026461,0.447505808748128,9.702507704,0.4411047276,0.07541928227,0.1709781772,4.165259707E-08
114533333,-6.489112929,0.473744688217806,8.181164792,0.4689234192,0.06741555118,0.1437666545,4.936954386E-08
114622222,-6.063232253,0.497551898089722,6.475998318,0.4943771141,0.0561173801,0.1135112822,5.338760364E-08
114711111,-5.695149898,0.519089811866454,4.704596371,0.5173408998,0.04257494719,0.08229573034,5.569159005E-08
114800000,-5.378542162,0.538360133192199,2.898764654,0.5376712733,0.02722562931,0.05063619848,5.656301461E-08
114888888,-5.106695819,0.555475884345463,1.059116078,0.5553809847,0.01026742181,0.01848716844,0.0000000565879979
114977777,-4.868993754,0.570887208683411,-0.751355186,0.5708381225,-0.007486184405,0.0131143736,5.629251432E-08
115066666,-4.66362443,0.584546115056939,-2.524332833,0.5839788755,-0.02574555459,0.04408644844,5.563457701E-08
115155555,-4.488495617,0.596451615409782,-4.316324441,0.5947599179,-0.04489064072,0.07547690988,5.497382157E-08
115244444,-4.336530803,0.606978712159616,-6.059942743,0.6035869112,-0.06407805853,0.1061621075,5.435209714E-08
115333333,-4.207376523,0.616071578630546,-7.779372676,0.6104016476,-0.08339075879,0.1366162086,5.359572863E-08
115422222,-4.098800458,0.623820980693723,-9.489155128,0.6152851283,-0.1028437008,0.167148036,5.315753286E-08
115511111,-4.008472147,0.63034221379889,-11.17704555,0.6183864455,-0.1221863761,0.1975890271,5.267725127E-08
115600000,-3.936461919,0.635589778126661,-12.8663222,0.6196315487,-0.1415313038,0.2284120364,0.0000000523337744
115688888,-3.884258259,0.639421282227396,-14.51915988,0.6190006337,-0.1603053079,0.2589743841,0.000000052108553
115777777,-3.847143019,0.642159407190617,-16.19151233,0.616688157,-0.1790654104,0.2903662222,5.186016112E-08
115866666,-3.825734011,0.643744155954425,-17.85173559,0.6127497901,-0.1973429327,0.3220612001,5.165090783E-08
115955555,-3.825846241,0.643735838218087,-19.49767049,0.6068208465,-0.2148587667,0.3540728172,5.128427021E-08
116044444,-3.843633676,0.642418910019456,-21.13023638,0.5992248633,-0.2315850149,0.3864743089,5.099551973E-08
116133333,-3.882920488,0.639519771289543,-22.75775543,0.5897322739,-0.2473891328,0.41949397,5.062474385E-08
116222222,-3.945931672,0.634897206769765,-24.38098648,0.5782775175,-0.2620869625,0.4532200449,0.000000049869154
116311111,-4.032559962,0.628596562738717,-25.97226459,0.5651121728,-0.2752850721,0.4871335026,4.853056809E-08
116400000,-4.14666491,0.620392807936426,-27.50205641,0.5502848595,-0.2864852693,0.5206126688,4.650956484E-08
116488888,-4.295523865,0.609851093331175,-28.96212106,0.5335831336,-0.2953089832,0.5534451233,4.338108827E-08
116577777,-4.474771092,0.597394810199732,-30.32759792,0.5156427835,-0.3016505911,0.584999152,0.0000000385801248
116666666,-4.687137949,0.582965833774855,-31.50039855,0.4970579655,-0.304602269,0.6128103563,3.171203721E-08
116755555,-4.929210755,0.56694308457308,-32.40574535,0.4786554141,-0.3038312948,0.6347599669,2.255692513E-08
116844444,-5.197274133,0.549713361705479,-32.99697964,0.4610441993,-0.2993710512,0.6493326488,1.136228233E-08
116933333,-5.47712535,0.532284392998479,-33.18841991,0.4454554826,-0.2913693327,0.6540930441,-1.566736023E-09
117022222,-5.753414805,0.515619412564622,-32.92702872,0.4327921323,-0.2802754874,0.6475983884,-1.524304315E-08
117111111,-6.003323585,0.500995495096011,-32.19004273,0.4239853535,-0.2668949346,0.6294909303,-2.781285848E-08
117200000,-6.201477841,0.489695494150432,-31.05727827,0.4194986204,-0.2526313212,0.6022220548,-3.724410338E-08
117288888,-6.327215346,0.482657692968679,-29.67323221,0.4193633585,-0.2389410432,0.5697709121,-0.0000000417570344
117377777,-6.378580387,0.479811862193105,-28.22636999,0.4227554523,-0.2269300568,0.5367880073,-4.146427276E-08
117466666,-6.356570223,0.481029253853999,-26.92443818,0.4288878344,-0.2178172826,0.5078653791,-3.661747497E-08
