Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Real,S11_Imaginary,S11_Quality Factor,S11_Group delay,
30000000,-0.78259387,0.9138403003,-116.8075369,-0.4121373611,-0.8156266855,-1.979016616,2.859797023e-08,
30088888,-0.7366749246,0.9186842139,-117.7461088,-0.4276974923,-0.8130532208,-1.901000673,2.859797023e-08,
30177777,-0.7289761301,0.9194988565,-118.6661151,-0.4410878929,-0.8067958961,-1.829104605,2.859797023e-08,
30266666,-0.7196976738,0.92048161,-119.5671219,-0.4542050623,-0.8006148611,-1.762672694,2.825297067e-08,
30355555,-0.7130430638,0.9211870983,-120.4727113,-0.4671597063,-0.7939442543,-1.699513557,2.821964656e-08,
30444444,-0.7046703946,0.9220754947,-121.3632917,-0.4799058749,-0.7873459019,-1.640625679,2.821669357e-08,
30533333,-0.7019154872,0.9223679962,-122.2831794,-0.4926406006,-0.7797871242,-1.582872226,2.840144491e-08,
30622222,-0.6917610901,0.9234469378,-123.1765645,-0.5053294818,-0.7729142008,-1.529525247,6.596356755e-08,
30711111,-0.68678537,0.9239760868,-124.1103117,-0.5181547149,-0.7650147061,-1.476421393,4.739643512e-08,
30800000,-1.358099266,0.8552538477,-131.0039095,-0.5611410502,-0.6454299851,-1.150209889,2.900758085e-08,
30888888,-0.6757240596,0.9251535018,-125.952946,-0.5431767259,-0.7489112406,-1.378761653,1.209632058e-08,
30977777,-0.6682124786,0.9259539231,-126.8964661,-0.5559157914,-0.7405054359,-1.332046053,-7.271893704e-09,
31066666,-0.663567947,0.926449183,-128.0994253,-0.5716450701,-0.7290610416,-1.275373619,2.928919452e-08,
31155555,-0.659532337,0.9268797268,-128.7671654,-0.5803723138,-0.7226852741,-1.245209768,2.854377442e-08,
31244444,-0.6538296581,0.927488465,-129.7038733,-0.5924980227,-0.7135691598,-1.204340154,2.776525383e-08,
31333333,-0.6489724352,0.9280072695,-130.6612517,-0.6046761179,-0.7039632694,-1.164198897,2.957211633e-08,
31422222,-0.6452202248,0.9284082452,-131.5948283,-0.6163319014,-0.6943175477,-1.1265319,2.700453811e-08,
31511111,-0.6404861304,0.928914396,-132.5532324,-0.6282014958,-0.6842841776,-1.089274989,2.856182255e-08,
31600000,-0.718930822,0.9205628802,-133.0786145,-0.6287455471,-0.672395013,-1.069423101,3.020973346e-08,
31688888,-0.6339758568,0.9296108996,-134.489256,-0.651448547,-0.6631675621,-1.017989165,3.178604136e-08,
31777777,-0.6325255335,0.9297661341,-135.4603799,-0.6627053158,-0.6521401141,-0.9840574666,3.33015715e-08,
31866666,-0.6326891547,0.9297486197,-136.4480654,-0.6738354316,-0.6406077637,-0.9506887494,3.068823896e-08,
31955555,-0.6288580913,0.930158792,-137.4274679,-0.6849889328,-0.6292738198,-0.9186627544,3.075821221e-08,
