% Model:              emptyRoomNoRes_8.19.21.mph
% Version:            COMSOL 5.4.0.388
% Date:               Aug 20 2021, 06:48
% Table:              Table 6 - Surface Average 3 (emw.normE)
% freq (MHz)             Electric field norm (V/m)
131.72344689378758       7.0498181775517414
132.26452905811624       7.630682714059996
132.8056112224449        8.37190627244351
133.34669338677355       9.311054187038946
133.8877755511022        10.52168036109379
134.42885771543084       12.134903316684758
134.96993987975952       14.70028704593117
135.51102204408818       18.47094336218562
136.05210420841684       25.12819072614018
136.59318637274546       39.942591273012006
137.13426853707415       105.25484658988134
137.6753507014028        154.04990585609445
138.21643286573143       43.43789856806462
138.75751503006012       24.883875965759792
139.29859719438878       17.33474536339212
139.83967935871743       13.076259507121838
140.38076152304606       10.45832033919973
140.92184368737475       8.932972454931841
141.4629258517034        7.341015023410283
142.00400801603206       6.274315057885236
142.5450901803607        5.499983886332422
143.08617234468937       4.890241599266999
143.62725450901803       4.3678847845476865
144.1683366733467        4.286689220149801
144.70941883767532       3.562897887658816
145.250501002004         3.482398983572598
145.79158316633266       2.9431650557762428
146.3326653306613        2.9431650557762428
146.87374749498994       2.472856119835699
147.41482965931863       2.472856119835699
147.95591182364728       2.09702102379334
148.49699398797594       2.09702102379334
149.03807615230457       1.7894145133813932
149.57915831663325       1.7894145133813932
150.1202404809619        1.6753482409801848
150.66132264529054       1.4171831541294726
151.20240480961922       1.4171831541294724
151.74348697394788       1.3124839049904788
152.28456913827654       1.1182169246786537
152.82565130260517       1.1182169246786537
153.36673346693385       1.0221645928263494
153.9078156312625        0.9215169664406405
154.44889779559117       0.8055671766882202
154.9899799599198        0.700539330862266
155.53106212424848       0.700539330862266
156.07214428857714       0.6172107110250832
156.6132264529058        0.6172107110250832
157.15430861723442       0.5086388049303566
157.6953907815631        0.41561636688533443
158.2364729458918        0.4156163668853345
158.77755511022045       0.3506118698686225
159.31863727454908       0.3506118698686225
159.85971943887776       0.2883814319668446
160.40080160320642       0.24920353427822975
160.94188376753505       0.24920353427822975
161.48296593186373       0.23045383474499898
162.0240480961924        0.23045383474499898
162.56513026052104       0.23558769746001995
163.10621242484967       0.2665615644256365
163.64729458917836       0.2665615644256365
164.18837675350701       0.30804579427114676
164.72945891783567       0.358054312057939
165.2705410821643        0.358054312057939
165.81162324649299       0.4115607941756433
166.35270541082164       0.47739941924555895
166.8937875751503        0.47739941924555895
167.43486973947893       0.5649391635417983
167.9759519038076        0.5649391635417983
168.51703406813627       0.6232697378678755
169.05811623246493       0.7116597061201154
169.59919839679355       0.7116597061201155
170.14028056112224       0.7815990074903599
170.6813627254509        0.9269495217100299
171.22244488977952       0.9269495217100299
171.76352705410818       1.0767784958679927
172.30460921843687       1.0767784958679927
172.84569138276552       1.2444378189393235
173.38677354709415       1.2444378189393235
173.92785571142284       1.4334434071561795
174.4689378757515        1.4334434071561795
175.01002004008015       1.6490314174753993
175.55110220440878       1.6490314174753993
176.09218436873746       1.8992040360419638
176.63326653306612       1.8992040360419642
177.17434869739478       2.1920841440235486
177.7154308617234        2.227032472000898
178.2565130260521        2.54647367651136
178.79759519038075       2.76067758550833
179.3386773547094        2.977983271445632
179.87975951903803       3.235111897026939
180.42084168336672       3.5111067712969093
180.96192384769537       3.8460690017292336
181.50300601202403       4.230458847002112
182.04408817635266       4.668443673885877
182.58517034068137       5.181662892786846
183.12625250501003       5.788387686637563
183.66733466933866       6.518537098887592
184.20841683366734       7.4131264408942075
184.749498997996         8.62428042999703
185.29058116232466       10.128914617123785
185.83166332665328       12.165073480393012
186.37274549098197       15.072609115991895
186.91382765531063       19.552899773766853
187.45490981963928       27.323030112955557
187.9959919839679        44.332423841980315
188.5370741482966        109.39151607362304
189.07815631262525       270.6908711587772
189.6192384769539        62.64919681417121
190.16032064128254       36.12054679063344
190.70140280561122       25.851775247327758
191.24248496993988       20.23012550233276
191.78356713426854       16.7827697782588
192.32464929859717       14.47325572301782
192.86573146292585       12.76448297701413
193.4068136272545        11.506064152767788
193.94789579158314       10.528059345434595
194.4889779559118        9.891623409067103
195.03006012024048       9.12157495297779
195.57114228456913       8.646010513237325
196.11222444889776       8.16634651009572
196.65330661322645       7.814855710341743
197.1943887775551        7.512490452423223
197.73547094188376       7.2627561762470165
198.2765531062124        7.054376133367493
198.81763527054107       6.880946133263819
199.35871743486973       6.739964393654311
199.8997995991984        6.624849329673653
200.44088176352702       6.538162006205959
200.9819639278557        6.470695255015244
201.52304609218436       6.4522417027909595
202.06412825651302       6.405654680455017
202.60521042084164       6.40627766373881
203.14629258517033       6.42961140023102
203.68737474949899       6.4753281167295205
204.2284569138276        6.545332896536023
204.76953907815627       6.641464195837893
205.31062124248496       6.7667888083816745
205.8517034068136        6.925358997653742
206.39278557114224       7.119101733877129
206.9338677354709        7.355880359191516
207.47494989979958       7.65979570012397
208.01603206412824       7.99940922997685
208.55711422845687       8.459802219166377
209.09819639278555       8.925076336521627
209.6392785571142        9.71903526493321
210.1803607214429        10.658044234338433
210.72144288577152       11.789753420436258
211.2625250501002        13.643494058814602
211.80360721442887       16.178367651269678
212.34468937875752       20.699767689437397
212.88577154308615       29.678086456711128
213.42685370741484       57.27006195998969
213.9679358717435        902.0119320477633
214.50901803607212       44.24838165050669
215.05010020040078       20.731592827642725
215.59118236472946       12.437285283588704
216.13226452905812       8.283023651681475
216.67334669338675       5.405676024261952
217.2144288577154        3.5287264158026317
217.7555110220441        2.211398773704095
218.29659318637275       1.4688807669053996
218.83767535070137       1.8180215028346924
219.37875751503006       3.2619601527506603
219.91983967935872       5.657414182432499
220.46092184368737       10.05629847568138
221.002004008016         21.27670870835929
221.5430861723447        142.41752212966335
222.08416833667334       37.801122455997636
222.625250501002         17.90325562676451
223.16633266533063       12.081445656770518
223.7074148296593        9.196441069509746
224.24849699398797       7.491584182198816
224.78957915831663       6.524938019331017
225.33066132264526       5.513230200564335
225.87174348697394       5.04063287106086
226.4128256513026        4.38632676931124
226.95390781563123       3.9923834650783254
227.49498997995988       3.72690767746216
228.03607214428857       3.4457044578736555
228.57715430861722       3.1461575155274475
229.11823647294585       2.9194170899309717
229.6593186372745        2.8879253819679294
230.2004008016032        2.576649076642124
230.74148296593185       2.5437519876790384
231.28256513026048       2.2962429225744536
231.82364729458916       2.2962429225744536
232.36472945891782       2.075052613847187
232.90581162324648       2.0750526138471868
233.4468937875751        1.8916806251496947
233.9879759519038        1.8916806251496947
234.52905811623245       1.7410417928344581
235.0701402805611        1.7410417928344581
235.61122244488973       1.6230293951908303
236.15230460921842       1.567924257117746
236.69338677354708       1.538941958278439
237.2344689378757        1.4658299204121426
237.7755511022044        1.4658299204121426
238.31663326653307       1.4193314658141536
238.85771543086173       1.3411856925430268
239.39879759519036       1.3411856925430268
239.93987975951902       1.2789845877200465
240.4809619238477        1.2789845877200465
241.02204408817636       1.2399938424843788
241.563126252505         1.1751570073320292
242.10420841683367       1.1751570073320292
242.64529058116233       1.1453129490016285
243.18637274549098       1.118942209664843
243.7274549098196        1.0945762527016278
244.2685370741483        1.0706486578348917
244.80961923847696       1.0706486578348917
245.3507014028056        1.0502887009931219
245.89178356713424       1.02985134428814
246.43286573146293       1.0298513442881403
246.97394789579158       1.0121038469546113
247.5150300601202        0.9966431464074148
248.05611222444887       0.9966431464074148
248.59719438877755       0.9858830822886534
249.1382765531062        0.9763980939724526
249.67935871743484       0.9763980939724527
250.2204408817635        0.971183833833666
250.76152304609218       0.9655406410964223
251.30260521042084       0.9655406410964223
251.84368737474946       0.9628493847664374
252.38476953907812       0.9621335434068682
252.9258517034068        0.9631067212731597
253.46693386773546       0.9631067212731597
254.0080160320641        0.9665167610906081
254.54909819639278       0.971832336214131
255.09018036072143       0.971832336214131
255.6312625250501        0.9823300154854794
256.17234468937875       0.9823300154854794
256.7134268537074        0.9916538170232572
257.25450901803606       1.0075396793452458
257.7955911823647        1.0075396793452458
258.3366733466934        1.019874134688325
258.87775551102203       1.0416185991340994
259.4188376753507        1.0416185991340994
259.95991983967934       1.0741132208294168
260.501002004008         1.0741132208294168
261.04208416833666       1.1158012715825414
261.5831663326653        1.1158012715825414
262.12424849699397       1.152021693535094
262.6653306613226        1.1892823387856675
263.2064128256513        1.1951238174695016
263.74749498997994       1.2519632446520865
264.2885771543086        1.251963244652086
264.82965931863725       1.3369280388734048
265.3707414829659        1.3369280388734048
265.91182364729457       1.439643741238276
266.4529058116233        1.439643741238276
266.9939879759519        1.5465947069628385
267.5350701402806        1.6442298530217847
268.0761523046092        1.6442298530217847
268.6172344689379        1.8199600782298888
269.1583166332665        1.9577322116529454
269.69939879759517       1.9577322116529454
270.2404809619238        2.2148631189408072
270.78156312625254       2.430518561554819
271.3226452905811        2.7257650258356074
271.86372745490985       2.9863922993893723
272.40480961923845       3.4393809866718836
272.94589178356716       3.9950565934137665
273.48697394789576       5.00270301263559
274.0280561122244        6.386771465747536
274.5691382765531        9.12915600210885
275.1102204408818        17.28984260455452
275.65130260521033       212.26417656355812
276.1923847695391        19.54040073671276
276.7334669338677        9.107585440281296
277.27454909819636       5.7239661115886316
277.815631262525         4.154097275318481
278.35671342685373       3.1972497324794604
278.89779559118233       2.419753353820565
279.43887775551104       1.9650933749510942
279.9799599198396        1.721183481147262
280.52104208416836       1.4665557708210406
281.06212424849696       1.2604899288718918
281.6032064128256        1.128984622514746
282.14428857715427       1.0497992460597307
282.685370741483         0.9895292113140816
283.2264529058116        0.9709103709423479
283.7675350701403        0.9856569857733355
284.30861723446884       1.0643134520927646
284.8496993987976        1.1794383135330528
285.3907815631262        1.336524269116534
285.93186372745487       1.486914433446334
286.4729458917836        1.6986739455010795
287.01402805611224       1.934387290682945
287.5551102204409        2.2127396280156364
288.09619238476955       2.5449606169715953
288.6372745490982        2.9953377013196567
289.17835671342687       3.5820326308262156
289.7194388777555        4.22798476021195
290.2605210420841        5.211464582929581
290.80160320641284       6.563902322168289
291.3426853707415        8.753644505322164
291.8837675350701        12.407098816515553
292.4248496993988        20.09702457177143
292.96593186372746       46.647128140326295
293.5070140280561        238.77195815543666
294.0480961923848        36.49877503625148
294.5891783567134        20.683519075654416
295.1302605210421        14.922908299121456
295.67134268537075       11.977191973858288
296.21242484969935       10.203220324370182
296.75350701402806       8.996619971253393
297.2945891783567        8.160346311596822
297.8356713426854        7.634945840159023
298.37675350701403       7.193180218589962
298.91783567134263       6.859039373201204
299.45891783567134       6.619602380158773
300                      6.471768863201751
