% Model:              biconRoomFullFeature_9.16.21_v5.6_PaulsRoom.mph
% Version:            COMSOL 5.6.0.401
% Date:               Sep 27 2021, 09:01
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)             abs(emw.Vport_1) (V)
150                      1.012134574713528
150.2902902902903        1.0621145156949163
150.58058058058054       1.16117762999201
150.87087087087087       0.5067114496736546
151.16116116116117       0.7442350058401904
151.45145145145145       0.7626078989628102
151.74174174174175       0.7484629237762663
152.032032032032         0.7269791067042592
152.3223223223223        0.693566580362533
152.61261261261262       0.6691976895657687
152.9029029029029        0.6335394128760679
153.1931931931932        0.5992116703175382
153.4834834834835        0.5780758969465526
153.77377377377374       0.537731061521182
154.06406406406404       0.522104806896711
154.35435435435434       0.48043127492809873
154.64464464464464       0.4616670694425301
154.93493493493494       0.42289708769200124
155.22522522522522       0.406376926619414
155.5155155155155        0.3793106404189902
155.80580580580582       0.4356591852703102
156.0960960960961        0.2927923816646728
156.3863863863864        0.2789657108884684
156.67667667667666       0.25384093117402473
156.96696696696694       0.23706104053113244
157.25725725725724       0.20681407035761096
157.54754754754754       0.19018592783261468
157.83783783783784       0.168195457790635
158.12812812812814       0.14183253927763612
158.4184184184184        0.11935884963672554
158.70870870870868       0.099345990709613
158.99899899899899       0.0817141029784852
159.2892892892893        0.06751174357092278
159.5795795795796        0.09775400612618994
159.86986986986986       0.019021433932122668
160.16016016016016       0.027395644504467475
160.45045045045043       0.04254144885427925
160.74074074074073       0.05499494870087006
161.03103103103103       0.07423156894347856
161.3213213213213        0.09310653392694491
161.6116116116116        0.11185546602709802
161.90190190190188       0.12173919174320211
162.19219219219215       0.1357439042441274
162.48248248248248       0.1433488571592606
162.77277277277278       0.1905298706977715
163.06306306306305       0.19980069341520243
163.35335335335336       0.20873499800185347
163.64364364364363       0.32820689979777756
163.93393393393393       0.2562319331631257
164.22422422422423       0.26040450591493175
164.5145145145145        0.2645455073923769
164.8048048048048        0.3060146262693682
165.0950950950951        0.3073367329941104
165.38538538538535       0.3144870087106525
165.67567567567568       0.32046279492473584
165.96596596596598       0.32699623239515485
166.25625625625625       0.3304725615788897
166.54654654654655       0.33127527575513077
166.8368368368368        0.32912567895042955
167.1271271271271        0.3233127306916939
167.41741741741743       0.3131540490948418
167.7077077077077        0.29792732305762976
167.997997997998         0.27716453868659313
168.2882882882883        0.25535889238428666
168.57857857857854       0.2286178130285589
168.86886886886887       0.35414452239487354
169.15915915915917       0.0727368800045362
169.44944944944945       0.004635947017689561
169.73973973973975       0.059632204288340075
170.03003003003          0.15463965818283643
170.3203203203203        0.25229334908424744
170.61061061061062       0.346577047132283
170.9009009009009        0.42755404300967237
171.1911911911912        0.5332029419811118
171.48148148148147       0.6348480324020034
171.77177177177174       0.7226031982567752
172.06206206206204       0.8018218661338229
172.35235235235234       0.8759437975713186
172.64264264264264       0.948747186768332
172.93293293293294       1.0024222504736207
173.22322322322321       1.0770734362707266
173.5135135135135        1.1356826465436718
173.80380380380382       1.206970667339934
174.0940940940941        1.2180039542300192
174.3843843843844        1.2831102830356687
174.6746746746747        1.3318817045276197
174.96496496496493       1.3659831836903877
175.25525525525524       1.1101219932881254
175.54554554554554       1.1866638142731285
175.83583583583584       1.5405999171096254
176.12612612612614       1.6186841655648263
176.4164164164164        1.6800443802777072
176.70670670670668       1.7459602560985907
176.99699699699696       1.8225358014889004
177.28728728728728       1.8409295183226888
177.57757757757759       1.9476437736932157
177.86786786786786       1.9619651613565436
178.15815815815816       2.037136950313727
178.44844844844843       2.1046666476176883
178.73873873873873       2.1755881964362915
179.02902902902903       2.2413810137649364
179.31931931931933       2.3050052631212794
179.6096096096096        2.3343068381885734
179.89989989989988       2.351871088535412
