Frequency,S11_Magnitude,S11_Phase,S11_VSWR,S12_Magnitude,S12_Phase,S12_VSWR,S21_Magnitude,S21_Phase,S21_VSWR,S22_Magnitude,S22_Phase,S22_VSWR,
20000000,-4.691926756,-1.934688605,3.792077907,-56.44614526,10.61350877,1.003015623,-56.75319157,-24.80877202,1.002910731,-0.09753095176,-3.895327956,178.1174231,
20106666,-4.674374457,-1.740694671,3.805648791,-64.08012692,2.696927645,1.001251109,-66.23549278,-37.53626971,1.000976039,-0.1022722846,-4.497525685,169.860095,
20213333,-4.668037198,-2.051365796,3.81057424,-57.99930651,-89.89635035,1.002521226,-98.75494984,62.22013654,1.000023083,-0.09649895348,-5.090254944,180.022242,
20320000,-4.664646613,-2.115253265,3.8132151,-59.80529205,117.4121515,1.002047433,-58.68091365,69.92137694,1.00233072,-0.09427114867,-5.691587459,184.2764202,
20426666,-4.669288283,-2.387966556,3.809600786,-57.41550743,146.778182,1.002696745,-72.78671032,-61.30040292,1.00045898,-0.1047746446,-6.31405639,165.8033772,
20533333,-4.659691201,-2.485020592,3.817081852,-63.32716422,-84.9061806,1.001364483,-62.60074067,50.29153307,1.001483594,-0.09573376954,-6.837771844,181.4611001,
20640000,-4.66859671,-2.720113741,3.810138825,-59.87670921,-39.09224248,1.002030651,-63.01088643,-62.06593633,1.001415119,-0.08899509146,-7.42152265,195.2010045,
20746666,-4.67118078,-2.828203161,3.808129272,-61.14840271,122.800454,1.001753842,-55.27157564,68.95400157,1.00345303,-0.09985256896,-8.024314338,173.9762009,
20853333,-4.659920647,-2.895260159,3.816902627,-63.62891475,-110.8326205,1.001317863,-62.38276103,-18.18056781,1.001521326,-0.09796023468,-8.652386596,177.3368905,
20960000,-4.65913771,-3.119514839,3.817514269,-53.85006551,-15.56831576,1.004068265,-64.53029098,-33.35387331,1.001187882,-0.1037917446,-9.214564976,167.3734849,
21066666,-4.64905505,-3.154505493,3.825409835,-61.99363304,-40.50684188,1.001591086,-55.54517442,44.50863754,1.003345779,-0.1049877871,-9.768347885,165.4667772,
21173333,-4.657931005,-3.504526034,3.818457376,-60.7396779,-174.3521049,1.001838422,-57.66442115,-55.26909003,1.00262046,-0.09643690851,-10.37394376,180.1380612,
