Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-0.9801806392,0.893286906,-140.4535407,-140.4535407,17.74184249,
30104444,-0.9976789315,0.8914891326,-144.0347273,-144.0347273,17.43133364,
30208888,-1.005045632,0.890733361,-147.7777284,-147.7777284,17.30384844,
30313333,-1.015244928,0.8896880424,-151.4916279,-151.4916279,17.13040076,
30417777,-1.026426486,0.8885434622,-155.2055183,-155.2055183,16.9442143,
30522222,-1.038384409,0.88732104,-158.9154204,-158.9154204,16.7495426,
30626666,-1.050123011,0.8861226741,-162.6433372,-162.6433372,16.56275874,
30731111,-1.061091232,0.8850044173,-166.3708091,-166.3708091,16.3919724,
30835555,-1.07385321,0.8837050555,-170.0933505,-170.0933505,16.19765212,
30940000,-1.085689284,0.8825016698,-173.8261189,-173.8261189,16.02151849,
31044444,-1.098159723,0.8812355604,-177.582407,-177.582407,15.84005756,
31148888,-1.110444845,0.8799900421,178.6739159,-181.3260841,15.66528374,
31253333,-1.121472383,0.8788735225,174.9342002,-185.0657998,15.51166649,
31357777,-1.132583403,0.8777499832,171.1822673,-188.8177327,15.35991596,
31462222,-1.144497248,0.8765468585,167.4223202,-192.5776798,15.20047879,
31566666,-1.155609903,0.8754261289,163.6807568,-196.3192432,15.05473107,
31671111,-1.167699947,0.8742084553,159.9129246,-200.0870754,14.89931983,
31775555,-1.179391128,0.8730325649,156.1300909,-203.8699091,14.75207059,
31880000,-1.189678386,0.8719991884,152.3726922,-207.6273078,14.62490093,
31984444,-1.20045466,0.8709180008,148.6091009,-211.3908991,14.49402715,
32088888,-1.207403403,0.8702215419,144.8282906,-215.1717094,14.41087812,
32193333,-1.217538072,0.8692067623,141.0564032,-218.9435968,14.29131043,
32297777,-1.229075909,0.8680529244,137.2568694,-222.7431306,14.15759248,
32402222,-1.237450978,0.8672163377,133.4727477,-226.5272523,14.06209398,
32506666,-1.244789582,0.8664839465,129.6854604,-230.3145396,13.97947212,
32611111,-1.255085424,0.865457466,125.9193506,-234.0806494,13.86518754,
32715555,-1.263290782,0.8646402745,122.1345822,-237.8654178,13.77544368,
32820000,-1.269455316,0.8640268413,118.3517368,-241.6482632,13.70878532,
32924444,-1.278049685,0.8631723412,114.5559066,-245.4440934,13.61692773,
33028888,-1.283502713,0.8626306091,110.77246,-249.22754,13.55928418,
33133333,-1.290992534,0.8618870855,106.971204,-253.028796,13.48090504,
33237777,-1.298302549,0.8611620294,103.1953963,-256.8046037,13.40528115,
33342222,-1.304684418,0.8605295318,99.40563674,-260.5943633,13.33995329,
33446666,-1.309275033,0.86007485,95.60337811,-264.3966219,13.29335613,
33551111,-1.314842485,0.8595237388,91.80393302,-268.196067,13.23728096,
33655555,-1.318032702,0.8592081046,88.00948956,-271.9905104,13.20536313,
33760000,-1.321909992,0.8588246487,84.20079154,-275.7992085,13.16677899,
33864444,-1.322094814,0.8588063744,80.4115045,-279.5884955,13.16494542,
33968888,-1.325158633,0.8585034966,76.5747903,-283.4252097,13.1346249,
34073333,-1.3290427,0.8581196857,72.75043096,-287.249569,13.09638828,
34177777,-1.330964026,0.8579298899,68.89797029,-291.1020297,13.07755648,
34282222,-1.331201496,0.8579064346,65.07957969,-294.9204203,13.07523271,
34386666,-1.3361567,0.8574171481,61.28868726,-298.7113127,13.02693222,
34491111,-1.337996723,0.8572355316,57.52778181,-302.4722182,13.00908799,
34595555,-1.343147192,0.8567273676,53.77751904,-306.222481,12.95940011,
34700000,-1.3397372,0.8570637761,49.99707356,-310.0029264,12.99225435,
34804444,-1.348177628,0.8562313373,46.20193437,-313.7980656,12.91123742,
34908888,-1.351279224,0.855925645,42.39341755,-317.6065824,12.881721,
35013333,-1.35300732,0.8557553718,38.58097543,-321.4190246,12.86533436,
35117777,-1.354712628,0.8555873771,34.69188621,-325.3081138,12.84920487,
35222222,-1.358767499,0.8551880528,30.83783517,-329.1621648,12.81101517,
35326666,-1.366572178,0.8544199714,27.16561286,-332.8343871,12.73814815,
35431111,-1.375510672,0.8535411553,23.3927241,-336.6072759,12.65571335,
35535555,-1.380714502,0.8530299408,19.60643826,-340.3935617,12.60821388,
35640000,-1.392785585,0.8518452788,15.79730658,-344.2026934,12.49940106,
35744444,-1.40565889,0.8505836992,11.98806518,-348.0119348,12.38542039,
35848888,-1.422685637,0.848917953,8.19179921,-351.8082008,12.23784023,
35953333,-1.445324474,0.8467082205,4.401784089,-355.5982159,12.04701405,
36057777,-1.467394438,0.8445595519,0.6245562824,-359.3754437,11.86666389,
36162222,-1.499514668,0.8414421567,-3.107161321,-363.1071613,11.61369326,
36266666,-1.536369221,0.83787945,-6.76895115,-366.7689512,11.33649898,
36371111,-1.570214841,0.8346209041,-10.33945176,-370.3394518,11.09342686,
36475555,-1.596225353,0.8321253111,-13.79722635,-373.7972264,10.91364829,
36580000,-1.605151798,0.8312705794,-17.18591407,-377.1859141,10.85329739,
36684444,-1.595583488,0.8321868054,-20.56601906,-380.5660191,10.91801398,
36788888,-1.56793343,0.834840152,-24.00644996,-384.00645,11.10948075,
36893333,-1.528284394,0.8386597113,-27.56433526,-387.5643353,11.3961598,
36997777,-1.486936335,0.8426615605,-31.21236844,-391.2123684,11.71145186,
37102222,-1.448278718,0.8464202873,-34.93750292,-394.9375029,12.02255333,
37206666,-1.416934726,0.849480206,-38.71484395,-398.7148439,12.28728898,
37311111,-1.389585905,0.8521591366,-42.48277289,-402.4827729,12.52805952,
37415555,-1.368206567,0.8542592137,-46.29670722,-406.2967072,12.72299444,
37520000,-1.349209421,0.856129632,-50.22739544,-410.2273954,12.90140324,
37624444,-1.336052342,0.8574274497,-54.21776213,-414.2177621,13.02794574,
37728888,-1.324165007,0.8586017111,-57.88558828,-417.8855883,13.14444274,
37833333,-1.314881524,0.8595198756,-61.70158967,-421.7015897,13.23688945,
37937777,-1.305882389,0.8604108545,-65.54255309,-425.5425531,13.32776161,
38042222,-1.300291078,0.8609648994,-69.4089602,-429.4089602,13.38485671,
38146666,-1.294131973,0.8615756203,-73.14759838,-433.1475984,13.44832192,
38251111,-1.290129585,0.8619727188,-76.84003381,-436.8400338,13.48988912,
38355555,-1.28854717,0.8621297693,-80.5883892,-440.5883892,13.50639481,
38460000,-1.287858283,0.8621981483,-84.35721251,-444.3572125,13.51359308,
38564444,-1.283983033,0.8625829079,-88.15221992,-448.1522199,13.55423026,
38668888,-1.282589397,0.862721319,-91.93682951,-451.9368295,13.56890454,
38773333,-1.282659401,0.8627143659,-95.70152708,-455.7015271,13.56816668,
38877777,-1.283653401,0.8626156438,-99.49054275,-459.4905427,13.55769823,
38982222,-1.288179565,0.8621662572,-103.2839359,-463.2839359,13.51023501,
39086666,-1.289093481,0.8620755461,-107.064063,-467.064063,13.50069182,
39191111,-1.292066542,0.8617805199,-110.8465968,-470.8465968,13.46974044,
39295555,-1.295547274,0.8614352443,-114.6146189,-474.6146189,13.43368474,
39400000,-1.300074591,0.8609863584,-118.3891472,-478.3891472,13.38707725,
39504444,-1.304345209,0.8605631385,-122.1921146,-482.1921146,13.34340948,
39608888,-1.313315726,0.8596748345,-125.9681523,-485.9681523,13.25261102,
39713333,-1.320476265,0.8589664214,-129.7543834,-489.7543834,13.18102001,
39817777,-1.327318137,0.8582900803,-133.5527786,-493.5527786,13.11333803,
39922222,-1.334335628,0.8575969318,-137.36503,-497.36503,13.04464121,
40026666,-1.342323355,0.8568086301,-141.1667861,-501.1667861,12.96732221,
40131111,-1.351734158,0.8558808161,-144.9766704,-504.9766704,12.87740304,
40235555,-1.360392173,0.855028107,-148.791497,-508.791497,12.79577764,
40340000,-1.37107341,0.8539773056,-152.6228455,-512.6228455,12.69650114,
40444444,-1.381468765,0.8529558688,-156.4950059,-516.4950059,12.60135889,
40548888,-1.39290544,0.8518335245,-160.4135087,-520.4135087,12.49833012,
40653333,-1.405630039,0.8505865245,-164.2372135,-524.2372135,12.3856735,
40757777,-1.421889885,0.8489957295,-167.9649896,-527.9649896,12.24465854,
40862222,-1.436667705,0.8475525107,-171.7601241,-531.7601241,12.11927149,
40966666,-1.450408496,0.8462127706,-175.5814937,-535.5814937,12.00498103,
41071111,-1.469601336,0.8443449947,-179.4235237,-539.4235237,11.84892828,
41175555,-1.486092648,0.8427434148,176.7122887,-543.2877113,11.71806836,
41280000,-1.5052142,0.8408901978,172.8449866,-547.1550134,11.56993581,
41384444,-1.525135544,0.8389638014,168.9619504,-551.0380496,11.41956788,
41488888,-1.546649362,0.8368883685,165.0750133,-554.9249867,11.26154127,
41593333,-1.570379885,0.8346050453,161.1661337,-558.8338663,11.09226728,
41697777,-1.594502596,0.832290371,157.2562177,-562.7437823,10.92537371,
41802222,-1.620963872,0.8297586842,153.3498922,-566.6501078,10.7480295,
41906666,-1.647770622,0.8272017964,149.4076893,-570.5923107,10.5741944,
42011111,-1.678913992,0.8242411645,145.4493337,-574.5506663,10.37922879,
42115555,-1.708576903,0.8214311251,141.4182717,-578.5817283,10.20016017,
42220000,-1.742322728,0.8182459485,137.3848061,-582.6151939,10.00388125,
42324444,-1.785163217,0.8142201373,133.528766,-586.471234,9.76542942,
42428888,-1.829621327,0.8100632567,129.5815868,-590.4184132,9.529821484,
42533333,-1.879029166,0.8054684645,125.6017202,-594.3982798,9.281109409,
42637777,-1.927131639,0.8010201075,121.544439,-598.455561,9.051266863,
42742222,-1.984041817,0.7957889586,117.4780094,-602.5219906,8.793789732,
42846666,-2.042925402,0.7904123728,113.315699,-606.684301,8.542548034,
42951111,-2.108224239,0.7844924857,109.0550021,-610.9449979,8.28041886,
43055555,-2.186612472,0.7774444658,105.0772086,-614.9227914,7.986521081,
43160000,-2.270971045,0.7699303646,100.9989411,-619.0010589,7.693020253,
43264444,-2.36631478,0.7615251678,96.84384177,-623.1561582,7.386629237,
43368888,-2.470178487,0.7524732674,92.60482429,-627.3951757,7.079935363,
43473333,-2.585281628,0.7425674677,88.22798484,-631.7720152,6.769025857,
43577777,-2.722048007,0.7309667118,84.14363206,-635.8563679,6.434024293,
43682222,-2.875752631,0.7181453759,80.05485942,-639.9451406,6.095856619,
43786666,-3.043760405,0.7043880504,75.85722291,-644.1427771,5.765626365,
43891111,-3.234545478,0.6890848886,71.64259348,-648.3574065,5.432623976,
43995555,-3.452087541,0.6720407734,67.42004581,-652.5799542,5.098319052,
44100000,-3.695491394,0.6534696628,63.24354673,-656.7564533,4.771500458,
44204444,-3.974532666,0.6328100484,59.12358019,-660.8764198,4.446772144,
44308888,-4.286889482,0.6104576295,55.10187241,-664.8981276,4.134229679,
44413333,-4.640023922,0.5861365502,51.20748822,-668.7925118,3.832511788,
44517777,-5.037485394,0.5599196774,47.52624772,-672.4737523,3.544624918,
44622222,-5.479500202,0.5321388784,44.09358191,-675.9064181,3.274772807,
44726666,-5.966580171,0.5031193162,41.05283954,-678.9471605,3.025111189,
44831111,-6.497220951,0.4733026679,38.52221894,-681.4777811,2.797247257,
44935555,-7.054301554,0.4438997723,36.62137084,-683.3786292,2.596473982,
45040000,-7.618887561,0.4159638813,35.52306532,-684.4769347,2.424445743,
45144444,-8.15777321,0.390941108,35.32561092,-684.6743891,2.283754701,
45248888,-8.624790592,0.3704763339,36.08153656,-683.9184634,2.177005262,
45353333,-8.962955987,0.3563298464,37.65776833,-682.3422317,2.10718151,
45457777,-9.120364605,0.3499304778,39.74091021,-680.2590898,2.076594013,
45562222,-9.076718394,0.3516932883,41.80732566,-678.1926743,2.084959578,
45666666,-8.851886273,0.3609156268,43.79218799,-676.207812,2.129477239,
45771111,-8.479537034,0.3767238782,44.99401478,-675.0059852,2.208850668,
45875555,-8.02295463,0.397056462,45.54396106,-674.4560389,2.317060179,
45980000,-7.524035401,0.4205312073,45.02598957,-674.9740104,2.451436946,
46084444,-7.018110757,0.4457531923,43.71301482,-676.2869852,2.608500712,
46188888,-6.532110148,0.4714053343,41.78335403,-678.216646,2.783617448,
46293333,-6.076184249,0.4968105246,39.35392113,-680.6460789,2.974645929,
46397777,-5.655978666,0.5214360661,36.54035145,-683.4596486,3.179169926,
46502222,-5.275639361,0.544776082,33.51412379,-686.4858762,3.393442262,
46606666,-4.933160091,0.5666853632,30.34587755,-689.6541224,3.615583758,
46711111,-4.622705377,0.5873063969,26.97409443,-693.0259056,3.846210323,
46815555,-4.344887065,0.6063950489,23.31000105,-696.689999,4.081236897,
46920000,-4.093878375,0.6241745851,19.64894556,-700.3510544,4.321619882,
47024444,-3.870951152,0.6404016503,16.09425312,-703.9057469,4.561760785,
47128888,-3.670112694,0.6553817826,12.47166978,-707.5283302,4.803523723,
47233333,-3.488699246,0.6692140306,8.806903639,-711.1930964,5.046205659,
47337777,-3.326021338,0.681865839,5.095231792,-714.9047682,5.286655898,
47442222,-3.178176073,0.693571432,1.385767242,-718.6142328,5.526806599,
47546666,-3.044053568,0.7043642765,-2.32950551,-722.3295055,5.7650823,
47651111,-2.922626211,0.7142803281,-6.038487659,-726.0384877,5.999868041,
47755555,-2.812851009,0.72336493,-9.709517053,-729.7095171,6.229741333,
47860000,-2.714828511,0.7315745257,-13.34630279,-733.3463028,6.450857656,
47964444,-2.623624442,0.7392967175,-17.0087949,-737.0087949,6.671556648,
48068888,-2.539467968,0.7464944816,-20.65356937,-740.6535694,6.889374608,
48173333,-2.459653512,0.7533856164,-24.28282585,-744.2828259,7.109827053,
48277777,-2.388137666,0.7596142734,-27.98158364,-747.9815836,7.31996154,
48382222,-2.323268117,0.7653086009,-31.59517241,-751.5951724,7.521829123,
48486666,-2.263053663,0.7706324933,-35.07744064,-755.0774406,7.719630903,
48591111,-2.207878234,0.7755433678,-38.64902672,-758.6490267,7.910407239,
48695555,-2.156052112,0.7801846374,-42.20706065,-762.2070607,8.098545145,
48800000,-2.109316473,0.7843938435,-45.7225057,-765.7225057,8.276172966,
48904444,-2.063819137,0.7885133365,-49.23396703,-769.233967,8.456861096,
49008888,-2.021588135,0.7923564422,-52.71264682,-772.7126468,8.631890442,
49113333,-1.986560526,0.7955582316,-56.1815797,-776.1815797,8.782736744,
49217777,-1.951598663,0.7987669128,-59.6064893,-779.6064893,8.938723435,
49322222,-1.916830852,0.8019706183,-63.01592864,-783.0159286,9.099511412,
49426666,-1.885824743,0.8048385368,-66.42704496,-786.427045,9.247924808,
49531111,-1.856271767,0.8075815931,-69.81143218,-789.8114322,9.394015999,
49635555,-1.829930969,0.8100343794,-73.19103715,-793.1910371,9.528220812,
49740000,-1.804351522,0.8124234002,-76.57759787,-796.5775979,9.662310769,
49844444,-1.783003163,0.8144226471,-79.96152075,-799.9615208,9.777177114,
49948888,-1.759549533,0.816624722,-83.33293974,-803.3329397,9.906595597,
50053333,-1.737636301,0.818687548,-86.68855721,-806.6885572,10.030682,
50157777,-1.719018103,0.8204442863,-90.04508288,-810.0450829,10.13860405,
50262222,-1.701998322,0.8220535021,-93.38107414,-813.3810741,10.23933331,
50366666,-1.685286883,0.8236366355,-96.70163603,-816.701636,10.34022366,
50471111,-1.667657515,0.8253100321,-100.0189004,-820.0189004,10.44885436,
50575555,-1.653557368,0.8266508785,-103.3305406,-823.3305406,10.53741065,
50680000,-1.640541325,0.827890566,-106.6359778,-826.6359778,10.62051349,
50784444,-1.627053986,0.8291771026,-109.9344263,-829.9344263,10.7080323,
50888888,-1.617107003,0.8301272108,-113.2097495,-833.2097495,10.77351599,
50993333,-1.60717932,0.831076561,-116.5075936,-836.5075936,10.83968318,
51097777,-1.59598324,0.8321485064,-119.8091131,-839.8091131,10.91529463,
51202222,-1.587073127,0.8330025745,-123.070296,-843.070296,10.97623253,
51306666,-1.578698459,0.8338061173,-126.3625632,-846.3625632,11.03413728,
51411111,-1.573248546,0.8343294485,-129.5627036,-849.5627036,11.07215152,
51515555,-1.567429429,0.8348885953,-132.7932847,-852.7932847,11.11303364,
51620000,-1.561599817,0.8354491262,-136.0270457,-856.0270457,11.15429584,
51724444,-1.555543271,0.8360318761,-139.2708934,-859.2708934,11.19749273,
51828888,-1.549222518,0.8366404808,-142.4953419,-862.4953419,11.24293516,
51933333,-1.544233718,0.8371211491,-145.731437,-865.731437,11.27906501,
52037777,-1.539591994,0.8375686247,-148.9434154,-868.9434154,11.31289211,
52142222,-1.537223619,0.837797035,-152.144287,-872.144287,11.33023083,
52246666,-1.533405444,0.8381653979,-155.3568454,-875.3568454,11.35829652,
52351111,-1.531227135,0.8383756253,-158.5409601,-878.5409601,11.37437115,
52455555,-1.529340766,0.8385577203,-161.7467751,-881.7467751,11.38832853,
52560000,-1.525712929,0.838908034,-164.9476549,-884.9476549,11.41526843,
52664444,-1.525829699,0.8388967561,-168.1211878,-888.1211878,11.41439931,
52768888,-1.523571507,0.8391148842,-171.3178928,-891.3178928,11.43123075,
52873333,-1.521056056,0.8393579287,-174.5025742,-894.5025742,11.45003867,
52977777,-1.519132962,0.8395437868,-177.711931,-897.711931,11.46445968,
53082222,-1.516780731,0.839771175,179.0906092,-900.9093908,11.48214858,
