Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-0.942829174,0.897136531,-134.2679996,-134.2679996,18.4432486,
30104444,-0.9721987541,0.8941081679,-137.7294727,-137.7294727,17.88719801,
30208888,-0.9777796935,0.8935338617,-141.4209008,-141.4209008,17.78531551,
30313333,-0.9884505718,0.8924368023,-145.0876828,-145.0876828,17.59372018,
30417777,-0.9989130291,0.8913624782,-148.7538346,-148.7538346,17.40984557,
30522222,-1.010427825,0.8901815909,-152.4046256,-152.4046256,17.21188283,
30626666,-1.021539399,0.8890435389,-156.083769,-156.083769,17.02508821,
30731111,-1.033363898,0.8878340666,-159.7629665,-159.7629665,16.83072577,
30835555,-1.046170108,0.8865260357,-163.4389919,-163.4389919,16.62518841,
30940000,-1.058681034,0.8852500263,-167.1232583,-167.1232583,16.42919789,
31044444,-1.071111912,0.883984,-170.8429432,-170.8429432,16.23900151,
31148888,-1.083097462,0.8827650427,-174.5420993,-174.5420993,16.059758,
31253333,-1.095325749,0.8815231309,-178.2462736,-178.2462736,15.88093225,
31357777,-1.107774603,0.8802606129,178.0533874,-181.9466126,15.70294168,
31462222,-1.121289546,0.8788920229,174.3188972,-185.6811028,15.51418881,
31566666,-1.131793796,0.8778297804,170.6161727,-189.3838273,15.37060166,
31671111,-1.145042863,0.8764917989,166.8905565,-193.1094435,15.19325665,
31775555,-1.161020844,0.8748809453,163.1431604,-196.8568396,14.9847755,
31880000,-1.173048423,0.8736703131,159.4101601,-200.5898399,14.83159152,
31984444,-1.186007146,0.8723678316,155.668343,-204.331657,14.67003073,
32088888,-1.201082641,0.8708550366,151.9218,-208.0782,14.48647309,
32193333,-1.21510651,0.8694501255,148.1704548,-211.8295452,14.31981557,
32297777,-1.230231156,0.8679374787,144.3935873,-215.6064127,14.1443421,
32402222,-1.246559745,0.8663073772,140.6254992,-219.3745008,13.95968857,
32506666,-1.264506778,0.8645192362,136.8329782,-223.1670218,13.76224332,
32611111,-1.282078238,0.8627720911,133.0430053,-226.9569947,13.5742948,
32715555,-1.303517114,0.8606451868,129.2386672,-230.7613328,13.35185448,
32820000,-1.325554255,0.8584643947,125.4246947,-234.5753053,13.13071994,
32924444,-1.353356067,0.855721013,121.600258,-238.399742,12.86203246,
