Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-0.946046044,0.8968043327,-134.5740838,-134.5740838,18.38065864,
30104444,-0.963435262,0.8950107196,-138.0371855,-138.0371855,18.04956384,
30208888,-0.969979306,0.8943366627,-141.7026066,-141.7026066,17.92804118,
30313333,-0.9808616739,0.8932168688,-145.3536701,-145.3536701,17.72955004,
30417777,-0.9909099586,0.8921841469,-149.0051098,-149.0051098,17.55014771,
30522222,-1.001724188,0.8910740384,-152.6474044,-152.6474044,17.36109566,
30626666,-1.013150804,0.8899025675,-156.2992239,-156.2992239,17.1657279,
30731111,-1.025043494,0.8886849498,-159.957385,-159.957385,16.9670224,
30835555,-1.037721204,0.8873887934,-163.6266737,-163.6266737,16.76022174,
30940000,-1.049945553,0.8861407784,-167.2849357,-167.2849357,16.56555131,
31044444,-1.062426263,0.8848684016,-170.9778884,-170.9778884,16.37142563,
31148888,-1.074818152,0.8836068874,-174.660611,-174.660611,16.18314732,
31253333,-1.086163288,0.8824535114,-178.3400251,-178.3400251,16.01454484,
31357777,-1.098554276,0.8811955315,177.9813362,-182.0186638,15.83438363,
31462222,-1.109112554,0.8801250304,174.2753006,-185.7246994,15.68405011,
31566666,-1.120117691,0.8790106064,170.6024502,-189.3975498,15.53037461,
31671111,-1.133545133,0.8776528013,166.8965714,-193.1034286,15.34692107,
31775555,-1.14486717,0.8765095282,163.1631064,-196.8368936,15.19558149,
31880000,-1.157126386,0.8752733002,159.4778961,-200.5221039,15.03505907,
31984444,-1.168073313,0.874170878,155.7750189,-204.2249811,14.89457168,
32088888,-1.17891521,0.8730804015,152.0630955,-207.9369045,14.75800762,
32193333,-1.191920914,0.8717740841,148.3593633,-211.6406367,14.59747097,
32297777,-1.204342558,0.8705282558,144.6244445,-215.3755555,14.44738594,
32402222,-1.213176808,0.8696433085,140.9163062,-219.0836938,14.34251888,
32506666,-1.223981773,0.868562173,137.195209,-222.804791,14.21631972,
32611111,-1.235378646,0.8674232682,133.4736922,-226.5263078,14.08560343,
32715555,-1.24685536,0.8662778939,129.7392749,-230.2607251,13.95639022,
32820000,-1.255810702,0.8653852027,126.0102643,-233.9897357,13.85720768,
32924444,-1.268183715,0.8641533428,122.2569832,-237.7430168,13.72248226,
33028888,-1.276449355,0.8633313909,118.5090245,-241.4909755,13.63393835,
33133333,-1.287403636,0.8622432798,114.7534744,-245.2465256,13.51834797,
33237777,-1.298679121,0.861124695,111.0100441,-248.9899559,13.40140852,
33342222,-1.310062468,0.8599968818,107.2603625,-252.7396375,13.28539611,
33446666,-1.321581323,0.8588571467,103.4923772,-256.5076228,13.17004087,
33551111,-1.335906099,0.8574418862,99.72048254,-260.2795175,13.02936632,
33655555,-1.353130778,0.8557432085,95.96262259,-264.0373774,12.86416528,
33760000,-1.372688418,0.8538185364,92.15298678,-267.8470132,12.68162522,
33864444,-1.393786839,0.8517470891,88.2847698,-271.7152302,12.49046024,
33968888,-1.434805733,0.8477342179,84.64092701,-275.359073,12.13492745,
34073333,-1.479562053,0.8433772802,81.07661866,-278.9233813,11.76953946,
34177777,-1.517215952,0.8397290979,77.64939408,-282.3506059,11.47887155,
34282222,-1.524013317,0.8390722034,74.38413841,-285.6158616,11.42793379,
34386666,-1.494768055,0.8419021087,71.03274888,-288.9672511,11.6503901,
34491111,-1.450856375,0.8461691376,67.48046982,-292.5195302,12.00129226,
34595555,-1.413947347,0.849772422,63.79572946,-296.2042705,12.31313483,
34700000,-1.383426329,0.8527636574,60.02707474,-299.9729253,12.58360283,
34804444,-1.370168589,0.8540662703,56.2394029,-303.7605971,12.70485085,
34908888,-1.359234892,0.8551420359,52.43967637,-307.5603236,12.80662784,
35013333,-1.351842141,0.8558701758,48.67628447,-311.3237155,12.87637855,
35117777,-1.348371171,0.8562122586,44.9503891,-315.0496109,12.90939158,
35222222,-1.344417322,0.8566020983,41.16245161,-318.8375484,12.94720548,
35326666,-1.341637897,0.8568762489,37.42645908,-322.5735409,12.97392107,
35431111,-1.339738901,0.8570636083,33.68929871,-326.3107013,12.99223792,
35535555,-1.337779239,0.857256996,29.94927293,-330.0507271,13.01119456,
35640000,-1.337539272,0.8572806799,26.19086686,-333.8091331,13.01351968,
35744444,-1.333134691,0.8577155139,22.45640231,-337.5435977,13.05634623,
35848888,-1.332924825,0.857736238,18.76043558,-341.2395644,13.05839387,
35953333,-1.329868377,0.8580381171,15.03675977,-344.9632402,13.08828876,
36057777,-1.327798645,0.8582426005,11.3226821,-348.6773179,13.10861096,
36162222,-1.325400283,0.8584796125,7.60934357,-352.3906564,13.13223943,
36266666,-1.322706878,0.8587458595,3.886580886,-356.1134191,13.15887699,
36371111,-1.32052591,0.8589615118,0.1704349356,-359.8295651,13.18052636,
36475555,-1.318492199,0.8591626523,-3.54623212,-363.5462321,13.20077865,
36580000,-1.313649015,0.8596418482,-7.274159745,-367.2741597,13.24926144,
36684444,-1.313537387,0.8596528962,-10.97812777,-370.9781278,13.25038312,
36788888,-1.311834837,0.8598214161,-14.69725039,-374.6972504,13.26751465,
36893333,-1.308131462,0.8601880935,-18.43911956,-378.4391196,13.30493332,
36997777,-1.305168439,0.8604815802,-22.17419609,-382.1741961,13.33502474,
37102222,-1.302471848,0.8607487637,-25.90311482,-385.9031148,13.36252958,
37206666,-1.301392329,0.8608557479,-29.6582778,-389.6582778,13.37357253,
37311111,-1.298486491,0.8611437927,-33.36325808,-393.3632581,13.40338923,
37415555,-1.298141021,0.8611780443,-37.10053837,-397.1005384,13.40694298,
37520000,-1.289737778,0.862011602,-40.93050865,-400.9305086,13.49397216,
37624444,-1.293774674,0.8616110624,-44.73130715,-404.7313071,13.45202221,
37728888,-1.291878376,0.8617991893,-48.46870011,-408.4687001,13.47169513,
37833333,-1.292340826,0.861753307,-52.1980757,-412.1980757,13.46689217,
37937777,-1.290453991,0.8619405259,-55.82075621,-415.8207562,13.48651035,
38042222,-1.289304978,0.8620545553,-59.37804255,-419.3780426,13.49848529,
38146666,-1.288161375,0.8621680627,-62.99950264,-422.9995026,13.51042509,
38251111,-1.28889345,0.8620953995,-66.6967267,-426.6967267,13.5027794,
38355555,-1.290324709,0.8619533553,-70.39173139,-430.3917314,13.48785666,
38460000,-1.291975052,0.8617895973,-74.09232193,-434.0923219,13.47069078,
38564444,-1.290193367,0.8619663892,-77.79907716,-437.7990772,13.48922468,
38668888,-1.289698849,0.8620154654,-81.4958514,-441.4958514,13.49437798,
38773333,-1.290515648,0.8619344075,-85.16767429,-445.1676743,13.48586837,
38877777,-1.290574486,0.8619285688,-88.85886734,-448.8588673,13.4852558,
38982222,-1.296347055,0.8613559286,-92.55336124,-452.5533612,13.42542749,
39086666,-1.297301084,0.8612613254,-96.24004314,-456.2400431,13.41559108,
39191111,-1.300389505,0.8609551431,-99.934716,-459.934716,13.38384738,
39295555,-1.302763744,0.8607198381,-103.5979049,-463.5979049,13.35954677,
39400000,-1.306345686,0.8603649621,-107.2754205,-467.2754205,13.32305266,
39504444,-1.31013557,0.859989644,-110.9721114,-470.9721114,13.28465763,
39608888,-1.317350458,0.8592755948,-114.6553198,-474.6553198,13.2121759,
39713333,-1.322270312,0.8587890225,-118.3431259,-478.3431259,13.16320484,
39817777,-1.32556008,0.858463819,-122.0329737,-482.0329737,13.13066246,
39922222,-1.33055741,0.8579700534,-125.7238006,-485.7238006,13.08153736,
40026666,-1.336860007,0.8573477247,-129.4188945,-489.4188945,13.02010586,
40131111,-1.344024218,0.8566408671,-133.1085055,-493.1085055,12.95097724,
40235555,-1.34938641,0.8561121872,-136.8128422,-496.8128422,12.89971785,
40340000,-1.356263446,0.8554346303,-140.5448624,-500.5448624,12.83457189,
40444444,-1.363810945,0.8546916335,-144.2705671,-504.2705671,12.76383239,
40548888,-1.373360242,0.8537524989,-147.9356403,-507.9356403,12.67544734,
40653333,-1.383202432,0.8527856395,-151.5861247,-511.5861247,12.58563114,
40757777,-1.393664911,0.8517590456,-155.2429195,-515.2429195,12.49154833,
40862222,-1.401903496,0.8509515334,-158.9225118,-518.9225118,12.41845405,
40966666,-1.410143674,0.8501446307,-162.6242706,-522.6242706,12.34620181,
41071111,-1.421030838,0.8490797006,-166.3109498,-526.3109498,12.25202778,
41175555,-1.431978656,0.8480101827,-170.0076931,-530.0076931,12.15877626,
41280000,-1.442682763,0.8469657761,-173.7053503,-533.7053503,12.06897208,
41384444,-1.45416919,0.8458464687,-177.3987147,-537.3987147,11.97407839,
41488888,-1.465249973,0.8447680914,178.9044977,-541.0955023,11.88394905,
41593333,-1.478423066,0.8434878801,175.2105973,-544.7894027,11.7785631,
41697777,-1.491389194,0.8422296771,171.5262471,-548.4737529,11.6766553,
41802222,-1.505295696,0.8408823081,167.8556879,-552.1443121,11.56931254,
41906666,-1.518846101,0.8395715142,164.1682057,-555.8317943,11.46661395,
42011111,-1.535347105,0.8379780536,160.4963709,-559.5036291,11.34400675,
42115555,-1.550187007,0.8365475847,156.8226212,-563.1773788,11.23597704,
42220000,-1.566855944,0.8349437205,153.1376905,-566.8623095,11.11707914,
42324444,-1.584798163,0.8332207789,149.4560865,-570.5439135,10.99190155,
42428888,-1.602838408,0.8314920086,145.7840303,-574.2159697,10.8688733,
42533333,-1.623490209,0.8295173796,142.1157565,-577.8842435,10.7314011,
42637777,-1.64232107,0.8277209481,138.4204103,-581.5795897,10.60907248,
42742222,-1.665510374,0.8255140729,134.7374253,-585.2625747,10.46224245,
42846666,-1.688031611,0.8233764086,131.0508355,-588.9491645,10.32351564,
42951111,-1.711914724,0.8211155256,127.3644854,-592.6355146,10.18040012,
43055555,-1.737608872,0.8186901333,123.6951923,-596.3048077,10.03083928,
43160000,-1.764140549,0.8161932006,120.0109152,-599.9890848,9.880990295,
43264444,-1.793651535,0.8134248263,116.3248277,-603.6751723,9.719539797,
43368888,-1.822931149,0.8106874363,112.6187084,-607.3812916,9.564539197,
43473333,-1.85540362,0.8076623141,108.9432957,-611.0567043,9.398378202,
43577777,-1.892015564,0.8042650968,105.2949011,-614.7050989,9.217901701,
43682222,-1.931691796,0.8005996763,101.6128006,-618.3871994,9.030073989,
43786666,-1.970921765,0.7969919076,97.96184275,-622.0381572,8.851824017,
43891111,-2.0162715,0.7928415922,94.34225145,-625.6577486,8.654447632,
43995555,-2.065333998,0.788375828,90.74280702,-629.257193,8.450716244,
44100000,-2.11714966,0.7836867733,87.18445461,-632.8155454,8.24585163,
44204444,-2.17536012,0.7784522783,83.63656175,-636.3634383,8.027400437,
44308888,-2.235257368,0.773102596,80.11672488,-639.8832751,7.814556555,
44413333,-2.299174764,0.7674343989,76.61147291,-643.3885271,7.59972408,
44517777,-2.369314519,0.7612622146,73.13123396,-646.868766,7.377391944,
44622222,-2.442007165,0.7549177585,69.66337737,-650.3366226,7.160525985,
44726666,-2.51877338,0.7482751643,66.23325298,-653.766747,6.945183457,
44831111,-2.600244887,0.7412893414,62.86117384,-657.1388262,6.730643996,
44935555,-2.68599221,0.7340073175,59.53962765,-660.4603724,6.519003835,
45040000,-2.773131255,0.7266803844,56.30410774,-663.6958923,6.317440411,
45144444,-2.862282141,0.7192599739,53.13531145,-666.8646885,6.12402869,
45248888,-2.953486865,0.7117470188,50.0150364,-669.9849636,5.938349749,
45353333,-3.044624078,0.7043180137,46.93934497,-673.060655,5.764023826,
45457777,-3.127034098,0.6976671831,43.85204541,-676.1479546,5.615226295,
45562222,-3.207970297,0.691196428,40.72194527,-679.2780547,5.476609021,
45666666,-3.287305199,0.6849119444,38.2159723,-681.7840277,5.347431977,
45771111,-3.35177191,0.6798473429,35.56860388,-684.4313961,5.247019838,
45875555,-3.407705244,0.6754834888,33.15264384,-686.8473562,5.163014611,
45980000,-3.446273281,0.6724907823,30.64019831,-689.3598017,5.106698353,
46084444,-3.466274377,0.6709440118,28.14613854,-691.8538615,5.077993022,
46188888,-3.47023458,0.6706381745,25.69717665,-694.3028234,5.072349147,
46293333,-3.455767554,0.6717561054,23.2471447,-696.7528553,5.093030313,
46397777,-3.423839377,0.6742299356,20.76526361,-699.2347364,5.13929952,
46502222,-3.377924047,0.6778034853,18.25144095,-701.748559,5.207391789,
46606666,-3.318191948,0.6824807443,15.67966914,-704.3203309,5.298830588,
46711111,-3.246158451,0.6881642026,13.04155678,-706.9584432,5.413631844,
46815555,-3.167345226,0.6944368184,10.29354127,-709.7064587,5.545291189,
46920000,-3.081154044,0.7013621063,7.542492965,-712.457507,5.697073754,
47024444,-2.99194624,0.7086025127,4.703027163,-715.2969728,5.863477164,
47128888,-2.900028467,0.7161410631,1.77882054,-718.2211795,6.045753155,
47233333,-2.80740125,0.7238189308,-1.213998611,-721.2139986,6.241625959,
47337777,-2.719052544,0.7312188404,-4.271031738,-724.2710317,6.440997736,
47442222,-2.630119971,0.7387440592,-7.386223695,-727.3862237,6.655328312,
47546666,-2.545168011,0.7460047615,-10.56312396,-730.563124,6.874163358,
47651111,-2.463561918,0.7530466903,-13.78837373,-733.7883737,7.098696884,
47755555,-2.386271993,0.7597774512,-17.06582596,-737.065826,7.325613104,
47860000,-2.314344586,0.766095252,-20.41187386,-740.4118739,7.550489106,
47964444,-2.244462715,0.7722836923,-23.73323191,-743.7332319,7.782858021,
48068888,-2.18162526,0.7778909824,-27.00048544,-747.0004854,8.004587122,
48173333,-2.119743776,0.7834527534,-30.27031283,-750.2703128,8.235859757,
48277777,-2.062549701,0.7886285856,-33.57003979,-753.5700398,8.462017394,
48382222,-2.010562571,0.7933628703,-36.84491231,-756.8449123,8.678802657,
48486666,-1.962528747,0.7977623987,-40.15017575,-760.1501758,8.8893578,
48591111,-1.917726739,0.8018879051,-43.49879181,-763.4987918,9.095294793,
48695555,-1.874797969,0.8058609316,-46.82872452,-766.8287245,9.301893464,
48800000,-1.835961027,0.8094722194,-50.16414248,-770.1641425,9.497156867,
48904444,-1.79612927,0.813192822,-53.56937315,-773.5693731,9.706226716,
49008888,-1.758544279,0.8167192388,-57.03709785,-777.0370979,9.912220066,
49113333,-1.730787848,0.8193333027,-60.24101076,-780.2410108,10.07010883,
49217777,-1.702119382,0.8220420449,-63.55071885,-783.5507189,10.2386097,
49322222,-1.671574078,0.8249379746,-66.88346327,-786.8834633,10.42452223,
49426666,-1.644648325,0.8274992022,-70.2385949,-790.2385949,10.59414928,
49531111,-1.619403713,0.8299077388,-73.56697918,-793.5669792,10.75832449,
49635555,-1.597132452,0.8320384138,-76.90652028,-796.9065203,10.90748459,
49740000,-1.574185407,0.8342394624,-80.23294715,-800.2329471,11.06559794,
49844444,-1.556329455,0.8359562079,-83.58200685,-803.5820069,11.19186642,
49948888,-1.537634813,0.8377573743,-86.91449951,-806.9144995,11.32721667,
50053333,-1.52043541,0.8394179067,-90.22129197,-810.221292,11.45468881,
50157777,-1.5053281,0.8408791712,-93.54235394,-813.5423539,11.56906475,
50262222,-1.491843532,0.8421856232,-96.91748672,-816.9174867,11.67311661,
50366666,-1.477990678,0.8435298704,-100.207255,-820.207255,11.78199235,
50471111,-1.464796444,0.8448122017,-103.4946102,-823.4946102,11.88761115,
50575555,-1.45560996,0.8457061757,-106.780487,-826.780487,11.9622816,
50680000,-1.446108671,0.8466317798,-110.0762596,-830.0762596,12.04051125,
50784444,-1.435720381,0.8476449538,-113.3759055,-833.3759055,12.12723175,
50888888,-1.425716507,0.8486217817,-116.662172,-836.662172,12.21194041,
50993333,-1.416609327,0.8495120306,-119.9733571,-839.9733571,12.29009893,
51097777,-1.407370539,0.8504160989,-123.2548151,-843.2548151,12.37042279,
51202222,-1.400278552,0.8511107431,-126.5256114,-846.5256114,12.43280262,
51306666,-1.395392901,0.8515896117,-129.7911061,-849.7911061,12.47614559,
51411111,-1.390062556,0.8521123744,-133.0736064,-853.0736064,12.52378194,
51515555,-1.387591611,0.8523548162,-136.2809713,-856.2809713,12.54598876,
51620000,-1.384308575,0.8526770446,-139.5302066,-859.5302066,12.57561688,
51724444,-1.381515692,0.8529512606,-142.8028046,-862.8028046,12.60093265,
51828888,-1.37663631,0.8534305488,-146.0694306,-866.0694306,12.64540826,
51933333,-1.371634197,0.853922172,-149.3645044,-869.3645044,12.69133172,
52037777,-1.368067883,0.8542728535,-152.6448877,-872.6448877,12.72427888,
52142222,-1.366381447,0.8544387336,-155.9122357,-875.9122357,12.73991893,
52246666,-1.365002197,0.8545744224,-159.1683163,-879.1683163,12.75273891,
52351111,-1.364858616,0.8545885489,-162.4065859,-882.4065859,12.75407497,
52455555,-1.363029233,0.8547685575,-165.6834436,-885.6834436,12.7711226,
52560000,-1.358601773,0.8552043699,-168.9822088,-888.9822088,12.81257154,
52664444,-1.359203947,0.8551450825,-172.2542378,-892.2542378,12.80691822,
52768888,-1.359768551,0.8550894978,-175.4939445,-895.4939445,12.80162217,
52873333,-1.357671761,0.8552959429,-178.7439631,-898.7439631,12.82131255,
52977777,-1.355371523,0.8555224764,177.9227754,-902.0772246,12.84298367,
53082222,-1.355762288,0.8554839886,174.6737187,-905.3262813,12.83929698,
53186666,-1.357021759,0.8553599507,171.4421068,-908.5578932,12.82742892,
53291111,-1.357930298,0.8552704852,168.1761112,-911.8238888,12.8188814,
53395555,-1.35894773,0.8551703079,164.9317101,-915.0682899,12.80932302,
53500000,-1.359032044,0.8551620069,161.6537612,-918.3462388,12.80853157,
53604444,-1.358791454,0.8551856943,158.3903936,-921.6096064,12.81079024,
