Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-0.988974234,0.8923829999,-138.2281397,-138.2281397,17.58442438,
30104444,-0.9959357498,0.8916680646,-141.8524738,-141.8524738,17.46177669,
30208888,-1.002805591,0.8909631056,-145.5601438,-145.5601438,17.3424153,
30313333,-1.013726285,0.8898436093,-149.2474931,-149.2474931,17.15600517,
30417777,-1.024753045,0.8887146672,-152.9328564,-152.9328564,16.97182028,
30522222,-1.035833438,0.8875816768,-156.606979,-156.606979,16.79069411,
30626666,-1.047026427,0.8864386398,-160.2999748,-160.2999748,16.61162421,
30731111,-1.059953999,0.8851202975,-163.9934302,-163.9934302,16.40951583,
30835555,-1.073177951,0.8837737592,-167.6855811,-167.6855811,16.20781801,
30940000,-1.084855701,0.8825863673,-171.3894577,-171.3894577,16.03379714,
31044444,-1.098020166,0.8812497193,-175.1235312,-175.1235312,15.84206546,
31148888,-1.11080231,0.8799538271,-178.828944,-178.828944,15.66025623,
31253333,-1.122446063,0.8787750072,177.45576,-182.54424,15.49824804,
31357777,-1.133604823,0.8776467701,173.7356078,-186.2643922,15.34611527,
31462222,-1.144803357,0.8765159677,169.9922925,-190.0077075,15.19642607,
31566666,-1.156336762,0.8753528738,166.2848137,-193.7151863,15.04529571,
31671111,-1.169551652,0.8740221067,162.5427015,-197.4572985,14.87580128,
31775555,-1.182257471,0.8727445118,158.7853429,-201.2146571,14.7164145,
31880000,-1.194172723,0.8715481069,155.0522055,-204.9477945,14.57003133,
31984444,-1.206258444,0.8703362606,151.3121136,-208.6878864,14.42451274,
32088888,-1.21693137,0.8692674778,147.5606172,-212.4393828,14.2984121,
32193333,-1.22882169,0.868078331,143.8225005,-216.1774995,14.16051166,
32297777,-1.242003424,0.8667619317,140.049308,-219.950692,14.01072498,
32402222,-1.254129357,0.8655527333,136.294658,-223.705342,13.87572079,
32506666,-1.265597236,0.8644107082,132.5131497,-227.4868503,13.75042736,
32611111,-1.277447173,0.8632322188,128.7401355,-231.2598645,13.62332709,
32715555,-1.289426296,0.8620425149,124.9695593,-235.0304407,13.49721991,
32820000,-1.300684317,0.8609259215,121.2103375,-238.7896625,13.38082511,
32924444,-1.314018643,0.859605267,117.4219601,-242.5780399,13.24554865,
33028888,-1.325500538,0.8584697038,113.6473475,-246.3526525,13.13125001,
33133333,-1.339787287,0.8570588339,109.8461232,-250.1538768,12.99177056,
33237777,-1.356061258,0.8554545431,106.0613542,-253.9386458,12.83647776,
33342222,-1.373381471,0.8537504124,102.2499642,-257.7500358,12.67525224,
33446666,-1.393075126,0.8518168833,98.42370981,-261.5762902,12.49681425,
