Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-1.421224392,0.8490607801,-137.4175473,-137.4175473,12.25036662,
30104444,-1.628858263,0.8290048796,-140.596114,-140.596114,10.69624019,
30208888,-1.816898491,0.811250683,-143.2192374,-143.2192374,9.596064832,
30313333,-1.893917972,0.8040889638,-145.174817,-145.174817,9.208715336,
30417777,-1.825855261,0.8104145637,-147.2622455,-147.2622455,9.549333528,
30522222,-1.691241676,0.8230721677,-149.9583079,-149.9583079,10.30404399,
30626666,-1.560914192,0.8355150755,-153.2183091,-153.2183091,11.15916903,
30731111,-1.45988035,0.8452904891,-156.7859703,-156.7859703,11.92745345,
30835555,-1.389085008,0.8522082803,-160.4892957,-160.4892957,12.53255787,
30940000,-1.338299267,0.8572056732,-164.2647781,-164.2647781,13.00615869,
31044444,-1.304712449,0.8605267546,-168.0806211,-168.0806211,13.33966776,
31148888,-1.280870086,0.8628921055,-171.8876567,-171.8876567,13.5870521,
31253333,-1.264388819,0.8645309769,-175.6785712,-175.6785712,13.76352272,
31357777,-1.25305331,0.8656599685,-179.4671863,-179.4671863,13.88759514,
31462222,-1.244500835,0.8665127518,176.7289987,-183.2710013,13.98270454,
31566666,-1.239676708,0.866994145,172.9653402,-187.0346598,14.03693202,
31671111,-1.240545176,0.866907462,169.1807561,-190.8192439,14.02713849,
31775555,-1.241395802,0.8668225682,165.3993883,-194.6006117,14.01755946,
31880000,-1.243607097,0.8666019165,161.6288026,-198.3711974,13.99271914,
31984444,-1.245060559,0.8664569149,157.874046,-202.125954,13.97643999,
32088888,-1.248962763,0.8660677399,154.1174508,-205.8825492,13.93292204,
32193333,-1.254118028,0.8655538622,150.3681553,-209.6318447,13.87584569,
32297777,-1.259215564,0.8650460389,146.5993821,-213.4006179,13.81986882,
32402222,-1.264075453,0.8645621677,142.8509189,-217.1490811,13.7669227,
32506666,-1.270308005,0.8639420244,139.0877396,-220.9122604,13.69961604,
32611111,-1.27713475,0.863263269,135.3328155,-224.6671845,13.62664776,
32715555,-1.282519991,0.8627282127,131.5601611,-228.4398389,13.56963619,
32820000,-1.285917403,0.8623908299,127.8047039,-232.1952961,13.53391514,
32924444,-1.292858859,0.8617019129,124.0326532,-235.9673468,13.46151601,
33028888,-1.296879942,0.8613030853,120.284789,-239.715211,13.41993143,
33133333,-1.301974567,0.8607980443,116.5203372,-243.4796628,13.36761423,
33237777,-1.307076396,0.8602925861,112.7817844,-247.2182156,13.31563253,
33342222,-1.3119562,0.8598094024,109.0321954,-250.9678046,13.26629199,
33446666,-1.314754834,0.8595324124,105.2774051,-254.7225949,13.23816009,
33551111,-1.319127009,0.8590998625,101.5235008,-258.4764992,13.19445031,
33655555,-1.321793242,0.8588361925,97.77267291,-262.2273271,13.16793748,
33760000,-1.324286472,0.8585897044,94.0052895,-265.9947105,13.14324177,
33864444,-1.324457292,0.8585728191,90.23478441,-269.7652156,13.14155319,
33968888,-1.32722969,0.8582988201,86.41755558,-273.5824444,13.11420852,
34073333,-1.331744109,0.8578528423,82.69370568,-277.3062943,13.06992607,
34177777,-1.334099924,0.8576202042,78.98707509,-281.0129249,13.04693685,
34282222,-1.33522558,0.8575090673,75.28671283,-284.7132872,13.03598084,
34386666,-1.338190624,0.8572163952,71.56506049,-288.4349395,13.00721044,
34491111,-1.337553174,0.8572793079,67.84286445,-292.1571356,13.01338495,
34595555,-1.340702384,0.8569685437,64.12999069,-295.8700093,12.9829381,
34700000,-1.335260248,0.8575056448,60.40393537,-299.5960646,13.03564371,
34804444,-1.341025994,0.8569366162,56.6807484,-303.3192516,12.97981753,
34908888,-1.340938615,0.8569452369,52.93503384,-307.0649662,12.98065997,
35013333,-1.340206525,0.8570174676,49.17785578,-310.8221442,12.9877226,
35117777,-1.337143755,0.8573197176,45.31330722,-314.6866928,13.01735381,
35222222,-1.337902658,0.8572448153,41.70262206,-318.2973779,13.00999903,
35326666,-1.337170055,0.8573171218,38.01522533,-321.9847747,13.01709879,
35431111,-1.336320948,0.8574009346,34.32026512,-325.6797349,13.02533737,
35535555,-1.335476457,0.8574843,30.61682262,-329.3831774,13.03354157,
35640000,-1.335386206,0.8574932098,26.89174366,-333.1082563,13.03441897,
35744444,-1.333913534,0.8576386081,23.18162851,-336.8183715,13.04875278,
35848888,-1.333490827,0.8576803468,19.48037539,-340.5196246,13.05287292,
35953333,-1.332366161,0.8577914082,15.76081635,-344.2391837,13.06384786,
36057777,-1.330879669,0.8579382221,12.03756541,-347.9624346,13.07838217,
36162222,-1.329214051,0.8581027573,8.332369059,-351.6676309,13.09470658,
36266666,-1.326147665,0.8584057474,4.618890508,-355.3811095,13.1248671,
36371111,-1.32294895,0.8587219269,0.8902209499,-359.1097791,13.15647847,
36475555,-1.318815689,0.859130655,-2.83352912,-362.8335291,13.19755306,
36580000,-1.314237594,0.8595835986,-6.54671659,-366.5467166,13.24335035,
36684444,-1.31399884,0.8596072268,-10.24643169,-370.2464317,13.24574752,
36788888,-1.311519639,0.8598526183,-13.97110545,-373.9711055,13.27069115,
36893333,-1.308620825,0.860139632,-17.70688728,-377.7068873,13.29997667,
36997777,-1.304799715,0.8605181091,-21.43505607,-381.4350561,13.33877894,
37102222,-1.301445727,0.8608504556,-25.15919079,-385.1591908,13.37302586,
37206666,-1.302033428,0.8607922111,-28.89423208,-388.8942321,13.36701219,
37311111,-1.299173294,0.8610757038,-32.60814372,-392.6081437,13.3963299,
37415555,-1.296669763,0.8613239271,-36.3983096,-396.3983096,13.42209862,
37520000,-1.290522651,0.8619337125,-40.34589945,-400.3458995,13.48579546,
37624444,-1.291585022,0.8618282959,-43.85028546,-403.8502855,13.47474367,
37728888,-1.290349698,0.8619508755,-47.5167712,-407.5167712,13.4875964,
37833333,-1.289876358,0.861997849,-51.23225754,-411.2322575,13.49252772,
37937777,-1.288230259,0.8621612253,-54.95044473,-414.9504447,13.5097053,
38042222,-1.288231027,0.862161149,-58.69228864,-418.6922886,13.50969727,
38146666,-1.286668046,0.8623163045,-62.43328259,-422.4332826,13.52604822,
38251111,-1.286749992,0.8623081691,-66.18660662,-426.1866066,13.52518996,
38355555,-1.287688732,0.8622149789,-69.89929875,-429.8992988,13.51536593,
38460000,-1.288960414,0.8620887532,-73.5993131,-433.5993131,13.50208048,
