Frequency,S11_Magnitude,S11_Magnitude (linear),S11_Phase,S11_Unwrapped Phase,S11_VSWR,
30000000,-0.9680460556,0.8945357406,-135.8020012,-135.8020012,17.9637704,
30104444,-0.9872748822,0.8925576074,-139.3629792,-139.3629792,17.61462642,
30208888,-0.9946772191,0.891797271,-143.0837229,-143.0837229,17.48382217,
30313333,-1.005868356,0.890648995,-146.7754168,-146.7754168,17.28972674,
30417777,-1.017806295,0.8894257225,-150.4838654,-150.4838654,17.08738927,
30522222,-1.031004412,0.8880752758,-154.1760429,-154.1760429,16.86915282,
30626666,-1.043763294,0.8867717214,-157.8972407,-157.8972407,16.66343201,
30731111,-1.057008296,0.8854205251,-161.615762,-161.615762,16.45513323,
30835555,-1.071793662,0.8839146194,-165.3394059,-165.3394059,16.2286983,
30940000,-1.086104076,0.8824595272,-169.0722492,-169.0722492,16.01541565,
31044444,-1.101309725,0.8809160317,-172.8384199,-172.8384199,15.79487196,
31148888,-1.117376841,0.8792880238,-176.5826416,-176.5826416,15.56836432,
31253333,-1.132880789,0.8777199315,179.6579313,-180.3420687,15.35589532,
31357777,-1.149944629,0.875997302,175.8952025,-184.1047975,15.12868132,
31462222,-1.167061607,0.8742727046,172.1030326,-187.8969674,14.90744471,
31566666,-1.184516681,0.8725175394,168.3348597,-191.6651403,14.68843268,
31671111,-1.205968701,0.8703652937,164.5223102,-195.4776898,14.42796723,
31775555,-1.228017426,0.8681587139,160.697162,-199.302838,14.16975493,
31880000,-1.25088521,0.8658760743,156.8788652,-203.1211348,13.91158263,
31984444,-1.27816509,0.8631608728,153.0442349,-206.9557651,13.6157027,
32088888,-1.30913459,0.8600887567,149.1900287,-210.8099713,13.29477684,
32193333,-1.34588532,0.8564573366,145.3347546,-214.6652454,12.93313983,
32297777,-1.390644981,0.8520552386,141.4611693,-218.5388307,12.5185591,
32402222,-1.441666049,0.8470649222,137.6122502,-222.3877498,12.07744455,
32506666,-1.505790143,0.8408344421,133.7700354,-226.2299646,11.56553256,
32611111,-1.584376395,0.8332612393,130.0034073,-229.9965927,10.99481147,
32715555,-1.675589655,0.8245566854,126.3474883,-233.6525117,10.39969342,
32820000,-1.772949612,0.8153658528,122.8926179,-237.1073821,9.832232445,
32924444,-1.86598102,0.8066793673,119.6758053,-240.3241947,9.345507212,
33028888,-1.926003487,0.8011241534,116.7275027,-243.2724973,9.056525385,
33133333,-1.935353841,0.8002622079,113.8877574,-246.1122426,9.013127605,
33237777,-1.894579166,0.8040277566,110.9792103,-249.0207897,9.205526892,
33342222,-1.822422534,0.8107349087,107.828531,-252.171469,9.567189046,
33446666,-1.739610497,0.8185014915,104.420329,-255.579671,10.0193743,
33551111,-1.662394279,0.8258102823,100.819137,-259.180863,10.48173397,
33655555,-1.601265068,0.8316426365,97.09589095,-262.9041091,10.87949228,
33760000,-1.550874413,0.8364813825,93.29953091,-266.7004691,11.23102318,
33864444,-1.509602755,0.8404654445,89.48013837,-270.5198616,11.53646894,
33968888,-1.481374542,0.8432013106,85.62775283,-274.3722472,11.75520865,
34073333,-1.459616079,0.8453162078,81.78408951,-278.2159105,11.92960285,
34177777,-1.437059528,0.8475142783,77.91072539,-282.0892746,12.11598212,
34282222,-1.422242747,0.8489612401,74.08940153,-285.9105985,12.24163414,
34386666,-1.412084898,0.8499546517,70.25301054,-289.7469895,12.32930359,
34491111,-1.401490223,0.8509920225,66.44283218,-293.5571678,12.42210017,
34595555,-1.395462341,0.8515828036,62.62997287,-297.3700271,12.47552743,
34700000,-1.382254307,0.852878732,58.83122138,-301.1687786,12.59422758,
34804444,-1.380779602,0.8530235475,55.01148273,-304.9885173,12.60762194,
34908888,-1.374936632,0.8535975667,51.20766464,-308.7923354,12.66097513,
35013333,-1.371621882,0.8539233828,47.4330579,-312.5669421,12.6914452,
35117777,-1.366737066,0.8544037517,43.64943917,-316.3505608,12.73661769,
35222222,-1.362071218,0.8548628399,39.82925101,-320.170749,12.78006844,
35326666,-1.358399354,0.8552243001,36.02561396,-323.974386,12.81447302,
35431111,-1.354826084,0.8555762015,32.19999581,-327.8000042,12.8481332,
35535555,-1.349996017,0.8560521043,28.36162288,-331.6383771,12.8939162,
35640000,-1.345351692,0.8565099557,24.52075566,-335.4792443,12.93824924,
35744444,-1.34082222,0.8569567205,20.75926598,-339.240734,12.98178235,
35848888,-1.337244221,0.8573098014,17.0244813,-342.9755187,13.01637968,
35953333,-1.334500744,0.8575806294,13.29721884,-346.7027812,13.04303355,
36057777,-1.33089345,0.8579368609,9.589610062,-350.4103899,13.07824727,
36162222,-1.329428998,0.8580815223,5.896410163,-354.1035898,13.09259762,
36266666,-1.326619164,0.8583591515,2.169670852,-357.8303291,13.12022041,
36371111,-1.321500562,0.8588651324,-1.562037897,-361.5620379,13.17084264,
36475555,-1.319614368,0.8590516604,-5.276907521,-365.2769075,13.18959603,
36580000,-1.315933307,0.8594158017,-9.001150827,-369.0011508,13.22634994,
36684444,-1.313779621,0.8596289223,-12.71634417,-372.7163442,13.24794931,
36788888,-1.312381655,0.8597672879,-16.45496413,-376.4549641,13.26200756,
36893333,-1.308141808,0.8601870689,-20.21217651,-380.2121765,13.30482849,
36997777,-1.303955734,0.8606017271,-23.95514962,-383.9551496,13.34738005,
37102222,-1.301484383,0.8608466245,-27.70345301,-387.703453,13.37263015,
37206666,-1.300216603,0.8609722816,-31.47182862,-391.4718286,13.38562053,
37311111,-1.296425166,0.8613481826,-35.2145757,-395.2145757,13.4246216,
37415555,-1.295652333,0.861424825,-39.00098312,-399.0009831,13.43259949,
