% Model:              bicon_box_fullwave_3.1.21.mph
% Version:            COMSOL 5.4.0.388
% Date:               Mar 4 2021, 10:46
% Table:              Table 5 - magnitude v (abs(emw.Vport_1))
% freq (MHz)                                      abs(emw.Vport_1) (V)
10                                                0.11083970267918668
10.29029029029029                                 0.11083970267918668
10.58058058058058                                 0.11083970267918668
10.87087087087087                                 0.11083970267918668
11.16116116116116                                 0.11083970267918668
11.451451451451451                                0.11083970267918668
11.741741741741743                                0.11083970267918668
12.032032032032031                                0.11083970267918668
12.322322322322321                                0.11083970267918668
12.612612612612612                                0.11083970267918668
12.902902902902902                                0.11083970267918668
13.193193193193192                                0.11083970267918668
13.483483483483484                                0.11083970267918668
13.773773773773774                                0.11083970267918668
14.064064064064064                                0.11083970267918668
14.354354354354355                                0.11083970267918668
14.644644644644643                                0.11083970267918668
14.934934934934935                                0.11083970267918668
15.225225225225225                                0.11083970267918668
15.515515515515515                                0.11083970267918668
15.805805805805806                                0.11083970267918668
16.096096096096097                                0.11083970267918665
16.386386386386388                                0.11083970267918665
16.676676676676678                                0.11083970267918668
16.966966966966968                                0.11083970267918668
17.257257257257255                                0.11083970267918668
17.54754754754755                                 0.11083970267918666
17.837837837837835                                0.11083970267918666
18.12812812812813                                 0.22449842911400308
18.41841841841842                                 0.22449842911400308
18.70870870870871                                 0.22449842911400308
18.998998998999                                   0.2244984291140031
19.289289289289286                                0.22449842911400308
19.57957957957958                                 0.22449842911400308
19.869869869869873                                0.22449842911400308
20.16016016016016                                 0.22449842911400308
20.45045045045045                                 0.22449842911400308
20.74074074074074                                 0.22449842911400308
21.03103103103103                                 0.2244984291140031
21.32132132132132                                 0.2244984291140031
21.61161161161161                                 0.22449842911400308
21.9019019019019                                  0.22449842911400308
22.19219219219219                                 0.22449842911400308
22.482482482482485                                0.22449842911400308
22.772772772772772                                0.22449842911400308
23.063063063063062                                0.22449842911400308
23.353353353353356                                0.22449842911400308
23.643643643643646                                0.22449842911400308
23.933933933933936                                0.22449842911400308
24.224224224224223                                0.22449842911400308
24.514514514514513                                0.22449842911400308
24.804804804804803                                0.22449842911400308
25.095095095095097                                0.22449842911400308
25.385385385385387                                0.3425071054203533
25.675675675675674                                0.3425071054203533
25.965965965965967                                0.3425071054203533
26.256256256256258                                0.34250710542035323
26.546546546546548                                0.34250710542035323
26.836836836836834                                0.34250710542035323
27.127127127127128                                0.34250710542035323
27.41741741741742                                 0.3425071054203533
27.70770770770771                                 0.3425071054203533
27.997997997998                                   0.34250710542035334
28.28828828828829                                 0.34250710542035334
