Frequency,S11_Magnitude,S21_Magnitude,S22_Magnitude,
10000000.0,-24.706317103962988,30.881956584068213,-23.713371768521732,
10989010.98901099,-24.706317103962988,30.881956584068213,-23.713371768521732,
11978021.978021977,-24.706317103962988,30.881956584068213,-23.713371768521732,
12967032.967032967,-24.706317103962988,30.881956584068213,-23.713371768521732,
13956043.956043955,-24.706317103962988,30.881956584068213,-23.713371768521732,
14945054.945054945,-24.706317103962988,30.881956584068213,-23.713371768521732,
15934065.934065934,-24.71164840209137,30.881933838511213,-23.713371768521732,
16923076.923076924,-24.71780692167112,30.88187140094877,-23.82827942927151,
17912087.91208791,-24.72397035031353,30.881808963386334,-23.96491031159207,
18901098.9010989,-24.730138695444165,30.881746525823896,-24.104025575875404,
19890109.89010989,-24.736311964505404,30.88168408826146,-24.245711947163933,
20879120.87912088,-24.742490164956436,30.88162165069902,-24.390060755759507,
21868131.86813187,-24.748673304273417,30.88092835942097,-24.53716826909758,
22857142.85714286,-24.75486138994942,30.879133030149603,-24.687136054065522,
23846153.846153848,-24.761054429494564,30.877337700878236,-24.84007137317925,
24835164.835164834,-24.767252430436045,30.87554237160687,-24.996087618487294,
25824175.824175823,-24.773455400318124,30.873747042335502,-25.155304787597622,
26813186.813186813,-24.77966334670228,30.871951713064135,-25.317850006831407,
27802197.802197803,-24.785876277167205,30.868259715518654,-25.300973119476904,
28791208.79120879,-24.792094199308842,30.861262821362228,-25.21774153423837,
29780219.78021978,-24.79831712074049,30.8542659272058,-25.135390649766624,
30769230.769230768,-24.805132384559908,30.847269033049372,-25.05390291778499,
31758241.758241758,-24.817955596950934,30.840272138892946,-24.97326130795181,
32747252.747252747,-24.830800082556582,30.83327524473652,-24.89344928767951,
33736263.73626374,-24.843665908436986,30.82436402724956,-24.81445080292708,
34725274.72527473,-24.856553141968995,30.812161229352338,-24.736250259910072,
35714285.71428572,-24.869461850848076,30.799958431455114,-24.658832507676273,
36703296.703296706,-24.8823921030904,30.78775563355789,-24.582182821498172,
