% Model:              biconRoomNoRes_8.19.21_v5.6.mph
% Version:            COMSOL 5.6.0.401
% Date:               Aug 23 2021, 10:58
% Table:              Table 1 - Global Evaluation 1 (emw.Vport_1)
% freq (MHz)                                      LPV (V)
30                                                0.5078075340983791
30.541082164328657                                0.5078075340983791
31.082164328657313                                0.537448551358055
31.62324649298597                                 0.537448551358055
32.16432865731463                                 0.5703902365798089
32.705410821643284                                0.5703902365798089
33.24649298597194                                 0.6051139670768267
33.787575150300604                                0.6051139670768267
34.32865731462926                                 0.641479687533175
34.86973947895792                                 0.641479687533175
35.41082164328657                                 0.6799673163146774
35.951903807615224                                0.6799673163146774
36.49298597194388                                 0.7209469146106211
37.03406813627254                                 0.7460687404163682
37.575150300601194                                0.7460687404163682
38.11623246492985                                 0.7847874373979465
38.657314629258515                                0.8139996538174054
39.19839679358717                                 0.8139996538174054
39.739478957915836                                0.8583167524397317
40.28056112224449                                 0.8914108650428572
40.82164328657315                                 0.8914108650428572
41.362725450901806                                0.9397308931069155
41.90380761523046                                 0.9771687456297776
42.44488977955912                                 1.0060241244228683
42.985971943887776                                1.0354764370136487
43.52705410821643                                 1.06803856587811
44.06813627254509                                 1.102829664266102
44.609218436873746                                1.1388977818967447
45.1503006012024                                  1.176201981710988
45.69138276553106                                 1.2149727378320494
46.23246492985972                                 1.2554599163096078
46.773547094188366                                1.29776893642552
47.31462925851702                                 1.341989627768516
47.85571142284568                                 1.3882153733557931
48.396793587174336                                1.4365809256957398
48.93787575150299                                 1.4872316262190557
49.47895791583166                                 1.5403289885230846
50.02004008016032                                 1.5960387617459966
50.56112224448898                                 1.6549713735242373
51.102204408817634                                1.6981638461030175
51.64328657314629                                 1.7812828632195499
52.18436873747495                                 1.8276987458358993
52.72545090180361                                 1.9217736279745412
53.26653306613227                                 1.9714349039727972
53.807615230460925                                2.078447102918555
54.34869739478958                                 2.1644095638241363
54.88977955911824                                 2.2545439732441466
55.430861723446895                                2.3504947936655816
55.97194388777555                                 2.452505467081884
56.51302605210421                                 2.561088546308608
57.05410821643286                                 2.6768375208215565
57.595190380761515                                2.800409674214969
58.13627254509017                                 2.9325342599942448
58.67735470941883                                 3.0740205373507323
59.218436873747486                                3.225765748758523
59.75951903807614                                 3.38876290259874
60.3006012024048                                  3.564107699594691
60.841683366733456                                3.7530035185458193
61.38276553106211                                 3.9567627659839677
61.923847695390776                                4.176801987212577
62.46492985971944                                 4.414626814533443
63.0060120240481                                  4.671800586843328
63.547094188376754                                4.9498932259936295
64.0881763527054                                  5.250371460023964
64.62925851703406                                 5.5744953254281935
65.17034068136272                                 5.9230439453632915
65.71142284569137                                 6.296046160173707
66.25250501002003                                 6.692317508944675
66.79358717434869                                 7.113111187430403
67.33466933867734                                 7.545218452861452
67.87575150300599                                 7.983518237633075
68.41683366733467                                 8.415510054536881
68.95791583166333                                 8.82467322722779
69.49899799599199                                 9.19123094824242
70.04008016032064                                 9.494054963648951
70.5811623246493                                  9.713751044387994
71.12224448897796                                 9.836277935244798
71.66332665330661                                 9.855912720687735
72.20440881763527                                 9.77637793973467
72.74549098196393                                 9.60967513847882
73.28657314629258                                 9.373193343189977
73.82765531062122                                 9.086279698321219
74.3687374749499                                  8.767361418564933
74.90981963927854                                 8.43215653045911
75.45090180360722                                 8.092960667927496
75.99198396793587                                 7.758701781013955
76.53306613226454                                 7.450810056032894
77.07414829659318                                 7.126524707579671
77.61523046092185                                 6.83288795062807
78.1563126252505                                  6.559295857397178
78.69739478957916                                 6.303010435180262
79.23847695390782                                 6.063654711802775
79.77955911823648                                 5.840629141147255
80.32064128256513                                 5.632970891913397
80.86172344689379                                 5.439646045865357
81.40280561122245                                 5.259610301688292
81.9438877755511                                  5.091845436041892
82.48496993987976                                 4.935381732576917
83.02605210420842                                 4.789310464473829
83.56713426853707                                 4.652789335983371
84.10821643286572                                 4.525043504383723
84.64929859719439                                 4.4053638774053905
85.19038076152303                                 4.293103816742822
85.7314629258517                                  4.187674993177515
86.27254509018034                                 4.0885428768070335
86.81362725450902                                 3.9952221683514777
87.35470941883766                                 3.9072723574719865
87.89579158316633                                 3.8242935188785308
88.43687374749497                                 3.7462389201665167
88.97795591182364                                 3.6718468935213706
89.51903807615228                                 3.6017095828007557
90.06012024048096                                 3.5353015224195063
90.6012024048096                                  3.4723444944683592
91.14228456913827                                 3.4126146096917918
91.68336673346693                                 3.355904298520736
92.22444889779558                                 3.3160631638443707
92.76553106212424                                 3.2510085461631553
93.3066132264529                                  3.214085938090022
93.84769539078155                                 3.155827253108173
94.38877755511022                                 3.1218170381417156
94.92985971943888                                 3.0695718469111632
95.47094188376752                                 3.038230485357512
96.0120240480962                                  2.9912327827319802
96.55310621242484                                 2.9623729658009768
97.09418837675351                                 2.919994348778829
97.63527054108215                                 2.8934500286474956
98.17635270541082                                 2.8551572407240244
98.71743486973946                                 2.8307764421345136
99.25851703406813                                 2.796117314514221
99.79959919839678                                 2.7737610890148185
100.34068136272545                                2.7423476184189295
100.88176352705409                                2.721888170484619
101.42284569138276                                2.693383135612626
101.9639278557114                                 2.6747027506995784
102.50501002004007                                2.6488055057222617
103.04609218436873                                2.631867586088662
103.58717434869739                                2.6082389451093766
104.12825651302605                                2.5929123357452597
104.6693386773547                                 2.57128271682408
105.21042084168336                                2.554049493922048
105.75150300601202                                2.5414228187802363
106.29258517034069                                2.52697875432793
106.83366733466933                                2.506846623779156
107.374749498998                                  2.4961073717511697
107.91583166332664                                2.478893753363159
108.45691382765531                                2.468358249013417
108.99799599198396                                2.4528160599746913
