Frequency,S11_Magnitude,S11_Phase,S11_VSWR,S12_Magnitude,S12_Phase,S12_VSWR,S21_Magnitude,S21_Phase,S21_VSWR,S22_Magnitude,S22_Phase,S22_VSWR,
20000000,-0.09308519062,-3.223416471,186.6241603,-18.12830002,-40.90753157,1.283226582,-59.50568578,48.00347209,1.002119365,-1.250919527,-9.483203454,13.9112023,
20106666,-0.1061743713,-3.812967108,163.6175978,-25.55300209,-94.01599705,1.111409538,-75.50487392,-62.68205267,1.000335629,-6.79034254,-33.06849674,2.687293123,
20213333,-0.1104517557,-4.28134739,157.2814597,-9.86322363,76.67353543,1.946579137,-59.01909923,-30.62694559,1.002241618,1.713415161,-38.90395477,nan,
20320000,-0.1165943912,-4.963615056,148.9955044,-8.070025324,173.6305929,2.305296421,-67.46976064,124.5550428,1.000846693,-0.480051141,-177.4962844,36.19656214,
20426666,-0.1220785936,-5.464889556,142.3023048,-15.81268774,-137.6466981,1.386476164,-55.74844634,153.6146869,1.003268261,12.06290534,-57.70964201,nan,
20533333,-0.0975384905,-5.994980871,178.1036567,-22.22433435,156.2514944,1.167804413,-71.29672451,-0.9455421872,1.000544894,9.588959564,108.3778678,nan,
20640000,-0.1156279642,-6.636277692,150.2407824,-18.40448268,-41.52726554,1.27315197,-61.15498051,-51.66812787,1.001752513,-5.617969096,38.31036026,3.199235917,
20746666,-0.1081989688,-7.278830633,160.556095,-5.721822909,68.18694573,3.14506237,-61.88770308,-156.3198329,1.001610625,5.408633596,-13.65692414,nan,
20853333,-0.1124722884,-7.755510694,154.4560199,-16.59284529,-141.400858,1.347508009,-62.58522866,-48.91883944,1.001486248,-3.330790947,168.6790941,5.279267558,
20960000,-0.1085372529,-8.289624542,160.0556938,-17.8362897,-175.4548263,1.29433534,-60.58685264,7.860444936,1.001871085,-16.44163333,-157.9928732,1.354693008,
21066666,-0.1094190966,-8.806337096,158.7657872,-21.1444513,63.60390439,1.192153547,-66.67353737,-155.1663474,1.000928014,-9.161377066,31.77015498,2.068812413,
