Frequency,S11_Magnitude,S11_Phase,S11_VSWR,S12_Magnitude,S12_Phase,S12_VSWR,S21_Magnitude,S21_Phase,S21_VSWR,S22_Magnitude,S22_Phase,S22_VSWR,
20000000,-0.113009184,-3.366851618,153.7222349,-25.01361547,5.43301948,1.118971908,-56.50695687,19.00637148,1.002994552,-0.7226522731,0.6349850171,24.05278355,
20106666,-0.1269511102,-3.881241842,136.8407767,-26.2144694,-71.2737563,1.102820256,-77.57756251,-112.9411428,1.000264368,-4.037790079,-0.1604330371,4.379499103,
20213333,-0.1161757177,-4.409493268,149.5324375,-14.49888055,12.17932154,1.464235282,-58.98824221,-4.185412479,1.002249604,-6.620876108,-24.34209947,2.749617863,
20320000,-0.121704348,-5.056689433,142.7398756,-10.93807057,33.592122,1.792730326,-64.45802563,141.2809697,1.001197812,-0.08145854211,168.5001192,213.2607109,
20426666,-0.1247942499,-5.523330522,139.2057577,0.03876913234,92.04096129,nan,-64.40247672,-132.8813954,1.001205502,8.229128247,69.99312758,nan,
20533333,-0.1110313778,-6.167824257,156.4604184,-19.13933271,-23.07156416,1.248242745,-66.20031816,-42.21481865,1.000980002,-9.288990681,-116.4585903,2.045078667,
20640000,-0.1135718834,-6.753067425,152.9606295,-29.59212421,-6.090625964,1.068558547,-64.17980193,-26.84773185,1.001236825,0.7812335163,138.165954,nan,
20746666,-0.1137583131,-7.302574542,152.7099613,-10.44883456,48.62647236,1.858376177,-62.15661906,-163.9465679,1.001561486,-6.41273308,-134.9862798,2.83089626,
20853333,-0.1188599842,-7.913969674,146.1555836,-17.28634281,87.11618418,1.316619423,-70.13452203,-152.8271005,1.00062293,-9.690048583,-148.4932021,1.974932964,
20960000,-0.1171360022,-8.423893812,148.3066028,-16.63954083,-109.4171934,1.345323108,-64.79548827,-22.9559549,1.001152141,-15.0250422,7.941247336,1.431067049,
21066666,-0.1180981528,-8.933006793,147.0983794,-14.72071241,48.14395596,1.449895868,-62.8272507,-157.3905144,1.001445377,-16.43994758,-73.40289357,1.354774066,
21173333,-0.104444885,-9.474148265,166.3268487,-11.65659358,-69.29835178,1.707527219,-60.62799358,13.9368302,1.001862235,2.026284264,-170.2536217,nan,
21280000,-0.122369656,-10.06293003,141.9638428,-22.41585445,61.83917303,1.163845095,-79.91919679,-18.43609763,1.00020189,-0.0769242377,28.04680991,225.8311988,
21386666,-0.1202274327,-10.62893197,144.4932845,-14.36239138,49.60387966,1.473327931,-60.98633705,17.72770788,1.001786903,0.207442447,147.8115686,nan,
21493333,-0.1164827012,-11.18215712,149.1383652,-17.9259393,105.2522755,1.29087349,-66.52927283,-90.83104344,1.000943564,-8.525285673,83.77710753,2.198694356,
21600000,-0.1120303923,-11.79173471,155.0652439,-12.1302825,-62.32122051,1.657627537,-71.96418317,147.4582533,1.00050458,-6.966806074,-66.77013806,2.625775716,
21706666,-0.1252869974,-12.28561451,138.6582872,-23.76978507,-123.388504,1.138558059,-67.10108,119.825726,1.000883421,-5.265906772,-176.7534992,3.399344795,
21813333,-0.1125705982,-12.88246568,154.3211346,-25.32111724,-85.16653112,1.114596582,-65.78900495,50.73176158,1.00102755,-20.58725763,-53.57044056,1.206196511,
21920000,-0.1215098482,-13.36068785,142.9683506,-11.55621756,-43.37258848,1.718706218,-71.95810806,-52.931704,1.000504934,-2.225818888,105.5572413,7.847331629,
22026666,-0.1217015951,-14.00842587,142.7431042,-38.16362094,122.1971399,1.025017723,-64.47249372,-77.77907378,1.001195817,-16.88240097,-31.3891415,1.334210392,
