Frequency,S11_Magnitude,S11_Phase,S11_VSWR,S12_Magnitude,S12_Phase,S12_VSWR,S21_Magnitude,S21_Phase,S21_VSWR,S22_Magnitude,S22_Phase,S22_VSWR,
20000000,-0.1078694808,-3.708442747,161.046502,-20.01890866,-43.47209736,1.221685421,-60.12404612,63.83907026,1.001973586,-2.494304041,-2.176118434,7.012375268,
20106666,-0.1205520252,-4.170111143,144.1042414,-24.30858048,-128.2853126,1.129683919,-59.04019452,-93.77390244,1.002236174,-10.83343786,-138.7517065,1.806210246,
20213333,-0.1141793574,-4.70941049,152.1468489,-13.00655677,25.21166233,1.576334146,-59.35356284,-18.87433527,1.00215685,4.445905607,34.76503977,nan,
20320000,-0.1201098974,-5.301136119,144.634676,0.1851860437,38.09463252,nan,-69.13650919,-88.46150948,1.000698805,0.9047590867,165.5812036,nan,
20426666,-0.1243562198,-5.936221826,139.6960767,-10.45036234,57.01159662,1.85816043,-55.11413717,-152.7898469,1.003516301,19.20083394,-54.9927169,nan,
20533333,-0.1000501751,-6.458834796,173.6325932,-20.6635322,-176.2082108,1.204209665,-65.3308774,-56.14277542,1.001083232,-2.678540628,10.71236743,6.53685396,
20640000,-0.1134043677,-7.082730726,153.1865694,-17.33135732,92.35818745,1.314725247,-62.89169911,-48.35627776,1.001434685,-0.5675899935,145.1736085,30.61710157,
20746666,-0.1060397686,-7.717674762,163.8252824,-24.04520608,11.13204048,1.133943819,-67.87830307,163.5472484,1.000807775,-14.62110069,20.13829429,1.45626891,
20853333,-0.1188435649,-8.236074283,146.1757757,-8.185338718,-17.37805498,2.277089656,-64.81720061,-151.580769,1.001149263,-2.276118355,-120.906398,7.675819798,
20960000,-0.1112546658,-8.823553317,156.146411,-28.15442641,-76.246893,1.081401916,-62.9975254,-87.80596959,1.001417299,-24.67278863,147.1548181,1.124028323,
21066666,-0.1203132215,-9.347923518,144.3902575,-21.11099169,18.95315007,1.19296674,-62.86123806,-135.9358316,1.001439729,-25.12615498,4.866577301,1.117350518,
21173333,-0.1059977501,-9.912915565,163.8902227,-4.476714574,-38.1467952,3.965997284,-64.4542455,35.86868292,1.001198334,5.873288421,-101.0993177,nan,
21280000,-0.1117842678,-10.4482014,155.4066542,-27.07436902,57.13602915,1.092679631,-59.81544338,-98.47114176,1.002045039,-1.706223443,31.19580498,10.21413938,
21386666,-0.1133365696,-11.04846225,153.2782033,-22.43934822,-75.4816341,1.163366372,-75.2045584,-17.48298365,1.000347438,-5.430607697,-174.5551544,3.302395706,
