"Freq., MHz","CST AF(f) + 5.6, dB (-20dB)",,CST XY Data Exchange Format V2,
10,21.913973210727,,,
10.29029029029,21.816471242063,,Title    = Antenna Factor,
10.580580580581,20.154065840078,,Xlabel   = ,
10.870870870871,21.820067434923,,"Ylabel   = AF, dB",
11.161161161161,20.938531230296,,,
11.451451451451,21.420321221368,,Curvelabel  = Antenna Factor_(NumberOfFTSamples=1000),
11.741741741742,20.748983862887,,Filename    = ^Antenna Factor.sig,
12.032032032032,20.848373500714,,Npoints     = 1000,
12.322322322322,20.402289654478,,Type        = 8,
12.612612612613,20.186052339823,,Subtype     = 16,
12.902902902903,20.150221498377,,Logfactor   = 20,
13.193193193193,19.852172142172,,Result type = complex:none,
13.483483483483,19.895705312686,,View type   = Cartesian,
13.773773773774,19.396347537134,,Plot type   = Real,
14.064064064064,19.495712056713,,Parameters  = {AluminumConductivity=3.56e+07; DiscretePortImpedance=180; Fmax=300; Fmin=10; GalvanizedSteelConductivity=5.9e+06; MaxRunTime=0.0002; Steel1010Conductivity=5.9e+06; NumberOfFTSamples=1000},
14.354354354354,18.880462672237,,Data type   = Re/Im,
14.644644644645,21.846975382079,,Type flags  = 00000,
14.934934934935,18.488353374495,,Yscale      = 1,
15.225225225225,18.908265865233,,,
15.515515515516,18.642162503508,,,
15.805805805806,18.676342027834,,,
16.096096096096,17.682787064461,,,
16.386386386386,18.407896552404,,,
16.676676676677,17.254918071993,,,
16.966966966967,18.311907209489,,,
17.257257257257,16.823480418039,,,
17.547547547548,18.082604795019,,,
17.837837837838,16.366287393946,,,
18.128128128128,17.895124900399,,,
18.418418418418,16.038084360591,,,
18.708708708709,17.63718462611,,,
18.998998998999,15.834754916041,,,
19.289289289289,17.099045127124,,,
19.57957957958,15.286066715166,,,
19.86986986987,17.127118225111,,,
20.16016016016,15.081709606777,,,
20.45045045045,16.962584835405,,,
20.740740740741,14.575083437556,,,
21.031031031031,16.876050343382,,,
21.321321321321,14.423650007046,,,
21.611611611612,16.713201155811,,,
21.901901901902,14.236376334922,,,
22.192192192192,16.51773665861,,,
22.482482482482,13.808713064792,,,
22.772772772773,16.813521555433,,,
23.063063063063,13.412877347478,,,
23.353353353353,16.155964030943,,,
23.643643643644,13.265273601363,,,
23.933933933934,15.77925349477,,,
24.224224224224,13.414536815423,,,
24.514514514515,15.557676240913,,,
24.804804804805,12.585970815838,,,
25.095095095095,15.103756235304,,,
25.385385385385,12.45447336034,,,
25.675675675676,15.274479247979,,,
25.965965965966,12.434122451079,,,
26.256256256256,15.126431380684,,,
26.546546546547,12.230463540599,,,
26.836836836837,14.793375471524,,,
27.127127127127,11.568080195601,,,
27.417417417417,14.699542881847,,,
27.707707707708,11.825615957886,,,
27.997997997998,14.338368413982,,,
28.288288288288,11.049059955447,,,
28.578578578579,14.260451471827,,,
28.868868868869,11.709083491044,,,
29.159159159159,14.002323965057,,,
29.449449449449,11.516495575788,,,
29.73973973974,13.707249563333,,,
30.03003003003,11.47743845279,,,
30.32032032032,13.512347196685,,,
30.610610610611,11.480066755739,,,
30.900900900901,13.261881774976,,,
31.191191191191,11.373776101715,,,
31.481481481481,13.21348333901,,,
31.771771771772,11.209212026976,,,
32.062062062062,12.765886071396,,,
32.352352352352,11.28221589973,,,
32.642642642643,12.504321166155,,,
32.932932932933,11.229145047071,,,
33.223223223223,12.42022094601,,,
33.513513513514,11.19119436389,,,
33.803803803804,12.03353676655,,,
34.094094094094,11.119560503425,,,
34.384384384384,11.816899564604,,,
34.674674674675,11.210159013009,,,
34.964964964965,11.49179056168,,,
35.255255255255,11.137615336954,,,
35.545545545546,11.125035225571,,,
35.835835835836,11.178246643066,,,
36.126126126126,11.906977449952,,,
36.416416416416,11.031655162355,,,
36.706706706707,10.797100080822,,,
36.996996996997,11.112840889798,,,
37.287287287287,10.523313412633,,,
37.577577577578,11.035693475265,,,
37.867867867868,10.152166242628,,,
38.158158158158,11.091520053124,,,
38.448448448448,9.8695542397854,,,
38.738738738739,11.080560582829,,,
39.029029029029,9.6543436386014,,,
39.319319319319,11.000523391169,,,
39.60960960961,9.3448237286472,,,
39.8998998999,10.955477843553,,,
40.19019019019,9.1986592495766,,,
40.48048048048,10.787172972766,,,
40.770770770771,8.8322226865187,,,
41.061061061061,10.760847917213,,,
41.351351351351,8.54556114215,,,
41.641641641642,10.839910016212,,,
41.931931931932,8.2520586472624,,,
42.222222222222,10.589785917109,,,
42.512512512513,9.1933876793014,,,
42.802802802803,10.695656052621,,,
43.093093093093,8.32694420734,,,
