Freq(MHz),AF(20log(E/V)
140.23147718878000,6.190313937820930
142.28036384764300,6.617790549045250
143.65003054562300,7.482406859583970
143.81169612309000,8.595870695795560
143.33006742355400,6.79494716403056
144.33346054758700,9.685130797076700
144.56887201130200,11.106631860277700
144.73790516065800,10.336054816708500
145.24864328708900,12.052521643860100
146.50233337722600,9.458623410774050
145.96976318062400,10.764267663215800
145.73821092123200,10.135614760896500
147.01806340950800,8.73584742898656
148.13210504910100,7.934979183100890
150.4680517397480,7.417526125264670
151.8952957614490,8.889010661979430
151.89477687683400,10.185635452186500
151.85119056918300,11.213016215297000
152.3214197728720,7.846206198009350
152.36575114561000,6.936672456018810
155.6486476232140,6.883019309766120
158.05679112089100,7.69085347409915
158.27290656299100,9.710438884931750
158.24203292840500,8.860087133002230
158.1494120246480,7.098644218291100
159.36810812671200,12.207148352063100
159.3997942253660,16.61575065618080
159.44610467724400,15.657379383815400
159.44610467724400,14.989245864442200
159.44610467724400,14.32111234506900
159.44610467724400,13.652978825695800
159.3071733216090,13.130826958541100
159.34319256195900,11.262668273374500
158.79775835094600,22.101278698761800
158.89037925470300,21.534377530808800
158.98300015846000,20.76501166001540
158.98300015846000,20.096878140642200
159.29791123123300,19.428744621269000
159.29791123123300,18.760611101895800
159.47697831183000,18.14309375823280
159.72396738851500,17.545822884853700
161.7431030904140,12.620868988261900
161.2985227523810,16.62713929571560
161.2985227523810,15.69327085386440
161.3448332042590,15.074488105808500
161.56609425212300,14.431240872826100
161.19267029094400,19.402713445189600
161.20590184862400,18.69987169104370
161.20590184862400,18.031738171670500
161.1132809448670,17.545822884853700
162.35851753982000,13.683808678173800
162.87307811624700,12.478420608049200
163.1004203345590,15.113485568457900
162.96569902000400,14.326634109692000
163.61404534630200,17.36360465229740
163.56773489442300,16.63473172207210
163.48437608104200,16.01518973138060
163.33618263503100,13.354803536058200
164.2623916726000,20.14546966932390
164.51709915793100,19.368005210416900
164.6740401337410,18.483909341347400
165.37384251768200,15.178584267170200
165.09597980641100,17.211756125167100
165.18860071016800,16.452513489515700
167.16010280442100,15.224709684433800
167.385039284973,16.318019079771800
167.64305465972400,17.09407351664110
170.8028524148130,17.730377248596600
170.6448139496620,16.80866730769400
170.46799222430800,16.118446729829100
170.46799222430800,15.476886702703800
170.30590564273300,14.79356833061750
170.28275041679400,14.303856830622400
171.94150660225700,18.71919786722400
172.28336193794200,19.832661703435600
171.67206397314700,17.940629055392400
172.45934165508000,20.772604086371900
172.50565210695800,21.483761355098700
172.78351481822900,22.385649576842100
173.76672133503200,23.22729393071240
174.2946979847880,24.20158358980570
174.3580701820950,25.19139622586280
174.98789232764100,22.12253749256000
175.0990374121500,21.190187535980200
175.03287962375200,20.48734578183440
175.0064165083930,23.21483456438380
175.2287066774090,19.66866529413490
176.0484016756570,19.033938450730300
176.39573006474500,18.335435225931100
176.39573006474500,17.672363324128900
176.58097187225900,17.014353039897700
176.80590835281100,16.244264080879900
177.4288093758790,15.548430720294000
178.75094733170500,14.89498145409380
178.9659601439980,14.064695400392200
179.5139671578920,13.840718822875100
180.2224358252250,16.09766745769550
180.29198274945000,17.845470645057400
180.275516811004,17.026163480896800
180.28580802253300,18.877028306029100
180.37842892628900,20.11206299335530
179.82270350374800,19.67170226467750
180.60725704145300,14.808976489988100
180.9573095747700,13.738944155286600
181.02677525258700,12.980243835803600
180.96061746418900,12.257155611373700
181.52692813287400,11.38887127147830
183.845097038331,11.267970920353700
185.28733682540200,11.884403631680100
186.5840294779980,12.79296398567620
188.37470028396300,13.354803536058200
189.50158794633800,13.98750573243440
189.86280947099000,14.895559924673400
190.0110029170010,15.754010264716500
190.7519701470550,16.51601378267930
192.91787435798400,16.328698536624900
194.72922072014300,17.063480504557500
194.78454180293000,16.195539058987600
196.89021004148600,17.21037568401140
196.93441547282400,16.224740698820300
197.36367773831300,18.125183419135300
198.373347370475,16.99482965783810
198.1153319957240,16.110854303472600
198.90260967765700,19.270388300118900
198.77911513931400,18.310127138076000
199.2925924303170,20.75861803782050
199.0878514851710,19.995645789222000
199.50708294428000,21.935044521692900
199.93996379973300,17.715893235239600
199.59482906362900,23.309673293609000
199.45833510019800,22.617563691004700
199.55095600395500,24.713073365402400
199.3348405618560,24.227158078585600
199.55095600395500,25.63428776332610
200.61095079139400,19.199284624716600
200.61609639715800,18.274695815079000
200.7045072598350,16.681666721366900
200.56978594528,20.82575107086750
200.47716504152300,20.096878140642200
200.8392285743910,15.410740563991700
200.56978594528,21.979799877057600
201.0792009159430,14.43596504922580
201.0328904640640,13.658500590318800
201.0328904640640,12.990367070945600
200.94026956030700,17.626808765989800
201.4166056367710,12.443712373276600
202.59200901063800,11.853021602739900
203.78625733029000,12.857844719995500
203.7188966730130,13.840718822875100
203.7188966730130,14.423817167055300
205.91092472859100,12.124830466303000
205.20083113312200,11.611582444602700
207.7247507604960,11.98247247211840
208.00261347176600,12.89925795466740
209.3687718021800,11.972981939172800
211.71516803068600,12.279209802218800
213.0581711351600,11.808479368115000
215.0186469313470,12.311190022326600
216.65936008361100,12.179062083135300
218.36983963091200,16.070821509956500
218.19422077443800,15.15963174423520
218.46414455110100,17.242125830593100
218.1986312936650,14.336757344834000
219.06127696591000,18.871371204037900
219.0013457928910,18.024145745314000
218.30668901471400,13.453505078692900
219.36470472301400,19.73711393790280
219.6496921191890,20.45456578232690
220.57590115675700,17.37878950501040
220.57590115675700,18.420470401124000
220.66010197835400,16.173795846644600
220.48328025300000,19.216156683286700
220.8116634572290,15.027898216802700
221.11310239854700,13.877162469386400
221.03900567554100,13.086537804794800
221.15808969465700,12.150861642382500
221.9189042612310,11.494659078712400
223.4603807308990,10.669253870525700
224.61005607594400,10.392070051161000
225.28104306760400,11.377735712822100
226.2919340743220,11.92959664570700
227.63361402302800,11.904650101964200
228.81916159111600,12.75500185389370
230.11585424371100,11.881872822894600
232.10720367448300,11.023928644608600
232.7092395489030,10.408942109731000
233.61229336053200,12.941016299628200
232.89448135641600,12.26149414072030
232.89448135641600,11.608545474060100
232.80186045266000,10.985966512826000
233.6222170287920,14.847257631281500
233.8021662132330,13.93790188023850
233.32053751369800,16.345207197010400
233.4502067789570,17.36360465229740
235.53417711348600,13.02453298954990
236.3677652472980,15.222540419760600
236.27514434354100,14.326634109692000
236.50669660293300,16.32428584438350
236.32145479541900,15.84511938099470
236.32145479541900,13.840718822875100
236.59931750669000,17.477491047645100
239.47056552315200,15.480682915882000
241.38914138668600,14.140077347789100
242.61967625088400,13.962197644579300
243.45326438469600,14.577184179456900
245.00832061092900,17.673695328752900
245.0542828639210,16.672952099649100
246.33994921845100,18.517653458487400
246.924343015964,21.031108126605600
246.86171364294800,20.030064788704900
246.81849055452800,19.364630798702900
247.04598049358000,22.651130207528200
247.01255340049400,21.910383407512300
247.5682788230350,17.538230458497200
247.20197359464400,24.486099777481400
247.20955659261200,23.54552691235640
247.20132362338900,27.094058270805100
247.15810053496900,26.132857094070500
247.15810053496900,25.464723574697300
247.20020094576800,28.47891683823310
246.6949960161850,27.993001551416300
248.06115434659900,18.753018675539300
248.1213579340410,16.68636022129640
248.17693047629500,15.832971498824200
248.15377525035500,15.089672958521600
248.11518320712300,20.886490481719600
248.08430957253800,20.06650843521620
247.99168866878100,19.610962853825400
248.17693047629500,22.526454574726500
248.17693047629500,21.858321055353400
248.26955138005100,17.849519939114200
249.11857633115600,13.747078897811400
249.28838132137700,12.892249561107600
249.42069689817200,12.205093259214800
249.58476821339900,11.480992711270700
249.84410674391800,11.107445334530200
250.53876352209400,15.047914613560700
250.49245307021600,13.769856176881000
250.58507397397200,12.929627660093500
252.5995786306840,15.26050255154310
253.12553304844600,14.539222047674300
253.31077485595900,13.792995000062700
253.5720981201300,12.62137515001900
254.09041894692300,11.782587247463300
254.15097876861100,11.101751014762800
255.87990230540500,11.704716207909300
256.46229132145200,14.122328818644000
256.42019091065300,13.115642105828100
257.15189605033200,17.653635339116200
257.0067899677800,16.566399884863400
257.0067899677800,15.851868204422700
257.1967815652300,15.064851564663700
256.42019091065300,12.458897225989600
257.29788423673000,19.06141580325870
257.2537790444650,18.122847287948700
257.2537790444650,22.274152406571600
257.2537790444650,21.412898709104600
257.2537790444650,20.744765189731400
257.3463999482220,20.072582376301400
257.20325855150600,24.492202780485700
257.2537790444650,23.619763970064500
257.2537790444650,23.024517743713800
258.27260898579000,17.36360465229740
258.27260898579000,16.695471132924200
258.27260898579000,16.027337613551000
258.97795279132300,15.036817990424300
260.19706554162600,14.377250285402000
261.08535958935300,13.556202635199400
261.3290988097660,13.051106481797700
262.54474817157400,14.499361809302600
262.1626869435770,15.11624645076940
263.48253482211200,13.738221067062200
264.83185298820600,13.719240001170900
265.65140765175100,14.50210351882030
267.1726358286060,14.798744984951500
267.86548830346200,14.009921467391700
268.29882181746800,13.347211109701700
269.51678670187000,12.856740367070900
270.8844887140130,13.42313537326690
271.3784668673830,14.402558373257100
271.4247773192610,15.50092938616610
271.5173982230180,14.96439792363910
271.4247773192610,16.81694995462840
271.3321564155040,16.452513489515700
273.0434378753920,23.501177501258000
272.9221485966630,22.521392957155500
273.1742832791120,25.563425117332000
273.09195358688400,24.634112131294700
272.35098635682900,24.287897489437700
273.2308849425190,21.530328236752000
273.09195358688400,28.21860507743840
273.09195358688400,27.302090752973500
273.09195358688400,26.633957233600400
272.4436072605860,26.29229804755730
273.30806902898300,20.576044604031100
273.4315635673260,19.89103902608790
273.39039872121200,19.21953109500070
273.1340539976830,29.588791527439800
272.6288490681000,29.14705035760630
273.94406590144700,18.40456246018660
274.62376084132400,17.6595146026025
274.48126714323700,16.86112407161170
274.69738258533600,16.22980231639140
274.11078352820900,23.07310927239550
274.11078352820900,22.40497575302230
274.80123026530600,15.395095564226800
275.9400463774070,18.94282933445220
276.59692357641900,18.08928077142520
275.6853388920750,17.37878950501040
277.8156196784830,19.893148033409100
277.6921251401400,18.941383158003300
278.1861032935100,21.377467386107500
277.9082405822400,20.582793427459100
277.72299877472600,18.138032140661700
279.22037005212800,22.280966122532600
279.2512436867140,23.042739566969500
279.5239607922200,23.997698082033200
281.2425931174860,17.506342267799800
281.057351309972,19.413559768556000
281.1499722137290,18.517653458487400
281.38814025196100,16.560976723180200
281.7983185400270,15.729714500375700
282.2428988780600,14.694107545347200
282.6319066738380,13.88844264568750
283.0023902888660,13.172585303501900
283.91175916211500,12.440951490965100
285.96625920908400,11.562990915921000
288.18916089924800,27.784752142780500
287.72605638046400,12.5500063422678
287.81867728422100,13.233324714354000
288.93012812930300,26.656734512669900
289.20799084057400,25.745643349888300
289.1771172059880,25.01677041966300
289.48585355184400,24.158826241377000
290.4120625894130,23.047801184540500
289.7637162631150,22.57960155922210
289.9092633975900,21.598009294558600
290.25328389725800,20.669564014390700
290.26386914340200,19.79028873348400
290.4120625894130,18.87601598251490
290.4120625894130,18.213956404226900
292.07923885703600,22.897639863267200
293.4553208557090,21.953768700978100
292.6349642795770,25.958231287870700
292.5423433758200,25.10787953594110
292.57321701040600,24.30814395972170
292.44972247206300,23.801982202620800
292.82020608709000,27.704489349868800
292.72758518333400,26.808583039800200
293.799341355377,19.80359355681350
293.77728875924400,18.871966688458000
293.83903602841600,18.112724052806700
294.03750939360900,17.39831288707000
294.07573389357200,16.698845544638200
293.857560209167,20.85004683520840
293.56117331714500,20.339835784050700
294.561479077719,16.057707318977000
294.48738235471400,15.364725858800700
294.48738235471400,14.726962044853600
294.30214054720000,14.21865293484380
293.83903602841600,22.98200015611740
296.2471795260930,17.12064700888890
296.200869074215,15.820443995336000
296.5250422373640,14.86776704273800
297.5850370248030,19.902769123950800
297.636493082446,19.009090509927200
297.55930899598200,18.332904417145600
298.24161632032400,17.525576414569700
298.15517014348400,16.58917716393300
299.5031605273920,20.489348179994300
298.6553230237710,16.118446729829100
299.0875539079700,19.78305785123970
298.93318573504200,19.064308156156400
298.93318573504200,18.487283753061400
